,SLMO2 (51012)
ACH-000004,-1.52873239676
ACH-000007,-1.0442721996200002
ACH-000009,-1.2238890541
ACH-000011,-0.872996318694
ACH-000012,-1.21915404343
ACH-000013,-1.1248421144399998
ACH-000014,-0.972474789026
ACH-000015,-1.16230504486
ACH-000017,-0.985357839764
ACH-000018,-0.9957638399429999
ACH-000019,-1.39945716091
ACH-000021,-1.3219022455299998
ACH-000022,-1.24967792997
ACH-000025,-1.0825867461799998
ACH-000028,-0.8850437311210001
ACH-000030,-1.0947259371200002
ACH-000035,-0.953056781533
ACH-000036,-0.924376424461
ACH-000037,-0.982711134287
ACH-000039,-0.828460914953
ACH-000040,-0.987291518075
ACH-000041,-1.01917752644
ACH-000042,-1.1889126318
ACH-000045,-0.939559053482
ACH-000047,-1.218639248
ACH-000052,-1.3821402438
ACH-000053,-1.42308431441
ACH-000054,-1.3274037837700001
ACH-000055,-1.07888540876
ACH-000060,-1.38526749763
ACH-000067,-1.29272944025
ACH-000070,-1.05451221869
ACH-000075,-1.19074216928
ACH-000078,-0.962915451327
ACH-000082,-0.466624006866
ACH-000085,-1.0396805266299998
ACH-000086,-1.2542394794299998
ACH-000087,-1.1931007467599999
ACH-000092,-1.0404389292799998
ACH-000095,-1.3132180402200002
ACH-000097,-0.933687899228
ACH-000098,-1.4347980467299999
ACH-000099,-1.27584773861
ACH-000108,-1.2529044575
ACH-000113,-1.03395142294
ACH-000115,-1.6881036672299998
ACH-000116,-1.20943298544
ACH-000118,-0.997646125232
ACH-000120,-1.12505635186
ACH-000123,-0.892219814627
ACH-000127,-1.05902717785
ACH-000128,-1.5184500006200001
ACH-000132,-1.22401486213
ACH-000133,-1.14873255653
ACH-000137,-1.15681142584
ACH-000138,-1.27467440889
ACH-000142,-1.05692292348
ACH-000143,-1.01560385508
ACH-000146,-1.43944677905
ACH-000148,-1.02688447966
ACH-000150,-1.24048732771
ACH-000152,-1.03142154188
ACH-000153,-0.8943218392
ACH-000159,-0.845739992691
ACH-000160,-1.18704108546
ACH-000163,-1.0665354496200001
ACH-000167,-0.9925112125159999
ACH-000168,-1.17921481316
ACH-000169,-1.1372530232
ACH-000178,-0.936268438784
ACH-000182,-1.43950144159
ACH-000183,-1.05983417027
ACH-000188,-1.27286597748
ACH-000189,-1.2743895353299999
ACH-000190,-1.06751726576
ACH-000198,-1.0400322803
ACH-000204,-0.9720293982449999
ACH-000206,-0.962729410454
ACH-000207,-1.53125695111
ACH-000211,-1.4894876602200002
ACH-000215,-1.32052999471
ACH-000221,-1.29054005052
ACH-000222,-1.2677739186399999
ACH-000223,-1.27660031781
ACH-000226,-1.1665676374
ACH-000227,-1.3130289435100002
ACH-000228,-0.9732766583329999
ACH-000231,-0.8542100221960001
ACH-000232,-1.31890855213
ACH-000233,-1.02470535391
ACH-000234,-0.7365294686589999
ACH-000235,-1.35758603792
ACH-000237,-0.841166998425
ACH-000238,-1.0587578475100001
ACH-000243,-0.979583140065
ACH-000244,-0.86233014308
ACH-000246,-1.06239832531
ACH-000248,-0.990837711248
ACH-000250,-1.33982896919
ACH-000251,-0.9775731273899999
ACH-000253,-1.1402609069499998
ACH-000255,-0.8696824570270001
ACH-000256,-1.24381379641
ACH-000257,-1.57318147106
ACH-000258,-1.45499570071
ACH-000259,-1.10127545339
ACH-000260,-1.14369740967
ACH-000261,-0.47692745278000004
