,PIAS3 (10401)
ACH-000004,-0.0752828366603
ACH-000007,-0.130897491766
ACH-000009,-0.29403076731600003
ACH-000011,-0.09748500388689998
ACH-000012,-0.270317065684
ACH-000013,-0.0726229257159
ACH-000014,-0.295279267896
ACH-000015,-0.32092928308
ACH-000017,-0.186110592474
ACH-000018,-0.448769699304
ACH-000019,-0.19456259388
ACH-000021,-0.250026357766
ACH-000022,-0.0778693630816
ACH-000025,-0.38149326918000004
ACH-000028,-0.311336569673
ACH-000030,-0.22903006146699997
ACH-000035,-0.304191924973
ACH-000036,-0.374151974194
ACH-000037,-0.133770375492
ACH-000039,-0.499269280572
ACH-000040,-0.09260450858989999
ACH-000041,-0.218113977922
ACH-000042,-0.18731954540100001
ACH-000045,-0.133398602954
ACH-000047,-0.247176324077
ACH-000052,-0.23489674630999996
ACH-000053,-0.215959589359
ACH-000054,-0.136964524606
ACH-000055,-0.0675086038396
ACH-000060,-0.229958908891
ACH-000067,-0.204906451908
ACH-000070,-0.228895353632
ACH-000075,-0.495609283258
ACH-000078,-0.203481718264
ACH-000082,-0.144164526606
ACH-000085,-0.243131946789
ACH-000086,-0.553215597407
ACH-000087,-0.30237517797200003
ACH-000092,-0.325543936352
ACH-000095,-0.175493144386
ACH-000097,-0.318431732878
ACH-000098,-0.297336593235
ACH-000099,-0.185045733873
ACH-000108,-0.052658405745
ACH-000113,-0.32440397528799997
ACH-000115,-0.11812885991699999
ACH-000116,-0.17764894967
ACH-000118,-0.254375983568
ACH-000120,-0.19150521494699999
ACH-000123,-0.351934134181
ACH-000127,-0.169909390012
ACH-000128,0.0254627487823
ACH-000132,-0.0622630091505
ACH-000133,-0.380969694071
ACH-000137,-0.301491472317
ACH-000138,-0.223851850352
ACH-000142,-0.172374702747
ACH-000143,-0.19187353780299998
ACH-000146,-0.290061329912
ACH-000148,-0.262443702058
ACH-000150,-0.256114610724
ACH-000152,-0.39080649889799995
ACH-000153,-0.60942090849
ACH-000159,-0.345855844458
ACH-000160,-0.164126237481
ACH-000163,-0.18686389209000004
ACH-000167,-0.167671610531
ACH-000168,-0.278481260676
ACH-000169,-0.169067578255
ACH-000178,-0.102751077836
ACH-000182,-0.174305549144
ACH-000183,-0.11280551201099999
ACH-000188,-0.178694377938
ACH-000189,-0.48237188361199995
ACH-000190,-0.0797037993144
ACH-000198,-0.251571829242
ACH-000204,-0.51276512785
ACH-000206,-0.0973137276619
ACH-000207,-0.148480023182
ACH-000211,-0.32266115168000004
ACH-000215,-0.315192210623
ACH-000221,-0.10277038419399999
ACH-000222,-0.197794181998
ACH-000223,-0.20696041664200002
ACH-000226,-0.318225412205
ACH-000227,-0.25166116550900003
ACH-000228,-0.199561048279
ACH-000231,-0.24650544463500002
ACH-000232,-0.382026602029
ACH-000233,-0.120572452766
ACH-000234,0.03938873502069999
ACH-000235,-0.25898804165600003
ACH-000237,-0.19531078022300002
ACH-000238,-0.067914211262
ACH-000243,-0.138684826235
ACH-000244,-0.516343689936
ACH-000246,-0.27581836308200003
ACH-000248,-0.202745493214
ACH-000250,-0.326779330352
ACH-000251,-0.53179373032
ACH-000253,-0.113103885692
