,TKT (7086)
ACH-000004,-0.908556245838
ACH-000007,-0.9256413388179999
ACH-000009,-0.562682424843
ACH-000011,-1.05358331589
ACH-000012,-0.7297813786570001
ACH-000013,-0.27503562234
ACH-000014,-0.632311360238
ACH-000015,-0.580512970423
ACH-000017,-1.0368672240999999
ACH-000018,-0.8016328845370001
ACH-000019,-0.564682641982
ACH-000021,-0.5722350151160001
ACH-000022,-0.23894457631299998
ACH-000025,-1.1065650092200001
ACH-000028,-1.42634763161
ACH-000030,-1.1455493355600002
ACH-000035,-0.9844494363449999
ACH-000036,-1.0731107897
ACH-000037,-0.631460045712
ACH-000039,-0.630880708292
ACH-000040,-0.20288906107000002
ACH-000041,-0.655208701162
ACH-000042,-0.7997374370970001
ACH-000045,-0.975022186071
ACH-000047,-0.35362853444799996
ACH-000052,-0.184773496939
ACH-000053,-0.38512673285800003
ACH-000054,-0.32785703300200003
ACH-000055,-0.193913554936
ACH-000060,-0.359519673091
ACH-000067,-0.691133873254
ACH-000070,-0.8749962159479999
ACH-000075,-0.387691880426
ACH-000078,-0.407827726631
ACH-000082,-0.20214647758999998
ACH-000085,-0.6113672128450001
ACH-000086,-0.297643403491
ACH-000087,-0.740285170909
ACH-000092,-0.267603958301
ACH-000095,-0.169336860999
ACH-000097,-1.0769782972700002
ACH-000098,-0.37716114772500003
ACH-000099,-0.822236193725
ACH-000108,-0.5915145788539999
ACH-000113,-0.134186907623
ACH-000115,-0.483433383168
ACH-000116,-0.262820406833
ACH-000118,-0.19834648904899999
ACH-000120,-0.23136707375399998
ACH-000123,-0.671978264272
ACH-000127,-0.653003055546
ACH-000128,-0.155845690452
ACH-000132,-0.36135660623099997
ACH-000133,-0.35355746144
ACH-000137,-0.30026335546599997
ACH-000138,-0.960325219185
ACH-000142,-1.2753601772399998
ACH-000143,-0.5620075049109999
ACH-000146,-1.3083760403
ACH-000148,-0.407852916658
ACH-000150,-0.44384873239100003
ACH-000152,-0.569421329822
ACH-000153,-0.399151902268
ACH-000159,-1.07566023836
ACH-000160,-0.536028431511
ACH-000163,-0.465185460712
ACH-000167,-0.521024827699
ACH-000168,-0.427337047352
ACH-000169,-0.35330401550800006
ACH-000178,-1.04441825845
ACH-000182,-0.901819737686
ACH-000183,-0.469397115124
ACH-000188,-0.552236856268
ACH-000189,-1.3287654903100001
ACH-000190,-0.607755968947
ACH-000198,-0.9630384041769999
ACH-000204,-0.369895506245
ACH-000206,-0.536640354088
ACH-000207,-0.829860610811
ACH-000211,-0.333442935251
ACH-000215,-0.5889901225190001
ACH-000221,-0.32251089413199996
ACH-000222,-0.676434595199
ACH-000223,-0.361169502125
ACH-000226,-0.715209815039
ACH-000227,-0.435741496748
ACH-000228,-0.63756712461
ACH-000231,-0.6401222176100001
ACH-000232,-0.392634375257
ACH-000233,-0.373889997133
ACH-000234,-0.652780165121
ACH-000235,-1.28700940174
ACH-000237,-0.54213801057
ACH-000238,-0.457313537717
ACH-000243,-1.0629138198
ACH-000244,-0.35752349726899996
ACH-000246,-0.6374179874170001
ACH-000248,-1.02442092929
ACH-000250,-1.117038114
ACH-000251,-0.21779110743500002
ACH-000253,-0.393779545716
ACH-000255,-1.02605544335
ACH-000256,-0.574092573171
ACH-000257,-0.527770210317
ACH-000258,-0.610548554532
ACH-000259,-0.738832786003
ACH-000260,-0.43856960772
ACH-000261,-0.224787338651
ACH-000262,-0.9134749840080001
ACH-000263,-0.6778905456640001
ACH-000264,-0.46061770678499997
ACH-000265,-0.75328483507
ACH-000266,-0.37713908638099997
ACH-000272,-0.378597028528
ACH-000273,-0.842106832441
ACH-000274,-0.523888719696
ACH-000277,-0.45794064727300005
ACH-000278,-0.621892311097
ACH-000279,-0.870587604181
ACH-000280,-0.6223693971600001
ACH-000281,-0.989118571106
ACH-000288,-0.608857283192
ACH-000291,-0.251085789072
ACH-000293,-0.301774965061
ACH-000294,-0.42593459541
ACH-000295,-0.599351059251
ACH-000296,-0.409790394382
ACH-000302,-0.329010018013
ACH-000304,-0.282694754335
ACH-000307,-1.21738452207
ACH-000308,-0.47409698427
ACH-000310,-0.254192370346
ACH-000311,-0.981010988667
ACH-000312,-0.5470412725530001
ACH-000315,-0.390728874291
ACH-000316,-0.6432167096320001
ACH-000317,-1.0923076010700001
ACH-000318,-0.6020170371119999
ACH-000319,-0.31734494788
ACH-000320,-0.6664908632909999
ACH-000322,-0.6303904585069999
ACH-000323,-0.417968095496
ACH-000324,-0.8878079892820001
ACH-000329,-0.45638258476599997
ACH-000330,-0.7788617620749999
ACH-000331,-0.307032027747
ACH-000332,-0.436174855699
ACH-000334,-0.615444379746
ACH-000335,-0.9047056061759999
ACH-000336,-0.344586194352
ACH-000337,-0.922861699359
ACH-000339,-1.23927476302
ACH-000341,-0.41891176878499997
ACH-000348,-0.369584563327
ACH-000350,-0.20065837444200002
ACH-000352,-0.495040374371
ACH-000356,-0.834954240035
ACH-000361,-0.0430996428977
ACH-000362,-0.36233267982199996
ACH-000363,-0.509382218312
ACH-000364,-0.532140620569
ACH-000365,-0.530587641943
ACH-000366,-0.7861663265019999
ACH-000368,-0.28124536833299996
ACH-000374,-0.6293727862030001
ACH-000375,-0.594614862865
ACH-000376,-0.7317686679359999
ACH-000381,-0.933020330669
ACH-000383,-0.963898781472
ACH-000387,-0.996319317923
ACH-000389,-1.08348806949
ACH-000390,-0.810832568626
ACH-000393,-0.364606054757
ACH-000395,-0.743860975205
ACH-000397,-0.459187431638
ACH-000401,-1.35799777355
ACH-000402,-0.463412709335
ACH-000403,-0.323454632725
ACH-000404,-0.81254447736
ACH-000406,-0.553855915534
ACH-000407,-0.470041983712
ACH-000408,-1.29385488443
ACH-000410,-0.3702604125
ACH-000411,-0.825812163106
ACH-000414,-0.6109779244619999
ACH-000415,-0.7446176109389999
ACH-000416,-0.554605598992
ACH-000420,-0.406165029333
ACH-000421,-0.7639668474369999
ACH-000424,-0.44413640531599996
ACH-000425,-0.35183426092799996
ACH-000426,-0.634680116368
ACH-000427,-0.434882332907
ACH-000433,-0.32238449160599997
ACH-000436,-0.38113386063
ACH-000444,-0.268001631849
ACH-000445,-0.532865068346
ACH-000448,-0.630314495818
ACH-000450,-0.529604987873
ACH-000452,-0.422776559085
ACH-000454,-1.2644020425700002
ACH-000458,-0.650090823358
ACH-000459,-1.03265494994
ACH-000460,-0.6932810811329999
ACH-000461,-0.773788423744
ACH-000463,-0.203239408185
ACH-000464,-0.68910722507
ACH-000466,-0.440868154348
ACH-000467,-0.150309271012
ACH-000468,-0.656730224266
ACH-000469,-0.363827271244
ACH-000470,-0.414663399799
ACH-000471,-0.312893598887
ACH-000472,-0.6506274692189999
ACH-000473,-0.31242387915
ACH-000475,-0.623791266461
ACH-000476,-0.160250945888
ACH-000477,-1.24222880098
ACH-000480,-0.527574550256
ACH-000481,-0.657961945121
ACH-000483,-0.5598793391100001
ACH-000484,-0.649064880658
ACH-000485,-0.591343809687
ACH-000486,-1.1909384749
ACH-000487,-0.724467808266
ACH-000488,-0.788655262896
ACH-000490,-0.21755907595899998
ACH-000491,-0.24464885710999998
ACH-000495,-1.2970846761100001
ACH-000496,-0.808146537537
ACH-000499,-0.32489831620799997
ACH-000500,-0.6933478515100001
ACH-000502,-0.849626983367
ACH-000503,-0.955035203776
ACH-000505,-0.36322692563000003
ACH-000507,-1.05238464705
ACH-000510,-0.605684847295
ACH-000511,-0.955183383533
ACH-000512,-1.08124878907
ACH-000516,-0.35647373439499996
ACH-000517,-0.47181847131000004
ACH-000518,-0.270329119378
ACH-000520,-1.05376190999
ACH-000521,-0.659581414902
