,TAX1BP3 (30851)
ACH-000004,0.153953788026
ACH-000007,-0.620809034673
ACH-000009,-0.017605010947900002
ACH-000011,-0.011377854916299997
ACH-000012,0.256652321424
ACH-000013,-0.010037182311
ACH-000014,0.16325907700099998
ACH-000015,-0.0260101470552
ACH-000017,-0.13137815506300002
ACH-000018,0.0187275423385
ACH-000019,-0.117514124476
ACH-000021,0.05941232216780001
ACH-000022,0.11635855859000001
ACH-000025,-0.12369859807900001
ACH-000028,0.0343156572787
ACH-000030,-0.0004481125164059999
ACH-000035,0.024498169065000002
ACH-000036,-0.20734198838799997
ACH-000037,0.0106222635475
ACH-000039,0.0668871162864
ACH-000040,-0.175562908038
ACH-000041,0.29666664038199997
ACH-000042,0.0797850474447
ACH-000045,-0.161659554975
ACH-000047,-0.201995007921
ACH-000052,-0.39940099339199997
ACH-000053,-0.0292733531322
ACH-000054,-0.293787564864
ACH-000055,-0.0722517690091
ACH-000060,-0.19143911069699998
ACH-000067,-0.0753111473535
ACH-000070,-0.17861898199700002
ACH-000075,-0.06740880474580001
ACH-000078,0.0031979176307
ACH-000082,-0.0112899050893
ACH-000085,-0.16724506215600002
ACH-000086,0.03970603561219999
ACH-000087,0.18402441682999998
ACH-000092,0.139135959552
ACH-000095,0.0301728050115
ACH-000097,-0.00880816645726
ACH-000098,-0.101213780391
ACH-000099,-0.162365916512
ACH-000108,-0.00469361255101
ACH-000113,0.00731269753485
ACH-000115,0.137983926408
ACH-000116,-0.0667274304522
ACH-000118,-0.24229339889499998
ACH-000120,0.195550287289
ACH-000123,0.024104277931
ACH-000127,-0.26942205981600004
ACH-000128,0.45964893109099997
ACH-000132,-0.0627175830755
ACH-000133,-0.165899922293
ACH-000137,-0.10208062028699999
ACH-000138,-0.0426475675364
ACH-000142,-0.00170757534331
ACH-000143,-0.100469045923
ACH-000146,0.069403264951
ACH-000148,-0.0267068863652
ACH-000150,0.0274540165118
ACH-000152,-0.08690749257580001
ACH-000153,-0.0059121469129
ACH-000159,-0.040803572050699996
ACH-000160,-0.019122867966900003
ACH-000163,-0.173033035192
ACH-000167,0.135273423243
ACH-000168,-0.247526145374
ACH-000169,0.008828039805940002
ACH-000178,-0.150663794603
ACH-000182,0.0223656118008
ACH-000183,-0.136484390132
ACH-000188,-0.13127570015999998
ACH-000189,0.285130038896
ACH-000190,-0.360314277642
ACH-000198,0.122769473202
ACH-000204,0.035444373940199995
ACH-000206,0.00262710023206
ACH-000207,0.0179576044207
ACH-000211,-0.0669691865357
ACH-000215,0.0673039997135
ACH-000221,0.232259568409
ACH-000222,-0.0369365543012
ACH-000223,0.000651986384614
ACH-000226,-0.033372344991900005
ACH-000227,-0.152783039436
ACH-000228,-0.0519448255866
ACH-000231,-0.0665371123381
ACH-000232,0.08679458426660001
ACH-000233,-0.0305246654553
ACH-000234,0.005522183446310001
ACH-000235,-0.22098879020599999
ACH-000237,-0.202735245251
ACH-000238,-0.060804801671900006
ACH-000243,-0.0195645931382
ACH-000244,-0.183372090027
ACH-000246,-0.0904728464744
ACH-000248,0.0113625413559
ACH-000250,0.022298899838900002
ACH-000251,0.0793429287787
ACH-000253,-0.0603088264884
ACH-000255,0.0577149853147
ACH-000256,-0.08590259172
ACH-000257,0.19898064461800002
ACH-000258,0.304949719439
ACH-000259,-0.0586959667868
ACH-000260,0.00625520433526
ACH-000261,-0.11155979788699999
ACH-000262,0.06301412000630001
ACH-000263,0.010870125629499999
ACH-000264,-0.025558068414099997
ACH-000265,0.0769521368617
ACH-000266,-0.035882138386199997
ACH-000272,-0.07728135229830001
ACH-000273,0.039190713650699996
ACH-000274,0.00857309142981
ACH-000277,-0.09957715412820001
ACH-000278,-0.0544395254495
ACH-000279,-0.00862659212396
ACH-000280,0.059809712318199995
ACH-000281,0.201148940053
ACH-000288,-0.263334043791
ACH-000291,-0.0463867945531
ACH-000293,0.032886362763400005
ACH-000294,0.027405450701000002
ACH-000295,0.13246308024599998
ACH-000296,0.152607240196
ACH-000302,-0.0017897061189100002
ACH-000304,0.28857776964299997
ACH-000307,0.07434047969680001
ACH-000308,-0.0738279498862
ACH-000310,-0.13049186391200002
ACH-000311,0.0493405899627
ACH-000312,0.0306742962426
ACH-000315,0.0452621367188
ACH-000316,0.082129327821
ACH-000317,0.0765934256385
ACH-000318,-0.0013109944118199998
ACH-000319,-0.027279484038999997
ACH-000320,0.0432487564508
ACH-000322,-0.22096722392700002
ACH-000323,-0.218103445514
ACH-000324,-0.0386405049936
ACH-000329,0.0776216357068
ACH-000330,0.08572347619550001
ACH-000331,0.181505119868
ACH-000332,0.0926457571984
ACH-000334,-0.130925679856
ACH-000335,-0.22940719112799998
ACH-000336,0.049971853438300004
ACH-000337,0.17385563406800003
ACH-000339,-0.131439366605
ACH-000341,0.19414947641
ACH-000348,-0.0176192461373
ACH-000350,0.0762249591235
ACH-000352,-0.058389523109300005
ACH-000356,-0.0674749741295
ACH-000361,-0.0890957274783
ACH-000362,0.00101913705899
ACH-000363,-0.018617739670099998
ACH-000364,-0.106081039452
ACH-000365,0.031385135244900005
ACH-000366,-0.009497848438889999
ACH-000368,0.171009302724
ACH-000374,0.057208899288
ACH-000375,0.159491963868
ACH-000376,-0.258237359254
ACH-000381,0.171692987674
ACH-000383,-0.0754621385343
ACH-000387,0.0499229188954
ACH-000389,-0.113837971585
ACH-000390,-0.0232090770243
ACH-000393,-0.222203774214
ACH-000395,-0.351441743978
ACH-000397,-0.134924777539
ACH-000401,0.04793270424669999
ACH-000402,-0.24448739566599997
ACH-000403,-0.221777345329
ACH-000404,-0.03976825592469999
ACH-000406,0.0527362190446
ACH-000407,-0.108223790198
ACH-000408,-0.226982353415
ACH-000410,0.09729170503739999
ACH-000411,-0.20267737713700001
ACH-000414,0.120758837519
ACH-000415,0.0223085521812
ACH-000416,0.014980152450600002
ACH-000420,-0.135795064597
ACH-000421,0.09976709402
ACH-000424,-0.255892446565
ACH-000425,0.243843878296
ACH-000426,0.00814022729516
ACH-000427,-0.164484188046
ACH-000433,-0.14138204950799999
ACH-000436,-0.035270951752699994
ACH-000444,-0.00221577006591
ACH-000445,-0.189920558269
ACH-000448,0.0539012594492
ACH-000450,0.036562156082
ACH-000452,-0.037960787293500005
ACH-000454,0.00953195938451
ACH-000458,0.10971822397
ACH-000459,-0.04526351652
ACH-000460,-0.26977567493
ACH-000461,-0.00128800032828
ACH-000463,0.073912907166
ACH-000464,0.0752564469196
ACH-000466,-0.279020865194
ACH-000467,-0.0702194996018
ACH-000468,-0.0351667580947
ACH-000469,-0.027604038757799997
ACH-000470,0.223140740592
ACH-000471,-0.14083396202
ACH-000472,0.0738600759572
ACH-000473,-0.0431976431929
ACH-000475,-0.0665418421552
ACH-000476,-0.30498683421100004
ACH-000477,-0.005794553615
ACH-000480,-0.00606517258884
ACH-000481,0.08808935697660002
ACH-000483,0.0735182739596
ACH-000484,-0.06015559678330001
ACH-000485,0.00697514680942
ACH-000486,0.0417633048884
ACH-000487,0.050092351469
ACH-000488,-0.108099562003
ACH-000490,0.10268119939999999
ACH-000491,0.0714117582324
ACH-000495,0.202146505693
ACH-000496,0.0387757787172
ACH-000499,-0.029497747044000003
ACH-000500,-0.219678384945
ACH-000502,0.09459020360310001
ACH-000503,0.347058432731
ACH-000505,-0.0321815625673
ACH-000507,0.0677951061519
ACH-000510,-0.11121435664999998
ACH-000511,-0.175092010798
ACH-000512,-0.036626076604199996
ACH-000516,0.06519587489630001
ACH-000517,-0.06559737101980001
ACH-000518,0.021196488446800003
ACH-000520,-0.0432692465695
ACH-000521,0.0951906151543
ACH-000522,-0.08286271573080001
ACH-000524,-0.222725599458
ACH-000527,-0.120637277677
ACH-000528,-0.045513356730399995
ACH-000537,0.0507259228433
ACH-000541,0.532194619232
ACH-000542,-0.0632637540645
ACH-000544,0.0253998568408
ACH-000545,-0.10681662619400001
ACH-000547,0.078776228272
ACH-000548,-0.020319572104099997
ACH-000549,-0.014584353937799999
ACH-000550,0.00908581672649
ACH-000552,0.129826991275
ACH-000556,0.05234164900769999
ACH-000557,-0.011981360170200002
ACH-000570,-0.201722468243
ACH-000571,-0.120982676092
ACH-000573,-0.08030704773519999
ACH-000576,0.0918784770977
ACH-000580,0.021681225702499998
ACH-000584,-0.139711750331
ACH-000585,-0.07036367813569999
ACH-000588,0.060691314600400004
ACH-000589,-0.0027258422017
ACH-000591,-0.144925373934
ACH-000593,0.0318521909975
ACH-000600,-0.012531425290999999
ACH-000601,-0.0172903099023
ACH-000604,0.108791622236
ACH-000605,0.014376802408499999
ACH-000606,0.061475720836399995
ACH-000608,-0.0490045791347
ACH-000614,0.18193485633499998
ACH-000616,-0.0401286224169
ACH-000618,0.0544926368882
ACH-000619,0.013858081896200001
ACH-000620,-0.0478339367214
ACH-000621,-0.146616187555
ACH-000622,0.05272501041540001
ACH-000623,-0.17042588799000002
ACH-000624,-0.137487784916
ACH-000627,-0.0206831604753
ACH-000630,0.046458730577800006
ACH-000632,-0.056374973120099994
ACH-000633,-0.155262827989
ACH-000637,-0.0532201427601
ACH-000638,0.123370478971
ACH-000646,-0.04216189150119999
ACH-000647,-0.007539858740410001
ACH-000648,-0.0401529290789
ACH-000649,-0.0435806569068
ACH-000651,0.122780956155
ACH-000652,0.0113847046813
ACH-000653,-0.0565092091028
ACH-000657,-0.05118020419430001
ACH-000658,0.16361004271500001
ACH-000661,0.208669129682
ACH-000662,-0.21905547295000002
ACH-000663,-0.055508375126199994
ACH-000665,0.021849324065000002
ACH-000671,0.0328109821321
ACH-000673,-0.0698404992877
ACH-000676,-0.007582001117970001
ACH-000677,0.04371464235880001
ACH-000681,0.130646371352
ACH-000682,-0.207215536994
ACH-000683,0.011976572111
ACH-000684,-0.331956205414
ACH-000688,-0.135783118433
ACH-000693,0.0420145454834
ACH-000694,-0.04708417108659999
ACH-000695,-0.036050200356400004
ACH-000696,0.052803667930000006
ACH-000697,0.0049284555632500004
ACH-000699,0.008526043822699999
ACH-000701,-0.0297575995769
ACH-000706,0.152401662027
ACH-000711,-0.0986704068227
ACH-000713,-0.09853882779670001
ACH-000714,0.0904816638534
ACH-000718,0.0705613858892
ACH-000720,-0.024860627260500003
ACH-000721,-0.0416668360214
ACH-000724,-0.15633664124000002
ACH-000725,-0.0733701432361
ACH-000732,-0.256784038452
ACH-000734,0.0436301364629
ACH-000735,0.0109794348254
ACH-000736,-0.0043931526421699995
ACH-000738,0.05736106276069999
ACH-000746,0.3496263527699999
ACH-000747,0.0702889500309
ACH-000748,-0.22222266073000002
ACH-000753,-0.032936795018700005
ACH-000756,-0.18297167810400003
ACH-000757,0.104648676937
ACH-000758,-0.0512626228998
ACH-000760,0.0108289982155
ACH-000763,-0.12766052796900001
ACH-000764,-0.10496099063200001
ACH-000765,0.231661105471
ACH-000766,-0.013082296569799999
ACH-000767,-0.0334632264004
ACH-000768,0.0617218152548
ACH-000769,0.00122523604261
ACH-000770,0.0731322639431
ACH-000771,-0.11781309882000002
ACH-000773,-0.135641226267
ACH-000776,0.057156317789900005
ACH-000777,0.0315445430261
ACH-000778,0.0836305835762
ACH-000781,-0.012922415053299998
ACH-000782,-0.05043634579609999
ACH-000783,-0.0627997433597
ACH-000784,0.0678333126662
ACH-000785,0.00991910636535
ACH-000787,-0.0273654246123
ACH-000788,-0.08029598467
ACH-000791,0.0203590904211
ACH-000792,0.0319966904085
ACH-000794,0.05685616465369999
ACH-000796,-0.189947367455
ACH-000799,-0.0790550597544
ACH-000800,-0.13900491187300001
ACH-000802,-0.0508487141032
ACH-000804,-0.136354856409
ACH-000805,0.139318282547
ACH-000809,0.0268575461339
ACH-000810,0.279591824089
ACH-000811,-0.0742735058307
ACH-000817,-0.0166667305727
ACH-000819,-0.034847768022800006
ACH-000820,-0.117845707197
ACH-000821,0.0838594295151
ACH-000822,0.0045046598035399996
ACH-000823,0.0117562921223
ACH-000824,0.10955897189300001
ACH-000827,0.00743223659359
ACH-000829,-0.0115966088827
ACH-000831,0.252153708993
ACH-000832,0.0423058737919
ACH-000833,0.12127073780200001
ACH-000834,0.0876724621325
ACH-000835,0.027206838304400002
ACH-000836,0.00113296218526
ACH-000837,0.09095981109489999
ACH-000838,-0.27214949147100004
ACH-000839,0.352169386144
ACH-000840,-0.239876555801
ACH-000841,0.166818780774
ACH-000843,-0.0684168960804
ACH-000846,-0.149358829485
ACH-000847,0.238391076903
ACH-000848,0.0805711547783
ACH-000849,0.17868035548
ACH-000851,0.0667016849221
ACH-000855,0.07277983362439999
ACH-000856,-0.122472659047
ACH-000858,0.0146805309547
ACH-000859,0.25678368237300003
ACH-000861,-0.169557352216
ACH-000862,0.0042168810371599995
ACH-000865,0.137089461396
ACH-000866,0.0530250060951
ACH-000867,-0.0077586871144799995
ACH-000869,0.00367975107181
ACH-000872,-0.0876218203405
ACH-000873,0.0164954746836
ACH-000876,0.0808478920785
ACH-000878,-0.20149596124699998
ACH-000880,-0.205806938571
ACH-000881,0.029662395899299997
