,DLEC1 (9940)
ACH-000004,-0.15316751207499998
ACH-000007,0.0639805002395
ACH-000009,-0.050865849714199995
ACH-000011,-0.073953512545
ACH-000012,-0.0484284347141
ACH-000013,-0.0316373716429
ACH-000014,0.025616444036400003
ACH-000015,-0.0908396312072
ACH-000017,-0.0533751125085
ACH-000018,0.00921616429868
ACH-000019,-0.0351973398229
ACH-000021,0.0362975271045
ACH-000022,-0.0909706784726
ACH-000025,-0.0901325631645
ACH-000028,0.111231980566
ACH-000030,0.023195845323400004
ACH-000035,0.0462984655624
ACH-000036,-0.10909816489299999
ACH-000037,0.143121529958
ACH-000039,0.00334255800469
ACH-000040,-0.13586486450899998
ACH-000041,0.0324097303118
ACH-000042,0.0399673855205
ACH-000045,0.0413434207905
ACH-000047,-0.029604064865599997
ACH-000052,-0.22337881841600002
ACH-000053,-0.030026057370199997
ACH-000054,-0.0115906525159
ACH-000055,-0.026611125394900004
ACH-000060,-0.124933157202
ACH-000067,0.0026379231011799996
ACH-000070,-0.139015275604
ACH-000075,-0.017950796610400003
ACH-000078,0.0448368106714
ACH-000082,0.0223378750324
ACH-000085,-0.059694691209000006
ACH-000086,-0.0574607355009
ACH-000087,-0.0647096745294
ACH-000092,-0.0802896457865
ACH-000095,0.06391067498700001
ACH-000097,-0.0336762616337
ACH-000098,-0.0690414291924
ACH-000099,0.0982463588197
ACH-000108,0.134597775395
ACH-000113,-0.08540765461660002
ACH-000115,-0.0739014665274
ACH-000116,-0.0280028757702
ACH-000118,0.0850927345216
ACH-000120,0.0852843530686
ACH-000123,-0.012978607814499998
ACH-000127,0.065602159253
ACH-000128,-0.0411631859874
ACH-000132,-0.0313082287268
ACH-000133,-0.146257650133
ACH-000137,0.126737347733
ACH-000138,-0.0452723127676
ACH-000142,-0.04605492568609999
ACH-000143,-0.0571130207758
ACH-000146,0.038951750048800006
ACH-000148,0.10058215455399999
ACH-000150,-0.239685890829
ACH-000152,0.031210037561800002
