,PFKM (5213)
ACH-000004,0.00816171346247
ACH-000007,0.149258081973
ACH-000009,0.009077591254809999
ACH-000011,0.18327442312800002
ACH-000012,0.315080991882
ACH-000013,-0.11797116547700001
ACH-000014,0.11722668900000001
ACH-000015,0.173182424315
ACH-000017,0.254794577122
ACH-000018,0.274829167347
ACH-000019,0.030101153906099996
ACH-000021,0.104286204004
ACH-000022,0.0107540832449
ACH-000025,-0.041387275431
ACH-000028,0.0786241455452
ACH-000030,0.00889946007126
ACH-000035,0.0581221797231
ACH-000036,0.143628747832
ACH-000037,0.300248840355
ACH-000039,0.097581952245
ACH-000040,-0.0574463228817
ACH-000041,-0.15937375233200002
ACH-000042,0.171052166986
ACH-000045,-0.00408748909111
ACH-000047,0.010505652684599999
ACH-000052,0.123388796998
ACH-000053,0.09038343054400001
ACH-000054,-0.035744000813800005
ACH-000055,0.137280650472
ACH-000060,0.28574806399
ACH-000067,-0.0436222125854
ACH-000070,0.21295422295299998
ACH-000075,-0.010432742492899999
ACH-000078,0.279994832696
ACH-000082,0.0463348473634
ACH-000085,0.23169927663400003
ACH-000086,-0.045369623645
ACH-000087,-0.031997727505000004
ACH-000092,0.141935642718
ACH-000095,-0.019059319363500003
ACH-000097,0.09512026254389999
ACH-000098,0.253003070529
ACH-000099,0.21771386225699998
ACH-000108,0.389727499364
ACH-000113,0.217922465379
ACH-000115,-0.0137993616042
ACH-000116,0.0545570447544
ACH-000118,0.15385182695
ACH-000120,0.0033318773210199997
ACH-000123,0.18276519799199997
ACH-000127,0.166000497159
ACH-000128,0.127874161819
ACH-000132,0.11513325351600001
ACH-000133,0.245891043778
ACH-000137,0.00021217503059900003
ACH-000138,0.156358957844
ACH-000142,-0.019821582368999998
ACH-000143,0.238565237505
ACH-000146,0.279978783891
ACH-000148,0.0286582809409
ACH-000150,0.08802403863460001
ACH-000152,-0.10375120895300001
ACH-000153,0.193195425231
ACH-000159,0.168723297392
ACH-000160,-0.0615287168997
ACH-000163,-0.08903086275000001
ACH-000167,0.245751936123
ACH-000168,0.0880522101522
ACH-000169,0.21622248412700001
ACH-000178,0.08825100451880001
ACH-000182,0.09843795520189999
ACH-000183,0.16748182730699998
ACH-000188,0.164275436425
ACH-000189,0.239588533657
ACH-000190,0.23441188641
ACH-000198,-0.0898621327018
ACH-000204,-0.290628091658
ACH-000206,0.0207421300327
ACH-000207,0.0887723336368
ACH-000211,0.115860253696
ACH-000215,0.037524449745
ACH-000221,0.107665514897
ACH-000222,0.409150541365
ACH-000223,0.00934311473412
ACH-000226,0.249809420302
ACH-000227,-0.212401364945
ACH-000228,-0.0358039756564
ACH-000231,-0.0035891757235799997
ACH-000232,-0.0609276866371
ACH-000233,0.17855749353
ACH-000234,0.216419069188
ACH-000235,0.10973574050000001
ACH-000237,0.161573954211
ACH-000238,0.011860575172
ACH-000243,0.20702342234
ACH-000244,0.0658861970273
ACH-000246,0.164480254508
ACH-000248,0.00503371721329
ACH-000250,0.144367853319
ACH-000251,0.323035176648
ACH-000253,0.201292429921
ACH-000255,0.162482253369
ACH-000256,0.009753703581530002
ACH-000257,0.0192890506557
ACH-000258,0.16345856551899998
ACH-000259,0.0618942112961
ACH-000260,0.102373921007
ACH-000261,0.102145427786
ACH-000262,0.162834986066
ACH-000263,-0.314728979379
ACH-000264,0.189006497068
ACH-000265,0.0333281049725
ACH-000266,0.153318017561
ACH-000272,0.12102392117
ACH-000273,0.13726352603
ACH-000274,-0.0352741327773
ACH-000277,0.115261893299
ACH-000278,-0.0817636488133
ACH-000279,0.10842314657299999
ACH-000280,0.29047607584
ACH-000281,0.09297136620860001
ACH-000288,0.07440648461539999
ACH-000291,0.153526886193
ACH-000293,0.016906332219499998
ACH-000294,-0.112151318159
ACH-000295,-0.133100620807
ACH-000296,-0.07271807625389999
ACH-000302,0.049836242795099996
ACH-000304,0.322211849642
ACH-000307,0.140840824606
ACH-000308,0.156499550425
ACH-000310,0.0775613806698
ACH-000311,0.38830032533799996
ACH-000312,0.213710532302
ACH-000315,0.171350074883
ACH-000316,-0.030751272824300003
ACH-000317,0.131050617149
ACH-000318,-0.030563090743800002
ACH-000319,0.21091237802
ACH-000320,0.215755531668
ACH-000322,0.278736420912
ACH-000323,0.0269999117474
ACH-000324,0.037941330312600004
ACH-000329,0.141106319763
ACH-000330,0.336469515589
ACH-000331,0.035820576867
ACH-000332,0.166268860844
ACH-000334,-0.039517720214400004
ACH-000335,-0.00818220592924
ACH-000336,-0.08620010820879999
ACH-000337,0.00842204829887
ACH-000339,0.129751337562
ACH-000341,0.000455171735617
ACH-000348,0.0231666443973
ACH-000350,0.103805816713
ACH-000352,0.0433407793381
ACH-000356,0.015585501465700001
ACH-000361,-0.0841722209023
ACH-000362,0.11337537040899999
ACH-000363,0.015217482713999999
ACH-000364,-0.10141323955499999
ACH-000365,0.264199931741
ACH-000366,0.144724930506
ACH-000368,-0.109271613145
ACH-000374,0.0127427338023
ACH-000375,0.254325162804
ACH-000376,0.241316626696
ACH-000381,-0.00948687171545
ACH-000383,0.16586398271299999
ACH-000387,-0.138698457428
ACH-000389,0.11514345621300001
ACH-000390,0.105872100081
ACH-000393,-0.0511603850404
ACH-000395,0.056960447723000004
ACH-000397,0.13396277312899998
ACH-000401,0.053016088257800006
ACH-000402,0.582671158966
ACH-000403,0.19557865275800002
ACH-000404,0.25326822776999997
ACH-000406,0.08965645795360001
ACH-000407,0.125550359101
ACH-000408,0.0663604500818
ACH-000410,-0.026610894631599998
ACH-000411,0.236883830476
ACH-000414,0.296343557049
ACH-000415,0.152703336826
ACH-000416,0.0913703263511
ACH-000420,-0.264296585507
ACH-000421,0.0595330218006
ACH-000424,-0.0931650153142
ACH-000425,0.113826903827
ACH-000426,-0.11514704206599999
ACH-000427,0.210471038503
ACH-000433,-0.015953348202
ACH-000436,-0.0167859557333
ACH-000444,0.168910497592
ACH-000445,-0.134844789943
ACH-000448,0.041635971694999996
ACH-000450,0.256261619088
