,STAT5A (6776)
ACH-000256,-0.724223670787
ACH-000257,-0.717953200832
ACH-000258,-0.6933797036079999
ACH-000259,-0.787963041273
ACH-000260,-0.485038833372
ACH-000261,-0.581138535579
ACH-000262,-0.6398850886699999
ACH-000263,-0.359965011129
ACH-000264,-0.8295085840109999
ACH-000265,-0.722592944193
ACH-000266,-0.645673990321
ACH-000272,-0.825056134166
ACH-000273,-0.5719547452179999
ACH-000274,-0.9112064632160001
ACH-000277,-0.410202796258
ACH-000278,-0.511498191158
ACH-000279,-0.677623388557
ACH-000280,-0.587244015241
ACH-000281,-0.684559755291
ACH-000288,-0.579563207164
ACH-000291,-0.949848228724
ACH-000293,-0.560743360507
ACH-000294,-0.817925741956
ACH-000295,-0.556578794887
ACH-000296,-0.836568887213
ACH-000302,-0.771398079886
ACH-000304,-0.9091150689569999
ACH-000307,-0.625316719455
ACH-000308,-0.606979652199
ACH-000310,-1.12615720971
ACH-000311,-0.5189595871029999
ACH-000312,-0.589542152879
ACH-000315,-0.263297234706
ACH-000316,-0.543306673347
ACH-000317,-0.647930666334
ACH-000318,-0.479111280493
ACH-000319,-0.47212039699600006
ACH-000320,-0.556153094409
ACH-000322,-0.76837837375
ACH-000323,-0.41599025674900003
ACH-000324,-0.774581399386
ACH-000329,-0.816278251821
ACH-000330,-0.7105691019779999
ACH-000331,-0.585424403996
ACH-000332,-0.759959697284
ACH-000334,-0.7670823396940001
ACH-000335,-0.412440998017
ACH-000336,-0.6180966834130001
ACH-000337,-0.547793170568
ACH-000339,-0.769726488444
ACH-000341,-0.835495678427
ACH-000348,-0.6009100398080001
ACH-000350,-0.7009811237450001
ACH-000352,-0.79906841635
ACH-000356,-0.495750153236
ACH-000361,-0.720896619855
ACH-000362,-1.0858291659000001
ACH-000363,-0.755525035088
ACH-000364,-0.571962787266
ACH-000365,-0.5441678907140001
ACH-000366,-0.627113835112
ACH-000368,-0.478807740671
ACH-000374,-0.583407719516
ACH-000375,-0.7128625617669999
ACH-000376,-0.39890654025600003
ACH-000381,-0.602525945559
ACH-000383,-0.45399160362700003
ACH-000387,-0.453046148786
ACH-000389,-0.5342348162489999
ACH-000390,-0.5310960804379999
ACH-000393,-0.750301191227
ACH-000395,-0.540253699747
ACH-000397,-0.8854295830769999
ACH-000401,-0.6585475541520001
ACH-000402,-0.259066935151
ACH-000403,-0.7319088607459999
ACH-000404,-0.65759069935
ACH-000406,-0.618848952106
ACH-000407,-0.71930250073
ACH-000408,-0.623112362162
ACH-000410,-0.319568762853
ACH-000411,-0.912665653829
ACH-000414,-0.823665343491
ACH-000415,-0.84978681972
ACH-000416,-0.6712401700730001
ACH-000420,-0.476661589577
ACH-000421,-0.43458508872
ACH-000424,-0.501696944717
ACH-000425,-0.748531486354
ACH-000426,-0.7026823528910001
ACH-000427,-0.552707570155
ACH-000433,-0.301178506204
ACH-000436,-0.42854644983499995
ACH-000444,-0.5542576734800001
ACH-000445,-0.598840649292
ACH-000448,-0.5705445244590001
ACH-000450,-0.628793597589
ACH-000452,-0.63642712885
ACH-000454,-0.406020892488
ACH-000458,-0.762548492008
ACH-000459,-0.725414896188
ACH-000460,-0.7560804003730001
ACH-000461,-0.7197535572429999
ACH-000463,-0.7690821280079999
ACH-000464,-0.413299517968
ACH-000466,-0.574049292362
ACH-000467,-0.702231175437
ACH-000468,-0.694001839947
ACH-000469,-0.733687829008
ACH-000470,-0.725411991474
ACH-000471,-0.749668488658
ACH-000472,-0.7066642342739999
ACH-000473,-0.501972899954
ACH-000475,-0.49048925140699995
ACH-000476,-0.5676216877979999
ACH-000477,-0.784240169368
ACH-000480,-0.656399458958
ACH-000481,-0.559937306198
ACH-000483,-0.474803221297
ACH-000484,-0.751971987523
ACH-000485,-0.601285064158
ACH-000486,-0.52005239502
ACH-000487,-0.6131719929039999
ACH-000488,-0.589080633644
ACH-000490,-0.515485451542
ACH-000491,-0.489563925063
ACH-000495,-0.339650497857
ACH-000496,-0.609218267133
ACH-000499,-0.51841413656
ACH-000500,-0.789572105396
ACH-000502,-0.747555403538
ACH-000503,-0.572698800802
ACH-000505,-0.679428546468
ACH-000507,-0.7406905894560001
ACH-000510,-0.506446561063
ACH-000511,-0.7401100300360001
ACH-000512,-0.633111432838
ACH-000516,-0.6726375720540001
ACH-000517,-0.6764802954160001
ACH-000518,-0.57291504106
ACH-000520,-0.8467431172
ACH-000521,-0.9707022282979999
ACH-000522,-0.570813772067
ACH-000524,-0.7213642299490001
ACH-000527,-0.831548335801
ACH-000528,-0.607269755939
ACH-000537,-0.42502570729
ACH-000541,-0.377257861351
ACH-000542,-0.624913751296
ACH-000544,-0.884363361992
ACH-000545,-0.553859277653
ACH-000547,-0.6789579940170001
ACH-000548,-0.629167648112
ACH-000549,-0.49085037963699996
ACH-000550,-0.714841923003
ACH-000552,-0.42355230272600003
ACH-000556,-0.6533645430699999
ACH-000557,-0.46170228717399997
ACH-000570,-0.608140046799
ACH-000571,-0.794784401264
ACH-000573,-0.338152775213
ACH-000576,-0.448089313005
ACH-000580,-0.7375070895929999
ACH-000584,-0.493103251723
ACH-000585,-0.494735773315
ACH-000588,-0.5279690302619999
ACH-000589,-0.649736304861
ACH-000591,-0.566381273948
ACH-000593,-0.607439152871
ACH-000600,-0.520032059039
ACH-000601,-0.664572726424
ACH-000604,-0.878550431265
ACH-000605,-0.47176827608099997
ACH-000606,-0.650022846396
ACH-000608,-0.7005326086370001
ACH-000614,-0.45975317303400004
ACH-000616,-0.417247060425
ACH-000618,-0.5731235728540001
ACH-000619,-0.419387827979
ACH-000620,-0.6250224391920001
ACH-000621,-0.607519236501
ACH-000622,-0.8007222812170001
ACH-000623,-0.650184423653
ACH-000624,-0.719138442696
ACH-000627,-0.70513211698
ACH-000630,-0.599179498194
ACH-000632,-0.715140988444
ACH-000633,-0.927220661103
ACH-000637,-0.6959047230850001
ACH-000638,-0.546536941031
ACH-000646,-0.790205668545
ACH-000647,-0.756481803026
ACH-000648,-0.281228577581
ACH-000649,-0.555322572815
ACH-000651,-0.464900810377
ACH-000652,-0.447171338548
ACH-000653,-0.554364215223
ACH-000657,-0.6978156978010001
ACH-000658,-0.577479927087
ACH-000661,-0.9499438292910001
ACH-000662,-0.7606100720129999
ACH-000663,-0.751825649128
ACH-000665,-0.41891722631899997
ACH-000671,-0.537927291895
ACH-000673,-0.653027060576
ACH-000676,-0.643779504822
ACH-000677,-0.608869913066
ACH-000681,-0.7049212801629999
ACH-000682,-0.557368284469
ACH-000683,-0.504722326457
ACH-000684,-0.542454168686
ACH-000688,-0.938921911636
ACH-000693,-0.764427056492
ACH-000694,-0.626543003318
ACH-000695,-0.807551945993
ACH-000696,-0.6773756741820001
ACH-000697,-0.49499885077699995
ACH-000699,-0.616087920135
ACH-000701,-0.41366311730800004
ACH-000706,-0.7774959844830001
ACH-000711,-0.5775690270030001
ACH-000713,-0.500936132612
ACH-000714,-0.5043587674409999
ACH-000718,-0.603498439119
ACH-000720,-0.8227768831260001
ACH-000721,-0.596209370086
ACH-000724,-0.778756046363
ACH-000725,-0.446681346202
ACH-000732,-0.5521144207940001
ACH-000734,-0.394683950352
ACH-000735,-0.5577115796800001
ACH-000736,-0.67550354498
ACH-000738,-0.433918261651
ACH-000746,-0.489548149158
ACH-000747,-0.60304013228
ACH-000748,-0.348091376583
ACH-000753,-0.552165132317
ACH-000756,-0.8114636578810001
ACH-000757,-0.314627951994
ACH-000758,-0.6601343019879999
ACH-000760,-0.548808907053
ACH-000763,-0.677095358061
ACH-000764,-0.46104386071500003
ACH-000765,-0.485671386451
ACH-000766,-0.7168949053720001
ACH-000767,-0.575050966228
ACH-000768,-0.5245194059080001
ACH-000769,-0.5856638115739999
ACH-000770,-0.6842287406890001
ACH-000771,-0.658319334926
ACH-000773,-0.5893311057
ACH-000776,-0.7300102093709999
ACH-000777,-0.634852623427
ACH-000778,-0.713856455452
ACH-000781,-0.5481144497529999
ACH-000782,-0.552518821857
ACH-000783,-0.7333683896459999
ACH-000784,-0.553828650324
ACH-000785,-0.988380074624
ACH-000787,-0.740598431151
ACH-000788,-0.687117333203
ACH-000791,-0.7649555123
ACH-000792,-0.5284624326749999
ACH-000794,-0.536359644439
ACH-000796,-0.568229857668
ACH-000799,-0.667433753115
ACH-000800,-0.426561791009
ACH-000802,-0.6546184478729999
ACH-000804,-0.990560013102
ACH-000805,-0.659914029776
ACH-000809,-0.6799145644560001
ACH-000810,-0.581707159834
ACH-000811,-0.746494188969
ACH-000817,-0.682632883451
ACH-000819,-0.54647471742
ACH-000820,-0.816382141441
ACH-000821,-0.7945069435940001
ACH-000822,-0.8603141270550001
ACH-000823,-0.646799403162
ACH-000824,-0.539842629334
ACH-000827,-0.5675752146809999
ACH-000829,-0.39535246920199996
ACH-000831,-0.415467243671
ACH-000832,-0.6981547554699999
ACH-000833,-0.35842546998499997
ACH-000834,-0.393018759428
ACH-000835,-0.46777423964299997
ACH-000836,-0.305583426211
ACH-000837,-0.615489141336
ACH-000838,-0.65284801229
ACH-000839,-0.525913276949
ACH-000840,-1.1327093529
ACH-000841,-0.417526514978
ACH-000843,-0.611625001105
ACH-000846,-0.760508722149
ACH-000847,-0.532277558527
ACH-000848,-0.42516601870399995
ACH-000849,-0.478820248661
ACH-000851,-0.684275837198
ACH-000855,-0.23636077113600001
ACH-000856,-0.743709937508
ACH-000858,-0.580865098248
ACH-000859,-0.615219051242
ACH-000861,-0.637990482914
ACH-000862,-0.65083686652
ACH-000865,-0.5183474213329999
ACH-000866,-0.6798180148649999
ACH-000867,-0.7689503162800001
ACH-000869,-0.500693725737
ACH-000872,-0.525938778527
ACH-000873,-0.654163850293
ACH-000876,-0.605829836447
ACH-000878,-0.679121232694
ACH-000880,-0.5905810836500001
ACH-000881,-0.729479371514
ACH-000882,-0.467792623027
ACH-000884,-0.344533562249
ACH-000885,-0.7407015217
ACH-000887,-0.5461824304649999
ACH-000888,-0.655917009127
ACH-000889,-0.524934298561
ACH-000890,-0.601686381013
ACH-000896,-0.307808730751
ACH-000898,-0.457117053605
ACH-000900,-0.574880050071
ACH-000901,-0.8247169818979999
ACH-000905,-0.49531806530100003
ACH-000906,-0.543422625785
ACH-000907,-0.466766623071
ACH-000910,-0.612573327873
ACH-000911,-0.477298322899
ACH-000912,-0.44592998039899995
ACH-000913,-0.7279218449079999
ACH-000915,-0.569744257198
ACH-000916,-1.0841788244700001
ACH-000917,-0.532171640242
ACH-000921,-0.5726127560700001
ACH-000924,-0.612907573989
ACH-000926,-0.537053555705
ACH-000928,-0.454809425458
ACH-000929,-0.660320966172
ACH-000932,-0.6202789060130001
ACH-000935,-0.929774800569
ACH-000936,-0.573503724148
ACH-000937,-0.672880232041
ACH-000938,-0.614419907702
ACH-000939,-0.592646729503
ACH-000941,-0.610382965019
ACH-000943,-0.532144657333
ACH-000946,-0.61436692872
ACH-000947,-0.425225804609
ACH-000948,-0.536510340494
ACH-000950,-0.682234503556
ACH-000953,-0.6916718722390001
ACH-000957,-0.618897893592
ACH-000958,-0.410021151852
ACH-000960,-0.839031672846
ACH-000963,-0.684074129771
ACH-000968,-0.592536933024
ACH-000969,-0.507388968092
ACH-000973,-0.639776901678
ACH-000974,-0.6899999443520001
ACH-000975,-0.478514572337
ACH-000976,-0.5935377769669999
ACH-000978,-0.08019717209
ACH-000980,-0.564266919224
ACH-000984,-0.650736293966
ACH-000986,-0.557656942485
ACH-000988,-0.516028673999
ACH-000993,-0.45534207878399996
ACH-000994,-0.9680899166179999
ACH-000996,-0.442301537977
ACH-001001,-0.525291669299
ACH-001020,-0.48130701416999994
ACH-001028,-0.764974274812
ACH-001031,-0.7737950025139999
ACH-001038,-0.465426104966
ACH-001048,-0.579681694755
ACH-001050,-0.8389442866169999
ACH-001053,-0.5100969005470001
ACH-001054,-0.644375111883
ACH-001061,-0.544297634551
ACH-001067,-0.683397557569
ACH-001075,-0.393008280249
ACH-001096,-0.675013910431
ACH-001128,-0.7248940141060001
ACH-001134,-0.693618330931
ACH-001151,-0.449479602514
ACH-001163,-0.735636671581
ACH-001164,-0.644409200558
ACH-001173,-0.6468369278399999
ACH-001183,-0.683966106346
ACH-001184,-0.582217356686
ACH-001190,-0.717441688386
ACH-001192,-0.56620948192
ACH-001193,-0.701874322852
ACH-001196,-0.708097046242
ACH-001197,-0.926098928111
ACH-001205,-0.849520082411
ACH-001211,-0.5346697012089999
ACH-001212,-0.512157863434
ACH-001228,-0.696299514736
ACH-001232,-0.7957870667620001
ACH-001239,-0.794630627457
ACH-001274,-0.745207576856
ACH-001275,-0.5974806212439999
ACH-001277,-0.5647910784610001
ACH-001278,-0.8657168410580001
ACH-001280,-1.08861745883
ACH-001283,-0.438445336553
ACH-001289,-0.392408697972
ACH-001295,-0.6742910529199999
ACH-001300,-0.8422723779379999
ACH-001301,-0.7160368003030001
ACH-001302,-0.805980599298
ACH-001303,-0.503049943438
ACH-001306,-0.49895720704400004
ACH-001318,-0.45158744548699997
ACH-001322,-0.7285194790739999
ACH-001328,-0.582498103839
ACH-001332,-0.6324105152080001
ACH-001333,-0.678625453527
ACH-001336,-0.438345635478
ACH-001340,-0.710724199364
ACH-001346,-0.7218564987720001
ACH-001353,-0.6595894954529999
ACH-001354,-0.900421217124
ACH-001367,-0.7685405555660001
ACH-001368,-0.716930821648
ACH-001374,-0.61886469178
ACH-001375,-0.534672434621
ACH-001377,-0.639594499664
ACH-001380,-0.704223623723
ACH-001391,-0.855197303639
ACH-001407,-0.477048730075
ACH-001408,-0.562276612372
ACH-001413,-0.7082863968269999
ACH-001430,-0.497310166735
ACH-001431,-0.583252300103
ACH-001450,-0.665142885074
ACH-001496,-0.634131415864
ACH-001500,-0.735057715206
ACH-001521,-0.650367150931
ACH-001523,-0.789256940269
ACH-001532,-0.526461044267
ACH-001536,-0.767483197818
ACH-001550,-0.44243336237099995
ACH-001552,-0.5638516480529999
ACH-001554,-0.575013555171
ACH-001645,-0.627931244548
ACH-001654,-0.7511667466859999
ACH-001715,-0.681494779785
ACH-001735,-0.608218764846
ACH-001736,-0.720588831763
ACH-001737,-0.8963464507500001
ACH-001740,-0.737418225338
ACH-001745,-0.657757179706
ACH-001750,-0.648453994271
ACH-001765,-0.624551315011
ACH-001956,-0.530022688999
ACH-001957,-0.768142447617
