,ERC2 (26059)
ACH-000004,-0.146680758216
ACH-000007,-0.0793159509221
ACH-000009,-0.140096554524
ACH-000011,0.10670723760199999
ACH-000012,-0.06702188418930001
ACH-000013,0.0490746768652
ACH-000014,-0.0260083738301
ACH-000015,-0.145076016689
ACH-000017,0.097861329529
ACH-000018,-0.0864657794325
ACH-000019,0.06544089631519999
ACH-000021,0.0014383998703800002
ACH-000022,-0.0134344279254
ACH-000025,-0.0898569396837
ACH-000028,-0.24704128957600002
ACH-000030,0.00100224225584
ACH-000035,0.0732385626194
ACH-000036,-0.0479657746632
ACH-000037,0.217728239643
ACH-000039,0.12280894808000001
ACH-000040,0.142991317584
ACH-000041,0.0920933136609
ACH-000042,-0.053994917256500005
ACH-000045,0.17875291138799998
ACH-000047,0.114051610527
ACH-000052,-0.0298180896962
ACH-000053,-0.00493512142874
ACH-000054,-0.163514341082
ACH-000055,-0.119450784846
ACH-000060,-0.0812048564011
ACH-000067,0.106726649002
ACH-000070,-0.191146282722
ACH-000075,-0.18098002935899998
ACH-000078,-0.07196960316460001
ACH-000082,0.170723641581
ACH-000085,-0.035330100777500005
ACH-000086,-0.00923568298805
ACH-000087,0.133962958627
ACH-000092,0.0646982380106
ACH-000095,-0.023551558669699997
ACH-000097,0.076701914935
ACH-000098,0.045635044773900006
ACH-000099,0.00370711399233
ACH-000108,0.034167059380799995
ACH-000113,-0.0210425881391
ACH-000115,0.25334499272100003
ACH-000116,-0.0509267511076
ACH-000118,-0.0819096499114
ACH-000120,0.0551468945462
ACH-000123,-0.213355674332
ACH-000127,-0.08003950935760001
ACH-000128,-0.200586646998
ACH-000132,0.0780513291755
ACH-000133,-0.03956450682919999
ACH-000137,0.00374885009375
ACH-000138,-0.0743657511033
ACH-000142,-0.17248379419799997
ACH-000143,0.0100709393523
ACH-000146,-0.0674175766918
ACH-000148,0.058453082166300005
ACH-000150,-0.082801588821
ACH-000152,-0.07136341281019999
ACH-000153,-0.245058295273
ACH-000159,-0.150523809638
ACH-000160,0.0327054168056
ACH-000163,0.166509640396
ACH-000167,0.21487461788400003
ACH-000168,-0.060556380411400004
ACH-000169,-0.0477045600724
ACH-000178,-0.0119505864952
ACH-000182,0.0196389529608
ACH-000183,-0.139825064879
ACH-000188,0.026088994492900003
ACH-000189,-0.0626086581951
ACH-000190,-0.00166731287817
ACH-000198,-0.050540757018300006
ACH-000204,0.222520068228
ACH-000206,0.025231483281
ACH-000207,-0.010727596192600001
ACH-000211,-0.09268603186720001
ACH-000215,0.11633638035499999
ACH-000221,-0.027858323524700003
ACH-000222,0.103921953848
ACH-000223,-0.131998715197
ACH-000226,0.158701442936
ACH-000227,0.0010263584521
ACH-000228,-0.00471808144285
ACH-000231,-0.05605195431480001
ACH-000232,0.0254627273337
ACH-000233,0.07561714954189999
ACH-000234,-0.172925546417
ACH-000235,-0.0303411717508
ACH-000237,-0.10332202452400001
ACH-000238,-0.036791942589999994
ACH-000243,-0.049534941080800005
ACH-000244,-0.24891189106800002
ACH-000246,-0.08491782139170001
ACH-000248,0.0294102212862
ACH-000250,-0.0475239712477
ACH-000251,-0.120577843552
ACH-000253,0.027861695641900004
ACH-000255,-0.0918433572319
ACH-000256,-0.07228847238189999
ACH-000257,-0.258396062506
ACH-000258,0.0686175350712
ACH-000259,-0.081612768953
ACH-000260,-0.0208314609385
ACH-000261,-0.0139899222114
ACH-000262,-0.0327316095642
ACH-000263,-0.22140273948300002
ACH-000264,-0.08239074578460001
ACH-000265,-0.275508827304
ACH-000266,-0.0618319053212
ACH-000272,-0.038071855642599996
ACH-000273,-0.0340297705915
ACH-000274,-0.112855098015
ACH-000277,0.18615944745000002
ACH-000278,-0.219168381219
ACH-000279,-0.0159122864616
ACH-000280,-0.0295071875324
ACH-000281,0.107209304002
ACH-000288,0.0102369552517
ACH-000291,0.028700369043999998
ACH-000293,0.10584425261600001
ACH-000294,-0.21954438712699997
ACH-000295,-0.107787540946
ACH-000296,-0.579073148194
ACH-000302,0.0326860988833
ACH-000304,0.139673121229
ACH-000307,-0.0508343881126
ACH-000308,0.011419238331899999
ACH-000310,0.008836547764309999
ACH-000311,-0.0017327215948599998
ACH-000312,0.119270819566
ACH-000315,-0.09052640388000001
ACH-000316,0.0226660761614
ACH-000317,-0.508080887871
ACH-000318,0.09653064081689998
ACH-000319,-0.08521749778960001
ACH-000320,0.132939686434
ACH-000322,0.157151510847
ACH-000323,-0.34123759876800003
ACH-000324,0.057997629469800006
ACH-000329,-0.17015775317499998
