,ZGLP1 (100125288)
ACH-000004,-0.18292085323399998
ACH-000007,0.148148469164
ACH-000009,0.145934863261
ACH-000011,0.174751533882
ACH-000012,0.020356396753599997
ACH-000013,-0.011752342713500001
ACH-000014,0.0314512609028
ACH-000015,-0.0877933389356
ACH-000017,0.012656460739400001
ACH-000018,-0.128417705942
ACH-000019,0.037320100531199996
ACH-000021,-0.138396156896
ACH-000022,0.0338877129764
ACH-000025,0.0293292049182
ACH-000028,-0.0720631008822
ACH-000030,-0.0755393267193
ACH-000035,-0.18655130457199998
ACH-000036,0.0463277430191
ACH-000037,-0.112207415197
ACH-000039,-0.059778785203800006
ACH-000040,-0.054836438873699996
ACH-000041,-0.054150706368800004
ACH-000042,0.020770318215400003
ACH-000045,0.062463882704300006
ACH-000047,0.08764018070860001
ACH-000052,0.146232044881
ACH-000053,-0.06925674856030001
ACH-000054,-0.116797715506
ACH-000055,-0.012250612918
ACH-000060,0.23708652554200002
ACH-000067,-0.0266607240339
ACH-000070,0.100655694183
ACH-000075,0.0157728721527
ACH-000078,-0.00357271154051
ACH-000082,-0.044647974099500005
ACH-000085,0.107588902975
ACH-000086,-0.09532266325580001
ACH-000087,0.097426485095
ACH-000092,-0.050325036567099996
ACH-000095,-0.00206446598985
ACH-000097,0.0209136709792
ACH-000098,-0.12313457890999999
ACH-000099,0.028851729416900004
ACH-000108,-0.106726097745
ACH-000113,0.10804229890799999
ACH-000115,-0.0672971281691
ACH-000116,-0.102947869035
ACH-000118,-0.013989402671799999
ACH-000120,-0.09758111566510001
ACH-000123,-0.022201914196599996
ACH-000127,-0.155832527468
ACH-000128,0.0589745606341
ACH-000132,0.0582127588477
ACH-000133,0.08589529223589999
ACH-000137,0.012095522357100002
ACH-000138,0.00700855574503
ACH-000142,-0.031635951488900006
ACH-000143,0.10392830240499999
ACH-000146,-0.057576957937900006
ACH-000148,0.0617836698685
ACH-000150,-0.16333740403
ACH-000152,-0.00405217013443
ACH-000153,0.186897591456
ACH-000159,0.015548746831399998
ACH-000160,0.07900970086419999
ACH-000163,-0.09008609981910001
ACH-000167,-0.20219636778499997
ACH-000168,-0.14694532543299998
ACH-000169,0.00813113859891
ACH-000178,-0.115470083645
ACH-000182,-0.0690196892576
ACH-000183,-0.007167207031199999
ACH-000188,-0.11125252205399999
ACH-000189,0.225470980228
ACH-000190,-0.0810503940935
ACH-000198,-0.0208086422757
ACH-000204,-0.110718218905
ACH-000206,0.056298637991500006
ACH-000207,0.0262603268502
ACH-000211,-0.010090514574600001
ACH-000215,-0.0494414460717
ACH-000221,0.0853322971423
ACH-000222,-0.17840456432500001
ACH-000223,-0.10370574134400001
ACH-000226,-0.04587553261519999
ACH-000227,0.188900953726
ACH-000228,-0.107274135445
ACH-000231,0.0766423134582
ACH-000232,0.0239957236327
ACH-000233,-0.0451846437486
ACH-000234,-0.031434854972
ACH-000235,-0.0451256320108
ACH-000237,-0.122333896512
ACH-000238,0.12211592020199999
