,IBA57 (200205)
ACH-000004,-0.019679978222400002
ACH-000007,-0.305220373382
ACH-000009,-0.29595277224100003
ACH-000011,-0.178173385842
ACH-000012,-0.466237196922
ACH-000013,-0.795017725257
ACH-000014,-0.333675918606
ACH-000015,-0.331299879076
ACH-000017,-0.29892783312
ACH-000018,-0.190110242874
ACH-000019,-0.411929254359
ACH-000021,-0.234407326851
ACH-000022,-0.206132055535
ACH-000025,-0.398639598126
ACH-000028,-0.388924520049
ACH-000030,-0.242329074917
ACH-000035,-0.40318640057800004
ACH-000036,-0.279386644463
ACH-000037,-0.29594563137200003
ACH-000039,0.10159752638
ACH-000040,-0.110419185458
ACH-000041,-0.330069667258
ACH-000042,-0.148013660408
ACH-000045,-0.504034951554
ACH-000047,-0.7961612279420001
ACH-000052,-0.485018176433
ACH-000053,-0.381018439136
ACH-000054,-0.285069910313
ACH-000055,-0.374714561754
ACH-000060,-0.281997197214
ACH-000067,-0.389151549838
ACH-000070,-0.365039963871
ACH-000075,-0.446785866841
ACH-000078,-0.154162363063
ACH-000082,-0.296747935654
ACH-000085,-0.34348515568000004
ACH-000086,-0.6036722784749999
ACH-000087,-0.162344480101
ACH-000092,-0.296277641471
ACH-000095,0.0507887099265
ACH-000097,-0.121582191089
ACH-000098,-0.34179434907300005
ACH-000099,-0.336912252802
ACH-000108,-0.25246826633499997
ACH-000113,-0.34708475267300004
ACH-000115,-0.347170620965
ACH-000116,-0.193142863545
ACH-000118,-0.527138000291
ACH-000120,-0.390645132517
ACH-000123,-0.523523794964
ACH-000127,-0.588927039824
ACH-000128,-0.49787458008999996
ACH-000132,-0.191639951732
ACH-000133,-0.16754749911800002
ACH-000137,-0.345216187607
ACH-000138,-0.224097381266
ACH-000142,-0.14531146384000002
ACH-000143,-0.351060307443
ACH-000146,-0.307413009033
ACH-000148,-0.505497478219
ACH-000150,-0.299606607081
ACH-000152,-0.191802224242
ACH-000153,-0.582192789648
ACH-000159,-0.413273061289
ACH-000160,-0.6158012139069999
ACH-000163,-0.30354911942699997
ACH-000167,-0.39041176263599997
ACH-000168,-0.24278658986200002
ACH-000169,-0.43913301101
ACH-000178,-0.37130842924900004
ACH-000182,-0.630429788844
ACH-000183,-0.062500435431
ACH-000188,-0.09554645011900001
ACH-000189,-0.54113696968
ACH-000190,-0.24279135674400001
ACH-000198,-0.38324446259800005
ACH-000204,-0.704079650209
ACH-000206,-0.326103989079
ACH-000207,-0.815865644204
ACH-000211,-0.0630080017908
ACH-000215,-0.43161988220700004
ACH-000221,-0.789994159091
ACH-000222,-0.278572244523
ACH-000223,-0.390871823741
ACH-000226,-0.41980122850400003
ACH-000227,-0.284129345608
ACH-000228,-0.28831525085
ACH-000231,-0.101162688934
ACH-000232,-0.401205356115
ACH-000233,-0.461049211435
ACH-000234,-0.440382973634
ACH-000235,-0.36235514028000004
ACH-000237,-0.06715525026380001
ACH-000238,-0.364484559115
ACH-000243,-0.0506450707816
ACH-000244,-0.41114818288500005
ACH-000246,-0.296125594323
ACH-000248,-0.315523974393
ACH-000250,-0.114349937603
ACH-000251,-0.491378813931
ACH-000253,-0.45658378746000006
ACH-000255,-0.315811021208
ACH-000256,-0.0010570036447999998
ACH-000257,-0.244680675766
ACH-000258,-0.43006149092100004
ACH-000259,-0.568825949074
ACH-000260,-0.230364700425
ACH-000261,-0.246780856244
ACH-000262,-0.179667381761
ACH-000263,0.037716536954099995
ACH-000264,-0.278865462733
ACH-000265,-0.494999795625
ACH-000266,-0.19577860257899998
ACH-000272,-0.283058525246
ACH-000273,-0.0969591376846
ACH-000274,-0.15311390298900002
ACH-000277,-0.47293199672799996
ACH-000278,0.0654198845371
ACH-000279,-0.543534481628
ACH-000280,-0.24388381405200002
ACH-000281,-0.505174407346
ACH-000288,-0.4294114494
ACH-000291,-0.290664573727
ACH-000293,-0.34489840104
ACH-000294,-0.186163380159
ACH-000295,-0.416371889507
ACH-000296,0.181571611634
ACH-000302,-0.156038455604
ACH-000304,-0.468252289088
ACH-000307,-0.25340124512
ACH-000308,-0.179640214509
ACH-000310,-0.157021511204
ACH-000311,0.006045122397920001
ACH-000312,-0.327368093772
ACH-000315,-0.276726719371
ACH-000316,-0.241314066814
ACH-000317,-0.661955775117
ACH-000318,-0.269286015511
ACH-000319,-0.209050648417
ACH-000320,-0.246899297469
ACH-000322,-0.26237400531800004
ACH-000323,-0.421338671638
ACH-000324,-0.0840900178488
ACH-000329,-0.479807672695
ACH-000330,-0.39796061570200003
ACH-000331,-0.29273273172200004
ACH-000332,0.0330845760043
ACH-000334,-0.0870234840987
ACH-000335,-0.588883684416
ACH-000336,-0.33824818838799997
ACH-000337,-0.22562061774999997
ACH-000339,-0.526542399085
ACH-000341,-0.421713763886
ACH-000348,-0.42032524408699995
