,CTXN2 (399697)
ACH-000004,0.0049709652893999996
ACH-000007,0.0446937190385
ACH-000009,-0.11232266682499999
ACH-000011,0.156343067108
ACH-000012,0.119626795967
ACH-000013,0.070722409845
ACH-000014,-0.024251526995900004
ACH-000015,-0.00940616639658
ACH-000017,-0.05228551956230001
ACH-000018,0.18283348677499997
ACH-000019,0.040410714703
ACH-000021,0.12032728338099999
ACH-000022,-0.0666236947415
ACH-000025,-0.0892223365352
ACH-000028,0.143445098048
ACH-000030,-0.040002935607300005
ACH-000035,0.233406385165
ACH-000036,0.08073662793839999
ACH-000037,0.20339118101300002
ACH-000039,0.200762696028
ACH-000040,0.149667067239
ACH-000041,-0.0968417248934
ACH-000042,0.0469975120903
ACH-000045,0.219512103367
ACH-000047,0.0254352045345
ACH-000052,0.280593628793
ACH-000053,0.06750085975959999
ACH-000054,0.276116080671
ACH-000055,0.14387466140900002
ACH-000060,0.06425404909889999
ACH-000067,-0.0207525171557
ACH-000070,0.109404306399
ACH-000075,0.240189194947
ACH-000078,0.112020261954
ACH-000082,0.15411831190300002
ACH-000085,0.105015984868
ACH-000086,0.022403700312900003
ACH-000087,-0.0775524689689
ACH-000092,0.272847216444
ACH-000095,0.11826583019300001
ACH-000097,0.06623551892490001
ACH-000098,0.133494707202
ACH-000099,-0.0366854042765
ACH-000108,0.0446252746574
ACH-000113,0.176403612067
ACH-000115,0.0912058512283
ACH-000116,0.108651310974
ACH-000118,0.08627288825729999
ACH-000120,0.015069709827299998
ACH-000123,0.0325155328398
ACH-000127,0.0138259486634
ACH-000128,0.04210036255749999
ACH-000132,-0.0144824918851
ACH-000133,0.18569010854
ACH-000137,-0.222572476481
ACH-000138,0.152349812443
ACH-000142,0.208449153109
ACH-000143,0.09015090743769999
ACH-000146,0.105783307887
ACH-000148,-0.0495831676865
ACH-000150,0.12138165478900001
ACH-000152,0.141463523015
ACH-000153,0.123653090966
ACH-000159,0.08988703585760001
ACH-000160,-0.0745664831348
ACH-000163,-0.08685942659769999
ACH-000167,-0.077295482045
ACH-000168,0.108748216963
ACH-000169,0.112760954468
ACH-000178,-0.0171481584977
ACH-000182,0.0821361692814
ACH-000183,0.18441617892700002
ACH-000188,0.117488711829
ACH-000189,0.298636080726
ACH-000190,0.17735708353100002
ACH-000198,-0.05001156926130001
ACH-000204,-0.276555977665
ACH-000206,0.08050559722289999
ACH-000207,0.450823476134
ACH-000211,0.06951027601530001
ACH-000215,0.106688056748
ACH-000221,-0.138148165113
ACH-000222,-0.0165675924319
ACH-000223,0.07081674829310002
ACH-000226,0.0028058325429800002
ACH-000227,-0.0682450826164
ACH-000228,-0.0432438915314
ACH-000231,0.179387218273
ACH-000232,0.0857652478185
ACH-000233,0.056921593540199995
ACH-000234,-0.0971546260891
ACH-000235,-0.043696392433799996
ACH-000237,0.012179318283799999
ACH-000238,0.207663623435
ACH-000243,-0.005989387532689999
ACH-000244,0.0919975832694
ACH-000246,0.0755043628273
ACH-000248,0.0059627234568300005
ACH-000250,0.13490779896299998
ACH-000251,-0.12258101780099999
ACH-000253,0.0579507221736
ACH-000255,-0.11970873060000001
ACH-000256,0.08626368167989999
ACH-000257,0.216719325882
ACH-000258,-0.334195755253
ACH-000259,0.211706830642
ACH-000260,0.06353961517130001
ACH-000261,0.056157817857400004
ACH-000262,0.295518842564
ACH-000263,0.494810255591
ACH-000264,0.114595899214
ACH-000265,-0.0683791053601
ACH-000266,-0.0506714207519
ACH-000272,0.017614378037
ACH-000273,0.199883941
ACH-000274,-0.0518861051545
ACH-000277,-0.0031653516836900003
ACH-000278,-0.09560111740119999
ACH-000279,0.04232809121640001
ACH-000280,0.18084550814300002
ACH-000281,0.155480944858
ACH-000288,0.06591779232969999
ACH-000291,0.0671509191091
ACH-000293,0.260626231125
ACH-000294,-0.248771448418
ACH-000295,-0.0761797879566
ACH-000296,-0.0024524176698200004
ACH-000302,0.022525632714499998
ACH-000304,-0.037554506128300004
ACH-000307,-0.022062643553800002
ACH-000308,0.0570697438651
ACH-000310,-0.181701639309
ACH-000311,0.11742705581900001
ACH-000312,-0.08545372224390001
ACH-000315,0.22624064370000002
ACH-000316,0.303874868228
ACH-000317,0.09882108310620001
ACH-000318,0.183957592336
ACH-000319,0.014434697226799999
ACH-000320,0.0460124362862
ACH-000322,0.25712994966200003
ACH-000323,0.165490581336
ACH-000324,0.118643115816
ACH-000329,0.10806911549699999
ACH-000330,-0.0308959145769
ACH-000331,-0.025016262585299997
ACH-000332,0.25113408261799997
ACH-000334,0.155283779769
ACH-000335,0.379875285199
ACH-000336,0.146215499961
ACH-000337,-0.021673459503799997
ACH-000339,-0.00918294223962
ACH-000341,0.115066096129
ACH-000348,0.10007893419
ACH-000350,0.166408244563
ACH-000352,-0.0177374406223
ACH-000356,0.300521126043
ACH-000361,0.00235984394743
ACH-000362,0.100668266624
ACH-000363,0.09538154080399999
ACH-000364,0.258735229177
ACH-000365,0.10879210617799999
ACH-000366,0.000820360110631
ACH-000368,0.32242867523200003
ACH-000374,0.165381887324
ACH-000375,-0.048643927840999995
ACH-000376,0.107254033751
ACH-000381,0.0685400169302
ACH-000383,-0.049172671301999996
ACH-000387,-0.0735785706887
ACH-000389,-0.10687386788599999
ACH-000390,-0.037305340296
ACH-000393,0.037731294980900006
ACH-000395,-0.00928814376763
ACH-000397,0.023540656025
ACH-000401,-0.0268244097958
ACH-000402,-0.24357440410700001
ACH-000403,0.00812307689786
ACH-000404,-0.19239851088399998
ACH-000406,0.0295796167335
ACH-000407,-0.0948975929437
ACH-000408,0.00674101651413
ACH-000410,0.0194598982312
ACH-000411,0.117438457344
ACH-000414,0.00151314600753
ACH-000415,-0.0159163177603
ACH-000416,0.131418349352
ACH-000420,0.026046778283099998
ACH-000421,0.0737503058795
ACH-000424,-0.13754517407
ACH-000425,0.0754915609372
ACH-000426,-0.0841432909104
ACH-000427,-0.000596476574127
ACH-000433,-0.222629017762
ACH-000436,0.040608969254
ACH-000444,0.140760406567
ACH-000445,-0.096016823962
ACH-000448,-0.052297459215500004
ACH-000450,0.0359941797704
ACH-000452,0.0155784577979
ACH-000454,-0.0294758928608
ACH-000458,0.00462951913046
