,CRYGS (1427)
ACH-000004,0.044748894281699994
ACH-000007,-0.21575195451600002
ACH-000009,-0.20826158343899998
ACH-000011,-0.043632576238
ACH-000012,-0.044730055789
ACH-000013,-0.142348534696
ACH-000014,-0.0170752909669
ACH-000015,-0.138227107342
ACH-000017,-0.143507892883
ACH-000018,-0.0374089070618
ACH-000019,-0.339085454358
ACH-000021,-0.100309473576
ACH-000022,-0.176687499868
ACH-000025,-0.09440375505460001
ACH-000028,-0.091672272409
ACH-000030,-0.265478688086
ACH-000035,-0.0909372687682
ACH-000036,-0.177870162034
ACH-000037,-0.17461055999000002
ACH-000039,-0.215388468597
ACH-000040,-0.334229389576
ACH-000041,-0.10277198866800001
ACH-000042,-0.39302128483000004
ACH-000045,-0.167436800542
ACH-000047,-0.350199275065
ACH-000052,-0.39322296307599997
ACH-000053,-0.138889571357
ACH-000054,-0.158857532771
ACH-000055,-0.400906448145
ACH-000060,-0.316677572269
ACH-000067,-0.042967851698699995
ACH-000070,-0.106138936753
ACH-000075,-0.103684179255
ACH-000078,0.08432924737309999
ACH-000082,-0.109639262956
ACH-000085,0.0649292288278
ACH-000086,-0.188470133759
ACH-000087,-0.242063883723
ACH-000092,-0.301670616723
ACH-000095,-0.0765848645118
ACH-000097,-0.08741302599819999
ACH-000098,-0.0956777322267
ACH-000099,-0.20398642551600002
ACH-000108,-0.11856746558
ACH-000113,-0.38087660349
ACH-000115,-0.112596389748
ACH-000116,-0.40953667344000005
ACH-000118,-0.111367283181
ACH-000120,-0.312043505592
ACH-000123,-0.12563149764
ACH-000127,-0.118923842457
ACH-000128,-0.159299872407
ACH-000132,-0.175391884611
ACH-000133,-0.050403868909099994
ACH-000137,-0.242255277198
ACH-000138,-0.22524759853700002
ACH-000142,-0.222428758665
ACH-000143,-0.24295556842500002
ACH-000146,-0.09544828038019999
ACH-000148,-0.0618122320411
ACH-000150,-0.028588724390500003
ACH-000152,-0.0764572495416
ACH-000153,0.006893931533189999
ACH-000159,0.049177618136599995
ACH-000160,-0.0308966148403
ACH-000163,-0.158445326909
ACH-000167,-0.292051289305
ACH-000168,-0.355271071294
ACH-000169,-0.09068902333069999
ACH-000178,-0.160778292848
ACH-000182,-0.252085326184
ACH-000183,-0.179355717572
ACH-000188,-0.0864051358478
ACH-000189,-0.11540159049799999
ACH-000190,-0.27381680054699997
ACH-000198,-0.31496039575199997
ACH-000204,-0.5572641098409999
ACH-000206,-0.355606905939
ACH-000207,-0.0236417723888
ACH-000211,-0.107090445335
ACH-000215,-0.173353800939
ACH-000221,-0.226577578173
ACH-000222,-0.299330024428
ACH-000223,-0.21164438732000002
ACH-000226,-0.11841932217800001
ACH-000227,0.0029566654887800002
ACH-000228,-0.212326597066
ACH-000231,-0.186783404745
ACH-000232,-0.192942597932
ACH-000233,-0.22716228229200003
ACH-000234,-0.08296269454739999
ACH-000235,-0.224671484945
ACH-000237,-0.0578615671619
ACH-000238,-0.328223376157
ACH-000243,-0.147356453636
ACH-000244,-0.16599143147700002
ACH-000246,-0.310229261078
ACH-000248,0.0221922715762
ACH-000250,-0.26242572803
ACH-000251,-0.0624080031131
ACH-000253,-0.16582809427
ACH-000255,-0.0204730961103
ACH-000256,-0.21286957783799998
ACH-000257,-0.18083292200800002
ACH-000258,-0.277590786287
ACH-000259,-0.178960465616
ACH-000260,0.00552186478263
ACH-000261,-0.29730686665
ACH-000262,-0.27084881426199997
ACH-000263,-0.06581932647819999
ACH-000264,-0.143990744521
ACH-000265,-0.07135908917230001
ACH-000266,-0.194841110082
ACH-000272,-0.189187697386
ACH-000273,-0.227066468993
ACH-000274,-0.328846244093
ACH-000277,-0.0702012522718
ACH-000278,-0.213359842269
ACH-000279,-0.296093581452
ACH-000280,-0.150335117665
ACH-000281,-0.145887097769
ACH-000288,-0.147552158936
ACH-000291,-0.250636295997
ACH-000293,-0.08020199840429999
ACH-000294,-0.121445143085
ACH-000295,-0.0106754125838
ACH-000296,-0.14414934149800002
ACH-000302,-0.153822346299
ACH-000304,-0.228122366481
ACH-000307,-0.12505935736600002
ACH-000308,-0.138831294928
ACH-000310,-0.0947580738879
ACH-000311,-0.259411528411
ACH-000312,-0.108342122088
ACH-000315,-0.087466346498
ACH-000316,-0.231112972372
ACH-000317,-0.19646122323399998
ACH-000318,-0.5007323519169999
ACH-000319,-0.23069950347399998
ACH-000320,-0.251242921698
ACH-000322,-0.28358057455200003
ACH-000323,-0.21056311685100002
ACH-000324,-0.107230186687
ACH-000329,-0.0368597339778
ACH-000330,0.032583895882900005
ACH-000331,-0.0459794845239
ACH-000332,-0.136109974178
ACH-000334,-0.505642283258
ACH-000335,-0.054678701608100004
ACH-000336,0.0357537975818
ACH-000337,-0.10801692074100001
ACH-000339,-0.245699109404
ACH-000341,-0.10953937505200001
ACH-000348,-0.137722114968
ACH-000350,-0.382204820185
ACH-000352,-0.365554228448
ACH-000356,-0.269980731741
ACH-000361,-0.18879320825999998
ACH-000362,-0.201334717983
ACH-000363,-0.0456929714265
ACH-000364,-0.1313871507
ACH-000365,-0.19086629846500003
ACH-000366,-0.17751598533500001
ACH-000368,-0.12917445236300001
ACH-000374,0.0726793050972
ACH-000375,-0.152203947571
ACH-000376,-0.25776537077100004
ACH-000381,-0.339299102679
ACH-000383,-0.160312138232
ACH-000387,-0.0499821127519
ACH-000389,-0.20364140786499998
ACH-000390,-0.217339567343
ACH-000393,-0.134267893862
ACH-000395,0.000575499460744
ACH-000397,-0.181766338974
ACH-000401,-0.179674070447
ACH-000402,-0.40106089337300005
ACH-000403,-0.07558799746560001
ACH-000404,-0.205790855985
ACH-000406,0.00207442678641
ACH-000407,-0.20227633137899997
ACH-000408,-0.399276829903
ACH-000410,-0.144443692466
ACH-000411,-0.0787214880505
ACH-000414,-0.223187088703
ACH-000415,-0.1853607885
ACH-000416,-0.233611219708
ACH-000420,0.120465321967
ACH-000421,-0.0982758192877
ACH-000424,-0.160261717041
ACH-000425,-0.227551668391
ACH-000426,-0.08886575248680001
ACH-000427,-0.123576845993
ACH-000433,-0.020529853250099997
ACH-000436,-0.17539356319000002
ACH-000444,-0.116147691441
ACH-000445,-0.366849635876
ACH-000448,-0.289937035106
ACH-000450,0.04408696329609999
ACH-000452,-0.100584636314
ACH-000454,-0.623196550236
ACH-000458,0.0194128813448
ACH-000459,-0.36934770078100004
ACH-000460,-0.203036081251
ACH-000461,-0.0008069989865189999
ACH-000463,-0.289441172608
ACH-000464,-0.0073501952163
ACH-000466,-0.031640903527799996
ACH-000467,-0.34498150388300003
ACH-000468,-0.116276201956
ACH-000469,-0.194610967747
ACH-000470,-0.296900379004
ACH-000471,-0.23747099707699998
ACH-000472,-0.25408475467700004
ACH-000473,0.0248498652926
ACH-000475,-0.26152274340500004
ACH-000476,0.057524755302800004
ACH-000477,-0.20294271449499998
ACH-000480,-0.15220052703099998
ACH-000481,0.030956489575200002
ACH-000483,-0.08686998320489998
ACH-000484,-0.09061887913660001
ACH-000485,-0.303350535109
ACH-000486,-0.0924884271838
ACH-000487,-0.09694385913589999
ACH-000488,-0.216012083595
ACH-000490,-0.219853262462
ACH-000491,0.0140153123073
ACH-000495,-0.490334020018
ACH-000496,-0.397894345695
ACH-000499,-0.106756849955
ACH-000500,-0.716718340265
ACH-000502,-0.325582558295
ACH-000503,-0.0361721630108
ACH-000505,-0.042149249512800004
ACH-000507,-0.022062364995400003
ACH-000510,-0.118296870579
ACH-000511,-0.20693708168400002
ACH-000512,0.0102398363494
ACH-000516,-0.162369591645
ACH-000517,-0.130028548764
ACH-000518,-0.0604156232071
ACH-000520,-0.142831159588
ACH-000521,-0.0104569079937
ACH-000522,-0.08987863821260002
ACH-000524,-0.173583350349
ACH-000527,-0.0583619134706
ACH-000528,-0.3269299018
ACH-000537,-0.159699037772
ACH-000541,-0.0969264105414
ACH-000542,-0.054117609123300006
ACH-000544,-0.134769666194
ACH-000545,-0.08566683944
ACH-000547,-0.252292391977
ACH-000548,-0.20045449803399998
ACH-000549,-0.134557713698
ACH-000550,-0.146543569964
ACH-000552,-0.220431093286
ACH-000556,-0.0953240599963
ACH-000557,-0.030344418271099998
ACH-000570,-0.0965981624361
ACH-000571,-0.0531357205842
ACH-000573,-0.172253149799
ACH-000576,-0.030418888527
ACH-000580,-0.021477917656900002
ACH-000584,-0.184133216924
ACH-000585,-0.158239534378
ACH-000588,0.140037936455
ACH-000589,-0.21842865260699998
ACH-000591,-0.33666689209600004
ACH-000593,-0.26958372019099996
ACH-000600,-0.21288161906
ACH-000601,-0.303599333751
ACH-000604,0.0731251417584
ACH-000605,0.000401314023536
ACH-000606,-0.0682883179243
ACH-000608,-0.101431639341
ACH-000614,-0.45305101983199997
ACH-000616,-0.0698535980066
ACH-000618,-0.171918687309
ACH-000619,-0.120463936864
ACH-000620,-0.307646366233
ACH-000621,-0.098243391686
ACH-000622,-0.326942884749
ACH-000623,-0.114167826153
ACH-000624,-0.0341086842135
ACH-000627,-0.272227463576
ACH-000630,-0.204897912289
ACH-000632,-0.15100925024700002
ACH-000633,-0.203432034657
ACH-000637,-0.059345997038900006
ACH-000638,-0.11521445380899999
ACH-000646,-0.200242587031
ACH-000647,-0.049959494426
ACH-000648,0.0995213544482
ACH-000649,-0.17757294482
ACH-000651,-0.136902753802
ACH-000652,-0.24953427212200002
ACH-000653,-0.189615220212
ACH-000657,-0.18273592364
ACH-000658,-0.09208365444420001
ACH-000661,-0.0835711247412
ACH-000662,-0.299928844943
ACH-000663,-0.157804125609
ACH-000665,-0.104242211788
ACH-000671,-0.299614621876
ACH-000673,-0.0290853080355
ACH-000676,-0.06943241494630001
ACH-000677,-0.108524218149
ACH-000681,-0.205565859936
ACH-000682,-0.18731398342799999
ACH-000683,-0.322911588348
ACH-000684,-0.216178654208
ACH-000688,-0.235734252097
ACH-000693,-0.388590566192
ACH-000694,-0.143032027404
ACH-000695,0.109215042245
ACH-000696,-0.11059706411699999
ACH-000697,0.0596732263506
ACH-000699,-0.0241364118621
ACH-000701,-0.222279929041
ACH-000706,-0.193368461281
ACH-000711,-0.130492423551
ACH-000713,-0.544664529556
ACH-000714,-0.217137478576
ACH-000718,-0.219198019805
ACH-000720,-0.26595701493900004
ACH-000721,-0.08140813210249999
ACH-000724,-0.245059556063
ACH-000725,-0.12954237361999998
ACH-000732,-0.326762276748
ACH-000734,-0.197726754503
ACH-000735,-0.135047716604
ACH-000736,-0.08526834324619999
ACH-000738,-0.0907219201554
ACH-000746,0.0642488351672
ACH-000747,-0.020680398545400002
ACH-000748,0.0387364173216
ACH-000753,-0.0867405835741
ACH-000756,-0.205019455387
ACH-000757,-0.37717903787199997
ACH-000758,-0.185632156478
ACH-000760,-0.23279450953800002
ACH-000763,-0.227505040492
ACH-000764,-0.092147482511
ACH-000765,-0.15736035165999998
ACH-000766,-0.0279837556322
ACH-000767,-0.127819328452
ACH-000768,-0.203932255231
ACH-000769,-0.00812969449492
ACH-000770,-0.154003852132
ACH-000771,-0.26827818451499996
ACH-000773,-0.198307596046
ACH-000776,-0.29789688521499996
ACH-000777,-0.28756497427
ACH-000778,-0.243974255994
ACH-000781,-0.0280548706188
ACH-000782,-0.00121614221048
ACH-000783,-0.202917636629
ACH-000784,-0.407492371694
ACH-000785,-0.145445570622
ACH-000787,-0.0578144812693
ACH-000788,-0.100942826476
ACH-000791,-0.386357016628
ACH-000792,-0.10360227372000001
ACH-000794,-0.339535637186
ACH-000796,-0.19202213374899998
ACH-000799,-0.158629929286
ACH-000800,-0.18951395222
ACH-000802,-0.40015079205399995
ACH-000804,-0.044175234747400004
ACH-000805,-0.09864842027180001
ACH-000809,-0.286148506595
ACH-000810,-0.017714166893
ACH-000811,-0.161035789609
ACH-000817,-0.292702682629
ACH-000819,-0.0904621084562
ACH-000820,-0.130366557621
ACH-000821,-0.39553527124399995
ACH-000822,-0.094600955485
ACH-000823,-0.18924868454799998
ACH-000824,-0.234984875249
ACH-000827,-0.207903775622
ACH-000829,-0.108121300319
ACH-000831,-0.160410151495
ACH-000832,-0.185589545226
ACH-000833,-0.000328532787131
ACH-000834,-0.0664027054467
ACH-000835,-0.17701364605999997
ACH-000836,-0.239274263634
ACH-000837,-0.359046747113
ACH-000838,-0.211761781021
ACH-000839,-0.111920413256
ACH-000840,-0.0959293760913
ACH-000841,-0.382933344739
ACH-000843,-0.298921403275
ACH-000846,-0.00673325056032
ACH-000847,-0.0806925088064
