,GML (2765)
ACH-000004,-0.202924066805
ACH-000007,-0.047646152431500007
ACH-000009,-0.053527420205300005
ACH-000011,-0.300144981469
ACH-000012,-0.24450666696999998
ACH-000013,-0.13221802405
ACH-000014,-0.257387101903
ACH-000015,-0.277405868037
ACH-000017,-0.355863247583
ACH-000018,-0.0982342267529
ACH-000019,-0.161748866603
ACH-000021,-0.0280401255622
ACH-000022,-0.497638885194
ACH-000025,-0.0950427556068
ACH-000028,-0.100047613459
ACH-000030,-0.161844633882
ACH-000035,-0.4567314244899999
ACH-000036,-0.283221182363
ACH-000037,-0.28196802315
ACH-000039,-0.126376915535
ACH-000040,-0.311476866827
ACH-000041,0.0568233736419
ACH-000042,-0.444964723818
ACH-000045,-0.15776050333799999
ACH-000047,-0.17898832329300002
ACH-000052,-0.123167533744
ACH-000053,-0.35430847139399996
ACH-000054,-0.297694853066
ACH-000055,-0.23621855598000002
ACH-000060,-0.455093307997
ACH-000067,-0.36776746085400003
ACH-000070,-0.196319609838
ACH-000075,-0.338933217123
ACH-000078,-0.15463917071799999
ACH-000082,-0.158414708147
ACH-000085,-0.34289669164000003
ACH-000086,-0.31098357945099997
ACH-000087,0.0035850669355700004
ACH-000092,-0.262260054195
ACH-000095,-0.041767915388
ACH-000097,-0.37518531313000003
ACH-000098,-0.13104018954500002
ACH-000099,0.0320733623047
ACH-000108,-0.125650774845
ACH-000113,-0.37353921385300004
ACH-000115,-0.48905156936800004
ACH-000116,-0.0644808410501
ACH-000118,-0.28447691966999994
ACH-000120,0.0306632165175
ACH-000123,-0.140780103048
ACH-000127,-0.08578062210960001
ACH-000128,-0.193244265621
ACH-000132,-0.16501319031
ACH-000133,-0.0632364235413
ACH-000137,-0.108242511087
ACH-000138,-0.31276975556200004
ACH-000142,-0.204052935948
ACH-000143,-0.007045422916479999
ACH-000146,-0.32026629868900003
ACH-000148,-0.22774128588300002
ACH-000150,-0.6721309444470001
ACH-000152,-0.180488885139
ACH-000153,-0.240004094948
ACH-000159,-0.308513932263
ACH-000160,-0.31477109237100004
ACH-000163,-0.197531896904
ACH-000167,-0.31870375787099997
ACH-000168,-0.0690640429934
ACH-000169,-0.301542560638
ACH-000178,-0.126861835264
ACH-000182,-0.19940341213100002
ACH-000183,-0.07791057193689999
ACH-000188,-0.326998397067
ACH-000189,-0.10284573774900001
ACH-000190,-0.10418017284600001
ACH-000198,-0.0902549419698
ACH-000204,0.083310271811
ACH-000206,-0.044617684439699996
ACH-000207,-0.305129930048
ACH-000211,-0.12809413321
ACH-000215,-0.271632053526
ACH-000221,-0.07446802195230001
ACH-000222,-0.361039355374
ACH-000223,-0.12385966149000001
ACH-000226,0.0668299298895
ACH-000227,0.0627058764707
ACH-000228,-0.28100986994800004
ACH-000231,-0.181390957795
ACH-000232,-0.232240915491
ACH-000233,-0.202605140061
ACH-000234,-0.306879929013
ACH-000235,-0.315628105156
ACH-000237,-0.186146367885
ACH-000238,-0.302527725972
ACH-000243,-0.173317827197
ACH-000244,-0.44846839898699997
ACH-000246,-0.161071391304
ACH-000248,-0.32204469696
ACH-000250,-0.280770253607
ACH-000251,-0.174730531236
ACH-000253,-0.27297542389400004
ACH-000255,-0.09822221466099999
ACH-000256,-0.216271689505
ACH-000257,0.22554739217599998
ACH-000258,-0.48293237904700004
ACH-000259,-0.192841156095
ACH-000260,-0.29417081483199997
ACH-000261,-0.0657815040759
ACH-000262,-0.257189302762
ACH-000263,-0.508846732372
ACH-000264,-0.21773837271
ACH-000265,-0.15321213727299998
ACH-000266,-0.199956621439
ACH-000272,-0.078664760776
ACH-000273,-0.325253725896
ACH-000274,-0.05912601147000001
ACH-000277,0.0114158932253
ACH-000278,-0.0596389496038
ACH-000279,-0.09002947362649999
ACH-000280,-0.468211759946
ACH-000281,-0.19457281120900002
ACH-000288,0.038043058404
ACH-000291,-0.244801683635
ACH-000293,-0.258770880619
ACH-000294,-0.0580139109815
ACH-000295,-0.13141694698200002
ACH-000296,-0.045232565232
ACH-000302,-0.147498975149
ACH-000304,0.214997594349
ACH-000307,-0.253583902204
ACH-000308,-0.208300628706
ACH-000310,0.086950943041
ACH-000311,-0.07635568029569999
ACH-000312,-0.11381391380000001
ACH-000315,-0.292904455314
ACH-000316,-0.111608230265
ACH-000317,-0.26238918042
ACH-000318,-0.223003502122
ACH-000319,-0.138171526861
ACH-000320,-0.154004795301
