,PVRL4 (81607)
ACH-000004,-0.22201192897799998
ACH-000007,0.132640472915
ACH-000009,-0.203937778717
ACH-000011,0.0453562764589
ACH-000012,-0.194109130285
ACH-000013,-0.07511736855739999
ACH-000014,-0.18643131569600002
ACH-000015,-0.152938854032
ACH-000017,0.059484229556599995
ACH-000018,-0.07163972873319999
ACH-000019,-0.130298279248
ACH-000021,-0.0524998270476
ACH-000022,0.0248385187018
ACH-000025,-0.0783996866843
ACH-000028,-0.0253365562531
ACH-000030,-0.0379277232376
ACH-000035,-0.0761487831972
ACH-000036,-0.050497766546900004
ACH-000037,-0.18771770408799998
ACH-000039,0.205008225703
ACH-000040,-0.133768458888
ACH-000041,-0.107120755006
ACH-000042,0.0338757425717
ACH-000045,0.004209185430510001
ACH-000047,-0.16002228164
ACH-000052,-0.240525863876
ACH-000053,-0.112907408059
ACH-000054,-0.025534631681499997
ACH-000055,-0.0401369977818
ACH-000060,0.006021122617779999
ACH-000067,-0.0540626916354
ACH-000070,0.00337750001252
ACH-000075,-0.15738392712500002
ACH-000078,0.024945487675
ACH-000082,-0.0252512867579
ACH-000085,-0.32086015625
ACH-000086,-0.284525243582
ACH-000087,-0.133776777599
ACH-000092,-0.10737698817399999
ACH-000095,-0.0346370094252
ACH-000097,0.12449260439099999
ACH-000098,-0.12253314375
ACH-000099,0.05625175806030001
ACH-000108,-0.0615165913043
ACH-000113,-0.0696036222713
ACH-000115,-0.0466516671579
ACH-000116,-0.0019236103947399999
ACH-000118,-0.0232733996922
ACH-000120,-0.287116208952
ACH-000123,0.027603126003299998
ACH-000127,-0.104229644473
ACH-000128,-0.160598731465
ACH-000132,-0.0526010069153
ACH-000133,-0.16952916115400002
ACH-000137,-0.0741204392369
ACH-000138,-0.0293852349079
ACH-000142,-0.154169326422
ACH-000143,-0.212369461258
ACH-000146,-0.103919766706
ACH-000148,-0.12015022355999999
ACH-000150,0.12215747308800001
ACH-000152,0.0537061603752
ACH-000153,-0.298036090963
ACH-000159,-0.04798968393630001
ACH-000160,0.08471992662460001
ACH-000163,-0.16606771921900002
ACH-000167,-0.0106732255068
ACH-000168,-0.0884900710046
ACH-000169,-0.038351779983599996
ACH-000178,0.112721923099
ACH-000182,-0.00519877062317
ACH-000183,-0.18449172427700003
ACH-000188,0.023744222853099996
ACH-000189,-0.025257684211499997
ACH-000190,0.015600538898499999
ACH-000198,0.0632449216915
ACH-000204,-0.45185282133599997
ACH-000206,0.266830601699
ACH-000207,0.29111282189
ACH-000211,-0.09639322314089999
ACH-000215,-0.152572555774
ACH-000221,-0.139815197796
ACH-000222,-0.11655142384600001
ACH-000223,-0.09574650807900001
ACH-000226,-0.09030958714260001
ACH-000227,0.17065641444000001
ACH-000228,-0.13444234708900002
ACH-000231,-0.0783715375488
ACH-000232,-0.0466163148924
ACH-000233,-0.135457582135
ACH-000234,-0.049096924774
ACH-000235,-0.0674768453844
ACH-000237,-0.0407942178623
ACH-000238,-0.086667014015
ACH-000243,-0.061243303994000006
ACH-000244,-0.04722109563350001
ACH-000246,-0.0380635178481
ACH-000248,-0.08497833575
ACH-000250,0.0209533061718
ACH-000251,-0.216665066127
ACH-000253,0.0827803530642
ACH-000255,-0.0021588186024099998
ACH-000256,0.0109398620997
ACH-000257,-0.0530290590329
ACH-000258,-0.0687269551205
ACH-000259,-0.0886364419248
ACH-000260,0.04945070301130001
ACH-000261,-0.0339617506858
ACH-000262,-0.119382233806
ACH-000263,-0.0392824079677
ACH-000264,-0.213889610782
ACH-000265,-0.08282509072119999
ACH-000266,-0.08794319907610001
ACH-000272,-0.146429178134
ACH-000273,-0.044952918002000006
ACH-000274,0.214343336361
ACH-000277,-0.029478439404000002
ACH-000278,-0.16790579036800002
ACH-000279,-0.122084832147
ACH-000280,-0.0499287947035
ACH-000281,-0.236160963068
ACH-000288,-0.0753888295248
ACH-000291,-0.065670915206
ACH-000293,-0.0605360950239
ACH-000294,-0.18541729767499998
ACH-000295,-0.23873040801999998
ACH-000296,0.08654123691940001
ACH-000302,-0.0652929365762
ACH-000304,0.14747741182399998
ACH-000307,0.0628723484914
ACH-000308,-0.180712827111
ACH-000310,-0.0787093342667
ACH-000311,0.10114631505300001
ACH-000312,-0.060151570624
ACH-000315,-0.11821012533299999
ACH-000316,0.020026774164499998
ACH-000317,0.049993754969699995
ACH-000318,-0.18863683860999997
ACH-000319,-0.131653071737
ACH-000320,0.03965938126830001
ACH-000322,0.10456002845899999
ACH-000323,-0.0744219353461
ACH-000324,-0.00454388193288
ACH-000329,0.018422706073499998
ACH-000330,-0.102099434639
ACH-000331,-0.0496919363673
ACH-000332,-0.0238306116128
ACH-000334,0.131147952726
ACH-000335,-0.107967551473
ACH-000336,-0.0862745621086
ACH-000337,-0.268857778403
ACH-000339,0.0321775060458
ACH-000341,-0.0190394642937
ACH-000348,-0.100331028153
ACH-000350,-0.115952031356
ACH-000352,-0.03821770179180001
ACH-000356,0.08182750659089999
ACH-000361,-0.078670941957
ACH-000362,0.0475475685128
ACH-000363,-0.049530395302099996
ACH-000364,-0.100530387546
ACH-000365,-0.089753568203
ACH-000366,-0.0464347590828
ACH-000368,-0.026666111978700002
ACH-000374,0.10002854922900001
ACH-000375,0.188632795086
ACH-000376,-0.0960056974649
ACH-000381,-0.09981482068870001
ACH-000383,-0.04336599965480001
ACH-000387,-0.0264635337366
ACH-000389,0.0580462917614
ACH-000390,-0.10002772108300001
ACH-000393,-0.25288127853500003
ACH-000395,0.07306673359910001
ACH-000397,-0.035963875924199994
ACH-000401,-0.205517858833
ACH-000402,-0.100915005677
ACH-000403,0.035845352463
ACH-000404,-0.227039217287
ACH-000406,-0.0584887312294
ACH-000407,-0.08418512032099999
ACH-000408,-0.0611005137321
ACH-000410,-0.203996138484
ACH-000411,0.028391809741599997
ACH-000414,0.116107375621
ACH-000415,-0.0661101680412
ACH-000416,-0.178797941199
ACH-000420,-0.12603208383199999
ACH-000421,-0.150014588772
ACH-000424,-0.159674922785
ACH-000425,-0.131759117428
ACH-000426,-0.250628694436
ACH-000427,0.014352991297200001
ACH-000433,-0.131459370653
ACH-000436,-0.0773895434946
ACH-000444,-0.151912098181
ACH-000445,0.000983347293799
ACH-000448,0.0458589100129
ACH-000450,0.044041543156099996
ACH-000452,-0.0249236894857
ACH-000454,-0.103663949133
ACH-000458,0.014134621864200001
ACH-000459,0.061772796863199995
ACH-000460,0.018451793309
ACH-000461,0.07645992005360001
ACH-000463,-0.0915677905473
ACH-000464,-0.20763903705200001
ACH-000466,-0.11329292174599999
ACH-000467,-0.139556928518
ACH-000468,-0.210407388396
ACH-000469,0.107623808948
ACH-000470,-0.132524219695
