,GLRX3 (10539)
ACH-000004,-0.36496343713299995
ACH-000007,-0.424698759657
ACH-000009,-0.41272373295599996
ACH-000011,-1.3702572225799998
ACH-000012,-0.770925278984
ACH-000013,-0.523194085337
ACH-000014,-0.655870070833
ACH-000015,-0.510091698566
ACH-000017,-0.75078565558
ACH-000018,-0.48841095332199996
ACH-000019,-0.32138781816
ACH-000021,-0.485451171731
ACH-000022,-0.403540841423
ACH-000025,-0.646751313718
ACH-000028,-0.782451312177
ACH-000030,-0.560839167859
ACH-000035,-0.7038925360959999
ACH-000036,-0.469452812252
ACH-000037,-0.522959633287
ACH-000039,-0.978456145124
ACH-000040,-0.637722290658
ACH-000041,-0.743395165756
ACH-000042,-0.679745723046
ACH-000045,-0.492030287712
ACH-000047,-0.515816275857
ACH-000052,-0.713794951571
ACH-000053,-0.521999942292
ACH-000054,-0.665095266862
ACH-000055,-0.6683742731310001
ACH-000060,-0.491047891991
ACH-000067,-0.440436053838
ACH-000070,-0.517583635349
ACH-000075,-0.376026786374
ACH-000078,-0.915174696532
ACH-000082,-0.366910584337
ACH-000085,-0.538951706367
ACH-000086,-0.5982955220530001
ACH-000087,-0.908775367545
ACH-000092,-0.641236638525
ACH-000095,-0.37733797184600004
ACH-000097,-0.6262627487870001
ACH-000098,-0.7127382555769999
ACH-000099,-0.509411295594
ACH-000108,-0.514294690044
ACH-000113,-0.553760757543
ACH-000115,-0.629427006968
ACH-000116,-0.620945300382
ACH-000118,-0.406105855471
ACH-000120,-0.583763512381
ACH-000123,-0.446673261131
ACH-000127,-0.403942929232
ACH-000128,0.113258441918
ACH-000132,-0.522623345891
ACH-000133,-0.703903875244
ACH-000137,-0.34548283807999997
ACH-000138,-0.282836297916
ACH-000142,-0.5472479300399999
ACH-000143,-0.586160052662
ACH-000146,-0.416809851896
ACH-000148,-0.871884555782
ACH-000150,-0.623231308603
ACH-000152,-0.338829568548
ACH-000153,-0.26529099529100003
ACH-000159,-0.41968156328199996
ACH-000160,-0.2485223106
ACH-000163,-0.339163789138
ACH-000167,-0.8367374728010001
ACH-000168,-0.40063461024499997
ACH-000169,-0.6695986877100001
ACH-000178,-0.420997010376
ACH-000182,-0.35354560108099997
ACH-000183,-0.344147396564
ACH-000188,-0.381710203812
ACH-000189,-0.46637591534100004
ACH-000190,-0.20005778777199998
ACH-000198,-0.43209031071099996
ACH-000204,-0.126385922647
ACH-000206,-1.03997050001
