,RER1 (11079)
ACH-000004,-0.052449052823999996
ACH-000007,-0.35143593711300003
ACH-000009,-0.434842259114
ACH-000011,-0.448472750602
ACH-000012,-0.6349221073770001
ACH-000013,-0.20271451698399998
ACH-000014,-0.0890302818386
ACH-000015,-0.733986940716
ACH-000017,-0.7122425107379999
ACH-000018,-0.189249512395
ACH-000019,-0.0200256729026
ACH-000021,-0.10048322149599999
ACH-000022,-0.0560904324873
ACH-000025,-0.45814103438000003
ACH-000028,-0.281242929411
ACH-000030,-0.223255606971
ACH-000035,-0.383723148186
ACH-000036,-0.321751261798
ACH-000037,-0.572656218186
ACH-000039,-0.597540776293
ACH-000040,-0.421797155695
ACH-000041,-0.376089880733
ACH-000042,-0.286506703774
ACH-000045,-0.6788488430159999
ACH-000047,-0.20508175384500002
ACH-000052,-0.34881629711199996
ACH-000053,-0.228200742135
ACH-000054,-0.353677583947
ACH-000055,-0.17108609487399998
ACH-000060,-0.573145152957
ACH-000067,-0.382992599293
ACH-000070,-0.850921773356
ACH-000075,-0.6056267563800001
ACH-000078,-0.231393079793
ACH-000082,-0.32853186692499997
ACH-000085,-0.5248294531109999
ACH-000086,-0.478542997561
ACH-000087,-0.26824603269999997
ACH-000092,-0.677093321185
ACH-000095,-0.35110712807300004
ACH-000097,-0.57230565272
ACH-000098,-0.47070016538099996
ACH-000099,-0.296626514422
ACH-000108,-0.46132038569
ACH-000113,-0.844040699366
ACH-000115,-0.726186283589
ACH-000116,-0.033639502872900004
ACH-000118,-0.0449059502157
ACH-000120,-0.3579438894
ACH-000123,-0.586970269455
ACH-000127,0.184200874791
ACH-000128,-0.305523438279
ACH-000132,-0.46601772305399997
ACH-000133,-0.383307206677
ACH-000137,-0.0981328210232
ACH-000138,-0.31470304585000003
ACH-000142,-0.344181405913
ACH-000143,-0.521033704264
ACH-000146,-0.521416068991
ACH-000148,-0.451006028909
ACH-000150,-0.350664907501
ACH-000152,-0.377788309438
ACH-000153,-0.0558777620861
ACH-000159,-0.060795537052800004
ACH-000160,-0.27471287786
ACH-000163,-0.378247140048
ACH-000167,-0.342101250157
ACH-000168,-0.291271899547
ACH-000169,-0.429647101654
ACH-000178,-0.235116961465
ACH-000182,0.0333826649687
ACH-000183,-0.244703665581
ACH-000188,-0.19732150361200002
ACH-000189,0.23225160758000002
ACH-000190,0.06967750485230001
ACH-000198,-0.783839041245
ACH-000204,-0.214276294221
ACH-000206,-0.375408091283
ACH-000207,-0.08947386876749999
ACH-000211,-0.392595717209
ACH-000215,-0.253909521438
ACH-000221,-0.118812028607
ACH-000222,-0.178445028029
ACH-000223,-0.22154871851100003
ACH-000226,-0.06250908398850001
ACH-000227,-0.387858295146
ACH-000228,-0.40225342283699994
ACH-000231,-0.254671086148
ACH-000232,-0.140150413023
ACH-000233,-0.396884980193
ACH-000234,-0.319239086361
ACH-000235,-0.359104207984
ACH-000237,-0.503317699827
ACH-000238,-0.315797793907
ACH-000243,-0.13847945475600001
ACH-000244,-0.447278435274
ACH-000246,-0.541327349728
ACH-000248,-0.786848756418
