,GLMN (11146)
ACH-000004,-0.34174575524000006
ACH-000007,-0.582731796547
ACH-000009,-0.791357402652
ACH-000011,-0.164736079717
ACH-000012,-0.506077544905
ACH-000013,-0.901626109589
ACH-000014,-0.5686751665399999
ACH-000015,-0.533207304736
ACH-000017,-0.288275916596
ACH-000018,-0.430648257803
ACH-000019,-0.457271540846
ACH-000021,-0.445596333597
ACH-000022,-0.408686831897
ACH-000025,-0.657779278011
ACH-000028,-1.03374329835
ACH-000030,-0.9244878387109999
ACH-000035,-0.523053216884
ACH-000036,-0.35837587771799995
ACH-000037,-0.184562143761
ACH-000039,-0.422317547904
ACH-000040,-0.437172439094
ACH-000041,-0.274897822894
ACH-000042,-0.991511001927
ACH-000045,-0.541408669704
ACH-000047,-0.4705923161
ACH-000052,-0.6343388677
ACH-000053,-0.160217605939
ACH-000054,-0.647651825915
ACH-000055,-0.6145078326510001
ACH-000060,-0.5818655436300001
ACH-000067,-0.685275738773
ACH-000070,-0.577087288059
ACH-000075,-0.741274226814
ACH-000078,-0.390226067891
ACH-000082,-0.20121247324900002
ACH-000085,-0.148049345369
ACH-000086,-0.500542547394
ACH-000087,-0.269897334847
ACH-000092,-0.8061441500059999
ACH-000095,-0.323427514903
ACH-000097,-0.7367215504379999
ACH-000098,-0.17368009088300002
ACH-000099,-0.23890067949700003
ACH-000108,-0.151396200317
ACH-000113,-0.638919544068
ACH-000115,-0.289998582168
ACH-000116,-0.882966460573
ACH-000118,-0.6954281164470001
ACH-000120,-0.211518068035
ACH-000123,-0.46242656246799996
ACH-000127,-0.471582277367
ACH-000128,-0.575676233562
ACH-000132,-0.0245947011045
ACH-000133,-0.5029198143729999
ACH-000137,-0.499988336811
ACH-000138,-0.6839798659280001
ACH-000142,-0.769141628442
ACH-000143,-0.562821673962
ACH-000146,-0.5023109529199999
ACH-000148,-0.5698158218370001
ACH-000150,-0.39153538864
ACH-000152,-0.437356294009
ACH-000153,-0.901262334957
ACH-000159,-0.26581832942899997
ACH-000160,-0.813558339801
ACH-000163,-0.415085619208
ACH-000167,-0.809926489067
ACH-000168,-0.753044520104
ACH-000169,-0.46328637183399995
ACH-000178,-0.328755167991
ACH-000182,-0.807717987136
ACH-000183,-0.537154883062
ACH-000188,-0.537033082421
ACH-000189,-0.574054147771
ACH-000190,-0.482348481043
ACH-000198,-0.600538334153
ACH-000204,-0.61592722253
ACH-000206,-0.38718199846199997
ACH-000207,-0.6434859862169999
ACH-000211,-0.501321261885
ACH-000215,-0.347828333081
ACH-000221,-0.376108585386
ACH-000222,-0.422426729538
ACH-000223,-0.6172644876219999
ACH-000226,-0.462365545463
ACH-000227,-0.512069832438
ACH-000228,-0.833248845925
ACH-000231,-0.521573306483
ACH-000232,-0.43084985072800003
ACH-000233,-0.41452458376900003
ACH-000234,-0.464268379648
ACH-000235,-0.454450547437
ACH-000237,-0.580090774123
ACH-000238,-0.610077864816
ACH-000243,-0.702107318882
ACH-000244,-0.613696179621
ACH-000246,-0.48137808021300005
ACH-000248,-0.372750472288
ACH-000250,-0.28543014839
ACH-000251,-1.2349011911599999
ACH-000253,-0.768364399525
ACH-000255,-0.737095152164
ACH-000256,-0.431193677069
ACH-000257,-0.366812839141
ACH-000258,-0.6829034691979999
ACH-000259,-0.34946180072
ACH-000260,-0.7923137525030001
ACH-000261,-0.36528516805
ACH-000262,-0.589420415219
ACH-000263,-0.187752568552
ACH-000264,-0.37525272188299996
ACH-000265,-0.522954161856
ACH-000266,-0.299421959424
ACH-000272,-0.63672251687
ACH-000273,-0.600430083968
ACH-000274,-0.389796532815
ACH-000277,-0.10027161945900001
ACH-000278,-0.578315682536
ACH-000279,-0.7550687004309999
ACH-000280,-0.569791003742
ACH-000281,-0.325734618678
ACH-000288,-0.461480242552
ACH-000291,-0.35513786721900004
ACH-000293,-0.384391641329
ACH-000294,-0.622170311666
