,SPHK1 (8877)
ACH-000004,-0.0679049427236
ACH-000007,-0.0037691176490300005
ACH-000009,-0.135000943484
ACH-000011,-0.0714502471475
ACH-000012,-0.0442019082694
ACH-000013,-0.115772752286
ACH-000014,-0.0409388630116
ACH-000015,0.062324603565400004
ACH-000017,-0.175851564309
ACH-000018,-0.13831762956399998
ACH-000019,0.023423082366200002
ACH-000021,-0.016861555835
ACH-000022,-0.120597753352
ACH-000025,-0.04291205527769999
ACH-000028,-0.045111618651300006
ACH-000030,-0.024414489090400004
ACH-000035,-0.08218273552989999
ACH-000036,0.025907961313
ACH-000037,-0.04913462204
ACH-000039,-0.06535266262810001
ACH-000040,-0.155831156821
ACH-000041,-0.23341834133499997
ACH-000042,-0.197086702554
ACH-000045,0.0214239896691
ACH-000047,-0.0502899097485
ACH-000052,-0.08641694472980001
ACH-000053,-0.0308202335749
ACH-000054,-0.035910770682800006
ACH-000055,-0.193275353871
ACH-000060,-0.19659535879599999
ACH-000067,-0.119646443324
ACH-000070,0.012944740323299998
ACH-000075,-0.0314491436155
ACH-000078,-0.19644821849
ACH-000082,-0.143433529094
ACH-000085,-0.248512150924
ACH-000086,-0.016241485142299998
ACH-000087,-0.188276852409
ACH-000092,-0.0461918451932
ACH-000095,0.0138927650794
ACH-000097,-0.09353502866119999
ACH-000098,-0.09836162806649999
ACH-000099,-0.26421465644000003
ACH-000108,-0.0769044236055
ACH-000113,0.08780958479769999
ACH-000115,0.009685648256989999
ACH-000116,-0.212944509767
ACH-000118,-0.0277546860084
ACH-000120,-0.646230368077
ACH-000123,0.08679228401519999
ACH-000127,-0.317630855261
ACH-000128,-0.0691900717407
ACH-000132,-0.17701101819899998
ACH-000133,0.122499549922
ACH-000137,-0.08967659095769999
ACH-000138,-0.10210997284199999
ACH-000142,-0.26579072421100003
ACH-000143,0.05096075346469999
ACH-000146,0.0787111080964
ACH-000148,-0.0713697863485
ACH-000150,-0.39683859523299997
ACH-000152,-0.12571033551799998
ACH-000153,-0.361558660408
ACH-000159,-0.245483675918
ACH-000160,-0.312943053195
ACH-000163,0.094431406137
ACH-000167,-0.148069171236
ACH-000168,-0.0428261094601
ACH-000169,-0.0469301685641
ACH-000178,-0.0769107371765
ACH-000182,0.024820530487099996
ACH-000183,-0.118591053211
ACH-000188,-0.04148834961469999
ACH-000189,0.12844407625
ACH-000190,-0.469114256109
ACH-000198,-0.0542351006146
ACH-000204,0.08698339657269999
ACH-000206,-0.221635096329
ACH-000207,-0.10309010279200001
ACH-000211,-0.165906249048
ACH-000215,-0.140773157115
ACH-000221,-0.13443016299399999
ACH-000222,-0.100323802473
ACH-000223,-0.0434048062226
ACH-000226,0.0024085885602499997
ACH-000227,0.0128141507107
ACH-000228,0.16302433059000002
