,SYNE2 (23224)
ACH-000004,0.163974500548
ACH-000007,0.060723314481
ACH-000009,0.016284374964999997
ACH-000011,0.173310148136
ACH-000012,0.09574077738569998
ACH-000013,0.023253297384200004
ACH-000014,-0.038326675306300004
ACH-000015,0.0758952476354
ACH-000017,-0.0198035741317
ACH-000018,0.10880618972999999
ACH-000019,-0.007137857469779999
ACH-000021,0.10904960487500001
ACH-000022,-0.12003584657199999
ACH-000025,0.11845706957699999
ACH-000028,0.17484713343199998
ACH-000030,0.022057072801200003
ACH-000035,0.06580917497790001
ACH-000036,0.0407766179122
ACH-000037,-0.0017306507644800002
ACH-000039,0.00426718869609
ACH-000040,0.08880313718869999
ACH-000041,-0.0180959322465
ACH-000042,-0.0649196741751
ACH-000045,-0.0526272802763
ACH-000047,0.025383544894
ACH-000052,-0.16250063617799998
ACH-000053,0.0682054635632
ACH-000054,0.147617008153
ACH-000055,0.329223007246
ACH-000060,-0.06307489615930001
ACH-000067,0.121060343901
ACH-000070,0.16413657145
ACH-000075,-0.115879574636
ACH-000078,0.13463584772099998
ACH-000082,0.102381761546
ACH-000085,0.0892821438297
ACH-000086,0.136734680124
ACH-000087,-0.12248789022199999
ACH-000092,0.054583159867000006
ACH-000095,0.017769188722900002
ACH-000097,-0.09852957888149999
ACH-000098,0.144476254487
ACH-000099,0.07840910291969999
ACH-000108,0.0847773254601
ACH-000113,-0.0534820054569
ACH-000115,-0.0521527172267
ACH-000116,0.0813128415946
ACH-000118,0.010800071736999999
ACH-000120,0.0420328206264
ACH-000123,-0.050822756019299996
ACH-000127,0.035815886331599996
ACH-000128,-0.0933226355784
ACH-000132,0.09199458207219999
ACH-000133,-0.042185663512
ACH-000137,0.118383292114
ACH-000138,0.00909024629611
ACH-000142,0.020820218645400002
ACH-000143,0.0897249531756
ACH-000146,0.0355419576223
ACH-000148,0.07582648625039999
ACH-000150,0.285731060593
ACH-000152,0.0272148588221
ACH-000153,-0.033348315524
ACH-000159,0.0245334020033
ACH-000160,-0.026777311705
ACH-000163,-0.0175735589606
ACH-000167,-0.251788200288
ACH-000168,0.10332968165100001
ACH-000169,0.09422182167130001
ACH-000178,0.0626877486394
ACH-000182,0.022745586297699998
ACH-000183,-0.0315375160705
ACH-000188,0.168554838899
ACH-000189,-0.0152142805799
ACH-000190,-0.08541028737089999
ACH-000198,0.015387580371399999
ACH-000204,-0.132075890315
ACH-000206,0.0220056795773
ACH-000207,-0.027418511927900003
ACH-000211,-0.129870580099
ACH-000215,0.0390425409159
ACH-000221,-0.021379222914400003
ACH-000222,-0.09287901180080001
ACH-000223,0.09229457380429999
ACH-000226,-0.0452372111812
ACH-000227,-0.14878823303
ACH-000228,-0.09856261541400001
ACH-000231,0.09683945458619998
ACH-000232,-0.0458677974245
ACH-000233,-0.043296341369400006
ACH-000234,-0.0959486246948
ACH-000235,-0.06922879952710001
ACH-000237,0.129412766755
ACH-000238,0.004116657220020001
ACH-000243,-0.0553197111366
ACH-000244,0.00235610679683
ACH-000246,-0.00191308949261
ACH-000248,-0.21917003960200002
ACH-000250,0.0640313849629
ACH-000251,0.04473212362890001
ACH-000253,0.042544437253499996
ACH-000255,0.0744458192458
ACH-000256,0.16690668849
ACH-000257,-0.20007734628899998
ACH-000258,0.26015067333700004
ACH-000259,0.012367490542799998
ACH-000260,0.056866848667900004
ACH-000261,-0.028229022745
ACH-000262,-0.11937643841800001
ACH-000263,0.0217215227759
ACH-000264,0.00910126184989
ACH-000265,0.055812914878799996
ACH-000266,-0.09605598006829999
ACH-000272,-0.0654490879421
ACH-000273,0.0995701089587
ACH-000274,0.14950717168400002
ACH-000277,-0.017005890000400002
ACH-000278,0.071355845465
ACH-000279,-0.025377441822599996
ACH-000280,0.011002110907999999
ACH-000281,-0.047062079274199996
ACH-000288,0.028484980158299998
ACH-000291,0.0495526313531
ACH-000293,-0.011352583990799999
ACH-000294,-0.027424209007599995
ACH-000295,-0.11653241316400001
ACH-000296,0.120372786899
ACH-000302,0.0460949173195
ACH-000304,0.25807691227400004
ACH-000307,0.030626896387
ACH-000308,0.07259536711560001
ACH-000310,-0.108133544206
ACH-000311,-0.041079593100099995
ACH-000312,0.00952943182576
ACH-000315,-0.0890752466422
ACH-000316,-0.0561085703185
ACH-000317,0.130607425318
ACH-000318,0.0870585683954
ACH-000319,0.0969269548618
ACH-000320,0.125216784136
ACH-000322,0.147665542542
ACH-000323,-0.021156234558900002
ACH-000324,-0.06946128029639999
ACH-000329,0.14081499177100001
ACH-000330,0.230554215263
ACH-000331,0.233018760757
ACH-000332,0.0398082953384
ACH-000334,-0.181098908046
ACH-000335,-0.12517019592599998
ACH-000336,-0.12912156205800002
ACH-000337,0.14871817556
ACH-000339,-0.0919104621232
ACH-000341,0.111647936524
ACH-000348,0.130681456453
ACH-000350,0.0260362155143
ACH-000352,0.06667328214
ACH-000356,0.034976008248699994
ACH-000361,-0.0016536924640800001
ACH-000362,0.0367887026589
ACH-000363,0.129594671656
ACH-000364,-0.0474156672227
ACH-000365,0.12122466631500001
ACH-000366,0.010734032988200002
ACH-000368,0.0262818381397
ACH-000374,0.152696737887
ACH-000375,0.142458877014
ACH-000376,-0.00360312733735
ACH-000381,0.0505544601291
ACH-000383,-0.0328609659886
