,RITA1 (84934)
ACH-000004,-0.300495026055
ACH-000007,-0.17663545702199998
ACH-000009,-0.371247146519
ACH-000011,-0.49035547731000007
ACH-000012,-0.37628977965099997
ACH-000013,-0.19015188063400001
ACH-000014,-0.499713129781
ACH-000015,-0.49774296426299997
ACH-000017,-0.31963835522
ACH-000018,-0.32640615783599997
ACH-000019,-0.0702733894721
ACH-000021,-0.5225797590969999
ACH-000022,-0.261097309765
ACH-000025,-0.399883107095
ACH-000028,-0.28251240438299996
ACH-000030,-0.301610714858
ACH-000035,-0.165745953742
ACH-000036,-0.385017722287
ACH-000037,-0.38015982776600005
ACH-000039,-0.10499292384600001
ACH-000040,-0.468002891678
ACH-000041,-0.378639523136
ACH-000042,-0.48322151311399997
ACH-000045,-0.331099097514
ACH-000047,-0.433585974152
ACH-000052,-0.399848690731
ACH-000053,-0.34592985246
ACH-000054,-0.417661992161
ACH-000055,-0.254380265913
ACH-000060,-0.254375788589
ACH-000067,-0.43335859557899997
ACH-000070,-0.44936158344
ACH-000075,-0.357532727093
ACH-000078,-0.41167134945600004
ACH-000082,-0.37605524668300006
ACH-000085,-0.318250912802
ACH-000086,-0.351711862344
ACH-000087,-0.240112285634
ACH-000092,-0.404208789536
ACH-000095,-0.327091229641
ACH-000097,-0.44769038626999996
ACH-000098,-0.37111083913000004
ACH-000099,-0.42050165291
ACH-000108,-0.491888067553
ACH-000113,-0.351469388076
ACH-000115,-0.41146892315300004
ACH-000116,-0.32457007021
ACH-000118,-0.49419546159199995
ACH-000120,-0.46172280736500004
ACH-000123,-0.284984085868
ACH-000127,-0.360099823612
ACH-000128,-0.334901270554
ACH-000132,-0.21811617032299999
ACH-000133,-0.37937696586900005
ACH-000137,-0.474795600612
ACH-000138,-0.399808685391
ACH-000142,-0.30223771758400003
ACH-000143,-0.2251393002
ACH-000146,-0.41443746142099996
ACH-000148,-0.219413956736
ACH-000150,-0.434410722398
ACH-000152,-0.580863226515
ACH-000153,-0.300050856492
ACH-000159,-0.311924783927
ACH-000160,-0.45759202800399995
ACH-000163,-0.443845405416
ACH-000167,-0.380114228816
ACH-000168,-0.561220148897
ACH-000169,-0.402430846752
ACH-000178,-0.250428167438
ACH-000182,-0.30267234388500003
ACH-000183,-0.413448214188
ACH-000188,-0.295652415392
ACH-000189,-0.562215646911
ACH-000190,-0.300126490562
ACH-000198,-0.40676625310900005
ACH-000204,-0.212687955995
ACH-000206,-0.35236131539000004
ACH-000207,-0.235987341107
ACH-000211,-0.460501852479
ACH-000215,-0.483531605938
ACH-000221,-0.394008214732
ACH-000222,-0.511480873532
ACH-000223,-0.493445649069
ACH-000226,-0.307429921541
ACH-000227,-0.212782449743
ACH-000228,-0.316300104306
ACH-000231,-0.359041332026
ACH-000232,-0.40928813975699996
ACH-000233,-0.36429007516199996
ACH-000234,-0.5335979933389999
ACH-000235,-0.389626949219
ACH-000237,-0.575688340764
ACH-000238,-0.47682642270400005
ACH-000243,-0.330523442256
ACH-000244,-0.317612132343
ACH-000246,-0.240031449448
ACH-000248,-0.42754924821400003
ACH-000250,-0.305703606131
ACH-000251,-0.7110041593549999
ACH-000253,-0.33693095698299996
ACH-000255,-0.25656326222
ACH-000256,-0.377012321308
ACH-000257,-0.497633549448
ACH-000258,-0.38982761556699996
ACH-000259,-0.383493701894
ACH-000260,-0.35558434259800004
ACH-000261,-0.531358112954
ACH-000262,-0.458358177074
ACH-000263,-0.699764735961
ACH-000264,-0.301475064395
ACH-000265,-0.38181640705200004
ACH-000266,-0.42462001146
ACH-000272,-0.263229734338
ACH-000273,-0.343977065223
ACH-000274,-0.256962173072
ACH-000277,-0.46322352510700004
ACH-000278,-0.451071795158
ACH-000279,-0.355295943819
ACH-000280,-0.18110653442299998
ACH-000281,-0.576914731078
ACH-000288,-0.436851056729
ACH-000291,-0.415507092583
ACH-000293,-0.183992055758
ACH-000294,-0.539210810364
ACH-000295,-0.14389978838099998
ACH-000296,-0.216902039191
ACH-000302,-0.38684775824100004
ACH-000304,-0.521984735932
ACH-000307,-0.355707987444
ACH-000308,-0.537703077666
ACH-000310,-0.3577233297199999
ACH-000311,-0.310413934908
ACH-000312,-0.36181126052100004
ACH-000315,-0.264759442289
ACH-000316,-0.45080938665200004
ACH-000317,-0.343651915792
ACH-000318,-0.43201544767800004
ACH-000319,-0.274550482308
ACH-000320,-0.511394021231
ACH-000322,-0.50336651735
ACH-000323,-0.544752209049
ACH-000324,-0.305393845253
ACH-000329,-0.329774307463
ACH-000330,-0.458321077753
ACH-000331,-0.277196221408
ACH-000332,-0.402934587108
ACH-000334,-0.455256260267
ACH-000335,-0.322058335326
ACH-000336,-0.295341272733
ACH-000337,-0.40565231655999995
ACH-000339,-0.343558498267
ACH-000341,-0.315736800421
ACH-000348,-0.522055389515
ACH-000350,-0.45206236304999997
ACH-000352,-0.355916885203
ACH-000356,-0.431839905817
ACH-000361,-0.0783701660754
ACH-000362,-0.371643137396
ACH-000363,-0.380534437856
ACH-000364,-0.441714449137
ACH-000365,-0.323192372938
ACH-000366,-0.353511503375
ACH-000368,-0.513431415889
ACH-000374,-0.41760351478299995
ACH-000375,-0.517700763795
ACH-000376,-0.31465466703899997
ACH-000381,-0.315785461874
ACH-000383,-0.340394017417
ACH-000387,-0.43563954188299997
ACH-000389,-0.33628393170800003
ACH-000390,-0.40223460759999996
ACH-000393,-0.38825875784100006
ACH-000395,-0.538405352551
ACH-000397,-0.33984012919600004
ACH-000401,-0.439535919981
ACH-000402,-0.373500590467
ACH-000403,-0.343399852984
ACH-000404,-0.150201463924
ACH-000406,-0.37021038088299996
ACH-000407,-0.337455587292
ACH-000408,-0.26686541285300003
ACH-000410,-0.439350161486
ACH-000411,-0.384022238161
ACH-000414,-0.463763470969
ACH-000415,-0.27133974923099996
ACH-000416,-0.438302596204
ACH-000420,-0.213970691278
ACH-000421,-0.391384842573
ACH-000424,-0.31700151549600003
ACH-000425,-0.5043804803540001
ACH-000426,-0.319039895638
ACH-000427,-0.48536034968599995
ACH-000433,-0.21634139046300002
ACH-000436,-0.267799896464
ACH-000444,-0.24423669355099997
ACH-000445,-0.7396799976639999
ACH-000448,-0.38434444561399994
ACH-000450,-0.7816629734389999
ACH-000452,-0.45123393521300004
ACH-000454,-0.5648663061379999
ACH-000458,-0.34256347786200003
ACH-000459,-0.315263555044
ACH-000460,-0.3295130264
ACH-000461,-0.36685671448299995
ACH-000463,-0.42023090078100006
ACH-000464,-0.45351307100599997
ACH-000466,-0.44739055991899995
ACH-000467,-0.401384401631
ACH-000468,-0.304840132921
ACH-000469,-0.462066201153
ACH-000470,-0.29132445158000003
ACH-000471,-0.231671837974
ACH-000472,-0.350407892343
ACH-000473,-0.29161481300299996
ACH-000475,-0.40723692486699997
ACH-000476,-0.41942311798799997
ACH-000477,-0.357809179733
ACH-000480,-0.40034077531900003
ACH-000481,-0.35987066806900003
ACH-000483,-0.356824939168
ACH-000484,-0.199894390637
ACH-000485,-0.352558760135
ACH-000486,-0.39657011403000003
ACH-000487,-0.38750403235299996
ACH-000488,-0.30499357863000004
ACH-000490,-0.42936978066200004
ACH-000491,-0.205706506644
ACH-000495,-0.208595397007
ACH-000496,-0.330780318198
ACH-000499,-0.544097636535
ACH-000500,-0.22295950895999997
ACH-000502,-0.430502383213
ACH-000503,-0.36508450936399994
ACH-000505,-0.393242777527
ACH-000507,-0.366268476479
ACH-000510,-0.336206623204
ACH-000511,-0.5715389551100001
ACH-000512,-0.353591999553
ACH-000516,-0.310680594224
ACH-000517,-0.371316671142
ACH-000518,-0.361257555242
ACH-000520,-0.32064746855
ACH-000521,-0.339857640064
ACH-000522,-0.406576243987
ACH-000524,-0.315946543157
ACH-000527,-0.35138012483000003
ACH-000528,-0.45426562479099997
ACH-000537,-0.157940344638
ACH-000541,-0.627935939678
ACH-000542,-0.384033551857
ACH-000544,-0.35400900749499997
ACH-000545,-0.237884316628
ACH-000547,-0.45190653265
ACH-000548,-0.35263802607
ACH-000549,-0.480186643103
ACH-000550,-0.438744056592
ACH-000552,-0.285865242149
ACH-000556,-0.286863953224
ACH-000557,-0.29284672477400003
ACH-000570,-0.458480337042
ACH-000571,-0.31272127817
ACH-000573,-0.317283496346
ACH-000576,-0.37789882588
ACH-000580,-0.164992553068
ACH-000584,-0.283484281162
ACH-000585,-0.42709044292599996
ACH-000588,-0.244083708538
ACH-000589,-0.42308740285999996
ACH-000591,-0.361292557922
ACH-000593,-0.362004812817
ACH-000600,-0.444779186578
ACH-000601,-0.35407579019
ACH-000604,-0.09223089868319999
ACH-000605,-0.39227947958400006
ACH-000606,-0.43391871464299997
ACH-000608,-0.36888023957800004
ACH-000614,-0.304380699403
ACH-000616,-0.24800070316599998
ACH-000618,-0.379600364145
ACH-000619,-0.251614955099
ACH-000620,-0.420534981047
ACH-000621,-0.367390018197
ACH-000622,-0.265460027873
ACH-000623,-0.5364906100760001
ACH-000624,-0.33744194428499996
ACH-000627,-0.410121137544
ACH-000630,-0.35364554490500005
ACH-000632,-0.390590670819
ACH-000633,-0.37378432651
ACH-000637,-0.615527043685
ACH-000638,-0.370596387115
ACH-000646,-0.311426679167
ACH-000647,-0.33966365199000004
ACH-000648,-0.26977858149
ACH-000649,-0.335905697351
ACH-000651,-0.37359092116400006
ACH-000652,-0.342074713551
ACH-000653,-0.326333816432
ACH-000657,-0.311331139165
ACH-000658,-0.166291520719
ACH-000661,-0.355175738711
ACH-000662,-0.606938979228
ACH-000663,-0.48907921577200003
ACH-000665,-0.392770783989
ACH-000671,-0.11569900392799999
ACH-000673,-0.377865041773
ACH-000676,-0.42395331114600004
ACH-000677,-0.323779789944
ACH-000681,-0.42734301603200003
ACH-000682,-0.398070543889
ACH-000683,-0.36875794722599997
ACH-000684,-0.214574442323
ACH-000688,-0.5444752004519999
ACH-000693,-0.287629826092
ACH-000694,-0.464946381098
ACH-000695,-0.286921418624
ACH-000696,-0.303125214679
ACH-000697,-0.358916607677
ACH-000699,-0.353995966246
ACH-000701,-0.41259024496799995
ACH-000706,-0.236949940876
ACH-000711,-0.265107425682
ACH-000713,-0.320493562239
ACH-000714,-0.485284355216
ACH-000718,-0.18365462908799998
ACH-000720,-0.459448297565
ACH-000721,-0.33981862703000004
ACH-000724,-0.587327498542
ACH-000725,-0.318820944827
ACH-000732,-0.392556862059
ACH-000734,-0.480935562747
ACH-000735,-0.346392505578
ACH-000736,-0.511155826266
ACH-000738,-0.378344754811
ACH-000746,-0.36439866060099996
ACH-000747,-0.377571062944
ACH-000748,-0.525064555508
ACH-000753,-0.362490056482
