,FUBP1 (8880)
ACH-000004,-0.249366287995
ACH-000007,-0.318358916847
ACH-000009,-0.21653095879700002
ACH-000011,-0.21747078648499998
ACH-000012,-0.550774358251
ACH-000013,-0.373924427491
ACH-000014,-0.435048285709
ACH-000015,-0.36625252567100003
ACH-000017,-0.139408186304
ACH-000018,-0.3024682601
ACH-000019,-1.08253715824
ACH-000021,-0.830664734697
ACH-000022,-0.4419979932
ACH-000025,-0.403365319454
ACH-000028,-0.667071366419
ACH-000030,-0.5591208596399999
ACH-000035,-0.577240256714
ACH-000036,-0.625073879878
ACH-000037,0.05649743123169999
ACH-000039,-0.130307616668
ACH-000040,-0.34471834341700003
ACH-000041,-0.22300804078000003
ACH-000042,-0.374255953838
ACH-000045,0.213042339952
ACH-000047,-0.514604154978
ACH-000052,-0.0314831727062
ACH-000053,0.00116874937356
ACH-000054,-0.0883254381469
ACH-000055,-0.34964359266999995
ACH-000060,-0.36484677427
ACH-000067,-0.340484076826
ACH-000070,-0.736544622358
ACH-000075,-0.5194922880439999
ACH-000078,-0.393782725524
ACH-000082,0.151452356044
ACH-000085,-0.392192053667
ACH-000086,-0.272388715974
ACH-000087,-0.41064530270800004
ACH-000092,-0.162982760111
ACH-000095,-0.265876724645
ACH-000097,-0.429393225883
ACH-000098,0.0187189386359
ACH-000099,0.0458971999827
ACH-000108,-0.649981699805
ACH-000113,-0.646595085902
ACH-000115,-0.308418911325
ACH-000116,-0.797886015642
ACH-000118,-0.24363312811299997
ACH-000120,-0.607138017357
ACH-000123,-0.34334234714699996
ACH-000127,-0.404098109588
ACH-000128,-0.120788105659
ACH-000132,-0.029450903167099998
ACH-000133,-0.392736754957
ACH-000137,-0.609720660227
ACH-000138,-0.5115997547550001
ACH-000142,-0.300495358301
ACH-000143,-0.13197661130000002
ACH-000146,-0.304676855585
ACH-000148,-0.244728434344
ACH-000150,-0.372294223361
ACH-000152,-0.439604768873
ACH-000153,-0.319449025517
ACH-000159,-0.493690975841
ACH-000160,-0.454160491808
ACH-000163,-0.0697029919249
ACH-000167,-0.07384235762180001
ACH-000168,-0.234381051715
