,ACSBG1 (23205)
ACH-000004,-0.09263852095380001
ACH-000007,0.125519195293
ACH-000009,-0.0154050959755
ACH-000011,0.0689802920477
ACH-000012,-0.036787733453900004
ACH-000013,0.0146382491536
ACH-000014,0.102114868193
ACH-000015,0.04718527066480001
ACH-000017,0.0913922584942
ACH-000018,0.201320434868
ACH-000019,-0.010342534907899999
ACH-000021,0.21336646604499998
ACH-000022,-0.0247711259584
ACH-000025,0.157696016373
ACH-000028,0.18435783771400002
ACH-000030,0.0477658968124
ACH-000035,-0.0367929522291
ACH-000036,0.12468420195
ACH-000037,-0.113539795912
ACH-000039,0.0387894404789
ACH-000040,0.0316085900465
ACH-000041,0.025017125956900005
ACH-000042,0.00466601958189
ACH-000045,0.201582486686
ACH-000047,0.137863914812
ACH-000052,-0.105224102701
ACH-000053,0.0776768403868
ACH-000054,0.137854083979
ACH-000055,-0.0515146984145
ACH-000060,0.119709365382
ACH-000067,0.15783632561799998
ACH-000070,0.0394903784011
ACH-000075,0.21889753005999998
ACH-000078,0.10528407991599999
ACH-000082,-0.140882190362
ACH-000085,-0.29853841206799997
ACH-000086,0.0243357375098
ACH-000087,0.09352319926729999
ACH-000092,0.171543561802
ACH-000095,0.0479249759478
ACH-000097,0.0365220877329
ACH-000098,0.05130145461619999
ACH-000099,0.121454995272
ACH-000108,-0.00969953400783
ACH-000113,0.06692059903230001
ACH-000115,0.101473695768
ACH-000116,0.07819013227810001
ACH-000118,0.16950894087
ACH-000120,0.10427234575099999
ACH-000123,0.024111372551799997
ACH-000127,-0.0509866139596
ACH-000128,0.0640124084171
ACH-000132,0.200651688547
ACH-000133,0.0997420889263
ACH-000137,-0.0405948501014
ACH-000138,0.12670489884299999
ACH-000142,0.22130728665999996
ACH-000143,0.167726123979
ACH-000146,0.144870315141
ACH-000148,0.060821727157500005
ACH-000150,0.201475174854
ACH-000152,0.0721550641006
ACH-000153,0.190570937749
ACH-000159,-0.023105537448299997
ACH-000160,-0.033563758512
ACH-000163,-0.03354857851
ACH-000167,-0.283257630767
ACH-000168,0.040243014358800004
ACH-000169,0.0880195606013
ACH-000178,0.219810309171
ACH-000182,-0.0703129590777
ACH-000183,0.109129757476
ACH-000188,0.0448571251576
ACH-000189,-0.07042917254049999
ACH-000190,0.18207838761599998
ACH-000198,0.0412597883676
ACH-000204,0.0549386591555
ACH-000206,-0.23596497013700002
ACH-000207,0.0489072208475
ACH-000211,0.076126901753
ACH-000215,-0.0027180408256199996
ACH-000221,0.117414342291
