,UTS2B (257313)
ACH-000004,0.0723333095057
ACH-000007,0.19499931224199998
ACH-000009,-0.10465402898600001
ACH-000011,-0.0384676899716
ACH-000012,0.197677180293
ACH-000013,-0.0155275181487
ACH-000014,0.248649661682
ACH-000015,0.00160305973122
ACH-000017,-0.0818607911845
ACH-000018,0.140458044172
ACH-000019,-0.0230833335355
ACH-000021,-0.09231552390060001
ACH-000022,0.15465190317299998
ACH-000025,0.057866142367599994
ACH-000028,0.09692975483130001
ACH-000030,-0.035150585397
ACH-000035,-0.046057586569400004
ACH-000036,-0.144192925923
ACH-000037,0.08587241560419999
ACH-000039,0.020832867027
ACH-000040,0.11689596617100001
ACH-000041,0.13378000037499999
ACH-000042,-0.041471959677699996
ACH-000045,0.144309574761
ACH-000047,0.024426993917299997
ACH-000052,0.126572127355
ACH-000053,0.0171145314911
ACH-000054,0.0031498310128400004
ACH-000055,0.127578937492
ACH-000060,-0.023976411066200003
ACH-000067,0.027660445927800002
ACH-000070,0.039535781377
ACH-000075,-0.09029327859960001
ACH-000078,0.0213513460272
ACH-000082,0.095005872895
ACH-000085,0.0739768906399
ACH-000086,0.060185721137800005
ACH-000087,0.214969481621
ACH-000092,-0.09994619539079999
ACH-000095,-0.103912933823
ACH-000097,-0.034788986968699996
ACH-000098,-0.10776111088300001
ACH-000099,0.052011419031999996
ACH-000108,-0.156417331345
ACH-000113,-0.0803594315785
ACH-000115,0.18178283594
ACH-000116,-0.104246095387
ACH-000118,0.025313948053
ACH-000120,0.158353614619
ACH-000123,0.12397165771
ACH-000127,0.017344756408099998
ACH-000128,0.015831809880200002
ACH-000132,-0.24944037638
ACH-000133,-0.0035405879445799997
ACH-000137,0.20477885171799998
ACH-000138,-0.0786722625502
ACH-000142,-0.0649819242068
ACH-000143,0.0895518517461
ACH-000146,-0.0645543809466
ACH-000148,0.0934406102709
ACH-000150,0.018488270027
ACH-000152,0.0367043306024
ACH-000153,0.186378538526
ACH-000159,-0.0408434506346
ACH-000160,-0.10273918879100001
ACH-000163,0.113878491066
ACH-000167,-0.0876162880109
ACH-000168,-0.0717331039367
ACH-000169,0.0682620109549
ACH-000178,-0.0447746298307
ACH-000182,-0.237798996737
ACH-000183,0.167028613341
ACH-000188,0.0532763943509
ACH-000189,-0.00383222634125
ACH-000190,0.27483050800000003
ACH-000198,0.00746393499774
ACH-000204,0.0678829106376
ACH-000206,0.0813379167577
ACH-000207,-0.129215568035
ACH-000211,0.051007265194499996
ACH-000215,0.0773887816224
ACH-000221,0.123988388475
ACH-000222,0.0984064535868
ACH-000223,-0.10733095741800001
ACH-000226,0.165960186168
ACH-000227,0.0565684048872
ACH-000228,-0.034998292762800004
ACH-000231,0.0634952797326
ACH-000232,-0.0909243329527
ACH-000233,-0.025630930277
ACH-000234,-0.397347921951
ACH-000235,-0.0982064049166
ACH-000237,0.00600341541428
ACH-000238,0.08595221963239999
ACH-000243,-0.0196137659431
ACH-000244,-0.187757969469
ACH-000246,-0.0751749314331
ACH-000248,-0.10743798006500001
ACH-000250,-0.0664025758141
ACH-000251,0.154029431992
ACH-000253,0.05519295284030001
ACH-000255,0.014636883261799998
ACH-000256,0.32638000945900003
ACH-000257,0.105480860263
ACH-000258,-0.193909202996
ACH-000259,0.0681499208074
ACH-000260,0.05881316802349999
ACH-000261,-0.016340374816299998
ACH-000262,0.0980083935721
ACH-000263,-0.0808351603766
ACH-000264,0.0785449376115
ACH-000265,-0.12543015541
ACH-000266,-0.140063539488
ACH-000272,0.07599272969279999
ACH-000273,0.0695180441793
ACH-000274,-0.07403478055700001
ACH-000277,0.030294021757
ACH-000278,-0.054141714688999996
ACH-000279,-0.024590087648299997
ACH-000280,-0.0526160091567
ACH-000281,-0.00038399307485500003
ACH-000288,0.031011315573700002
ACH-000291,0.0128527585959
ACH-000293,-0.012266592469600001
ACH-000294,0.00327072208717
ACH-000295,-0.213211554774
ACH-000296,-0.0192776876893
ACH-000302,0.0783387685065
ACH-000304,0.0454493748383
ACH-000307,0.036387235291800005
ACH-000308,-0.00544817305803
ACH-000310,-0.157228448498
ACH-000311,-0.20352329372900002
ACH-000312,0.00557140127641
ACH-000315,0.190051442943
ACH-000316,0.0709667762338
ACH-000317,-0.0578798610425
ACH-000318,0.125415276663
ACH-000319,0.0783888068193
ACH-000320,-0.17700775122499998
ACH-000322,0.341887637903
ACH-000323,0.0305330024701
ACH-000324,-0.023330620013700003
ACH-000329,0.0844090826748
ACH-000330,-0.0207726122856
ACH-000331,-0.0487440624996
ACH-000332,-0.0867706148682
ACH-000334,0.149658878715
ACH-000335,0.00116629885376
ACH-000336,-0.0834905056405
ACH-000337,0.228221543758
ACH-000339,-0.0383020728724
ACH-000341,-0.018983035304900003
ACH-000348,0.0506664947062
ACH-000350,-0.010050262459700001
ACH-000352,-0.06965028020269999
ACH-000356,-0.198631853273
ACH-000361,0.0375396759126
ACH-000362,-0.0796407263663
ACH-000363,0.194700511855
ACH-000364,0.0853099387365
ACH-000365,0.012130431349799999
ACH-000366,-0.00975109637478
ACH-000368,0.0429823566536
ACH-000374,0.0857472074671
ACH-000375,-0.024604480556299997
ACH-000376,0.104270837337
ACH-000381,-0.0879457807436
ACH-000383,-0.014628542222599999
ACH-000387,0.0502869632871
ACH-000389,-0.279071178719
ACH-000390,0.257304911917
ACH-000393,0.0328806887685
ACH-000395,0.327662917283
ACH-000397,0.0229013058259
ACH-000401,0.0508183297287
ACH-000402,0.0699702799785
ACH-000403,-0.0608094489322
ACH-000404,-0.267576216491
ACH-000406,0.0167903282924
ACH-000407,0.0709730129114
ACH-000408,-0.042546492811900004
ACH-000410,0.0762277359938
ACH-000411,0.039857137881199996
ACH-000414,-0.17278226528299997
ACH-000415,0.0213619558568
ACH-000416,-0.034259867685
ACH-000420,0.009779070310420001
ACH-000421,0.058573911196
ACH-000424,0.0469225007333
ACH-000425,0.138030223748
ACH-000426,0.270813571628
ACH-000427,-0.0852200329272
ACH-000433,0.0547057525361
ACH-000436,-0.11540297499399998
