,AAK1 (22848)
ACH-000232,-0.35568961913400005
ACH-000233,-0.30872986387
ACH-000234,-0.34581351544100003
ACH-000235,-0.209465142278
ACH-000237,-0.473441849377
ACH-000238,-0.47418192912699997
ACH-000243,-0.311597426476
ACH-000244,-0.586152932192
ACH-000246,-0.372405219255
ACH-000248,-0.555875802014
ACH-000250,-0.201464993712
ACH-000251,-0.2517461103
ACH-000253,-0.27417144578499997
ACH-000255,-0.251839069494
ACH-000256,-0.0696010467951
ACH-000257,-0.259183456121
ACH-000258,-0.250667090573
ACH-000259,-0.28889720434099997
ACH-000260,-0.29672985400400004
ACH-000261,-0.21522653664900002
ACH-000262,-0.464662486461
ACH-000263,-0.491143001884
ACH-000264,-0.238045315419
ACH-000265,-0.284984137553
ACH-000266,-0.22216501860399998
ACH-000272,-0.5070620887
ACH-000273,-0.41906365670900003
ACH-000274,-0.248668725157
ACH-000277,-0.127415009642
ACH-000278,-0.443700222956
ACH-000279,-0.427877032792
ACH-000280,-0.21409327087299998
ACH-000281,-0.308103360931
ACH-000288,-0.37442210346199994
ACH-000291,-0.521979607627
ACH-000293,-0.353499281051
ACH-000294,-0.207221585834
ACH-000295,-0.36200699146700005
ACH-000296,-0.265449810142
ACH-000302,-0.23560405625599998
ACH-000304,0.0391246026037
ACH-000307,-0.330358089676
ACH-000308,-0.245149110733
ACH-000310,-0.22425123384799997
ACH-000311,-0.228745695255
ACH-000312,-0.218686613369
ACH-000315,-0.28944358516199997
ACH-000316,-0.188687579996
ACH-000317,-0.26469167294199997
ACH-000318,-0.364694981386
ACH-000319,-0.291323857563
ACH-000320,-0.417656248239
ACH-000322,-0.194671860154
ACH-000323,-0.439167298077
ACH-000324,-0.227640205574
ACH-000329,-0.223378386696
ACH-000330,-0.6322938869770001
ACH-000331,-0.393562908231
ACH-000332,-0.39297650927
ACH-000334,-0.08484683367599999
ACH-000335,-0.419558740895
ACH-000336,0.0152648263343
ACH-000337,-0.0036090353154599997
ACH-000339,-0.26959606391
ACH-000341,-0.195146479734
ACH-000348,-0.272596247874
ACH-000350,-0.248282609489
ACH-000352,-0.3333503649
ACH-000356,-0.47937277028499997
ACH-000361,-0.132040286871
ACH-000362,-0.280187179011
ACH-000363,-0.23503123731400002
ACH-000364,-0.3666411819
ACH-000365,-0.31519721741
ACH-000366,-0.238105229076
ACH-000368,-0.44486572145900005
ACH-000374,-0.395086883602
ACH-000375,-0.307459607042
ACH-000376,-0.41945556218
ACH-000381,-0.377830351677
ACH-000383,-0.262720551848
ACH-000387,-0.15901535981599998
ACH-000389,-0.567972351561
ACH-000390,-0.36135097276
ACH-000393,-0.267504539459
ACH-000395,-0.19813054577599998
ACH-000397,-0.39848010009
ACH-000401,-0.165747571827
ACH-000402,-0.28562190000599996
ACH-000403,-0.285886229383
ACH-000404,-0.108069995681
ACH-000406,-0.224217487273
ACH-000407,-0.2951927048
ACH-000408,-0.35141338166999997
ACH-000410,-0.290879607908
ACH-000411,-0.269669852995
ACH-000414,-0.314531509149
ACH-000415,-0.36149979755999995
ACH-000416,-0.210651503358
ACH-000420,-0.15435564847799998
ACH-000421,-0.235521715898
ACH-000424,-0.30886349099599997
ACH-000425,-0.305157961031
ACH-000426,-0.05894855821409999
ACH-000427,-0.281796265816
ACH-000433,-0.376761672437
ACH-000436,-0.219117254341
ACH-000444,-0.276117177116
ACH-000445,-0.278071143781
ACH-000448,-0.397120890484
ACH-000450,-0.224971008618
ACH-000452,-0.273336670138
ACH-000454,-0.40847541023199996
ACH-000458,-0.199283645029
ACH-000459,-0.157603289186
ACH-000460,-0.31530864758
ACH-000461,-0.0989892921693
ACH-000463,-0.498769596685
ACH-000464,-0.41097688162699997
ACH-000466,-0.31103467997400003
ACH-000467,-0.399898848855
ACH-000468,-0.218500124458
ACH-000469,-0.155867288985
ACH-000470,-0.253904274945
ACH-000471,-0.5083850259889999
ACH-000472,-0.333007195037
ACH-000473,-0.318830408578
ACH-000475,-0.276005742185
ACH-000476,-0.306157434053
ACH-000477,-0.25454055836999995
ACH-000480,-0.298408254149
ACH-000481,-0.189669352709
ACH-000483,-0.596070722185
ACH-000484,-0.158484621618
ACH-000485,-0.38628224217
ACH-000486,-0.34490129603299996
ACH-000487,-0.219863924846
ACH-000488,-0.254172631679
ACH-000490,-0.473151519215
ACH-000491,-0.18221666580499998
ACH-000495,-0.48268206272200004
ACH-000496,-0.441554294942
ACH-000499,-0.0475886997155
ACH-000500,-0.524433899509
ACH-000502,-0.362423824675
ACH-000503,-0.423989116655
ACH-000505,-0.174974542535
ACH-000507,-0.420396823401
ACH-000510,-0.263241541242
ACH-000511,-0.261280257033
ACH-000512,-0.436162208482
ACH-000516,-0.309637746617
ACH-000517,-0.19466278195700001
ACH-000518,-0.30854826614799996
ACH-000520,-0.18350730559200001
ACH-000521,-0.37357314962
ACH-000522,-0.32115657145
ACH-000524,-0.231172345037
ACH-000527,-0.319852301376
ACH-000528,-0.42587783774599997
ACH-000537,-0.203017700298
ACH-000541,-0.08660894876110001
ACH-000542,-0.307082019877
ACH-000544,-0.216807141329
ACH-000545,-0.44114238722300003
ACH-000547,-0.571099912853
ACH-000548,-0.21869251958099997
ACH-000549,-0.131989190717
ACH-000550,-0.317246836556
ACH-000552,-0.246586962695
ACH-000556,-0.354860901243
ACH-000557,-0.198319669638
ACH-000570,-0.320616321673
ACH-000571,-0.259854018166
ACH-000573,-0.275157045684
ACH-000576,-0.348151337848
ACH-000580,-0.220588407084
ACH-000584,-0.251700508825
ACH-000585,-0.439217337751
ACH-000588,-0.18305149842500001
ACH-000589,-0.298459620448
ACH-000591,-0.277964627457
ACH-000593,-0.47457391219800005
ACH-000600,-0.280115300635
ACH-000601,-0.37485102306199997
ACH-000604,-0.353924044168
ACH-000605,-0.36922536028
ACH-000606,-0.366228309949
ACH-000608,-0.40262990224
ACH-000614,-0.379901817719
ACH-000616,-0.383052304762
ACH-000618,-0.235972709546
ACH-000619,-0.236332697462
ACH-000620,-0.368042338896
ACH-000621,-0.21141651284000001
ACH-000622,0.0582108651788
ACH-000623,-0.409437266312
ACH-000624,-0.327849920485
ACH-000627,-0.733023300628
ACH-000630,-0.42574673465400004
ACH-000632,-0.312213324337
ACH-000633,-0.493730685502
ACH-000637,-0.165140164448
ACH-000638,-0.283009867683
ACH-000646,-0.334790551026
ACH-000647,-0.31817460320999996
ACH-000648,-0.280217432715
ACH-000649,-0.357123827729
ACH-000651,-0.255063446883
ACH-000652,-0.18190709184099998
ACH-000653,-0.374145059898
ACH-000657,-0.290908928425
ACH-000658,-0.169287657729
ACH-000661,-0.180222895118
ACH-000662,-0.078681558373
ACH-000663,-0.138852103876
ACH-000665,-0.502674783085
ACH-000671,-0.638811978552
ACH-000673,-0.41377255835999993
ACH-000676,-0.381025925986
ACH-000677,-0.181737990535
ACH-000681,-0.18711536347
ACH-000682,-0.256828198628
ACH-000683,-0.40976017692100003
ACH-000684,-0.533537906336
ACH-000688,-0.0503895824027
ACH-000693,-0.30945190008900003
ACH-000694,-0.24513988798300002
ACH-000695,-0.0733346592607
ACH-000696,-0.269053214739
ACH-000697,-0.170316724866
ACH-000699,-0.261346790064
ACH-000701,-0.30653841243
ACH-000706,-0.24999693569200002
ACH-000711,-0.23363736971299998
ACH-000713,-0.507557075547
ACH-000714,-0.239558683638
ACH-000718,-0.43116201103699997
ACH-000720,-0.30150376406199997
ACH-000721,-0.271826638282
ACH-000724,-0.320034750984
ACH-000725,-0.6923582378409999
ACH-000732,-0.34730289279
ACH-000734,-0.262548748605
ACH-000735,-0.411235487188
ACH-000736,-0.051692244676000004
ACH-000738,-0.44205627981299994
ACH-000746,-0.213201105879
ACH-000747,-0.154398200975
ACH-000748,-0.374424809049
ACH-000753,-0.195810421868
ACH-000756,-0.45145502185099995
ACH-000757,-0.38203658201499996
ACH-000758,-0.255736937648
ACH-000760,-0.295476711999
ACH-000763,-0.218784024024
ACH-000764,-0.366990501433
ACH-000765,-0.154912918927
ACH-000766,-0.307054542654
ACH-000767,-0.218978181277
ACH-000768,-0.275631277879
ACH-000769,-0.348532007425
ACH-000770,-0.313717844623
ACH-000771,-0.208471140783
ACH-000773,-0.29603540287700003
ACH-000776,-0.33715576
ACH-000777,-0.22372673651799999
ACH-000778,-0.276338598289
ACH-000781,-0.307036703911
ACH-000782,-0.29845222824400003
ACH-000783,-0.451741210393
ACH-000784,-0.260755998265
ACH-000785,-0.348086424454
ACH-000787,-0.303071475207
ACH-000788,-0.245297355083
ACH-000791,-0.340970956422
ACH-000792,-0.263163014569
ACH-000794,-0.444102586738
ACH-000796,-0.34556130576300004
ACH-000799,-0.5922745536
ACH-000800,-0.40805326123
ACH-000802,-0.177299512808
ACH-000804,-0.51391783463
ACH-000805,-0.330766166095
ACH-000809,-0.34359704982100003
ACH-000810,-0.397472025559
ACH-000811,-0.13652637018
ACH-000817,-0.265080663542
ACH-000819,-0.206129321398
ACH-000820,-0.208213146576
ACH-000821,0.00525417226478
ACH-000822,-0.36414630503600004
ACH-000823,-0.291464286476
ACH-000824,-0.211677105793
ACH-000827,-0.180145248003
ACH-000829,-0.371133940462
ACH-000831,-0.419440714433
ACH-000832,-0.41909210905199995
ACH-000833,-0.363742851963
ACH-000834,-0.499367579831
ACH-000835,-0.296148552716
ACH-000836,-0.212331391336
ACH-000837,-0.499973569608
ACH-000838,-0.371881558311
ACH-000839,-0.37040143112199997
ACH-000840,-0.287209073643
ACH-000841,-0.257701994795
ACH-000843,-0.269774476881
ACH-000846,-0.322573731244
ACH-000847,-0.460658977925
ACH-000848,-0.299055939277
ACH-000849,-0.65982730967
ACH-000851,-0.484018895594
ACH-000855,-0.11953190557299999
ACH-000856,-0.19480441346500002
ACH-000858,-0.369641287219
ACH-000859,-0.390608789411
ACH-000861,-0.298959948336
ACH-000862,-0.40124054833300005
ACH-000865,-0.227499697713
ACH-000866,-0.21372782159200002
ACH-000867,-0.230500112683
ACH-000869,-0.157473854068
ACH-000872,-0.228483055822
ACH-000873,-0.159430359904
ACH-000876,-0.35745310804799996
ACH-000878,-0.321681738452
ACH-000880,-0.183474745722
ACH-000881,-0.27654952258000004
ACH-000882,-0.22510455482900002
ACH-000884,-0.332028253028
ACH-000885,-0.389356112421
ACH-000887,-0.13552486284
ACH-000888,-0.43334996026600003
ACH-000889,-0.262205352321
ACH-000890,-0.115136802744
ACH-000896,-0.240716836283
ACH-000898,-0.399268602627
ACH-000900,-0.417570923302
ACH-000901,-0.29172323107799997
ACH-000905,-0.283534231721
ACH-000906,-0.183578925586
ACH-000907,-0.7103300379240001
ACH-000910,-0.350307739248
ACH-000911,-0.376701406152
ACH-000912,-0.350877719712
ACH-000913,-0.244915779355
ACH-000915,-0.36791398430100003
ACH-000916,-0.0699376731133
ACH-000917,-0.434884476975
ACH-000921,-0.218669847575
ACH-000924,-0.245668200887
ACH-000926,-0.353044083797
ACH-000928,-0.350829082592
ACH-000929,-0.335683271307
ACH-000932,-0.305731035051
ACH-000935,-0.33858974683700005
ACH-000936,-0.161877098332
ACH-000937,-0.160925966064
ACH-000938,-0.15233401048599998
ACH-000939,-0.42281871226499995
ACH-000941,-0.321299446309
ACH-000943,-0.122382957426
ACH-000946,-0.368793385524
ACH-000947,-0.31685833174899997
ACH-000948,-0.41897224521399995
ACH-000950,-0.46364064482100004
ACH-000953,-0.312541959706
ACH-000957,-0.293540020416
ACH-000958,-0.249809093514
ACH-000960,-0.187170946752
ACH-000963,-0.147364827312
ACH-000968,-0.405874973037
ACH-000969,-0.348254675981
ACH-000973,-0.279522659729
ACH-000974,-0.186170698258
ACH-000975,-0.35132530340499996
ACH-000976,-0.42385210572099996
ACH-000978,-0.34557077182999996
ACH-000980,-0.305376740159
ACH-000984,-0.578967132235
ACH-000986,-0.393885820084
ACH-000988,-0.246107399512
ACH-000993,-0.287068925666
ACH-000994,-0.52206850544
ACH-000996,-0.39615639718400003
ACH-001001,-0.36107103424599996
ACH-001020,-0.154724317361
ACH-001028,-0.281447079184
ACH-001031,-0.388957078772
ACH-001038,-0.26099175391
ACH-001048,-0.309339402517
ACH-001050,-0.297176989748
ACH-001053,-0.163097458879
ACH-001054,-0.37007694990699996
ACH-001061,-0.431154671562
ACH-001067,-0.5304012485490001
ACH-001075,-0.21882148418000003
ACH-001096,-0.223917541718
ACH-001128,-0.636676941806
ACH-001134,-0.324959750349
ACH-001151,-0.39021344376999995
ACH-001163,-0.47417053841000006
ACH-001164,-0.616255304314
ACH-001173,-0.460136177581
ACH-001183,-0.33195427971700003
ACH-001184,-0.267336342334
ACH-001190,-0.16756025583599998
ACH-001192,-0.26056765635699997
ACH-001193,-0.691259308785
ACH-001196,-0.228656593078
ACH-001197,-0.327395208473
ACH-001205,-0.413491904541
ACH-001211,-0.467355281545
ACH-001212,-0.332590899536
ACH-001228,-0.271120662
ACH-001232,-0.41117154587300003
ACH-001239,-0.33711686988000006
ACH-001274,-0.416362312033
ACH-001275,-0.299782319722
ACH-001277,-0.634865070961
ACH-001278,-0.338841932175
ACH-001280,-0.0747089044536
ACH-001283,-0.39037461257600004
ACH-001289,-0.373519666544
ACH-001295,-0.26173938905099997
ACH-001300,-0.168410495636
ACH-001301,-0.13430177928
ACH-001302,-0.19382793717799998
ACH-001303,-0.0220573028463
ACH-001306,-0.0949529549167
ACH-001318,-0.20234404778700002
ACH-001322,-0.395983890703
ACH-001328,-0.42187235129199996
ACH-001332,-0.515491124689
ACH-001333,-0.284283565033
ACH-001336,-0.265260804673
ACH-001340,-0.324006714765
ACH-001346,-0.255916148413
ACH-001353,-0.314258480615
ACH-001354,-0.236631234747
ACH-001367,-0.329546293512
ACH-001368,-0.235272854909
ACH-001374,-0.510822706245
ACH-001375,-0.244249653526
ACH-001377,-0.452987969519
ACH-001380,-0.388943123947
ACH-001391,-0.222764660743
ACH-001407,-0.237454172704
ACH-001408,-0.35820929258
ACH-001413,-0.250817486745
ACH-001430,-0.452763241568
ACH-001431,-0.291038805231
ACH-001450,-0.34922749149599996
ACH-001496,-0.204762498889
ACH-001500,-0.36363858335
ACH-001521,-0.32160076168699997
ACH-001523,-0.323966197331
ACH-001532,-0.223362711092
ACH-001536,-0.133383123237
ACH-001550,-0.316135242639
ACH-001552,0.0561790666248
ACH-001554,-0.290271454846
ACH-001645,-0.46726929233599995
ACH-001654,-0.110521767919
ACH-001715,-0.243852769285
ACH-001735,-0.182574577806
ACH-001736,0.0251373497395
ACH-001737,-0.0466196805765
ACH-001740,-0.11746417719699999
ACH-001745,-0.24468948827
ACH-001750,-0.106084083676
ACH-001765,0.0104588248746
ACH-001956,-0.315386073752
ACH-001957,-0.448011802094
