,KREMEN2 (79412)
ACH-000004,-0.276501604777
ACH-000007,-0.0378544077479
ACH-000009,-0.14959613384
ACH-000011,-0.342636101589
ACH-000012,-0.186371253899
ACH-000013,-0.231685265358
ACH-000014,0.006296850615279999
ACH-000015,-0.09086762374320001
ACH-000017,-0.253985636799
ACH-000018,-0.333102850021
ACH-000019,-0.199781204758
ACH-000021,-0.23016300876600002
ACH-000022,-0.03455662867419999
ACH-000025,-0.22485846858300002
ACH-000028,-0.352732066064
ACH-000030,-0.124264220831
ACH-000035,-0.11153061289699999
ACH-000036,-0.378641661792
ACH-000037,-0.296747046318
ACH-000039,-0.28031077007800004
ACH-000040,-0.201858577172
ACH-000041,-0.135262584449
ACH-000042,-0.22504341157
ACH-000045,-0.31975331383600003
ACH-000047,-0.38531741430600003
ACH-000052,-0.193692240988
ACH-000053,-0.262277420323
ACH-000054,-0.205932559103
ACH-000055,0.0921020905864
ACH-000060,-0.292849979796
ACH-000067,-0.342990515969
ACH-000070,-0.20817378336800002
ACH-000075,-0.309252475746
ACH-000078,0.05883992328919999
ACH-000082,-0.153414305978
ACH-000085,-0.0826912086167
ACH-000086,-0.09859911425110002
ACH-000087,-0.38559710532200003
ACH-000092,-0.387886285356
ACH-000095,-0.134901649914
ACH-000097,-0.351694413588
ACH-000098,-0.29664421241
ACH-000099,-0.101890525711
ACH-000108,-0.393200045431
ACH-000113,-0.252597376461
ACH-000115,-0.42979513601
ACH-000116,-0.0781373752226
ACH-000118,-0.18325080135299998
ACH-000120,0.013808258611399999
ACH-000123,-0.151066360995
ACH-000127,-0.0956222039371
ACH-000128,0.195471204515
ACH-000132,-0.310697339868
ACH-000133,-0.273874485762
ACH-000137,-0.34556109411499997
ACH-000138,-0.4562111498
ACH-000142,-0.25165404972800004
ACH-000143,-0.334866524935
ACH-000146,-0.23660328528299998
ACH-000148,-0.330200339635
ACH-000150,-0.46365342860500003
ACH-000152,-0.143925985973
ACH-000153,-0.00264551714509
ACH-000159,-0.256150853507
ACH-000160,-0.0583190666789
ACH-000163,-0.033834885641200005
ACH-000167,-0.314106875527
ACH-000168,-0.3222405741
ACH-000169,-0.32740851141800004
ACH-000178,-0.16935731047000002
ACH-000182,-0.156497941006
ACH-000183,-0.0753285374403
ACH-000188,-0.120187297397
ACH-000189,-0.12092368802799999
ACH-000190,-0.0517597913244
ACH-000198,-0.171166920251
ACH-000204,-0.547352384747
ACH-000206,-0.275260007304
ACH-000207,-0.115063531086
ACH-000211,-0.19327048456300003
ACH-000215,-0.21196578211599998
ACH-000221,0.138006454016
ACH-000222,-0.30984957531
