,IFNAR2 (3455)
ACH-000004,0.11338470750999999
ACH-000007,0.0504953798941
ACH-000009,0.0891591117565
ACH-000011,0.120211172914
ACH-000012,0.064041851711
ACH-000013,0.207540904987
ACH-000014,0.101863341984
ACH-000015,0.07748705036550001
ACH-000017,0.0960511237317
ACH-000018,0.10972329772600001
ACH-000019,0.135806000652
ACH-000021,0.21769922386799997
ACH-000022,0.0346631148276
ACH-000025,0.189363292659
ACH-000028,-0.16824903038300001
ACH-000030,0.00374734662
ACH-000035,0.555640513884
ACH-000036,0.0717567279242
ACH-000037,0.109816139259
ACH-000039,-0.08020954216580001
ACH-000040,0.14675676487
ACH-000041,0.192169321106
ACH-000042,0.0725430110459
ACH-000045,0.037141147526699995
ACH-000047,0.202565591292
ACH-000052,0.143585676109
ACH-000053,0.025893443889
ACH-000054,0.0563354614277
ACH-000055,-0.109715454455
ACH-000060,0.0151441177737
ACH-000067,0.056512582045300006
ACH-000070,0.197378695363
ACH-000075,-0.0760676985651
ACH-000078,-0.0720627980986
ACH-000082,0.055339395634699994
ACH-000085,0.29108010704
ACH-000086,0.08388961236050001
ACH-000087,0.06645646336819999
ACH-000092,0.14869205946900002
ACH-000095,0.0899394001502
ACH-000097,0.046095570817400004
ACH-000098,0.015783192537
ACH-000099,0.0255249560573
ACH-000108,0.10942808873500001
ACH-000113,0.0744264622225
ACH-000115,0.26664923033000004
ACH-000116,-0.0070363470914099994
ACH-000118,0.227860298675
ACH-000120,0.157850756809
ACH-000123,-0.05707045232369999
ACH-000127,0.125065798025
ACH-000128,0.255908759182
ACH-000132,-0.0064165524342
ACH-000133,-0.031446810957
ACH-000137,0.14076967798599999
ACH-000138,0.321578664978
ACH-000142,0.0987596136353
ACH-000143,0.101942923024
ACH-000146,0.0736772169371
ACH-000148,0.077722951994
ACH-000150,0.043935380673
ACH-000152,0.09773629972310001
ACH-000153,0.064048667524
ACH-000159,0.126493684658
ACH-000160,0.059370769354099996
ACH-000163,0.126422526402
ACH-000167,0.0147944100128
ACH-000168,-0.12228249463199999
ACH-000169,0.252979318177
ACH-000178,0.341116750097
ACH-000182,0.043348956105199996
ACH-000183,0.118849485989
ACH-000188,-0.0552528974685
ACH-000189,-0.136637095536
ACH-000190,0.2732240201
ACH-000198,0.0388560401472
ACH-000204,0.352326879213
ACH-000206,0.100086389242
ACH-000207,0.12183246857
ACH-000211,0.0799608420763
ACH-000215,0.08340634371410001
ACH-000221,0.17402533610800003
ACH-000222,0.100230456533
ACH-000223,0.0911124770365
ACH-000226,-0.0913414889918
ACH-000227,0.12220933384199999
ACH-000228,0.0115799997062
ACH-000231,0.279177656744
ACH-000232,0.106688640758
ACH-000233,0.176332974929
ACH-000234,0.220628743331
ACH-000235,0.0746181536478
ACH-000237,0.364253842786
ACH-000238,0.23159056109
ACH-000243,0.11402931129699999
ACH-000244,-0.192778469324
ACH-000246,0.162139671986
ACH-000248,-0.06718136970130001
ACH-000250,0.0151162183317
