,WSCD1 (23302)
ACH-000004,0.174747001083
ACH-000007,0.234239002877
ACH-000009,0.0558374807666
ACH-000011,0.255568842833
ACH-000012,0.118270926581
ACH-000013,-0.027013890076
ACH-000014,0.162547251493
ACH-000015,0.0734579377339
ACH-000017,0.193279665662
ACH-000018,0.16915103792800001
ACH-000019,0.147190103028
ACH-000021,0.278240406208
ACH-000022,0.189268921578
ACH-000025,0.045376830046300005
ACH-000028,0.21164658827100002
ACH-000030,0.211018177799
ACH-000035,0.24601418836
ACH-000036,0.277834640949
ACH-000037,0.175684837841
ACH-000039,0.31635117969300003
ACH-000040,0.219727142786
ACH-000041,0.12046781060900001
ACH-000042,0.143431560486
ACH-000045,0.280720511769
ACH-000047,0.161486216248
ACH-000052,0.383119686962
ACH-000053,0.17450536048
ACH-000054,0.21939873035799998
ACH-000055,0.181167427951
ACH-000060,-0.0182051221736
ACH-000067,0.0406842840815
ACH-000070,0.119667550397
ACH-000075,0.23537072589000002
ACH-000078,0.26433070256700003
ACH-000082,0.0887012277235
ACH-000085,0.129006421842
ACH-000086,0.203307934016
ACH-000087,0.178272333428
ACH-000092,0.124749189492
ACH-000095,0.208001255889
ACH-000097,0.22521279868000002
ACH-000098,0.0626774615348
ACH-000099,0.13277733502699998
ACH-000108,0.252673212985
ACH-000113,0.195772638527
ACH-000115,0.00881837376709
ACH-000116,0.17976449208200002
ACH-000118,0.0508165476485
ACH-000120,0.1730965907
ACH-000123,0.204854141594
ACH-000127,0.14253035563400002
ACH-000128,0.18800662515299998
ACH-000132,0.13405648755000002
ACH-000133,0.18738260476399998
ACH-000137,0.16603263385199998
ACH-000138,0.041458541512800005
ACH-000142,0.09063984787410001
ACH-000143,0.203585719111
ACH-000146,0.131305077469
ACH-000148,0.149978063203
ACH-000150,0.123601127556
ACH-000152,0.0371511633489
ACH-000153,0.222334519451
ACH-000159,0.283071548401
ACH-000160,0.254605467558
ACH-000163,0.09041735769789999
ACH-000167,-0.163491117549
ACH-000168,0.339726134931
ACH-000169,0.11355863767100001
ACH-000178,0.15178054033500002
ACH-000182,0.15791403429300002
ACH-000183,0.163748984434
ACH-000188,0.17448146225699998
ACH-000189,0.310242958234
ACH-000190,0.301883425429
ACH-000198,0.0744075870877
ACH-000204,0.293670670506
ACH-000206,0.201423041683
ACH-000207,0.028971461398999997
ACH-000211,0.232006418996
ACH-000215,0.10197331530999999
ACH-000221,0.156195614406
ACH-000222,0.194070330173
ACH-000223,0.153897381787
ACH-000226,0.204983219729
ACH-000227,0.34972906607500004
ACH-000228,0.126361969001
ACH-000231,0.12796455617900002
ACH-000232,0.186503471442
ACH-000233,0.22116592584199998
ACH-000234,0.08338303854500001
ACH-000235,0.136257934724
ACH-000237,0.14379288329700002
ACH-000238,0.200705013698
ACH-000243,0.144129316763
ACH-000244,0.142310812894
ACH-000246,0.168625513098
ACH-000248,0.0451402407634
ACH-000250,0.138543148094
ACH-000251,0.17547980384300002
ACH-000253,0.339685436964
ACH-000255,0.0786094953219
ACH-000256,0.0150932216286
ACH-000257,0.0453192552211
ACH-000258,0.322418175846
ACH-000259,0.13073664057499998
ACH-000260,0.197537568452
ACH-000261,0.13607781719599998
ACH-000262,0.129065573677
ACH-000263,0.141855407784
ACH-000264,0.16527042280200002
ACH-000265,0.17736648608199998
ACH-000266,0.107997475753
ACH-000272,0.178245871215
ACH-000273,0.251090178647
ACH-000274,0.17027490111
ACH-000277,0.025976572277000003
ACH-000278,0.117120354822
ACH-000279,0.178821032423
ACH-000280,0.106451397906
ACH-000281,0.10330888689099998
ACH-000288,0.0315550002678
ACH-000291,0.238769653051
ACH-000293,0.0823067395885
