,COPS5 (10987)
ACH-000004,-1.72910649997
ACH-000007,-1.26535849775
ACH-000009,-1.5449773767800001
ACH-000011,-1.3448174282499998
ACH-000012,-1.42200391053
ACH-000013,-1.3629158483700001
ACH-000014,-1.47393404371
ACH-000015,-1.57242808021
ACH-000017,-1.54552204611
ACH-000018,-1.42385494085
ACH-000019,-1.38488159739
ACH-000021,-1.507346522
ACH-000022,-0.978033985584
ACH-000025,-1.52550215089
ACH-000028,-1.6395688690399999
ACH-000030,-1.45037587532
ACH-000035,-1.2807563877700001
ACH-000036,-1.46491465148
ACH-000037,-1.11934574547
ACH-000039,-1.68694832255
ACH-000040,-1.1202619285
ACH-000041,-1.35786139413
ACH-000042,-1.51212598877
ACH-000045,-1.18974442588
ACH-000047,-1.39924882677
ACH-000052,-1.49486750938
ACH-000053,-1.3871224419400001
ACH-000054,-1.4003008530399998
ACH-000055,-1.37166367062
ACH-000060,-1.27051774011
ACH-000067,-1.3384054755099999
ACH-000070,-1.37186377973
ACH-000075,-1.26302422068
ACH-000078,-1.75098475838
ACH-000082,-1.0623170794
ACH-000085,-1.13929062953
ACH-000086,-1.2708377311799999
ACH-000087,-1.52841232939
ACH-000092,-1.65293481414
ACH-000095,-1.6026869075
ACH-000097,-1.21669148153
ACH-000098,-1.34044708033
ACH-000099,-1.0162606924
ACH-000108,-1.2740219910200001
ACH-000113,-1.50702518637
ACH-000115,-1.7772689057799997
ACH-000116,-1.28166946163
ACH-000118,-1.60646567093
ACH-000120,-1.42351981697
ACH-000123,-1.42047983294
ACH-000127,-1.4219033868000002
ACH-000128,-1.70968043621
ACH-000132,-1.41048035805
ACH-000133,-1.4670047212700001
ACH-000137,-1.08645475479
ACH-000138,-1.5699616174700002
ACH-000142,-0.976132720127
ACH-000143,-1.2760596556200001
ACH-000146,-1.5389028791100001
ACH-000148,-1.22970904794
ACH-000150,-1.5003969912700001
ACH-000152,-1.6014376538600001
ACH-000153,-1.85343046312
ACH-000159,-1.8382282646900001
ACH-000160,-1.03628993533
ACH-000163,-1.19106719139
ACH-000167,-0.8136145189470001
ACH-000168,-1.01714457666
ACH-000169,-1.16531945419
ACH-000178,-1.03427439037
ACH-000182,-1.46794397924
ACH-000183,-1.23492612987
ACH-000188,-1.18185920616
ACH-000189,-1.8142694887000002
ACH-000190,-0.9362547884739999
ACH-000198,-1.32205817488
ACH-000204,-1.5228749957299998
ACH-000206,-1.28198528245
ACH-000207,-0.8696611760259999
ACH-000211,-1.65790376657
ACH-000215,-1.1031180520000001
ACH-000221,-1.5571359829700002
ACH-000222,-1.42546345063
ACH-000223,-1.4392286784700001
ACH-000226,-1.54860305511
ACH-000227,-0.608200755825
ACH-000228,-1.1855607224
ACH-000231,-1.46345706997
ACH-000232,-1.2682153689
ACH-000233,-1.3616414344999999
ACH-000234,-1.18600740221
ACH-000235,-1.3296090282
ACH-000237,-1.4263047576899999
ACH-000238,-1.08671491389
ACH-000243,-1.25485646483
ACH-000244,-1.41074305652
ACH-000246,-1.2582049868
ACH-000248,-1.6482190997600001
ACH-000250,-1.4895219188799997
ACH-000251,-1.45489944697
ACH-000253,-1.5107153959900002
ACH-000255,-1.20902003635
ACH-000256,-1.6884728583500002
ACH-000257,-1.2529744754899999
ACH-000258,-2.0521733792099996
ACH-000259,-1.59296670477
ACH-000260,-1.2942159093
ACH-000261,-1.30935679282
ACH-000262,-1.7829054147799999
ACH-000263,-1.60411566244
ACH-000264,-1.4194548838699999
ACH-000265,-1.51023925446
ACH-000266,-1.4371245216100001
ACH-000272,-1.2321494525299999
ACH-000273,-1.48140461361
ACH-000274,-1.61280809664
ACH-000277,-1.4445710872400002
ACH-000278,-1.36694066745
ACH-000279,-1.11118242481
ACH-000280,-1.19819632526
ACH-000281,-1.3958032581400002
ACH-000288,-1.27359298476
ACH-000291,-1.28595774241
ACH-000293,-1.3072793028299998
ACH-000294,-1.65234221626
ACH-000295,-1.20341557993
