,ZEB2 (9839)
ACH-000004,-0.956210883052
ACH-000007,-0.104419594703
ACH-000009,-0.155918209213
ACH-000011,0.0313983469231
ACH-000012,-0.134471911729
ACH-000013,-0.057020577545600006
ACH-000014,-1.30321225779
ACH-000015,-0.5986821506409999
ACH-000017,-0.16161560058399999
ACH-000018,-0.0071840737468400005
ACH-000019,0.0914012649716
ACH-000021,-0.117589883917
ACH-000022,-0.171032678109
ACH-000025,-0.677446427738
ACH-000028,-0.259490333769
ACH-000030,-0.0660809805079
ACH-000035,-0.284999683491
ACH-000036,0.0512342004931
ACH-000037,-0.375950143631
ACH-000039,-0.7430669531180001
ACH-000040,-0.446715511558
ACH-000041,-0.887503695461
ACH-000042,-0.252193775081
ACH-000045,-0.905326292027
ACH-000047,-0.004963673906840001
ACH-000052,-0.615801339009
ACH-000053,0.178188832351
ACH-000054,-0.245319898422
ACH-000055,-0.39286766937600004
ACH-000060,-0.11672567763
ACH-000067,-0.426901692077
ACH-000070,-0.707210782961
ACH-000075,-0.40159075065600003
ACH-000078,-0.483009687693
ACH-000082,0.12649023765200001
ACH-000085,-0.164792281076
ACH-000086,-0.22698836251999996
ACH-000087,-0.833549517218
ACH-000092,-0.5266104455539999
ACH-000095,-0.276229379499
ACH-000097,-0.117394529727
ACH-000098,-0.452897617915
ACH-000099,-0.19731825101300002
ACH-000108,-0.110746829956
ACH-000113,-0.86505881088
ACH-000115,-0.103436240008
ACH-000116,-0.19007675740899999
ACH-000118,-0.0884117947405
ACH-000120,-0.250251417122
ACH-000123,-0.104107967744
ACH-000127,-0.11216635364399999
ACH-000128,-0.33703942822800004
ACH-000132,-0.128373044893
ACH-000133,-0.320196800924
ACH-000137,-0.248739206982
ACH-000138,-0.116820503455
ACH-000142,-0.133653040688
ACH-000143,-0.11325280704700001
ACH-000146,-0.8623979974079999
ACH-000148,-0.10575873186200001
ACH-000150,-0.184640570398
ACH-000152,-0.563061627099
ACH-000153,-0.612018802976
ACH-000159,-0.349178708434
ACH-000160,-0.161221506402
ACH-000163,-0.297969369247
ACH-000167,-0.0454397375565
ACH-000168,-0.767592759102
ACH-000169,-0.663811608098
ACH-000178,-0.213459119201
ACH-000182,-0.11338203088
ACH-000183,-0.313918561928
ACH-000188,-0.0243068454869
ACH-000189,-0.21201535530299997
ACH-000190,-0.523552852285
ACH-000198,-1.0529556681799999
ACH-000204,-0.25348828212900004
ACH-000206,-0.147434827511
ACH-000207,-0.29269219046399997
ACH-000211,-0.127095162057
ACH-000215,-0.15171024591499999
ACH-000221,-0.876374031468
ACH-000222,-0.0832187096501
ACH-000223,-0.359739868011
ACH-000226,-0.216129936737
ACH-000227,-0.30665691779300003
ACH-000228,-0.151898743419
ACH-000231,-0.236118238477
ACH-000232,-0.341219229987
ACH-000233,-0.03887457512859999
ACH-000234,-0.0433344915723
ACH-000235,-0.182328141706
ACH-000237,-0.19279152697000002
ACH-000238,-0.25195098699900004
ACH-000243,-0.153658256992
ACH-000244,-0.126649764153
ACH-000246,-0.229804790595
ACH-000248,-0.318556672433
ACH-000250,-0.35286115886299996
ACH-000251,-0.321117550738
ACH-000253,-0.0362974931769
ACH-000255,-0.269212964084
ACH-000256,-0.144511240374
ACH-000257,0.33869092946900003
ACH-000258,0.12315653528699999
ACH-000259,-0.133752167981
ACH-000260,-0.269970277661
ACH-000261,0.047202830608800005
ACH-000262,-0.0825103621923
ACH-000263,-0.7059366774429999
ACH-000264,-0.0500538636641
ACH-000265,-0.21253663970800002
ACH-000266,-0.253295740539
ACH-000272,0.0325863154357
ACH-000273,-0.7671238337190001
ACH-000274,-0.637099483848
ACH-000277,-0.00180906269878
ACH-000278,-0.294756731344
ACH-000279,-0.778241781573
ACH-000280,-0.135959611821
ACH-000281,-0.262675218049
ACH-000288,-0.273488956468
ACH-000291,-0.146756926844
ACH-000293,-0.200819080779
ACH-000294,-1.48460173006
ACH-000295,-0.428931017006
ACH-000296,-0.16091533043
ACH-000302,-0.47006096217200005
ACH-000304,-1.1668375657899999
ACH-000307,-0.15500599452199998
ACH-000308,-0.184678015108
ACH-000310,-0.173198313806
ACH-000311,-0.05326904225719999
ACH-000312,-0.164133905811
ACH-000315,-0.214152390174
ACH-000316,-0.24967599963000003
ACH-000317,-0.26019686944000003
ACH-000318,-0.20332084881499998
ACH-000319,-0.5256292437910001
ACH-000320,0.538338622153
ACH-000322,-1.13805430444
ACH-000323,-0.253921308007
ACH-000324,-0.221156763586
ACH-000329,-0.643858186732
ACH-000330,-0.0385905077861
ACH-000331,-0.139476822135
ACH-000332,-0.112472896788
ACH-000334,-0.104418421907
ACH-000335,-0.658454395327
ACH-000336,-0.887012058247
ACH-000337,0.04915299180030001
ACH-000339,-0.219632581131
ACH-000341,-0.48218835658799997
ACH-000348,-0.66173299666
ACH-000350,-0.38367700324500004
ACH-000352,-0.143801883091
ACH-000356,-0.05524194268469999
ACH-000361,-0.573244124775
ACH-000362,-1.18778444504
ACH-000363,-0.116942722501
ACH-000364,-0.130143085829
ACH-000365,-0.19311559157299998
ACH-000366,-0.240422322417
ACH-000368,-0.128270063967
ACH-000374,-0.322481839797
ACH-000375,-0.0896435139962
ACH-000376,0.0267340064409
ACH-000381,-0.132804284426
ACH-000383,-0.285713944942
ACH-000387,-1.22448285019
ACH-000389,-0.318120354089
ACH-000390,-0.227577499021
ACH-000393,-0.256975324666
ACH-000395,-0.18149193778900002
ACH-000397,-0.10335317797700001
ACH-000401,-0.742956888976
ACH-000402,-0.0289133490112
ACH-000403,-0.133578636908
ACH-000404,-0.8864703914669999
ACH-000406,-0.880401544863
ACH-000407,-0.22447802456500002
ACH-000408,-0.0400118872166
ACH-000410,-0.747530998681
ACH-000411,-0.228960433751
ACH-000414,-0.123334141141
ACH-000415,-0.132935577138
ACH-000416,-0.172065310154
ACH-000420,-0.21390739001200001
ACH-000421,-0.269065525408
ACH-000424,-0.7444613300470001
ACH-000425,-1.11618929895
ACH-000426,0.09214000038510001
ACH-000427,0.108839444693
ACH-000433,-0.13817540943
ACH-000436,-0.0649501121965
ACH-000444,-0.0936775989961
ACH-000445,-0.308460014852
ACH-000448,-0.197568496923
ACH-000450,-0.965935708265
ACH-000452,-0.0548893824189
ACH-000454,-0.234501180614
ACH-000458,-0.12714517602199998
ACH-000459,-0.59635443317
ACH-000460,-0.055146415738699994
ACH-000461,-0.127988112746
ACH-000463,-0.187012326708
ACH-000464,-0.386903789058
ACH-000466,-0.139741765994
ACH-000467,-0.179294497912
ACH-000468,-0.17800224804900003
ACH-000469,-0.10961047561699999
ACH-000470,-0.251311650336
ACH-000471,-0.268534707947
ACH-000472,-0.19573307962
ACH-000473,-0.085824555581
ACH-000475,-0.293112231318
ACH-000476,-0.0588616440171
ACH-000477,-0.948797648669
ACH-000480,-0.281109084714
ACH-000481,-0.26213312376
ACH-000483,-0.216631311136
ACH-000484,-0.226164217521
ACH-000485,-0.0867938072592
ACH-000486,-0.21929657016399998
ACH-000487,-0.519008449844
ACH-000488,-0.10261392691099999
ACH-000490,-0.0379060958634
ACH-000491,-0.39101975685999996
ACH-000495,0.0859731082387
ACH-000496,-0.269675842479
