,C9 (735)
ACH-000004,-0.0508692897181
ACH-000007,-0.131229677913
ACH-000009,-0.0342746973683
ACH-000011,-0.0749549221725
ACH-000012,-0.0640355966662
ACH-000013,0.07469405841030001
ACH-000014,-0.0296399262849
ACH-000015,-0.00186638269717
ACH-000017,0.0538813565341
ACH-000018,-0.38513270357
ACH-000019,-0.08948315115399999
ACH-000021,-0.143598273494
ACH-000022,0.104463086794
ACH-000025,-0.0797494489023
ACH-000028,-0.0275186498945
ACH-000030,-0.014189059883299998
ACH-000035,-0.332399811771
ACH-000036,-0.141514426035
ACH-000037,-0.09500913403989998
ACH-000039,-0.0785768445031
ACH-000040,-0.16081599397500002
ACH-000041,0.059070044567200004
ACH-000042,-0.121290684375
ACH-000045,0.0108254578691
ACH-000047,-0.118736212644
ACH-000052,-0.242741577834
ACH-000053,-0.150365207513
ACH-000054,-0.21516855953699998
ACH-000055,0.11930088849
ACH-000060,-0.12286238214199999
ACH-000067,-0.297566101847
ACH-000070,0.060424156054499994
ACH-000075,0.348216148883
ACH-000078,-0.0768683156068
ACH-000082,-0.0299029033213
ACH-000085,-0.0776585162394
ACH-000086,0.0958822547811
ACH-000087,0.14998005156400002
ACH-000092,-0.19788814136900001
ACH-000095,-0.00616238889296
ACH-000097,-0.162719548397
ACH-000098,-0.165836104062
ACH-000099,-0.0937765347282
ACH-000108,-0.12290073932199999
ACH-000113,-0.021763688845900003
ACH-000115,0.0102994770005
ACH-000116,-0.040424742724800004
ACH-000118,-0.12806852012599998
ACH-000120,-0.0773461659343
ACH-000123,-0.0991924269414
ACH-000127,-0.117305170802
ACH-000128,0.0497694975133
ACH-000132,-0.16155699642100002
ACH-000133,-0.0956230041161
ACH-000137,-0.19203623803
ACH-000138,-0.11950251961200001
ACH-000142,-0.0763060106936
ACH-000143,-0.18719675375999997
ACH-000146,-0.13550146494999998
ACH-000148,-0.0525452125358
ACH-000150,0.0189448970607
ACH-000152,-0.130031186081
ACH-000153,-0.10802721939400001
ACH-000159,-0.013027207215799998
ACH-000160,0.020516633313400003
ACH-000163,0.04506952537430001
ACH-000167,-0.0218625556385
ACH-000168,-0.09127226025489998
ACH-000169,0.025855155381400003
ACH-000178,-0.14747881160499998
ACH-000182,-0.0549176331702
ACH-000183,-0.22166627702799999
ACH-000188,-0.0858551223405
ACH-000189,0.218397619639
ACH-000190,-0.0375738427283
ACH-000198,-0.0223654418207
ACH-000204,-0.256358567124
ACH-000206,-0.258936917541
ACH-000207,-0.0784409926808
ACH-000211,0.0331419229552
ACH-000215,-0.139646609205
ACH-000221,0.07216247706560001
ACH-000222,-0.111602478978
ACH-000223,-0.174999712629
ACH-000226,-0.07188876960639999
ACH-000227,0.24054126984000002
ACH-000228,-0.17557651063700003
ACH-000231,-0.0926372130448
ACH-000232,-0.0422071833866
ACH-000233,-0.138921426082
ACH-000234,0.08286149936630001
ACH-000235,-0.0418304131781
ACH-000237,0.0880646347404
ACH-000238,0.0754262722473
ACH-000243,-0.10951148859099999
ACH-000244,-0.15405266127
ACH-000246,0.0597677555961
ACH-000248,0.136545484391
ACH-000250,-0.0290777126534
ACH-000251,-0.306324320803
ACH-000253,0.015490290119999998
ACH-000255,-0.0542818121779
ACH-000256,0.128555709937
ACH-000257,-0.344298697945
ACH-000258,-0.0801538031233
ACH-000259,-0.162561474999
ACH-000260,-0.0655525782354
ACH-000261,-0.14492738976
ACH-000262,-0.0163070077863
ACH-000263,0.13582649302000002
ACH-000264,-0.0367568207548
ACH-000265,-0.0642656834712
ACH-000266,-0.166681689314
ACH-000272,-0.16521688677000002
ACH-000273,0.0828924972894
ACH-000274,-0.10037836119799999
ACH-000277,-0.00404936705985
ACH-000278,-0.032250353700200005
ACH-000279,-0.173641828611
ACH-000280,0.0183587722272
ACH-000281,-0.0700510965405
ACH-000288,-0.21263028646999999
ACH-000291,-0.149034596306
ACH-000293,0.17521899481199998
ACH-000294,-0.121484352642
ACH-000295,-0.368945842587
ACH-000296,-0.22022127100699998
ACH-000302,0.026670150918200002
ACH-000304,-0.105858443669
ACH-000307,0.0822411827756
ACH-000308,-0.0452579150447
ACH-000310,-0.067597308107
ACH-000311,-0.158164658475
ACH-000312,-0.0416295477413
ACH-000315,0.0182682859742
ACH-000316,-0.270487945822
ACH-000317,0.122935777814
ACH-000318,-0.07061698507469999
ACH-000319,-0.060729069300899996
ACH-000320,-0.198902445657
ACH-000322,-0.1437942607
ACH-000323,-0.22377643731400002
ACH-000324,-0.041133146613699996
ACH-000329,0.026498211342299998
ACH-000330,-0.0168040527648
ACH-000331,-0.169789989353
ACH-000332,-0.17438295814500002
ACH-000334,-0.00594906956202
ACH-000335,-0.208783776211
ACH-000336,0.23734220043600002
ACH-000337,0.21464883720800002
ACH-000339,-0.115122162379
ACH-000341,-0.13755871792899999
ACH-000348,-0.15116816786599999
ACH-000350,0.0378822790979
ACH-000352,-0.09398982622999999
ACH-000356,0.0198472026007
ACH-000361,0.228723980055
ACH-000362,-0.261180515326
ACH-000363,-0.0277357780259
ACH-000364,0.0237990612583
ACH-000365,-0.0656747249454
ACH-000366,-0.023354371504099997
ACH-000368,-0.0581124307656
ACH-000374,0.130380362656
ACH-000375,0.0930331699397
ACH-000376,0.0279154299906
ACH-000381,-0.268886815296
ACH-000383,-0.0744453062389
ACH-000387,-0.0703430379557
ACH-000389,0.050885579023000005
ACH-000390,-0.03353630541659999
ACH-000393,-0.19402455755999998
ACH-000395,-0.111068778563
ACH-000397,-0.0972756170256
ACH-000401,-0.0435527957766
ACH-000402,-0.09491685497739999
ACH-000403,-0.0339685565572
ACH-000404,-0.24574021918400002
ACH-000406,-0.127748053088
ACH-000407,0.224027695733
ACH-000408,0.0162182242328
ACH-000410,-0.0294508602777
ACH-000411,-0.0328314553566
ACH-000414,-0.298528470532
ACH-000415,-0.0267129547665
ACH-000416,-0.100709790146
ACH-000420,0.0379032060112
ACH-000421,0.007740711946640001
ACH-000424,-0.0275253644485
ACH-000425,0.034702133078099995
ACH-000426,-0.11049116401900001
ACH-000427,0.22915298605999998
ACH-000433,-0.08419913741460001
ACH-000436,-0.09779274198439998
ACH-000444,-0.118026170078
ACH-000445,-0.187129766116
ACH-000448,-0.19435834004799998
ACH-000450,-0.077157563645
ACH-000452,0.0445402806596
ACH-000454,0.222866623889
ACH-000458,-0.180380816937
ACH-000459,-0.211069775058
ACH-000460,-0.136431045938
ACH-000461,-0.0522967649242
ACH-000463,-0.0438131093875
ACH-000464,0.105700630741
ACH-000466,-0.0181570664089
ACH-000467,-0.17194402351500002
ACH-000468,-0.165042205601
ACH-000469,-0.051631490531199996
ACH-000470,0.0529568350098
ACH-000471,-0.234755029439
ACH-000472,-0.11189125309800001
ACH-000473,-0.00063957001766
ACH-000475,-0.165875815165
ACH-000476,-0.0367750685549
ACH-000477,-0.117724867088
ACH-000480,-0.401950123676
ACH-000481,-0.0162251963751
ACH-000483,-0.13718845976500002
ACH-000484,-0.059661929385099996
ACH-000485,0.0670115146
ACH-000486,-0.0509121111369
ACH-000487,-0.132812610353
ACH-000488,-0.0962165861204
ACH-000490,0.00976691341032
ACH-000491,-0.226167075456
ACH-000495,-0.124658071775
ACH-000496,-0.142982826741
ACH-000499,0.0753779249899
ACH-000500,-0.605991775497
ACH-000502,-0.130060583893
ACH-000503,-0.16863293107500002
ACH-000505,0.057966039011599996
ACH-000507,-0.060656086565300006
ACH-000510,-0.024932309306400002
ACH-000511,-0.101533256192
ACH-000512,0.12107956467700001
ACH-000516,-0.224234193886
ACH-000517,0.0213392907425
ACH-000518,-0.0408599754203
ACH-000520,0.0267344210506
ACH-000521,0.161046851429
ACH-000522,-0.0673181223445
ACH-000524,0.041061059861400004
ACH-000527,-0.125739900969
ACH-000528,0.054629101982300005
ACH-000537,-0.27289278794300004
ACH-000541,0.10350824285299999
ACH-000542,-0.0677491546156
ACH-000544,0.00806307135038
ACH-000545,0.06631441517350001
ACH-000547,-0.144556335634
ACH-000548,-0.227105752317
ACH-000549,0.0154147280322
ACH-000550,-0.143449399496
ACH-000552,-0.20213533752300003
ACH-000556,-0.014357828584700002
ACH-000557,-0.108129638495
ACH-000570,-0.173735121912
ACH-000571,-0.0790035247579
ACH-000573,-0.25129675191100004
ACH-000576,-0.0327926245983
ACH-000580,-0.17869643806699997
ACH-000584,-0.00566290394191
ACH-000585,-0.101361785101
ACH-000588,-0.292145011236
ACH-000589,-0.0993098460719
ACH-000591,-0.060508082613199995
ACH-000593,-0.09267401098929999
ACH-000600,0.0561063405046
ACH-000601,-0.14119194410299998
ACH-000604,0.11042829596300001
ACH-000605,-0.141368351968
ACH-000606,-0.016636480861200002
ACH-000608,-0.2770672864
ACH-000614,-0.160531584585
ACH-000616,-0.269092602118
ACH-000618,0.015408279973799998
ACH-000619,0.058013666622099995
ACH-000620,-0.0165545401026
ACH-000621,-0.231454220054
ACH-000622,-0.024790827151000002
ACH-000623,-0.272539968159
ACH-000624,-0.11012045005799999
ACH-000627,0.0697696445793
ACH-000630,-0.0721572988003
ACH-000632,-0.0138194684118
ACH-000633,0.162123009562
ACH-000637,-0.014926453462799999
ACH-000638,-0.115527604362
ACH-000646,0.056037180166999996
ACH-000647,0.029566544462799996
ACH-000648,-0.0663043363813
ACH-000649,-0.00780855880208
ACH-000651,-0.0573135062524
ACH-000652,0.252255730477
ACH-000653,0.0287055666997
ACH-000657,-0.013245456955899999
ACH-000658,-0.07291902269839999
ACH-000661,0.0882993197339
ACH-000662,-0.546784656975
ACH-000663,-0.18103796494600002
ACH-000665,-0.194377687012
ACH-000671,-0.0843457221534
ACH-000673,-0.146214738225
ACH-000676,0.12104203553500001
ACH-000677,0.0015960424452700001
