,LY6H (4062)
ACH-000004,0.223931096332
ACH-000007,0.554804159732
ACH-000009,0.43626907013800004
ACH-000011,0.0311594476375
ACH-000012,0.139598874199
ACH-000013,0.16901329065200002
ACH-000014,0.164395217798
ACH-000015,0.10180696254699999
ACH-000017,0.13943497586200002
ACH-000018,0.44611059620399995
ACH-000019,0.1233929374
ACH-000021,0.12513304070800002
ACH-000022,0.186373107296
ACH-000025,0.016974075257800002
ACH-000028,0.18464793609400001
ACH-000030,0.0328242091141
ACH-000035,0.0474097903816
ACH-000036,0.0224359478115
ACH-000037,0.16331958390100001
ACH-000039,0.262791558106
ACH-000040,0.097760244398
ACH-000041,0.195349360667
ACH-000042,-0.0752508096708
ACH-000045,-0.0960317182068
ACH-000047,0.09966872671810001
ACH-000052,0.230104539732
ACH-000053,0.230843784518
ACH-000054,0.129976952635
ACH-000055,0.347479268941
ACH-000060,0.23619500046
ACH-000067,0.194562553577
ACH-000070,0.268648593926
ACH-000075,-0.030346711090500002
ACH-000078,0.21639736728
ACH-000082,0.270045007317
ACH-000085,-0.111688743154
ACH-000086,0.0573041487221
ACH-000087,-0.08775739104360002
ACH-000092,0.236970743502
ACH-000095,0.39102938307499996
ACH-000097,0.187802972093
ACH-000098,0.297097949784
ACH-000099,0.231862378672
ACH-000108,0.36210972297399996
ACH-000113,0.162224023314
ACH-000115,-0.00973497310242
ACH-000116,0.145815523693
ACH-000118,0.165268062939
ACH-000120,0.20787293117300001
ACH-000123,0.221537602427
ACH-000127,0.30452657414
ACH-000128,0.319227536795
ACH-000132,0.22831035940000002
ACH-000133,0.234348734252
ACH-000137,0.45574298502800004
ACH-000138,0.12796085909399998
ACH-000142,0.218148473924
ACH-000143,0.116147767882
ACH-000146,0.19239993467099997
ACH-000148,0.237305659157
ACH-000150,0.0410589004996
ACH-000152,0.205331708604
ACH-000153,0.17750451184
ACH-000159,0.11543409055500001
ACH-000160,0.43039194642899997
ACH-000163,0.0747979008383
ACH-000167,-0.05772916239030001
ACH-000168,0.00592187011717
ACH-000169,0.21915335863000002
ACH-000178,0.25635399045400004
ACH-000182,0.292990460167
ACH-000183,0.256379303528
ACH-000188,0.0250560136395
ACH-000189,0.36384807215099996
ACH-000190,0.368734063934
ACH-000198,0.275585604376
ACH-000204,0.287592194057
ACH-000206,0.259554705415
ACH-000207,-0.280541928987
ACH-000211,0.330752554576
ACH-000215,0.182153849328
ACH-000221,0.322991312119
ACH-000222,0.121574327537
ACH-000223,0.18633919360399998
ACH-000226,0.14446492414999998
ACH-000227,0.25894625904199997
ACH-000228,0.550370820528
ACH-000231,0.298382609144
ACH-000232,0.17444762019499999
ACH-000233,-0.00828125537119
ACH-000234,0.41687451438100004
ACH-000235,0.118920313664
ACH-000237,0.244694509637
ACH-000238,0.0894159715858
ACH-000243,0.274076586075
ACH-000244,0.328806025454
ACH-000246,0.210807449608
ACH-000248,0.224081320763
ACH-000250,-0.1065083882
ACH-000251,0.540560896918
ACH-000253,0.0387215167052
ACH-000255,0.34980054290600004
ACH-000256,0.105345828737
ACH-000257,0.334135601038
ACH-000258,0.205590446911
ACH-000259,0.356868899224
ACH-000260,0.16003229068299998
ACH-000261,-0.0339075977582
ACH-000262,0.352943019554
ACH-000263,0.6318429387510001
ACH-000264,0.14987292619999998
ACH-000265,0.36342325578400003
ACH-000266,0.29412297970199996
ACH-000272,0.295954768388
ACH-000273,0.347056485142
ACH-000274,0.274353680596
ACH-000277,0.264788198406
ACH-000278,0.39926746208400005
ACH-000279,0.346953386421
ACH-000280,-0.0330474959309
ACH-000281,0.288172752338
ACH-000288,0.277934642139
ACH-000291,-0.0181043703903
ACH-000293,0.19806455346700003
ACH-000294,0.28055908352
ACH-000295,-0.0597333935326
ACH-000296,0.315808259537
ACH-000302,0.129315853204
ACH-000304,0.23455371256299998
ACH-000307,0.243834897792
ACH-000308,0.21348494959800002
ACH-000310,0.228631019303
ACH-000311,0.170501134243
ACH-000312,0.21051418554499998
ACH-000315,-0.137820386294
ACH-000316,0.370843502085
ACH-000317,0.175619599901
ACH-000318,-0.0323866715732
ACH-000319,0.217312681242
ACH-000320,0.0531271482113
ACH-000322,-0.14359863253799998
ACH-000323,0.283910073008
ACH-000324,0.0933650655758
ACH-000329,-0.028382015242
ACH-000330,0.16270020366
ACH-000331,0.040234583256199996
ACH-000332,0.213754995625
ACH-000334,0.250819346213
ACH-000335,0.0780410086277
ACH-000336,0.0794276701404
ACH-000337,0.28719379382599997
ACH-000339,0.235154632901
ACH-000341,0.194972420319
