,FAIM (55179)
ACH-000188,-0.24975101175099998
ACH-000189,-0.210917894115
ACH-000190,-0.302484879443
ACH-000198,-0.227202550075
ACH-000204,-0.284435258642
ACH-000206,-0.436725993922
ACH-000207,-0.309972648187
ACH-000211,-0.36850854194
ACH-000215,-0.335444306709
ACH-000221,-0.227647780427
ACH-000222,-0.461069281799
ACH-000223,-0.38911590501800003
ACH-000226,-0.27634669196999995
ACH-000227,-0.438531947021
ACH-000228,-0.341547501083
ACH-000231,-0.30488075419300004
ACH-000232,-0.303886869247
ACH-000233,-0.385113716074
ACH-000234,-0.420097954634
ACH-000235,-0.368292026973
ACH-000237,-0.22416965745099998
ACH-000238,-0.132377096893
ACH-000243,-0.30484054930300003
ACH-000244,-0.150347935274
ACH-000246,-0.298007373222
ACH-000248,-0.30286990490800003
ACH-000250,-0.226111425207
ACH-000251,-0.39319329616099996
ACH-000253,-0.296185505977
ACH-000255,-0.301751652911
ACH-000256,-0.163048493998
ACH-000257,-0.0641738048461
ACH-000258,-0.23019682577199999
ACH-000259,-0.33618495984200003
ACH-000260,-0.275938492746
ACH-000261,-0.35691388098899995
ACH-000262,-0.195873588497
ACH-000263,-0.507071176315
ACH-000264,-0.303117380973
ACH-000265,-0.433626478015
ACH-000266,-0.377750240478
ACH-000272,-0.280089881335
ACH-000273,-0.325957482479
ACH-000274,-0.383388880746
ACH-000277,-0.385812917031
ACH-000278,-0.280353041418
ACH-000279,-0.39459627684299997
ACH-000280,-0.316608469983
ACH-000281,-0.38897514697499996
ACH-000288,-0.419009721254
ACH-000291,-0.325139450146
ACH-000293,-0.385959760277
ACH-000294,-0.268733601111
ACH-000295,-0.118251637646
ACH-000296,-0.38794274995399997
ACH-000302,-0.32622224617400003
ACH-000304,-0.129305510679
ACH-000307,-0.314656486799
ACH-000308,-0.253794600031
ACH-000310,-0.64061935323
ACH-000311,-0.483680599133
ACH-000312,-0.30419519052099997
ACH-000315,-0.117280035531
ACH-000316,-0.38720306530299997
ACH-000317,-0.271786418017
ACH-000318,-0.298975571113
ACH-000319,-0.260583767397
ACH-000320,-0.6059910867639999
ACH-000322,-0.29924419558299997
ACH-000323,-0.537719222209
ACH-000324,-0.31005029725600003
ACH-000329,-0.287543933285
ACH-000330,-0.240413013764
ACH-000331,-0.39759680161399996
ACH-000332,-0.363065262901
ACH-000334,-0.503294929407
ACH-000335,-0.223033340028
ACH-000336,-0.21221239472800002
ACH-000337,-0.295964270715
ACH-000339,-0.291961954197
ACH-000341,-0.43934818397200004
ACH-000348,-0.278544719805
ACH-000350,-0.293441296931
ACH-000352,-0.374793515448
ACH-000356,-0.237872858977
ACH-000361,-0.285334986181
ACH-000362,-0.32686487468000003
ACH-000363,-0.254463476355
ACH-000364,-0.38488260273
ACH-000365,-0.377723633778
ACH-000366,-0.250352819017
ACH-000368,-0.283168487064
ACH-000374,-0.306229518663
ACH-000375,-0.37002815579099996
ACH-000376,-0.18120579924199998
ACH-000381,-0.15707926860500002
ACH-000383,-0.241359220524
ACH-000387,-0.264072196817
ACH-000389,-0.26880341448
ACH-000390,-0.299342142168
ACH-000393,-0.271460768779
ACH-000395,-0.148079598979
ACH-000397,-0.291504854241
ACH-000401,-0.273593358577
ACH-000402,-0.550965800801
ACH-000403,-0.256857599989
ACH-000404,-0.36161122662600004
ACH-000406,-0.343079453156
ACH-000407,-0.34679565147299996
ACH-000408,-0.34631205753600003
ACH-000410,-0.269493467998
ACH-000411,-0.218310937559
ACH-000414,-0.354450111309
ACH-000415,-0.282860385044
ACH-000416,-0.23641795603000001
ACH-000420,-0.338798624345
ACH-000421,-0.278373524767
ACH-000424,-0.10150794613299999
ACH-000425,-0.446917102251
ACH-000426,-0.364327977346
ACH-000427,-0.293997172047
ACH-000433,-0.18867903951499998
ACH-000436,-0.21752780965399998
ACH-000444,-0.133093902314
ACH-000445,-0.268977128377
ACH-000448,-0.297731225256
ACH-000450,-0.357122489991
ACH-000452,-0.40769871181699996
ACH-000454,-0.46277675175300004
ACH-000458,-0.17673415102899998
ACH-000459,-0.20729883712699998
ACH-000460,-0.321760714246
ACH-000461,-0.248524326987
ACH-000463,-0.312893306148
ACH-000464,-0.29767112994
ACH-000466,-0.349368910268
ACH-000467,-0.37722035455799996
ACH-000468,-0.22476732175
ACH-000469,-0.280487271041
ACH-000470,-0.486450687192
ACH-000471,-0.27454220718600003
ACH-000472,-0.299167005544
ACH-000473,-0.13994308693399998
ACH-000475,-0.285888807824
ACH-000476,-0.17838905174400002
ACH-000477,-0.25773221133
ACH-000480,-0.311312717422
ACH-000481,-0.409888715422
ACH-000483,-0.207363566679
ACH-000484,-0.167557458663
ACH-000485,-0.287898861976
ACH-000486,-0.274122814545
ACH-000487,-0.222675177602
ACH-000488,-0.266924949441
ACH-000490,-0.386544286131
ACH-000491,-0.317895912191
ACH-000495,-0.431698591574
ACH-000496,-0.314695885495
ACH-000499,-0.21809679616500002
ACH-000500,-0.0848439598161
ACH-000502,-0.320299405469
ACH-000503,-0.290979702959
ACH-000505,-0.28092659480099996
ACH-000507,-0.317125082328
ACH-000510,-0.291631725207
ACH-000511,-0.310104297548
ACH-000512,-0.40927244683799996
ACH-000516,-0.374862343748
ACH-000517,-0.316930517649
ACH-000518,-0.22053186327
ACH-000520,-0.29492744245
ACH-000521,-0.398415769046
ACH-000522,-0.402995833279
ACH-000524,-0.399123595291
ACH-000527,-0.25769541080200004
ACH-000528,-0.23291284189599998
ACH-000537,-0.319235583432
ACH-000541,-0.503403731703
ACH-000542,-0.322002382678
ACH-000544,-0.22318653221700002
ACH-000545,-0.117215450023
ACH-000547,-0.32661604316599996
ACH-000548,-0.300156373081
ACH-000549,-0.34469984438699997
ACH-000550,-0.42713538039800003
ACH-000552,-0.23404774094099998
ACH-000556,-0.356192865849
ACH-000557,-0.29961209100499997
ACH-000570,-0.303528903384
ACH-000571,-0.320557316283
ACH-000573,-0.349389063822
ACH-000576,-0.429535845444
ACH-000580,-0.17207657800099999
ACH-000584,-0.26257404462699996
ACH-000585,-0.436838854327
ACH-000588,-0.15063930684000001
ACH-000589,-0.238316554589
ACH-000591,-0.44267538448
ACH-000593,-0.5021195002759999
ACH-000600,-0.413209530049
ACH-000601,-0.257356342799
ACH-000604,-0.05863552767059999
ACH-000605,-0.470207157621
ACH-000606,-0.20201039469
ACH-000608,-0.304580717094
ACH-000614,-0.22465553010400002
ACH-000616,-0.207320487763
ACH-000618,-0.208402560328
ACH-000619,-0.33605902174400004
ACH-000620,-0.28710553353
ACH-000621,-0.434918469478
ACH-000622,0.338200651114
ACH-000623,-0.26439417147300004
ACH-000624,-0.22262283304000002
ACH-000627,-0.452733863754
ACH-000630,-0.2939637832
ACH-000632,-0.333702230501
ACH-000633,-0.290853304545
ACH-000637,-0.37269225126500005
ACH-000638,-0.28167149106
ACH-000646,-0.286427906986
ACH-000647,-0.29297377554000004
ACH-000648,-0.211485269296
ACH-000649,-0.296144808207
ACH-000651,-0.395609825679
ACH-000652,-0.48947764361
ACH-000653,-0.27810885149
ACH-000657,-0.35625819771899997
ACH-000658,-0.388135841571
ACH-000661,-0.305228283476
ACH-000662,-0.019299318875
ACH-000663,-0.30045460965799997
ACH-000665,-0.224745004949
ACH-000671,-0.35779331255400004
ACH-000673,-0.406512349457
ACH-000676,-0.330375339675
ACH-000677,-0.21296679850000003
ACH-000681,-0.228610304718
ACH-000682,-0.246664215706
ACH-000683,-0.27575793125
ACH-000684,-0.6246684284340001
ACH-000688,-0.285080900347
ACH-000693,-0.24960649666499998
ACH-000694,-0.327939613727
ACH-000695,-0.19119522276599998
ACH-000696,-0.410404850489
ACH-000697,-0.220551945565
ACH-000699,-0.427500170277
ACH-000701,-0.159034388127
ACH-000706,-0.301081465479
ACH-000711,-0.224895930048
ACH-000713,-0.43781232994999997
ACH-000714,-0.277158544121
ACH-000718,-0.272604574226
ACH-000720,-0.27980163795400004
ACH-000721,-0.43035559386600003
ACH-000724,-0.248894397724
ACH-000725,-0.34683658813699997
ACH-000732,-0.186769657744
ACH-000734,-0.220091418219
ACH-000735,-0.236672267045
ACH-000736,-0.327566548484
ACH-000738,-0.211857416609
ACH-000746,-0.204378779553
ACH-000747,-0.276692491358
ACH-000748,-0.36407987722499996
ACH-000753,-0.302927790561
ACH-000756,-0.42527026947700003
ACH-000757,-0.570050979522
ACH-000758,-0.255840006731
ACH-000760,-0.26856339195
ACH-000763,-0.315943191716
ACH-000764,-0.399331976327
ACH-000765,-0.258196325652
ACH-000766,-0.314520741115
ACH-000767,-0.326322026802
ACH-000768,-0.301000172024
ACH-000769,-0.38876384943899994
ACH-000770,-0.25975184189399997
ACH-000771,-0.292514435469
ACH-000773,-0.19999662667100002
ACH-000776,-0.24729929565699998
ACH-000777,-0.134470056066
ACH-000778,-0.597111422115
ACH-000781,-0.282594762805
ACH-000782,-0.080429314313
ACH-000783,-0.280995478766
ACH-000784,-0.33810450321400004
ACH-000785,-0.460783695304
ACH-000787,-0.21580844755999998
ACH-000788,-0.334281586588
ACH-000791,-0.511148505628
ACH-000792,-0.276148207034
ACH-000794,-0.244263987306
ACH-000796,-0.333214255397
ACH-000799,-0.39794052342299996
ACH-000800,-0.146470289155
ACH-000802,-0.156856757211
ACH-000804,-0.523866191693
ACH-000805,-0.264310074174
ACH-000809,-0.327007087988
ACH-000810,-0.322188625937
ACH-000811,-0.293623106252
ACH-000817,-0.259791823616
ACH-000819,-0.310212683832
ACH-000820,-0.210531905612
ACH-000821,-0.19424152327
ACH-000822,-0.282677236105
ACH-000823,-0.297191177291
ACH-000824,-0.387135108496
ACH-000827,-0.235775150254
ACH-000829,-0.193381342758
ACH-000831,-0.43693255482199994
ACH-000832,-0.402401224317
ACH-000833,0.0241633295383
ACH-000834,-0.221271587814
ACH-000835,-0.272169601067
ACH-000836,-0.250303637564
ACH-000837,-0.31400732500399997
ACH-000838,-0.0357396520419
ACH-000839,-0.293202806087
ACH-000840,-0.314041080157
ACH-000841,-0.361078454111
ACH-000843,-0.205820622159
ACH-000846,-0.176779293314
ACH-000847,-0.312919980902
ACH-000848,-0.34315430957299997
ACH-000849,-0.448170298156
ACH-000851,-0.19407525296
ACH-000855,-0.249176819067
ACH-000856,-0.302191715504
ACH-000858,-0.360815736233
ACH-000859,-0.10397318420900001
ACH-000861,-0.256588403824
ACH-000862,-0.256816029945
ACH-000865,-0.308406092654
ACH-000866,-0.293316426715
ACH-000867,-0.20454570265500002
ACH-000869,-0.344225133719
ACH-000872,-0.20590697958
ACH-000873,-0.292021925614
ACH-000876,-0.35162887977799995
ACH-000878,-0.115283260599
ACH-000880,-0.138731934316
ACH-000881,-0.34374115127099997
ACH-000882,-0.320893828215
ACH-000884,-0.44171032143399996
ACH-000885,-0.181783191899
ACH-000887,-0.18405949279300002
ACH-000888,-0.24645763133999998
ACH-000889,-0.31200444216999995
ACH-000890,-0.377241772342
ACH-000896,-0.35392017092600003
ACH-000898,-0.257333545021
ACH-000900,-0.304418703601
ACH-000901,-0.44110327983099995
ACH-000905,-0.380002141721
ACH-000906,-0.284647099078
ACH-000907,-0.25662056293200003
ACH-000910,-0.22671735334000004
ACH-000911,-0.30596159523
ACH-000912,-0.345158682188
ACH-000913,-0.356757079987
ACH-000915,-0.291429160275
ACH-000916,-0.41928394114100004
ACH-000917,-0.365038232171
ACH-000921,-0.287375652096
ACH-000924,-0.394768137516
ACH-000926,-0.40548209309600003
ACH-000928,-0.334874037676
ACH-000929,-0.07830771888230001
ACH-000932,-0.288967417472
ACH-000935,-0.28170409504
ACH-000936,-0.36484744362099997
ACH-000937,-0.342527315686
ACH-000938,-0.31511827333500003
ACH-000939,-0.247416146232
ACH-000941,-0.268986641727
ACH-000943,-0.281547710404
ACH-000946,-0.29169510159400003
ACH-000947,-0.15872460526499999
ACH-000948,-0.231595867686
ACH-000950,-0.202184629057
ACH-000953,-0.277440989776
ACH-000957,-0.0546279523053
ACH-000958,-0.198988223385
ACH-000960,-0.433294056817
ACH-000963,-0.154047464578
ACH-000968,-0.35870350987300004
ACH-000969,-0.260857896437
ACH-000973,-0.41229837730999996
ACH-000974,-0.20940258167999998
ACH-000975,-0.284314697966
ACH-000976,-0.18548323895399998
ACH-000978,-0.230660696552
ACH-000980,-0.283221114734
ACH-000984,-0.298569712486
ACH-000986,-0.23993624235
ACH-000988,-0.320051875529
ACH-000993,-0.146860183473
ACH-000994,-0.509356256989
ACH-000996,-0.031121622816
ACH-001001,-0.298235571587
ACH-001020,-0.41800470543000007
ACH-001028,-0.28978595786600003
ACH-001031,-0.37037212648199996
ACH-001038,-0.267042731995
ACH-001048,-0.315769194886
ACH-001050,-0.405376273442
ACH-001053,-0.48060843054799995
ACH-001054,-0.212112635689
ACH-001061,-0.209962507359
ACH-001067,-0.131737865682
ACH-001075,-0.306215021064
ACH-001096,-0.317270031953
ACH-001128,-0.35095719739500003
ACH-001134,-0.320192183207
ACH-001151,-0.30853302764199997
ACH-001163,-0.217448448093
ACH-001164,-0.104016591882
ACH-001173,-0.340985305726
ACH-001183,-0.139003413423
ACH-001184,-0.344410366799
ACH-001190,-0.23119804240699998
ACH-001192,-0.39183961091499997
ACH-001193,-0.229003053202
ACH-001196,-0.06482256878909999
ACH-001197,-0.287207590964
ACH-001205,-0.40659061791699996
ACH-001211,-0.39638754607500004
ACH-001212,-0.410794824458
ACH-001228,-0.290500276723
ACH-001232,-0.359982257703
ACH-001239,-0.430529565911
ACH-001274,-0.268027399349
ACH-001275,-0.292545602386
ACH-001277,-0.34989907571
ACH-001278,-0.186995425663
ACH-001280,-0.427206435177
ACH-001283,-0.341002763939
ACH-001289,-0.197660705829
ACH-001295,-0.285018546213
ACH-001300,-0.281316985896
ACH-001301,-0.24857032433
ACH-001302,-0.110717856164
ACH-001303,-0.35216824243600003
ACH-001306,-0.411517787281
ACH-001318,-0.281455753302
ACH-001322,-0.259800589191
ACH-001328,-0.217945171376
ACH-001332,-0.0865819306799
ACH-001333,-0.240048989582
ACH-001336,-0.321959927174
ACH-001340,-0.304778431898
ACH-001346,-0.200315595288
ACH-001353,-0.287253309685
ACH-001354,-0.18578519978500002
ACH-001367,-0.21483422018000004
ACH-001368,-0.34836213004699995
ACH-001374,0.17208398416499998
ACH-001375,-0.169378141295
ACH-001377,-0.212785258227
ACH-001380,-0.26908357308200004
ACH-001391,-0.14280618624299998
ACH-001407,-0.19482395851700002
ACH-001408,-0.268202296746
ACH-001413,-0.326700518798
ACH-001430,-0.686483840987
ACH-001431,-0.337024499407
ACH-001450,-0.0921531377959
ACH-001496,-0.275908694901
ACH-001500,-0.255315484867
ACH-001521,-0.281831181052
ACH-001523,-0.299494820492
ACH-001532,-0.336573566157
ACH-001536,-0.312849754267
ACH-001550,-0.398613225937
ACH-001552,-0.24178667754
ACH-001554,-0.341410961782
ACH-001645,-0.17708373657499998
ACH-001654,-0.256750777239
ACH-001715,-0.59894618612
ACH-001735,-0.268311390623
ACH-001736,-0.397365843186
ACH-001737,-0.658131140347
ACH-001740,-0.254056117964
ACH-001745,-0.32966670594999997
ACH-001750,-0.248999314228
ACH-001765,-0.377299955368
ACH-001956,-0.261495756746
ACH-001957,-0.420969444154
