,CREM (1390)
ACH-000004,0.36634727296999997
ACH-000007,0.30855582856400005
ACH-000009,0.332691813203
ACH-000011,0.161104695875
ACH-000012,0.22935626767499998
ACH-000013,0.245849350119
ACH-000014,0.158245541777
ACH-000015,0.36195226772100003
ACH-000017,0.445688241044
ACH-000018,0.364866301657
ACH-000019,0.313087224505
ACH-000021,0.10396025504699999
ACH-000022,0.205791176492
ACH-000025,0.255626211663
ACH-000028,0.266781465707
ACH-000030,0.164298902774
ACH-000035,0.320975561251
ACH-000036,0.231215108505
ACH-000037,0.103324842752
ACH-000039,0.244742104599
ACH-000040,0.245704780534
ACH-000041,0.42580773149800005
ACH-000042,0.310218939748
ACH-000045,0.260882911222
ACH-000047,0.24709283988400002
ACH-000052,0.261702292927
ACH-000053,0.252488995418
ACH-000054,0.322885813819
ACH-000055,-0.050781841819500004
ACH-000060,0.347115557346
ACH-000067,0.398552975809
ACH-000070,0.26823076418
ACH-000075,0.0639194573496
ACH-000078,0.267182904254
ACH-000082,0.309595503426
ACH-000085,0.241835332282
ACH-000086,0.303569834626
ACH-000087,0.16453150558399998
ACH-000092,-0.0217225745874
ACH-000095,0.183546090957
ACH-000097,0.201098860675
ACH-000098,0.377308567681
ACH-000099,0.320267914915
ACH-000108,0.377829623515
ACH-000113,0.21123172702399998
ACH-000115,0.366928297497
ACH-000116,0.343868811939
ACH-000118,0.229691705726
ACH-000120,0.26279906805500003
ACH-000123,0.15377899737
ACH-000127,0.24174362957400003
ACH-000128,0.44127512931400004
ACH-000132,0.364364535745
ACH-000133,0.363392898305
ACH-000137,0.25841413838300004
ACH-000138,0.41139825835
ACH-000142,0.240547581057
ACH-000143,0.112479015229
ACH-000146,0.285300421258
ACH-000148,0.152483981976
ACH-000150,0.120939993913
ACH-000152,0.419779663068
ACH-000153,0.20348468458000002
ACH-000159,0.255703032224
ACH-000160,-0.490984162752
ACH-000163,0.333370018567
ACH-000167,0.24888815870900002
ACH-000168,0.215078770858
ACH-000169,0.246586318802
ACH-000178,0.148563232607
ACH-000182,0.26833840105
ACH-000183,0.157834677043
ACH-000188,0.211532201436
ACH-000189,0.206575122573
ACH-000190,0.373038441519
ACH-000198,0.375601556748
ACH-000204,0.30373338458
ACH-000206,0.361393591047
ACH-000207,0.197595675728
ACH-000211,0.29514912509
ACH-000215,0.333093693475
ACH-000221,0.14194130492999998
ACH-000222,0.5019494579379999
ACH-000223,0.239601861651
ACH-000226,0.373615450232
ACH-000227,-0.08911352698460001
ACH-000228,0.216583488197
ACH-000231,0.332213609558
ACH-000232,0.243293895471
ACH-000233,0.320262098974
ACH-000234,0.128839565197
ACH-000235,0.235753887836
ACH-000237,0.0854324805577
ACH-000238,0.0865074161143
ACH-000243,0.274267103482
ACH-000244,0.21054446976500002
ACH-000246,0.296909928631
ACH-000248,0.225638018519
ACH-000250,0.328835566274
ACH-000251,0.42836130259300004
ACH-000253,0.331007656803
ACH-000255,0.314320443577
ACH-000256,0.260823200496
ACH-000257,0.397572311692
ACH-000258,0.0983617236245
ACH-000259,0.188990170503
ACH-000260,0.308087032258
ACH-000261,0.339722621936
ACH-000262,0.305644046833
ACH-000263,0.298125542439
ACH-000264,0.28334046988
ACH-000265,0.36429081684799997
ACH-000266,0.263566035907
ACH-000272,0.29102171710499997
ACH-000273,0.34328466483000003
ACH-000274,0.131201816886
ACH-000277,0.509196488459
ACH-000278,0.283899957115
ACH-000279,0.260199731459
ACH-000280,0.312182299553
ACH-000281,0.377948905964
ACH-000288,0.192254150896
ACH-000291,0.371070295923
ACH-000293,0.284111100272
ACH-000294,0.405062061919
ACH-000295,0.575994549601
ACH-000296,0.366409180978
ACH-000302,0.121696962346
ACH-000304,0.5831667424270001
ACH-000307,0.353018702735
ACH-000308,0.151173141782
ACH-000310,0.0630107411002
ACH-000311,0.245504864857
ACH-000312,0.333652214085
ACH-000315,0.27538700961
ACH-000316,0.121677544393
ACH-000317,0.390137318099
ACH-000318,0.26400554032400003
ACH-000319,0.0654401414872
ACH-000320,0.38317419229500005
ACH-000322,0.14609232152100002
ACH-000323,0.3149237166
