,RLN3 (117579)
ACH-000004,-0.22595206984000002
ACH-000007,-0.231008131186
ACH-000009,0.190434337295
ACH-000011,-0.234973852536
ACH-000012,-0.188910404518
ACH-000013,-0.229051853145
ACH-000014,-0.137183844694
ACH-000015,-0.28402055753899996
ACH-000017,-0.262026557276
ACH-000018,-0.40729609572400005
ACH-000019,-0.280058183036
ACH-000021,-0.163203507753
ACH-000022,-0.008705519837459999
ACH-000025,-0.0854228066649
ACH-000028,-0.0879484805102
ACH-000030,-0.17250037784400002
ACH-000035,-0.453255287315
ACH-000036,-0.21381905673
ACH-000037,-0.0737369947721
ACH-000039,0.0233417075482
ACH-000040,-0.20137542541499998
ACH-000041,-0.164971298621
ACH-000042,-0.204245031434
ACH-000045,-0.235647605112
ACH-000047,-0.108211389647
ACH-000052,-0.0119564371126
ACH-000053,-0.049957809222300004
ACH-000054,-0.277297280531
ACH-000055,0.0604482145366
ACH-000060,-0.0686570765926
ACH-000067,-0.08188781151060001
ACH-000070,-0.030255372678799998
ACH-000075,-0.44690338006
ACH-000078,-0.07671712529579999
ACH-000082,-0.147077998664
ACH-000085,-0.277321173351
ACH-000086,-0.0828202167705
ACH-000087,-0.306329459083
ACH-000092,-0.0656311325994
ACH-000095,-0.142734147837
ACH-000097,-0.043797885754500006
ACH-000098,-0.14003534090999997
ACH-000099,-0.00215714310598
ACH-000108,-0.08320668765599999
ACH-000113,-0.153539198969
ACH-000115,-0.319816522963
ACH-000116,-0.259904323739
ACH-000118,-0.09291822778419999
ACH-000120,-0.227480696619
ACH-000123,-0.20193229221200001
ACH-000127,-0.14892031287799998
ACH-000128,-0.12251947824300001
ACH-000132,-0.17269500192899997
ACH-000133,-0.250034227499
ACH-000137,-0.36889966327
ACH-000138,0.0228490848869
ACH-000142,-0.17685897764400002
ACH-000143,-0.347077365982
ACH-000146,-0.18213443971299997
ACH-000148,-0.0374196514466
ACH-000150,-0.266633778584
ACH-000152,-0.106739427776
ACH-000153,-0.0829155666077
ACH-000159,-0.198440841942
ACH-000160,-0.183979549095
ACH-000163,-0.302047182362
ACH-000167,-0.0236107376119
ACH-000168,-0.13729319650900002
ACH-000169,-0.29467180216999994
ACH-000178,-0.106753142969
ACH-000182,-0.24606245711199998
ACH-000183,-0.447679401932
ACH-000188,-0.297088487987
ACH-000189,-0.150226048249
ACH-000190,-0.131658471124
ACH-000198,-0.1801428364
