,SPRR1A (6698)
ACH-000004,-0.04660346157240001
ACH-000007,-0.0703316028445
ACH-000009,0.0266038682503
ACH-000011,0.238674188247
ACH-000012,-0.0466237409352
ACH-000013,0.08837735400119999
ACH-000014,0.300426657451
ACH-000015,0.0880300335873
ACH-000017,0.14747626721100002
ACH-000018,0.0109602202566
ACH-000019,0.0130242269351
ACH-000021,0.07184584699789999
ACH-000022,0.005303398476229999
ACH-000025,0.009018719063479999
ACH-000028,0.0159902666643
ACH-000030,0.117102870386
ACH-000035,0.0748299410221
ACH-000036,0.098272513695
ACH-000037,0.0158996051648
ACH-000039,0.0831996838297
ACH-000040,0.0657010341589
ACH-000041,0.19401231621599999
ACH-000042,0.170260308452
ACH-000045,0.12497437204600001
ACH-000047,0.19003031422400002
ACH-000052,0.140008494894
ACH-000053,0.015824337913899998
ACH-000054,0.000559724069284
ACH-000055,0.154516739376
ACH-000060,0.170659771002
ACH-000067,0.052651489545
ACH-000070,0.19775963395100002
ACH-000075,0.46037674542199997
ACH-000078,-0.0307088602734
ACH-000082,0.046243608581999995
ACH-000085,-0.0371856277345
ACH-000086,-0.19830516982500002
ACH-000087,0.0305979910672
ACH-000092,0.019855148455599998
ACH-000095,0.07122823047969999
ACH-000097,-0.040605737782199995
ACH-000098,0.026265775154499998
ACH-000099,0.151134190284
ACH-000108,-0.070907682579
ACH-000113,0.126642047461
ACH-000115,0.262042539894
ACH-000116,0.0029462577071399996
ACH-000118,0.0856317390078
ACH-000120,0.408409754767
ACH-000123,0.136302500036
ACH-000127,0.0306994935175
ACH-000128,0.0689103010958
ACH-000132,0.160862676899
ACH-000133,0.0321253147587
ACH-000137,0.10919319717499999
ACH-000138,0.22762616985
ACH-000142,0.08528925209439998
ACH-000143,0.047928861787900005
ACH-000146,0.11915668014
ACH-000148,0.00403912811817
ACH-000150,-0.017837731852400004
ACH-000152,0.0338840127094
ACH-000153,0.158487159464
ACH-000159,0.114978722857
ACH-000160,-0.024449551995599995
ACH-000163,0.04845664069899999
ACH-000167,0.261416865994
ACH-000168,0.242983746679
ACH-000169,-0.033603984144700005
ACH-000178,0.052691464786300005
ACH-000182,0.141717281521
ACH-000183,0.138043810549
ACH-000188,0.231215784491
ACH-000189,0.141808440944
ACH-000190,0.11264992122000002
ACH-000198,0.0751828076746
ACH-000204,-0.557033321079
ACH-000206,0.08602140779989999
ACH-000207,0.0354356572192
ACH-000211,0.11539722021
ACH-000215,0.0716561341659
ACH-000221,0.0927329104415
ACH-000222,0.0294890125257
ACH-000223,0.0583904479249
ACH-000226,0.18969627388399998
ACH-000227,0.26753464391
ACH-000228,0.0160371470765
ACH-000231,0.140221155305
ACH-000232,0.136758264364
ACH-000233,0.09822366161910001
ACH-000234,-0.006557200426899999
ACH-000235,0.0543195579271
ACH-000237,0.07649240840369999
