,PAPSS1 (9061)
ACH-000004,-0.252499031656
ACH-000007,0.0571617456156
ACH-000009,0.0782380991616
ACH-000011,-0.102692627966
ACH-000012,-0.0859663284717
ACH-000013,-0.021369203569900002
ACH-000014,-0.18814954076200002
ACH-000015,-0.140821835323
ACH-000017,-0.022209711961199998
ACH-000018,-0.24533843752599999
ACH-000019,-0.25119822918400003
ACH-000021,-0.162209150995
ACH-000022,-0.102092005771
ACH-000025,-0.030743737783499998
ACH-000028,0.0404153862727
ACH-000030,-0.121242532279
ACH-000035,-0.000613475729213
ACH-000036,-0.124227587852
ACH-000037,-0.0991608756663
ACH-000039,-0.224975555608
ACH-000040,-0.237899793627
ACH-000041,-0.337575712535
ACH-000042,-0.120834327087
ACH-000045,0.0648707461524
ACH-000047,-0.0409787217581
ACH-000052,-0.16372660244599999
ACH-000053,-0.116807446252
ACH-000054,-0.00754838861497
ACH-000055,-0.00907881640593
ACH-000060,-0.152072359618
ACH-000067,-0.178769659006
ACH-000070,-0.305519876658
ACH-000075,-0.263565407047
ACH-000078,-0.042178113598499996
ACH-000082,-0.103119359019
ACH-000085,-0.06532147316010001
ACH-000086,0.00148666613396
ACH-000087,-0.00306549824753
ACH-000092,-0.101369816398
ACH-000095,-0.00763802462492
ACH-000097,-0.0625195216998
ACH-000098,-0.591794729758
ACH-000099,-0.39141618062600003
ACH-000108,-0.0471849215443
ACH-000113,-0.0903169897507
ACH-000115,-0.0649986258329
ACH-000116,-0.16994301716
ACH-000118,-0.078435150394
ACH-000120,-0.08281217410130001
ACH-000123,-0.375536635179
ACH-000127,-0.0413977559166
ACH-000128,-0.259124273642
ACH-000132,-0.150175588651
ACH-000133,-0.0518201234844
ACH-000137,0.107101988927
ACH-000138,0.08342606279249999
ACH-000142,0.124855878264
ACH-000143,-0.305083294148
ACH-000146,-0.0246289338953
ACH-000148,-0.293772202168
ACH-000150,-0.0747413868876
ACH-000152,-0.08948064107419999
ACH-000153,-0.18614498107000002
ACH-000159,-0.145354908205
ACH-000160,-0.0113139562072
ACH-000163,-0.135852136304
ACH-000167,0.101089085358
ACH-000168,-0.134699426879
ACH-000169,-0.06066033143619999
ACH-000178,-0.11569319524
ACH-000182,-0.10756654648399999
ACH-000183,-0.172808691577
ACH-000188,-0.237242545587
ACH-000189,-0.06423284463069999
ACH-000190,-0.20044324056899998
ACH-000198,-0.011027098017
ACH-000204,-0.0460953422712
ACH-000206,-0.454551550498
ACH-000207,0.09316784262589999
ACH-000211,-0.154927006983
ACH-000215,-0.0754740514565
ACH-000221,-0.050199802462599995
ACH-000222,0.18610007232999998
ACH-000223,-0.160763437138
ACH-000226,-0.10624432283600001
ACH-000227,-0.095011957026
ACH-000228,0.0972918599827
ACH-000231,-0.0950791308724
ACH-000232,-0.0734086494046
ACH-000233,-0.0279103956434
ACH-000234,-0.0379366347916
ACH-000235,0.0313177826598
ACH-000237,-0.170141629826
ACH-000238,-0.105986936807
ACH-000243,-0.12132680279300001
ACH-000244,0.0234003212029
ACH-000246,-0.0534399256508
ACH-000248,-0.0185331187629
ACH-000250,-0.0917561029122
ACH-000251,-0.10173121377800001
ACH-000253,-0.0438995122743
ACH-000255,-0.0395706757773
ACH-000256,-0.0450890642062
ACH-000257,-0.340423310596
ACH-000258,-0.09893121965389999
ACH-000259,0.035971453591400006
ACH-000260,-0.09852364899289999
ACH-000261,-0.125813245057
ACH-000262,-0.10475983181399999
ACH-000263,-0.205698491622
ACH-000264,-0.16959703521400002
ACH-000265,-0.161710131212
ACH-000266,-0.164453005267
ACH-000272,-0.175024108017
ACH-000273,-0.674670196964
ACH-000274,-0.451320866803
ACH-000277,0.0596176122135
ACH-000278,-0.15153327716499998
ACH-000279,-0.06867932700780001
ACH-000280,0.0918901563462
ACH-000281,-0.19920282140999998
ACH-000288,0.0156450908011
ACH-000291,-0.07192341027530001
ACH-000293,-0.323169413515
ACH-000294,0.0756810819433
ACH-000295,-0.770391426142
ACH-000296,0.10653625797
ACH-000302,-0.09480518154930001
ACH-000304,0.034856357035
ACH-000307,0.0217747466481
ACH-000308,-0.203071999719
ACH-000310,-0.182593659952
ACH-000311,-0.250202855122
ACH-000312,-0.112041792532
ACH-000315,-0.294711229795
ACH-000316,-0.132600300151
ACH-000317,0.0361763505956
ACH-000318,-0.14898517045600002
ACH-000319,-0.290247606076
ACH-000320,-0.0221043366163
ACH-000322,-0.300322467161
ACH-000323,-0.238329134333
ACH-000324,-0.0673685694825
ACH-000329,-0.104477448079
ACH-000330,0.030453762082400002
ACH-000331,-0.0501295410018
ACH-000332,-0.028868495914599997
ACH-000334,0.185795316943
ACH-000335,-0.114288006097
ACH-000336,-0.242005486921
ACH-000337,-0.0087436528709
ACH-000339,-0.147546565767
ACH-000341,-0.124166343441
ACH-000348,-0.0163607496411
ACH-000350,-0.239354208787
ACH-000352,-0.245493094778
ACH-000356,0.051967660997
ACH-000361,-0.0215912266434
ACH-000362,-0.222938812714
ACH-000363,-0.0795670491826
ACH-000364,-0.0934636332347
ACH-000365,-0.0700939755455
ACH-000366,-0.244252916215
ACH-000368,-0.838928501874
ACH-000374,-0.300647025286
ACH-000375,-0.202241512046
ACH-000376,-0.107813639844
ACH-000381,-0.0623765769493
ACH-000383,-0.062005970369499994
ACH-000387,-0.170629141144
ACH-000389,-0.717591404791
ACH-000390,-0.147459898058
ACH-000393,0.109345267126
ACH-000395,-0.0850710806088
ACH-000397,-0.0682417425943
