,RFK (55312)
ACH-000004,-0.883572289506
ACH-000007,-0.17779078657000003
ACH-000009,-0.950783118981
ACH-000011,-0.225775944614
ACH-000012,-0.38473229381499996
ACH-000013,-0.313653490583
ACH-000014,-0.382699731198
ACH-000015,-0.493693276493
ACH-000017,-0.587244365864
ACH-000018,-0.360439848736
ACH-000019,-0.6961807842380001
ACH-000021,-0.70277178757
ACH-000022,-0.5341101635369999
ACH-000025,-0.352782808071
ACH-000028,-0.955398634646
ACH-000030,-0.9743606432619999
ACH-000035,-0.17311329255999997
ACH-000036,-0.278261584929
ACH-000037,-0.6013147818819999
ACH-000039,-0.28532600820500004
ACH-000040,-0.403533986316
ACH-000041,-0.07190842272689998
ACH-000042,-0.41387955590099995
ACH-000045,-0.723071290053
ACH-000047,-0.892053797314
ACH-000052,-0.4059437351199999
ACH-000053,-1.1292037137
ACH-000054,-0.18550115410300003
ACH-000055,-0.376963720374
ACH-000060,-0.16965551888099997
ACH-000067,-0.11237700987600001
ACH-000070,-1.10446518475
ACH-000075,-0.58438382785
ACH-000078,-0.45115534368500004
ACH-000082,-0.149322036273
ACH-000085,0.169914347402
ACH-000086,-0.35155447841399995
ACH-000087,-0.47652772681100003
ACH-000092,-0.305188557964
ACH-000095,-0.22894132904199999
ACH-000097,-0.243289318632
ACH-000098,-0.363236157226
ACH-000099,-0.41472350454400003
ACH-000108,-0.603268087052
ACH-000113,-0.852387596712
ACH-000115,-0.403861168531
ACH-000116,-0.306683113505
ACH-000118,-0.717181848419
ACH-000120,-0.20093436581399998
ACH-000123,-0.25059941254
ACH-000127,-0.670535724957
ACH-000128,-0.313552674072
ACH-000132,-0.38796881817100004
ACH-000133,-0.391802773882
ACH-000137,-0.479028447796
ACH-000138,-1.0207774289899998
ACH-000142,-0.06473132626059999
ACH-000143,-0.0974914069374
ACH-000146,-0.426755701835
ACH-000148,-0.64538746462
ACH-000150,0.0308284012103
ACH-000152,-0.190314763159
ACH-000153,-0.625024121852
ACH-000159,-1.3970742197600001
ACH-000160,-0.342194739094
ACH-000163,-0.417698344836
ACH-000167,-0.396171049931
ACH-000168,-1.0508448774299999
ACH-000169,-0.057344457522800006
ACH-000178,-0.500515187798
ACH-000182,-1.0239063104200001
ACH-000183,-0.964932092483
ACH-000188,-0.385671228251
ACH-000189,-0.783537964365
ACH-000190,-0.579325304756
ACH-000198,-1.10409752633
ACH-000204,-0.699819785274
ACH-000206,-0.45900282325099995
ACH-000207,-0.621513994584
ACH-000211,-0.279827866325
ACH-000215,-0.225915146147
ACH-000221,-0.162375294347
ACH-000222,-0.653428874637
ACH-000223,-0.5643493143949999
ACH-000226,-0.994536619348
ACH-000227,-0.470974454956
ACH-000228,-0.5275478345800001
ACH-000231,-0.266307601026
ACH-000232,-0.120913402504
ACH-000233,-0.8771785065889999
ACH-000234,-1.00697782643
ACH-000235,-1.01251695225
ACH-000237,-0.515188178473
ACH-000238,-0.465494225519
ACH-000243,-0.187632162392
ACH-000244,-0.37351375987400004
ACH-000246,-0.45983120665700006
ACH-000248,-0.476787550628
ACH-000250,-0.910672559881
ACH-000251,-0.7141955197
ACH-000253,-0.56300458499
ACH-000255,-0.148668146424
ACH-000256,-0.702331167933
ACH-000257,-0.510620398586
ACH-000258,-0.656587513982
ACH-000259,-0.41240145418000007
ACH-000260,-0.195529686581
ACH-000261,-0.387149340757
ACH-000262,-0.336719619319
ACH-000263,-0.265663801473
ACH-000264,-0.40605700635499997
ACH-000265,-0.163501262185
ACH-000266,-0.866917141101
ACH-000272,-1.2243540763299998
ACH-000273,-0.349497434592
ACH-000274,-0.276262852675
ACH-000277,-0.71290553873
ACH-000278,-0.733081894999
ACH-000279,-0.45740711383999993
ACH-000280,-0.347111103156
ACH-000281,-0.7420988315729999
ACH-000288,-0.280975914898
ACH-000291,-0.11986878397800001
ACH-000293,-0.35527511662600003
ACH-000294,-1.06899771927
ACH-000295,-1.1542264924099999
ACH-000296,-0.586046969367
ACH-000302,-0.146364021017
ACH-000304,-0.35977225581200006
ACH-000307,-1.0818687087
ACH-000308,-0.740501040563
ACH-000310,-0.565322593706
ACH-000311,-0.32544022158
ACH-000312,-0.46629761672
ACH-000315,-0.69145300568
ACH-000316,-0.10207515328700001
ACH-000317,-0.557378707364
ACH-000318,-0.657399146816
ACH-000319,-0.17533102812100002
ACH-000320,-0.420822591596
ACH-000322,-0.585083531772
ACH-000323,-0.24850635039799998
ACH-000324,-0.6174760483739999
ACH-000329,-0.30934854923
ACH-000330,-0.15781128563
ACH-000331,-0.303774896221
ACH-000332,-0.300317920795
ACH-000334,-0.787851130906
ACH-000335,-0.565623020638
ACH-000336,-0.673566339221
ACH-000337,-0.770039334303
ACH-000339,-1.19708060173
ACH-000341,-0.16983055842099998
ACH-000348,-0.356768439403
ACH-000350,-0.148810457398
ACH-000352,-0.42666635466200004
ACH-000356,-0.15598062362
ACH-000361,-0.19969255015
ACH-000362,-0.7738214291709999
ACH-000363,-0.650601451743
ACH-000364,-0.295013734994
ACH-000365,-0.7103327771439999
ACH-000366,-0.633472578198
ACH-000368,-0.37117429122900003
ACH-000374,-0.430837582989
ACH-000375,-0.6720818288089999
ACH-000376,-0.105363469894
ACH-000381,-0.5555522520049999
ACH-000383,-0.740660226556
ACH-000387,-0.78427945638
ACH-000389,-0.346252705637
ACH-000390,-0.606272996062
ACH-000393,-0.5476741210670001
ACH-000395,-0.657406959514
ACH-000397,-0.54234244907
ACH-000401,-0.544157335225
ACH-000402,-0.41287442843500005
ACH-000403,-0.227131832598
ACH-000404,-0.569372155619
ACH-000406,-0.805449808919
ACH-000407,-0.501003181078
ACH-000408,-0.43420982156000004
ACH-000410,-0.435352142077
ACH-000411,-1.13739323891
ACH-000414,-0.124222844946
ACH-000415,-0.25167482870700003
ACH-000416,-1.08897119531
ACH-000420,-0.201033436594
ACH-000421,-0.563792731686
ACH-000424,-0.377798937113
ACH-000425,-0.7798490125149999
ACH-000426,-0.517871499069
ACH-000427,-0.308120576673
ACH-000433,-0.234420363966
ACH-000436,-0.793074337285
ACH-000444,-0.36313984168499996
ACH-000445,-0.616392456032
ACH-000448,-0.298971074366
ACH-000450,-0.5017944173969999
ACH-000452,-0.405467030247
ACH-000454,-0.757938394648
ACH-000458,-0.108243072323
ACH-000459,-0.7722522485529999
ACH-000460,-0.732125033327
ACH-000461,-0.460944484228
ACH-000463,-0.292299317608
ACH-000464,-0.341095682088
ACH-000466,-0.48159780053900003
ACH-000467,-0.425344999066
ACH-000468,-0.551521024731
ACH-000469,-0.347395090736
ACH-000470,-0.221022715273
ACH-000471,-0.358229464523
ACH-000472,-0.44783935010700004
ACH-000473,-0.207168047252
ACH-000475,-0.114563899019
ACH-000476,-0.253555245955
ACH-000477,-0.900245727579
ACH-000480,-0.189013976281
ACH-000481,-0.551489320472
ACH-000483,-0.45271114134499996
ACH-000484,-0.43167038973300004
ACH-000485,-0.244137105521
ACH-000486,-0.225780428057
ACH-000487,-1.0602048885600002
ACH-000488,-0.157268271628
ACH-000490,-0.138946991873
ACH-000491,-0.877944987789
ACH-000495,-0.818531841319
ACH-000496,-0.363774064362
ACH-000499,-0.155337263628
ACH-000500,-0.46378617280400003
ACH-000502,-0.8346161602959999
ACH-000503,-0.442023284159
ACH-000505,-0.36871553411799995
ACH-000507,-0.9477757966760001
ACH-000510,-0.13993283830999997
ACH-000511,-0.161793892606
ACH-000512,-0.8233656629709999
ACH-000516,-0.335522161301
ACH-000517,-0.370238153642
ACH-000518,-0.22975038976300002
ACH-000520,-0.40844176176200003
ACH-000521,-0.417475582933
ACH-000522,-0.312292875152
ACH-000524,-0.39677131242299996
ACH-000527,-0.328141699441
ACH-000528,-0.476267964179
ACH-000537,-0.385829364721
ACH-000541,-0.193627116727
ACH-000542,-0.10902673474300001
ACH-000544,-0.412988463701
ACH-000545,-0.10911533135
ACH-000547,-0.245844677838
ACH-000548,-0.547848603921
ACH-000549,-0.175171663914
ACH-000550,-0.33538706117
ACH-000552,-0.335981513709
ACH-000556,-1.0933023011399998
ACH-000557,-0.205279614452
ACH-000570,-0.294480560816
ACH-000571,-0.5693331982150001
ACH-000573,-0.43959467959299997
ACH-000576,-0.11289010000800001
ACH-000580,-0.11787294560999999
ACH-000584,-0.240835486395
ACH-000585,-0.384837880058
ACH-000588,-0.958810868413
ACH-000589,-0.207115103926
ACH-000591,-0.40687759880900004
ACH-000593,-0.144335047319
ACH-000600,-0.157642269936
ACH-000601,-0.659435411127
ACH-000604,-0.7251851367450001
ACH-000605,-0.42311377568499997
