,POLG2 (11232)
ACH-000676,-0.744195378925
ACH-000677,-0.771066838227
ACH-000681,-0.727182523713
ACH-000682,-0.768458914916
ACH-000683,-0.485463481972
ACH-000684,-0.593731391563
ACH-000688,-0.7581294781419999
ACH-000693,-0.712847786056
ACH-000694,-0.8679386614299999
ACH-000695,-0.5473072189239999
ACH-000696,-0.667887679228
ACH-000697,-0.467539614694
ACH-000699,-0.6666385038889999
ACH-000701,-0.598043203359
ACH-000706,-0.90043162499
ACH-000711,-0.604173210668
ACH-000713,-0.555859479687
ACH-000714,-0.464479874477
ACH-000718,-0.5981523360509999
ACH-000720,-0.741009840815
ACH-000721,-0.617043510679
ACH-000724,-0.6539651783789999
ACH-000725,-0.305172326827
ACH-000732,-0.727440427274
ACH-000734,-0.629921684571
ACH-000735,-0.514890637824
ACH-000736,-0.548108122226
ACH-000738,-0.850623355366
ACH-000746,-0.8241883693880001
ACH-000747,-0.851898729775
ACH-000748,-0.401486232663
ACH-000753,-0.908970730052
ACH-000756,-0.528521029544
ACH-000757,-0.711943748006
ACH-000758,-0.77467989206
ACH-000760,-0.76834346512
ACH-000763,-0.608647552644
ACH-000764,-0.566543608408
ACH-000765,-0.995367739612
ACH-000766,-0.615767982489
ACH-000767,-0.481120498183
ACH-000768,-0.6838607078769999
ACH-000769,-0.779207197283
ACH-000770,-0.711928994592
ACH-000771,-0.993841153505
ACH-000773,-0.299210078264
ACH-000776,-0.815553745456
ACH-000777,-0.815674438796
ACH-000778,-0.549842334101
ACH-000781,-0.617516752071
ACH-000782,-0.7408934882029999
ACH-000783,-0.466408950294
ACH-000784,-0.859997192439
ACH-000785,-0.5111467201519999
ACH-000787,-0.610629844579
ACH-000788,-0.46298401277900003
ACH-000791,-0.7099621360189999
ACH-000792,-0.497128497712
ACH-000794,-0.668302302861
ACH-000796,-0.453117196354
ACH-000799,-0.605881905213
ACH-000800,-0.49736339142499997
ACH-000802,-0.84540023618
ACH-000804,-0.914532177028
ACH-000805,-0.666408636534
ACH-000809,-0.562607775065
ACH-000810,-0.8485699291150001
ACH-000811,-0.6012818053419999
ACH-000817,-0.56062318393
ACH-000819,-0.659668307368
ACH-000820,-0.832091556454
ACH-000821,-0.696534694347
ACH-000822,-0.566420954638
ACH-000823,-0.7949948109430001
ACH-000824,-0.399436495404
ACH-000827,-0.464003713517
ACH-000829,-0.691785800172
ACH-000831,-0.862663900732
ACH-000832,-0.707051120406
ACH-000833,-0.817652311897
ACH-000834,-0.886292430838
ACH-000835,-0.6793833627320001
ACH-000836,-0.6905547657860001
ACH-000837,-0.821142862187
ACH-000838,-0.526161166127
ACH-000839,-0.6794670818080001
ACH-000840,-0.530396161822
ACH-000841,-0.300452104739
ACH-000843,-0.679188866486
ACH-000846,-0.471336368293
ACH-000847,-0.913215732273
ACH-000848,-0.9683840885089999
ACH-000849,-0.620297416391
ACH-000851,-0.8905500451330001
ACH-000855,-0.732379788045
ACH-000856,-0.594246092498
ACH-000858,-0.934062240431
ACH-000859,-0.589132299387
ACH-000861,-0.536690209064
ACH-000862,-0.9072050336830001
ACH-000865,-0.626468828299
ACH-000866,-0.8221870624169999
ACH-000867,-0.425972128626
ACH-000869,-0.5103129920989999
ACH-000872,-0.5848851616040001
ACH-000873,-0.45782576928400004
ACH-000876,-0.803547719731
ACH-000878,-0.8551959627779999
ACH-000880,-0.6524732719899999
ACH-000881,-0.7576622989599999
ACH-000882,-0.92583965582
ACH-000884,-0.76943265223
ACH-000885,-0.6795821837430001
ACH-000887,-0.723809525485
ACH-000888,-0.5619039695660001
ACH-000889,-0.64596259375
ACH-000890,-0.6603899747209999
ACH-000896,-0.603868885255
ACH-000898,-0.422724301167
ACH-000900,-0.49933454521700005
ACH-000901,-0.530093129564
ACH-000905,-0.6903490717849999
ACH-000906,-0.71367086992
ACH-000907,-0.745676141829
ACH-000910,-0.595642518151
ACH-000911,-0.752734032563
ACH-000912,-0.71669110405
ACH-000913,-0.987312134414
ACH-000915,-0.779139550985
ACH-000916,-0.40879013258900004
ACH-000917,-0.78559673609
ACH-000921,-0.679369366917
ACH-000924,-0.84042034165
ACH-000926,-0.48064237410300004
ACH-000928,-0.716552396902
ACH-000929,-0.164787507189
ACH-000932,-0.5647532199899999
ACH-000935,-0.7320574327089999
ACH-000936,-0.835070502438
ACH-000937,-0.579039089247
ACH-000938,-0.533403522842
ACH-000939,-0.817210841075
ACH-000941,-0.594389447435
ACH-000943,-0.9652901092470001
ACH-000946,-0.522612753139
ACH-000947,-0.910293627979
ACH-000948,-0.9979094310369999
ACH-000950,-0.6061076115089999
ACH-000953,-0.430813713397
ACH-000957,-0.944340642456
ACH-000958,-0.603633048328
ACH-000960,-0.494794446549
ACH-000963,-0.857366701286
ACH-000968,-0.869953901799
ACH-000969,-0.990329804138
ACH-000973,-1.02220490513
ACH-000974,-0.466370148122
ACH-000975,-0.6618926065
ACH-000976,-0.685721087301
ACH-000978,-0.557943286847
ACH-000980,-0.555047496962
ACH-000984,-0.659899226102
ACH-000986,-0.9638485279469999
ACH-000988,-0.504656746765
ACH-000993,-0.369524114271
ACH-000994,-0.978272413292
ACH-000996,-0.588058393897
ACH-001001,-1.02648268635
ACH-001020,-0.553663325512
ACH-001028,-0.6819424796570001
ACH-001031,-0.636700192815
ACH-001038,-0.8075945824709999
ACH-001048,-0.5469053973269999
ACH-001050,-0.7430952554090001
ACH-001053,-0.361428373933
ACH-001054,-0.416166279616
ACH-001061,-0.802068794716
ACH-001067,-0.677336974551
ACH-001075,-0.6655996792159999
ACH-001096,-0.610424561494
ACH-001128,-0.703879359379
ACH-001134,-0.453010535185
ACH-001151,-0.361766728034
ACH-001163,-0.780607076478
ACH-001164,-0.8703444542730001
ACH-001173,-0.688686245217
ACH-001183,-1.07136814003
ACH-001184,-0.644753754069
ACH-001190,-0.552306326148
ACH-001192,-0.596046723202
ACH-001193,-0.46554289094800005
ACH-001196,-0.545968746802
ACH-001197,-0.6217391952820001
ACH-001205,-0.49954636842100003
ACH-001211,-0.666015855904
ACH-001212,-0.497907394254
ACH-001228,-0.620927848069
ACH-001232,-0.802635730106
ACH-001239,-0.73568055986
ACH-001274,-0.8444457613169999
ACH-001275,-0.67435201832
ACH-001277,-0.432954003834
ACH-001278,-0.9362761935070001
ACH-001280,-0.681521943844
ACH-001283,-0.660580260663
ACH-001289,-0.43967992384599996
ACH-001295,-0.181122753167
ACH-001300,-0.6018444203369999
ACH-001301,-0.24539759775400002
ACH-001302,-0.773891703407
ACH-001303,-0.231295974879
ACH-001306,-0.7088467633300001
ACH-001318,-0.885655639722
ACH-001322,-0.7780813222990001
ACH-001328,-0.908748619831
ACH-001332,-0.944746923814
ACH-001333,-0.928176818223
ACH-001336,-0.7519995270309999
ACH-001340,-0.568908615244
ACH-001346,-0.942656510493
ACH-001353,-0.418890356528
ACH-001354,-0.675312679048
ACH-001367,-0.6890796289480001
ACH-001368,-0.560824186921
ACH-001374,-0.500986265601
ACH-001375,-0.509652280087
ACH-001377,-0.5347599471769999
ACH-001380,-0.660033379935
ACH-001391,-0.464745212839
ACH-001407,-0.614641988917
ACH-001408,-0.695730931594
ACH-001413,-0.515204040189
ACH-001430,-0.629645032536
ACH-001431,-0.5159317978869999
ACH-001450,-0.983314069093
ACH-001496,-0.675906520877
ACH-001500,-0.841844444494
ACH-001521,-0.5214729139450001
ACH-001523,-0.905812917106
ACH-001532,-0.685519510646
ACH-001536,-0.5594375018909999
ACH-001550,-0.853727795159
ACH-001552,-0.49489566681900005
ACH-001554,-0.58986772062
ACH-001645,-0.431159260359
ACH-001654,-0.540366679984
ACH-001715,-0.376058520758
ACH-001735,-0.468205225275
ACH-001736,-0.5070568352229999
ACH-001737,-0.439183451304
ACH-001740,-0.658728003587
ACH-001745,-0.249464805317
ACH-001750,-0.410395707273
ACH-001765,-0.603970046006
ACH-001956,-0.331134513854
ACH-001957,-0.595670377392
