,SFR1 (119392)
ACH-000330,-0.759355985611
ACH-000331,-0.30407046663000004
ACH-000332,-0.47121886254699996
ACH-000334,-0.41881683641999995
ACH-000335,-0.342137028007
ACH-000336,-0.377605495212
ACH-000337,-0.16738620525800002
ACH-000339,-0.432159426577
ACH-000341,-0.508125012568
ACH-000348,-0.518170289074
ACH-000350,-0.534981706021
ACH-000352,-0.33415827983199997
ACH-000356,-0.1867314152
ACH-000361,-0.41154669314900005
ACH-000362,-0.158283819335
ACH-000363,-0.35318875123099996
ACH-000364,-0.530001559625
ACH-000365,-0.0411603040691
ACH-000366,-0.180083210492
ACH-000368,-0.478827448835
ACH-000374,-0.574721367507
ACH-000375,-0.292337519005
ACH-000376,-0.6741899092550001
ACH-000381,-0.189032834368
ACH-000383,-0.16706675859099998
ACH-000387,-0.49881995162500004
ACH-000389,-0.22098852905299998
ACH-000390,-0.292348075261
ACH-000393,-0.45590832435900003
ACH-000395,-0.278395319303
ACH-000397,-0.37106420946
ACH-000401,-0.0501618931322
ACH-000402,-0.270638102451
ACH-000403,-0.35221463440899997
ACH-000404,-0.41668259143700004
ACH-000406,-0.28450239048500003
ACH-000407,-0.255373463803
ACH-000408,-0.575446074973
ACH-000410,-0.482005465881
ACH-000411,-0.34725656133199995
ACH-000414,-0.657039613497
ACH-000415,-0.378233705199
ACH-000416,-0.255154620509
ACH-000420,-0.188816040493
ACH-000421,-0.37531305861500003
ACH-000424,-0.333011468353
ACH-000425,-0.592858128832
ACH-000426,-0.7408049644499999
ACH-000427,-0.161576023537
ACH-000433,-0.0500106905879
ACH-000436,-0.425631147514
ACH-000444,-0.43272761383599995
ACH-000445,-0.124644551709
ACH-000448,-0.192022218337
ACH-000450,-0.167927622938
ACH-000452,-0.260208211972
ACH-000454,-0.0489390785286
ACH-000458,-0.11668237194900001
ACH-000459,0.08286152323910001
ACH-000460,-0.614573011622
ACH-000461,-0.327283810698
ACH-000463,-0.339721469024
ACH-000464,-0.602036626211
ACH-000466,-0.0721397608655
ACH-000467,-0.4888754076
ACH-000468,-0.128003955901
ACH-000469,-0.20817050598499998
ACH-000470,-0.47964589292900006
ACH-000471,-0.225431269419
ACH-000472,-0.40220835358400003
ACH-000473,-0.129199177101
ACH-000475,-0.32957580508
ACH-000476,-0.402705330741
ACH-000477,-0.269629309742
ACH-000480,-0.350954535866
ACH-000481,-0.45656426499499997
ACH-000483,-0.343704318726
ACH-000484,-0.307965733216
ACH-000485,-0.257999892047
ACH-000486,-0.391508858856
ACH-000487,-0.43936168340099996
ACH-000488,-0.221243675699
ACH-000490,-0.148999197473
ACH-000491,-0.512368273003
ACH-000495,-0.383889990502
ACH-000496,-0.495409916766
ACH-000499,-0.271549603893
ACH-000500,0.109666198807
ACH-000502,-0.346806895612
ACH-000503,-0.271280817984
ACH-000505,-0.40606081039700004
ACH-000507,-0.305054938367
ACH-000510,-0.264212441918
ACH-000511,-0.19399087944
ACH-000512,-0.39869103838200004
ACH-000516,-0.1787348846
ACH-000517,-0.414716383182
ACH-000518,-0.324511810672
ACH-000520,-0.527336267922
ACH-000521,-0.38734413892700004
ACH-000522,-0.25224828755600004
ACH-000524,-0.430009148723
ACH-000527,-0.390988595682
ACH-000528,-0.534236148277
ACH-000537,-0.176050335759
ACH-000541,-0.192501143235
ACH-000542,-0.372495428608
ACH-000544,-0.229077617834
ACH-000545,-0.132847382198
ACH-000547,-0.03590468005
ACH-000548,-0.276385540828
ACH-000549,-0.40933227490099994
ACH-000550,-0.348724415695
ACH-000552,-0.18423314838399998
ACH-000556,-0.266998902344
ACH-000557,-0.347886136721
ACH-000570,-0.508662214396
ACH-000571,-0.403223046985
ACH-000573,-0.253412395119
ACH-000576,-0.40762438033200005
ACH-000580,-0.0285466359457
ACH-000584,-0.341281176364
ACH-000585,-0.214346775345
ACH-000588,-0.327664226357
ACH-000589,-0.312520771208
ACH-000591,-0.48647406893399997
ACH-000593,-0.145601197297
ACH-000600,-0.189138341435
ACH-000601,-0.414392809065
ACH-000604,-0.31255487237
ACH-000605,-0.5315652388600001
ACH-000606,-0.277531201961
ACH-000608,-0.242290311987
ACH-000614,-0.5217742431419999
ACH-000616,-0.267479343081
ACH-000618,-0.232173882441
ACH-000619,-0.466749413737
ACH-000620,-0.249730995508
ACH-000621,-0.523063749532
ACH-000622,-0.499035115488
ACH-000623,-0.253391808225
ACH-000624,-0.322013885085
ACH-000627,-0.261981290624
ACH-000630,-0.322306543085
ACH-000632,-0.25717598565600003
ACH-000633,-0.294708324547
ACH-000637,-0.5780302568
ACH-000638,-0.419572391246
ACH-000646,0.226038327273
ACH-000647,-0.413819928507
ACH-000648,-0.378025116278
ACH-000649,-0.211369001493
ACH-000651,-0.353614195117
ACH-000652,-0.231490123987
ACH-000653,-0.660459160726
ACH-000657,-0.257452436745
ACH-000658,-0.446917980119
ACH-000661,-0.445694938769
ACH-000662,-0.119574858728
ACH-000663,-0.33271049730999996
ACH-000665,-0.442954411271
ACH-000671,-0.272917224774
ACH-000673,-0.260520816668
ACH-000676,-0.217357372289
ACH-000677,-0.58002291057
ACH-000681,-0.49456818203100006
ACH-000682,-0.348714484719
ACH-000683,-0.315747678719
ACH-000684,-0.38008463436800005
ACH-000688,-0.858526420816
ACH-000693,-0.20862938769699998
ACH-000694,-0.560685498006
ACH-000695,-1.1728332424299999
ACH-000696,-0.485724422221
ACH-000697,-0.297521073679
ACH-000699,-0.476102747773
ACH-000701,-0.674523913685
ACH-000706,-0.176677526618
ACH-000711,-0.283808728115
ACH-000713,-0.427357535414
ACH-000714,-0.623238241389
ACH-000718,-0.575224913082
ACH-000720,-0.558912227977
ACH-000721,-0.43474953202399996
ACH-000724,-0.00233170166117
ACH-000725,-0.301846134721
ACH-000732,-0.377285767157
ACH-000734,-0.287496545793
ACH-000735,-0.10655033403400001
ACH-000736,-0.243330180175
ACH-000738,-0.47934898645400004
ACH-000746,0.0227584162976
ACH-000747,-0.392381165653
ACH-000748,-0.211616804697
ACH-000753,-0.0732138979021
ACH-000756,-0.448923939689
ACH-000757,-0.263163493273
ACH-000758,-0.238511023287
ACH-000760,-0.23001670708799998
ACH-000763,-0.8380655556859999
ACH-000764,-0.388457167351
ACH-000765,-0.27337411813900003
ACH-000766,-0.422576688184
ACH-000767,-0.390224857438
ACH-000768,-0.5193336935639999
ACH-000769,-0.7100774370849999
ACH-000770,-0.447537352499
ACH-000771,-0.30922382408300003
ACH-000773,-0.536899810799
ACH-000776,-0.222529539169
ACH-000777,-0.6242737493230001
ACH-000778,-0.44918442867799996
ACH-000781,-0.6331088940030001
ACH-000782,-0.39959952001500004
ACH-000783,-0.35125562072
ACH-000784,-0.20434629265999998
ACH-000785,-0.7536290749250001
ACH-000787,-0.523884219678
ACH-000788,-0.5820548858169999
ACH-000791,-0.290029868479
ACH-000792,-0.40220712766000005
ACH-000794,-0.244783509878
ACH-000796,-0.41342027447499996
ACH-000799,-0.638681425842
ACH-000800,-0.420236812346
ACH-000802,-0.17214881099399998
ACH-000804,-0.49630932914
ACH-000805,-0.307528747324
ACH-000809,-0.318589304975
ACH-000810,-0.29866872997
ACH-000811,-0.276378657549
ACH-000817,-0.158461275811
ACH-000819,-0.19751782364300002
ACH-000820,-0.048464089437699996
ACH-000821,-0.349786082226
ACH-000822,-0.38259245053499996
ACH-000823,-0.172233670756
ACH-000824,-0.141130893973
ACH-000827,-0.258750355872
ACH-000829,-0.275684764187
ACH-000831,-0.5571399214
ACH-000832,-0.24501136318100003
ACH-000833,-0.17399996010899998
ACH-000834,-0.44236348766
ACH-000835,-0.468303462349
ACH-000836,-0.374169986593
ACH-000837,-0.416715014178
ACH-000838,-0.525824963482
ACH-000839,-0.328251130914
ACH-000840,-0.47532425842
ACH-000841,-0.515618083519
ACH-000843,-0.14883120347999998
ACH-000846,-0.604392133417
ACH-000847,-0.557598706726
ACH-000848,-0.37707669188799997
ACH-000849,-0.40227307439300003
ACH-000851,-0.525020099917
ACH-000855,-0.37623674588699996
ACH-000856,-0.608721561706
ACH-000858,-0.158251956556
ACH-000859,-0.20942397387800002
ACH-000861,-0.841774433387
ACH-000862,-0.356657921184
ACH-000865,-0.441144940234
ACH-000866,-0.478217099596
ACH-000867,-0.30026691753
ACH-000869,-0.41435857013899996
ACH-000872,-0.344207480709
ACH-000873,-0.299030060386
ACH-000876,-0.38730842278399996
ACH-000878,-0.39373035862800004
ACH-000880,-0.289309730511
ACH-000881,-0.398369406391
ACH-000882,-0.108746678007
ACH-000884,-0.30364526802499997
ACH-000885,-0.46024077800200003
ACH-000887,-0.241635404384
ACH-000888,-0.36290941696900003
ACH-000889,-0.40548998648400003
ACH-000890,-0.375424787916
ACH-000896,-0.361957272071
ACH-000898,-0.34463792182499997
ACH-000900,-0.44658243573299994
ACH-000901,-0.510559675291
ACH-000905,-0.660100141755
ACH-000906,-0.504759663026
ACH-000907,-0.20325239000300002
ACH-000910,-0.0832156737758
ACH-000911,-0.299002519739
ACH-000912,-0.287720571536
ACH-000913,-0.312296450722
ACH-000915,-0.193670329491
ACH-000916,-0.10016185587099999
ACH-000917,-0.09972573371610001
ACH-000921,-0.501786451122
ACH-000924,-0.16651910521
ACH-000926,-0.6344244739320001
ACH-000928,-0.40448389669
ACH-000929,0.07467830981389999
ACH-000932,-0.223484192617
ACH-000935,-0.258932674597
ACH-000936,-0.36436399006399994
ACH-000937,-0.130065743829
ACH-000938,-0.0953220711235
ACH-000939,-0.39002045862400003
ACH-000941,-0.40427051198799996
ACH-000943,-0.460287931456
ACH-000946,-0.630793165549
ACH-000947,-0.562921825325
ACH-000948,-0.33819513203900003
ACH-000950,-0.0250489425137
ACH-000953,0.0562827232066
ACH-000957,-0.317235429184
ACH-000958,-0.25100877715500003
ACH-000960,-0.100602143748
ACH-000963,-0.316339586609
ACH-000968,-0.41711790574600005
ACH-000969,-0.231685659367
ACH-000973,-0.43291803224500003
ACH-000974,-0.484127802477
ACH-000975,-0.37018792498099995
ACH-000976,-0.228019359838
ACH-000978,-0.464567710293
ACH-000980,-0.305495575966
ACH-000984,-0.155064444835
ACH-000986,-0.32351361938900003
ACH-000988,-0.421116763918
ACH-000993,-0.38973982545999997
ACH-000994,-0.260373080795
ACH-000996,-0.146531277619
ACH-001001,-0.354640730277
ACH-001020,-0.0420210755764
ACH-001028,-0.49018912980400003
ACH-001031,-0.41116381947400005
ACH-001038,-0.20275161438499997
ACH-001048,-0.281048314778
ACH-001050,-0.20265291606199998
ACH-001053,-0.450187305652
ACH-001054,-0.40854024306599995
ACH-001061,-0.297897821292
ACH-001067,-0.370745838944
ACH-001075,-0.539871614771
ACH-001096,-0.24461168029
ACH-001128,0.0563527066403
ACH-001134,-0.09507377369619999
ACH-001151,-0.369148032108
ACH-001163,-0.211960214866
ACH-001164,-0.275221948712
ACH-001173,-0.373988241768
ACH-001183,-0.55164145235
ACH-001184,-0.158786175595
ACH-001190,-0.32399292963799997
ACH-001192,-0.37878362594899995
ACH-001193,-0.0746902861924
ACH-001196,-0.33064781274300004
ACH-001197,-0.23043695117199997
ACH-001205,-0.25805610348499997
ACH-001211,-0.41569785561399997
ACH-001212,-0.469476031006
ACH-001228,-0.218669718932
ACH-001232,-0.35224415549500004
ACH-001239,-0.187732332646
ACH-001274,-0.522288350204
ACH-001275,-0.881706245924
ACH-001277,-0.05246064836040001
ACH-001278,-0.47360651265500003
ACH-001280,-0.490850501265
ACH-001283,-0.231463325577
ACH-001289,-0.274469888276
ACH-001295,-0.5373171955830001
ACH-001300,-0.340726067562
ACH-001301,-0.432390626271
ACH-001302,-0.0364193390651
ACH-001303,-0.161380326718
ACH-001306,-0.35310308231700005
ACH-001318,-0.364486232812
ACH-001322,-0.157685115092
ACH-001328,-0.37402172021799995
ACH-001332,-0.19323640113499999
ACH-001333,-0.537601371313
ACH-001336,-0.346891977531
ACH-001340,-0.113237005404
ACH-001346,-0.241530881406
ACH-001353,-0.294630175905
ACH-001354,-0.8280059051090001
ACH-001367,-0.0942139578644
ACH-001368,-0.470174887453
ACH-001374,-0.527350560211
ACH-001375,-0.20335027762699998
ACH-001377,-0.427073522349
ACH-001380,-0.24830512204900002
ACH-001391,-0.20185848902399997
ACH-001407,-0.605373439457
ACH-001408,-0.807991379418
ACH-001413,-0.41149647310099996
ACH-001430,-0.371039664164
ACH-001431,-0.57828312278
ACH-001450,0.00652871431605
ACH-001496,-0.196820893571
ACH-001500,-0.177686474612
ACH-001521,-0.266158103325
ACH-001523,-0.19591793412099998
ACH-001532,-0.25027583419
ACH-001536,-0.557890618918
ACH-001550,-0.48305629828900004
ACH-001552,-0.5321605534699999
ACH-001554,-0.240066339758
ACH-001645,-0.573408487173
ACH-001654,-0.391184048432
ACH-001715,-0.15677933497000002
ACH-001735,-0.49721820076800005
ACH-001736,-0.19580050904399998
ACH-001737,-0.285387138847
ACH-001740,0.0192848102517
ACH-001745,-0.17736349772100002
ACH-001750,-0.399562588303
ACH-001765,-0.21867242473999998
ACH-001956,-0.257845372704
ACH-001957,-0.217411582691
