,TIRAP (114609)
ACH-000004,0.393457862768
ACH-000007,0.44639736183999995
ACH-000009,0.0038349396478400003
ACH-000011,0.17863937789
ACH-000012,0.184426624807
ACH-000013,0.156370802643
ACH-000014,0.0490874545318
ACH-000015,0.210272690788
ACH-000017,0.107120915911
ACH-000018,0.37437282465599997
ACH-000019,0.146263760569
ACH-000021,0.297533352893
ACH-000022,0.15338556002999998
ACH-000025,0.12801930930299998
ACH-000028,0.276868874785
ACH-000030,0.224324752498
ACH-000035,0.25276305390500003
ACH-000036,-0.06758480764619999
ACH-000037,-0.124630790625
ACH-000039,0.0810798623238
ACH-000040,-0.122403519729
ACH-000041,-0.045136970124900005
ACH-000042,0.21879994578899997
ACH-000045,0.037158986327900004
ACH-000047,0.186450723423
ACH-000052,0.20741937934500002
ACH-000053,0.10448824658299999
ACH-000054,0.062737959397
ACH-000055,0.038673980023900004
ACH-000060,0.20274676189899998
ACH-000067,0.265868289911
ACH-000070,-0.0686978525623
ACH-000075,0.34909250225999994
ACH-000078,-0.0221337705773
ACH-000082,-0.00374778559815
ACH-000085,-0.0161271301512
ACH-000086,0.21869116662500002
ACH-000087,-0.0759276839941
ACH-000092,0.128410786823
ACH-000095,0.0836870013479
ACH-000097,0.160589139953
ACH-000098,0.193704853474
ACH-000099,0.12348644087
ACH-000108,0.151668886724
ACH-000113,0.17072878470400002
ACH-000115,-0.0320018465577
ACH-000116,0.171196711966
ACH-000118,0.09550411319560001
ACH-000120,0.24625457796999997
ACH-000123,0.133728805308
ACH-000127,0.119718916524
ACH-000128,0.123243206846
ACH-000132,0.143144537293
ACH-000133,-0.0150754620718
ACH-000137,0.0669841800021
ACH-000138,0.0655610775913
ACH-000142,0.0744111516631
ACH-000143,-0.0378330560845
ACH-000146,0.230547614002
ACH-000148,0.190371101451
ACH-000150,0.114241643095
ACH-000152,0.026304615748799998
ACH-000153,0.147534891897
ACH-000159,0.11222930537
ACH-000160,0.125736219985
ACH-000163,0.394967192281
ACH-000167,0.153624529046
ACH-000168,0.0920121320902
ACH-000169,-0.009679901631309999
ACH-000178,0.24701381704
ACH-000182,0.16559746427400002
ACH-000183,0.259725227814
ACH-000188,-0.222455039954
ACH-000189,0.257680481928
ACH-000190,0.0667428823217
ACH-000198,0.300025047744
ACH-000204,0.25124125431999994
ACH-000206,0.0450404997229
ACH-000207,0.19359849947299998
ACH-000211,0.174984066042
ACH-000215,0.194302961312
ACH-000221,0.12886162536100002
ACH-000222,0.203100113928
ACH-000223,0.0207732995126
ACH-000226,0.0896132566649
ACH-000227,-0.08444757589369999
ACH-000228,0.251549599923
ACH-000231,0.037890230333
ACH-000232,0.10014404653799999
ACH-000233,0.065916992359
ACH-000234,0.0925064951881
ACH-000235,0.0799395843008
ACH-000237,0.11740075291200001
ACH-000238,0.0586883647396
ACH-000243,0.121328985867
ACH-000244,-0.377217378279
ACH-000246,-0.056152837954199994
ACH-000248,0.124371225859
ACH-000250,0.112023584122
ACH-000251,0.121246902057
ACH-000253,0.0020999049114200003
ACH-000255,0.188308849312
ACH-000256,0.0434742025612
ACH-000257,0.328021288676
ACH-000258,-0.158095911319
ACH-000259,0.0694782790434
ACH-000260,0.0326724764042
ACH-000261,0.143983280354
ACH-000262,0.0874968019462
