,RAP1GAP (5909)
ACH-000004,0.00392985738527
ACH-000007,0.176955298045
ACH-000009,-0.16180684399
ACH-000011,-0.0730897467265
ACH-000012,0.114622689151
ACH-000013,-0.0752964678642
ACH-000014,-0.020045036631
ACH-000015,0.00994830762123
ACH-000017,-0.0379395135001
ACH-000018,-0.0124773593201
ACH-000019,-0.010376865454899999
ACH-000021,0.0685374000373
ACH-000022,-0.0154746685869
ACH-000025,0.107609804868
ACH-000028,-0.028489987219500003
ACH-000030,-0.028140281507700003
ACH-000035,-0.24944099853799998
ACH-000036,-0.06269775970750001
ACH-000037,-0.128790971509
ACH-000039,0.0439926279361
ACH-000040,-0.103493487662
ACH-000041,0.046386893228
ACH-000042,0.106263296482
ACH-000045,-0.116203404304
ACH-000047,0.05314549129269999
ACH-000052,0.20366758281199998
ACH-000053,-0.140956472354
ACH-000054,0.011755976500799998
ACH-000055,-0.431397090035
ACH-000060,-0.017779880597999998
ACH-000067,-0.23321863822900002
ACH-000070,0.0984164804279
ACH-000075,0.117684320409
ACH-000078,-0.136173340748
ACH-000082,-0.164713561194
ACH-000085,-0.0403876811809
ACH-000086,0.021145764700500003
ACH-000087,0.10517222389900001
ACH-000092,-0.143925166696
ACH-000095,-0.0299719930773
ACH-000097,0.0226222206194
ACH-000098,0.090773030189
ACH-000099,-0.047664784091300004
ACH-000108,0.0393978059518
ACH-000113,-0.0545383254187
ACH-000115,0.037231404048300006
ACH-000116,0.19334648249800002
ACH-000118,0.103091807666
ACH-000120,0.08491005363160001
ACH-000123,0.114992847663
ACH-000127,-0.10464256774599999
ACH-000128,0.136687833363
ACH-000132,0.059681449438300005
ACH-000133,-0.144937545235
ACH-000137,0.043211908305400004
ACH-000138,0.12330055518500001
ACH-000142,-0.009387784696370001
ACH-000143,0.112707391868
ACH-000146,-0.0738790201523
ACH-000148,-0.10201203590600001
ACH-000150,-0.377490481615
ACH-000152,-0.263212874936
ACH-000153,-0.10895833013499999
ACH-000159,-0.014838596082200001
ACH-000160,-0.0505867988029
ACH-000163,-0.109337357563
ACH-000167,-0.0114902531458
ACH-000168,-0.00800744640956
ACH-000169,0.026251849964900004
ACH-000178,-0.052757987047699996
ACH-000182,0.09239879478869999
ACH-000183,-0.349385542175
ACH-000188,-0.08229857742110001
ACH-000189,0.143267768062
ACH-000190,-0.313587722834
ACH-000198,0.0748021895615
ACH-000204,-0.035068981679500004
ACH-000206,-0.16968667493200001
ACH-000207,-0.35300666036600004
ACH-000211,0.10628055760800001
ACH-000215,-0.152006864079
ACH-000221,0.0381037680133
ACH-000222,-0.178674029019
ACH-000223,-0.0184566607371
ACH-000226,0.025849043550599998
ACH-000227,-0.048170810032
ACH-000228,0.13575574480799998
ACH-000231,-0.062265626328800006
ACH-000232,-0.053465092680099996
ACH-000233,0.101984878867
ACH-000234,0.0300972460728
ACH-000235,0.0409179303619
ACH-000237,0.00430240951224
ACH-000238,-0.278215172793
ACH-000243,0.0333629418182
ACH-000244,-0.11984329225099999
ACH-000246,0.00301993545293
ACH-000248,0.0877897666514
ACH-000250,0.11129816095999999
ACH-000251,-0.243417646501
ACH-000253,-0.026741057986
ACH-000255,-0.012112984953
ACH-000256,-0.00928579030386
ACH-000257,-0.330716965661
ACH-000258,-0.0266671731466
ACH-000259,0.0656539874761
ACH-000260,0.050051827516400006
ACH-000261,-0.08043658649720001
ACH-000262,0.0333836956979
ACH-000263,-0.22318243208799998
ACH-000264,-0.100321497762
ACH-000265,0.0923215240648
ACH-000266,0.0539246514378
ACH-000272,0.047586644423699996
ACH-000273,0.155473024345
ACH-000274,-0.21225007641
ACH-000277,0.0952199857869
ACH-000278,-0.022971139571400002
ACH-000279,-0.0494632568982
ACH-000280,0.193972684523
ACH-000281,0.212684263834
ACH-000288,-0.021914887277900003
ACH-000291,-0.0176711384567
ACH-000293,0.112179790689
ACH-000294,0.030109887312500003
ACH-000295,-0.06232060195309999
ACH-000296,-0.155391462589
ACH-000302,-0.181003382991
ACH-000304,-0.0795885853289
ACH-000307,0.040619472137800004
ACH-000308,0.011352799566299998
ACH-000310,0.07029629682860002
ACH-000311,0.23400984325500002
ACH-000312,-0.00613002219118
ACH-000315,-0.09223731301210002
ACH-000316,0.21388174351199998
ACH-000317,-0.117925081309
ACH-000318,-0.0623371463564
ACH-000319,0.11557295086
ACH-000320,0.09166055919610001
ACH-000322,0.229476296972
ACH-000323,-0.23296623822700002
ACH-000324,0.071839789578
ACH-000329,-0.102785897796
ACH-000330,-0.14142596957999998
ACH-000331,-0.0938422286937
ACH-000332,-0.0065859735803200006
ACH-000334,-0.14136077721100002
ACH-000335,-0.248910220326
ACH-000336,0.0186127768785
ACH-000337,-0.105115241726
ACH-000339,0.0740848047745
ACH-000341,0.0707039313065
ACH-000348,-0.0967573947296
ACH-000350,0.164982637993
ACH-000352,0.0268946834585
ACH-000356,-0.06510916123879999
ACH-000361,0.060766874025499996
ACH-000362,-0.13848886902899998
ACH-000363,-0.22665406314599998
ACH-000364,-0.23120107984299998
ACH-000365,-0.114329177502
ACH-000366,-0.0719770867643
ACH-000368,-0.040261283984300004
ACH-000374,0.100444983354
ACH-000375,-0.0534514467208
ACH-000376,-0.0203554916256
ACH-000381,-0.07916833409089999
ACH-000383,-0.017192936377400003
ACH-000387,-0.169909540787
ACH-000389,-0.0322579557527
ACH-000390,-0.000780208673157
ACH-000393,-0.228861653294
ACH-000395,-0.17831572120900002
ACH-000397,-0.08870195982560002
ACH-000401,-0.136627670339
ACH-000402,0.06212827643299999
ACH-000403,-0.038945492898499995
ACH-000404,-0.024979864725599998
ACH-000406,0.0054483035817000005
ACH-000407,0.0240146064535
ACH-000408,0.009626535886620002
ACH-000410,0.0335472208457
ACH-000411,0.033386215723200004
ACH-000414,0.168280455728
ACH-000415,0.125374525819
ACH-000416,-0.0590212177585
ACH-000420,-0.123402411173
ACH-000421,0.0379735151474
ACH-000424,-0.0340843943396
ACH-000425,0.0250841624353
ACH-000426,0.158453570161
ACH-000427,-0.223075407104
ACH-000433,-0.319388635049
ACH-000436,-0.111634765968
ACH-000444,-0.060424415218
ACH-000445,0.146410944903
ACH-000448,-0.0762548150345
ACH-000450,0.179341515499
ACH-000452,0.0207271767909
ACH-000454,-0.0328198183918
ACH-000458,-0.065037835421
ACH-000459,-0.027252903242000002
ACH-000460,-0.144596774401
ACH-000461,-0.147364564808
ACH-000463,0.17552417968400003
ACH-000464,-0.0507695089673
ACH-000466,-0.30237150000999996
ACH-000467,0.0663623181585
ACH-000468,0.0786121070378
ACH-000469,0.0763688256048
ACH-000470,0.07382996441539999
ACH-000471,0.06796420628769999
ACH-000472,0.0121436404946
ACH-000473,-0.039378691978300004
ACH-000475,0.056452085613900006
ACH-000476,0.192244734658
