,LKAAEAR1 (198437)
ACH-000004,0.181224224785
ACH-000007,-0.11555482715999998
ACH-000009,-0.0686318118028
ACH-000011,-0.025658849745400003
ACH-000012,0.219025902657
ACH-000013,-0.0112712820838
ACH-000014,0.0164413603989
ACH-000015,-0.0295430884319
ACH-000017,-0.252672968867
ACH-000018,0.0869206190028
ACH-000019,-0.45622040976499995
ACH-000021,-0.0546257962458
ACH-000022,-0.194901129117
ACH-000025,0.08600910647060002
ACH-000028,-0.041461655793800005
ACH-000030,-0.0831589021345
ACH-000035,-0.0503469036835
ACH-000036,-0.00042581502228199994
ACH-000037,0.166781779558
ACH-000039,0.0188881433668
ACH-000040,-0.0943297918075
ACH-000041,0.198771974694
ACH-000042,-0.17952222645500002
ACH-000045,-0.129749476988
ACH-000047,0.023654038201599996
ACH-000052,0.25997414681
ACH-000053,-0.086778513932
ACH-000054,-0.21468895262499998
ACH-000055,-0.20672222724199998
ACH-000060,-0.196444964053
ACH-000067,0.0441004050627
ACH-000070,0.0313509135117
ACH-000075,-0.0493103899723
ACH-000078,-0.206527830349
ACH-000082,-0.09420690897350001
ACH-000085,-0.0633532397216
ACH-000086,-0.0918891285578
ACH-000087,0.254747843061
ACH-000092,-0.0763435204635
ACH-000095,-0.0690959293969
ACH-000097,-0.243863643687
ACH-000098,0.0714313571852
ACH-000099,-0.151100394333
ACH-000108,-0.0465455627552
ACH-000113,-0.163299603621
ACH-000115,0.032928959720999997
ACH-000116,0.152827119171
ACH-000118,0.012868279856
ACH-000120,0.0520920995879
ACH-000123,0.000800421296135
ACH-000127,-0.00949456572923
ACH-000128,0.023673493722399998
ACH-000132,-0.077668197606
ACH-000133,0.0949748541359
ACH-000137,-0.0510495686692
ACH-000138,0.0529444993434
ACH-000142,-0.010318624287700001
ACH-000143,0.131769038154
ACH-000146,0.0514979613567
ACH-000148,-0.015686566362299998
ACH-000150,-0.027633112849499996
ACH-000152,-0.0354013284574
ACH-000153,0.169841805511
ACH-000159,-0.128723639892
ACH-000160,0.0964600607614
ACH-000163,0.00963753651591
ACH-000167,-0.057555601584400005
ACH-000168,0.11870138121099999
ACH-000169,-0.145124091279
ACH-000178,-0.0579329130663
ACH-000182,-0.17126226442200002
ACH-000183,0.06830971015949999
