,HLA-A (3105)
ACH-000557,-0.33794138181999994
ACH-000570,-0.182509218404
ACH-000571,-0.435710488124
ACH-000573,-0.20057382018599998
ACH-000576,-0.31709485483100003
ACH-000580,-0.054436274013999995
ACH-000584,-0.30695276263
ACH-000585,-0.557325793329
ACH-000588,-0.685086865484
ACH-000589,-0.227780096051
ACH-000591,-0.36099423553000004
ACH-000593,-0.248173318508
ACH-000600,-0.35002204035400003
ACH-000601,-0.0223500904967
ACH-000604,-0.09125122991180001
ACH-000605,-0.24166743990800002
ACH-000606,-0.159852176666
ACH-000608,-0.375623638676
ACH-000614,-0.291061098739
ACH-000616,0.0230679822282
ACH-000618,-0.347129585735
ACH-000619,-0.29913140147100004
ACH-000620,-0.26504610128
ACH-000621,-0.353735907988
ACH-000622,-0.047144906923
ACH-000623,-0.10534018977399999
ACH-000624,-0.212977455126
ACH-000627,-0.286269404711
ACH-000630,-0.262456520094
ACH-000632,-0.327870929091
ACH-000633,-0.17586513502700002
ACH-000637,-0.24168930153499998
ACH-000638,-0.26551955685
ACH-000646,-0.055205456280500005
ACH-000647,-0.236106493818
ACH-000648,-0.302336569564
ACH-000649,-0.48196769752999996
ACH-000651,-0.17997472496199998
ACH-000652,-0.494164459758
ACH-000653,-0.310716991318
ACH-000657,-0.437968707994
ACH-000658,-0.825114657349
ACH-000661,-0.409039820815
ACH-000662,-0.100035561948
ACH-000663,-0.142210023169
ACH-000665,-0.33312923440299996
ACH-000671,-0.145460218823
ACH-000673,-0.24523213866000002
ACH-000676,-0.179418465544
ACH-000677,-0.206354871173
ACH-000681,-0.281568406773
ACH-000682,-0.265005594219
ACH-000683,-0.250415311262
ACH-000684,0.10142256189099999
ACH-000688,-0.267677755171
ACH-000693,-0.166744036196
ACH-000694,-0.2263301056
ACH-000695,-0.535151694718
ACH-000696,-0.373609976628
ACH-000697,-0.060867001283599995
ACH-000699,-0.246873201992
ACH-000701,-0.59898028353
ACH-000706,-0.438055104807
ACH-000711,-0.283821956423
ACH-000713,-0.302892816397
ACH-000714,-0.126283598433
ACH-000718,-0.119167206215
ACH-000720,-0.43464498404299995
ACH-000721,-0.152839425314
ACH-000724,-0.345277109728
ACH-000725,0.0236561297842
ACH-000732,-0.251185253858
ACH-000734,-0.11051001395400001
ACH-000735,-0.123656694033
ACH-000736,-0.22526600462699997
ACH-000738,-0.06468219847109999
ACH-000746,-0.2783661388
ACH-000747,-0.205732126883
ACH-000748,-0.334114311652
ACH-000753,-0.233570279823
ACH-000756,-0.427539748048
ACH-000757,-0.104695882361
ACH-000758,-0.0964837171392
ACH-000760,-0.08074289025419999
ACH-000763,-0.5018867783959999
ACH-000764,-0.5779269049229999
ACH-000765,-0.38319346440700003
ACH-000766,-0.330375790493
ACH-000767,-0.42412830251999994
ACH-000768,-0.32881495973200003
ACH-000769,-0.10849589702299998
ACH-000770,-0.329119595983
ACH-000771,-0.299543039538
ACH-000773,0.0224996778886
ACH-000776,-0.144641257494
ACH-000777,-0.437212920649
ACH-000778,-0.188462322881
ACH-000781,-0.264487379895
ACH-000782,-0.309887018504
ACH-000783,-0.629731938744
ACH-000784,-0.156226724294
ACH-000785,-0.426628784903
ACH-000787,-0.178886714359
ACH-000788,-0.30146402193000005
ACH-000791,-0.165556363759
ACH-000792,-0.353600781493
ACH-000794,-0.24545380146499998
ACH-000796,-0.241453025755
ACH-000799,-0.042207533937999996
ACH-000800,-0.285595693637
ACH-000802,-0.26921162434
ACH-000804,-0.0644510691094
ACH-000805,-0.102117643841
ACH-000809,-0.138479639535
ACH-000810,-0.168255322265
ACH-000811,-0.273550343108
ACH-000817,-0.342313953834
ACH-000819,-0.193998696838
ACH-000820,0.216934127996
ACH-000821,-0.701696445143
ACH-000822,-0.143192729596
ACH-000823,-0.181228758837
ACH-000824,-0.506259186995
ACH-000827,-0.161497952361
ACH-000829,-0.42439753692500004
ACH-000831,-0.175084522099
ACH-000832,-0.268089009231
ACH-000833,-0.039544473813999996
ACH-000834,-0.301105187575
ACH-000835,-0.333573538655
ACH-000836,-0.179103459172
ACH-000837,-0.14268772909299998
ACH-000838,-0.382713997457
ACH-000839,-0.176938352827
ACH-000840,-0.45573869136999995
ACH-000841,-0.268446398197
ACH-000843,-0.48570348233499994
ACH-000846,-0.431577251035
ACH-000847,-0.386585524441
ACH-000848,-0.132957482807
ACH-000849,-0.25621928587299997
ACH-000851,-0.192148637711
ACH-000855,-0.114545818246
ACH-000856,-0.0235183151756
ACH-000858,-0.17909842267499998
ACH-000859,0.0723235590413
ACH-000861,-0.27830995770100003
ACH-000862,-0.11387783074999999
ACH-000865,-0.153941072128
ACH-000866,-0.18174395089899997
ACH-000867,-0.170907852609
ACH-000869,-0.38363462245499996
ACH-000872,-0.166912382521
ACH-000873,-0.501384863179
ACH-000876,-0.418682971023
ACH-000878,-0.543634037488
ACH-000880,-0.234228770538
ACH-000881,-0.388990531139
ACH-000882,-0.39221917934699996
ACH-000884,-0.14968119805500002
ACH-000885,-0.19329855151099998
ACH-000887,-0.233325184294
ACH-000888,-0.454623729158
ACH-000889,-0.667554707665
ACH-000890,-0.31188191248
ACH-000896,-0.482065505232
ACH-000898,-0.026941538111400005
ACH-000900,-0.285507311298
ACH-000901,-0.19659844560800002
ACH-000905,-0.350116673689
ACH-000906,-0.47744187016500006
ACH-000907,-0.122524417785
ACH-000910,-0.378581747834
ACH-000911,-0.0347006329467
ACH-000912,-0.142947709487
ACH-000913,-0.640521680537
ACH-000915,0.00396598036736
ACH-000916,0.201528501125
ACH-000917,-0.252985365383
ACH-000921,-0.291181424082
ACH-000924,-0.483961077631
ACH-000926,-0.369474091506
ACH-000928,-0.0354140210337
ACH-000929,0.0660541066122
ACH-000932,-0.289035624386
ACH-000935,0.121294971673
ACH-000936,-0.245804807102
ACH-000937,-0.373068823459
ACH-000938,-0.22959881069200003
ACH-000939,-0.201610922184
ACH-000941,-0.326698192045
ACH-000943,-0.302190786954
ACH-000946,-0.27344086635299997
ACH-000947,-0.252631797966
ACH-000948,-0.151948592607
ACH-000950,-0.165073111948
ACH-000953,-0.23531929071600002
ACH-000957,-0.37721261938
ACH-000958,0.048172149549199995
ACH-000960,-0.11535977710300001
ACH-000963,-0.11326462874000001
ACH-000968,-0.537617021516
ACH-000969,-0.023122286445299997
ACH-000973,-0.395629599806
ACH-000974,-0.190892743094
ACH-000975,-0.248093958782
ACH-000976,-0.389250650404
ACH-000978,-0.023286530781099997
ACH-000980,-0.395171694762
ACH-000984,0.178879251092
ACH-000986,-0.0741593343947
ACH-000988,-0.140987824681
ACH-000993,-0.13104683388399999
ACH-000994,-0.0866176169276
ACH-000996,0.05489353930509999
ACH-001001,-0.24711012005999997
ACH-001020,-0.113673557605
ACH-001028,-0.27096824121999996
ACH-001031,-0.421821306466
ACH-001038,-0.300336287649
ACH-001048,-0.271166617688
ACH-001050,-0.218855006809
ACH-001053,-0.184419146861
ACH-001054,-0.35952155389799995
ACH-001061,-0.101059816382
ACH-001067,-0.251814821575
ACH-001075,-0.28295375806899997
ACH-001096,-0.15622419845899999
ACH-001128,-0.0389204490789
ACH-001134,-0.216968773437
ACH-001151,-0.408623615702
ACH-001163,-0.18162373211399999
ACH-001164,-0.574427642579
ACH-001173,-0.25535495377399997
ACH-001183,-0.391282984597
ACH-001184,0.12097010335000001
ACH-001190,-0.324783997449
ACH-001192,-0.0565116602652
ACH-001193,-0.00708317470872
ACH-001196,-0.229420228234
ACH-001197,0.035444044797300005
ACH-001205,-0.370229367916
ACH-001211,-0.34911696850100005
ACH-001212,0.026317142950400003
ACH-001228,-0.337784903239
ACH-001232,-0.250186166812
ACH-001239,-0.254311788556
ACH-001274,-0.545963260784
ACH-001275,-0.263625143882
ACH-001277,-0.245348271336
ACH-001278,-0.27896909274099996
ACH-001280,-0.05456179232819999
ACH-001283,-0.322086954291
ACH-001289,-0.239468291745
ACH-001295,-0.40858583401
ACH-001300,-0.307498647629
ACH-001301,-0.504545696374
ACH-001302,-0.318847598603
ACH-001303,-0.209807127678
ACH-001306,-0.141174479001
ACH-001318,-0.337043631788
ACH-001322,-0.27357114761
ACH-001328,-0.236371025102
ACH-001332,0.09003287687110001
ACH-001333,-0.012314804850399999
ACH-001336,-0.365060736448
ACH-001340,-0.174220284015
ACH-001346,-0.257527032859
ACH-001353,-0.437265875856
ACH-001354,-0.18460717627999998
ACH-001367,0.22195866919799997
ACH-001368,-0.429313694789
ACH-001374,-0.34076119435099994
ACH-001375,-0.154083641159
ACH-001377,0.036090300265099996
ACH-001380,-0.339763446646
ACH-001391,-0.482985127625
ACH-001407,-0.21002538276500002
ACH-001408,-0.0821964557352
ACH-001413,-0.117718324638
ACH-001430,-0.6769463259790001
ACH-001431,-0.35241102960799997
ACH-001450,-0.203996071218
ACH-001496,-0.07854427898539999
ACH-001500,-0.30521524184300003
ACH-001521,-0.133140499039
ACH-001523,-0.0656624375923
ACH-001532,0.12010952114600001
ACH-001536,-0.645425262628
ACH-001550,-0.290043388984
ACH-001552,-0.450237145757
ACH-001554,-0.282913085844
ACH-001645,-0.354614932258
ACH-001654,-0.26662004485999996
ACH-001715,-0.277057905139
ACH-001735,-0.351167169648
ACH-001736,-0.11024850225199999
ACH-001737,-0.937941293172
ACH-001740,-0.116563814904
ACH-001745,-0.291860516407
ACH-001750,-0.49249816838699995
ACH-001765,-0.40714895973399995
ACH-001956,-0.357152748433
ACH-001957,-0.37149095721000003
