,TCTE1 (202500)
ACH-000004,-0.003985962417550001
ACH-000007,-0.21731916555599998
ACH-000009,-0.000302223116086
ACH-000011,-0.176790559199
ACH-000012,-0.182152163422
ACH-000013,-0.319582704759
ACH-000014,0.0616005395698
ACH-000015,-0.181404069153
ACH-000017,-0.297018084066
ACH-000018,-0.0813833430437
ACH-000019,-0.30425085984
ACH-000021,-0.0923672462942
ACH-000022,-0.100675452589
ACH-000025,-0.184029082467
ACH-000028,-0.255298508416
ACH-000030,-0.14404125884299998
ACH-000035,-0.213826830601
ACH-000036,-0.19825838183699998
ACH-000037,0.12406045148099999
ACH-000039,-0.39449096079999996
ACH-000040,-0.10653778319599999
ACH-000041,-0.164742878349
ACH-000042,-0.19243672406100001
ACH-000045,-0.0856101572363
ACH-000047,-0.168886431138
ACH-000052,-0.350466744846
ACH-000053,-0.36943396903399994
ACH-000054,-0.07491345029230001
ACH-000055,0.10956578217599999
ACH-000060,-0.289346569784
ACH-000067,-0.414753783134
ACH-000070,-0.330626449033
ACH-000075,-0.316115637152
ACH-000078,-0.23334329568000003
ACH-000082,-0.17043014652199998
ACH-000085,-0.15629778797
ACH-000086,-0.215023756342
ACH-000087,-0.31761271920699996
ACH-000092,-0.0755412244824
ACH-000095,-0.0757527623405
ACH-000097,-0.17692239160599998
ACH-000098,-0.27443362313499997
ACH-000099,-0.08673942960419999
ACH-000108,-0.414196308472
ACH-000113,-0.12010436211799999
ACH-000115,-0.487314793243
ACH-000116,-0.323251494914
ACH-000118,-0.163185871538
ACH-000120,-0.217480320883
ACH-000123,-0.104527357991
ACH-000127,-0.22589639894400002
ACH-000128,-0.169826422804
ACH-000132,0.006199366204780001
ACH-000133,-0.171234276439
ACH-000137,-0.0203635804126
ACH-000138,-0.17899508934500002
ACH-000142,-0.32393263813900003
ACH-000143,-0.40156220813
ACH-000146,0.0333084381986
ACH-000148,-0.127334501725
ACH-000150,-0.18597893266399998
ACH-000152,-0.30892035309099997
ACH-000153,-0.163820673846
ACH-000159,-0.247242671261
ACH-000160,-0.16432476183
ACH-000163,-0.0817882686916
ACH-000167,0.136526668799
