,ST6GAL2 (84620)
ACH-000004,-0.570061092397
ACH-000007,-0.19308313040300001
ACH-000009,-0.248113875218
ACH-000011,-0.26391855656999996
ACH-000012,-0.137434361685
ACH-000013,-0.127258625681
ACH-000014,-0.311199628715
ACH-000015,-0.270322507066
ACH-000017,-0.23482985831
ACH-000018,-0.0344075408666
ACH-000019,-0.404205763897
ACH-000021,-0.0875163751678
ACH-000022,-0.185946786269
ACH-000025,-0.10005430666099999
ACH-000028,-0.407354004177
ACH-000030,-0.23340476974399998
ACH-000035,-0.388779653614
ACH-000036,-0.116733661918
ACH-000037,-0.256576815999
ACH-000039,-0.173434316545
ACH-000040,-0.18609563071600002
ACH-000041,-0.31240959173
ACH-000042,-0.11925601698100001
ACH-000045,-0.28553596402
ACH-000047,-0.185413824478
ACH-000052,-0.46998827108
ACH-000053,-0.145918707754
ACH-000054,-0.328355370745
ACH-000055,-0.182131004553
ACH-000060,-0.312533875751
ACH-000067,-0.208247214998
ACH-000070,-0.24677018088799998
ACH-000075,-0.09337048901249999
ACH-000078,0.17817582432100001
ACH-000082,-0.0589042545522
ACH-000085,-0.276514930307
ACH-000086,-0.20671836882300001
ACH-000087,-0.112356130351
ACH-000092,-0.365688827601
ACH-000095,-0.209461611346
ACH-000097,-0.18799977839600002
ACH-000098,-0.385091184925
ACH-000099,-0.0791221512384
ACH-000108,-0.15444685105699998
ACH-000113,-0.24884632510000002
ACH-000115,-0.13264242592
ACH-000116,-0.133844227875
ACH-000118,-0.176574309628
ACH-000120,-0.15562349468599998
ACH-000123,-0.242566386926
ACH-000127,-0.242403155099
ACH-000128,-0.291566621876
ACH-000132,-0.17587455628600002
ACH-000133,-0.290970977296
ACH-000137,-0.4589499186399999
ACH-000138,-0.24667385665999997
ACH-000142,-0.0680466825923
ACH-000143,-0.137214947384
ACH-000146,-0.111922652808
ACH-000148,-0.0420694446912
ACH-000150,-0.0184977053608
ACH-000152,-0.128650985208
ACH-000153,-0.150359237404
ACH-000159,-0.257310188004
ACH-000160,-0.252502657369
ACH-000163,-0.16088589973200002
ACH-000167,-0.127389885933
ACH-000168,-0.325783701873
ACH-000169,-0.117502304562
ACH-000178,-0.316921296793
ACH-000182,-0.34366560075400004
ACH-000183,-0.0553406309614
ACH-000188,-0.294298356997
ACH-000189,-0.0988561566235
ACH-000190,-0.17394285665800002
ACH-000198,-0.27182822654399996
ACH-000204,-0.056474253936300005
ACH-000206,-0.264037042014
ACH-000207,-0.4471070656600001
ACH-000211,-0.17792336418699997
ACH-000215,-0.253036213559
ACH-000221,-0.333855582687
ACH-000222,0.0415514200231
ACH-000223,-0.287408581018
ACH-000226,-0.187533414676
ACH-000227,-0.179252511545
ACH-000228,-0.375984298974
ACH-000231,-0.190482437224
ACH-000232,-0.260385954267
ACH-000233,-0.14226284018
ACH-000234,-0.37025507020099996
ACH-000235,-0.14452960088400002
ACH-000237,-0.11701663883300001
ACH-000238,-0.13871136909499998
ACH-000243,-0.12256580349099999
ACH-000244,-0.268597498601
ACH-000246,-0.261045567681
ACH-000248,-0.261808262649
ACH-000250,-0.16411284492699998
ACH-000251,-0.20002952089
ACH-000253,-0.0843689373223
ACH-000255,-0.461180321693
ACH-000256,-0.278597940198
ACH-000257,0.073036301631
ACH-000258,-0.18037505229000003
ACH-000259,-0.07877622314260001
ACH-000260,-0.146952295067
ACH-000261,-0.23848970773000003
ACH-000262,-0.112422023188
ACH-000263,-0.304164064857
ACH-000264,-0.124531445275
ACH-000265,-0.23308730014100001
ACH-000266,-0.116735547328
ACH-000272,-0.300505845398
ACH-000273,-0.28419884511300003
ACH-000274,-0.123095518026
ACH-000277,-0.100476577914
ACH-000278,-0.0989463514857
ACH-000279,-0.416691071805
ACH-000280,-0.12401907305299999
ACH-000281,-0.25529340456099997
ACH-000288,-0.24617373347600002
ACH-000291,-0.175991544642
ACH-000293,-0.143772856398
ACH-000294,-0.430891556524
ACH-000295,-0.0531631934271
ACH-000296,-0.132265529134
ACH-000302,-0.152776233496
ACH-000304,-0.19309925225900001
ACH-000307,-0.328994015988
ACH-000308,-0.32997737534000005
ACH-000310,-0.09210099454870001
ACH-000311,0.030991107193999997
ACH-000312,0.0510177984602
ACH-000315,-0.355211682364
ACH-000316,-0.15616194386399998
ACH-000317,-0.405827355083
ACH-000318,-0.406313722248
