,ADH1B (125)
ACH-000004,-0.0452023659173
ACH-000007,0.131281401348
ACH-000009,0.0838806685892
ACH-000011,-0.0577419100741
ACH-000012,0.0699604456622
ACH-000013,0.148990899082
ACH-000014,0.08742984352630001
ACH-000015,-0.0779042599017
ACH-000017,0.0199981704658
ACH-000018,0.015143622384299999
ACH-000019,0.0416536324056
ACH-000021,-0.0177189155786
ACH-000022,-0.0672987077811
ACH-000025,0.230804037963
ACH-000028,-0.011294675988100002
ACH-000030,0.0168309100267
ACH-000035,0.28252537256099997
ACH-000036,0.0719065347637
ACH-000037,-0.0332985791849
ACH-000039,0.110699477079
ACH-000040,0.185306737498
ACH-000041,0.09889168047329999
ACH-000042,0.101138588046
ACH-000045,-0.0997278580892
ACH-000047,0.120952836855
ACH-000052,-0.18974976244199998
ACH-000053,0.021681159666400003
ACH-000054,-0.0253420546091
ACH-000055,-0.189314715568
ACH-000060,0.09971785779619999
ACH-000067,-0.0018243033742999998
ACH-000070,-0.23865526372499998
ACH-000075,-0.101233622303
ACH-000078,0.055849793257
ACH-000082,0.0408275081486
ACH-000085,-0.0135195354824
ACH-000086,0.0501813211563
ACH-000087,-0.0918033471573
ACH-000092,-0.0858752715353
ACH-000095,-0.0194919184748
ACH-000097,-0.0725759789141
ACH-000098,-0.114044415304
ACH-000099,0.17009576960499997
ACH-000108,0.197777344362
ACH-000113,-0.0165434947532
ACH-000115,-0.0294899903076
ACH-000116,-0.104136721983
ACH-000118,0.106599424952
ACH-000120,0.203722194356
ACH-000123,0.0559341848965
ACH-000127,0.0126972166157
ACH-000128,-0.22737347083700002
ACH-000132,0.0172349759656
ACH-000133,0.106849246405
ACH-000137,0.144019850375
ACH-000138,0.049797506495000005
ACH-000142,-0.0288632433402
ACH-000143,0.103120433156
ACH-000146,0.0787311132667
ACH-000148,0.0182993348059
ACH-000150,-0.112803082569
ACH-000152,-0.0385396276465
ACH-000153,-0.18279402885600002
ACH-000159,-0.0175157051242
ACH-000160,0.0332589884285
ACH-000163,0.00124754720656
ACH-000167,-0.20191645502900002
ACH-000168,0.0880718683606
ACH-000169,0.0357063641224
ACH-000178,-0.062288432203
ACH-000182,-0.142189824769
ACH-000183,0.139738909874
ACH-000188,-0.020280333991900004
ACH-000189,-0.010110523162799999
ACH-000190,0.00141205444625
ACH-000198,-0.06686939062250001
ACH-000204,0.0528751669716
ACH-000206,0.0324033479951
ACH-000207,0.07050359440510001
ACH-000211,-0.12821876388599998
ACH-000215,0.039049093702800006
ACH-000221,-0.147787674542
ACH-000222,-0.0144763880457
ACH-000223,0.0381047136111
ACH-000226,0.049573503002199995
ACH-000227,0.277885799205
ACH-000228,0.0683334007828
ACH-000231,0.0400217311407
ACH-000232,-0.000121184229806
ACH-000233,-0.038087699924
ACH-000234,0.00540599156229
ACH-000235,0.059068137250499995
ACH-000237,0.010573747194299998
ACH-000238,0.0568951104723
ACH-000243,0.09078831780999999
ACH-000244,-0.278910542328
ACH-000246,0.00138324916571
ACH-000248,0.230154682927
ACH-000250,-0.036144575672
ACH-000251,0.08970385949519999
ACH-000253,-0.0517398331065
ACH-000255,0.0522394844888
ACH-000256,0.16472881143100002
ACH-000257,0.0607866381608
ACH-000258,-0.49694265061899995
ACH-000259,0.104137780471
ACH-000260,-0.0394482944386
ACH-000261,-0.18085669807399998
ACH-000262,0.266586393292
ACH-000263,-0.177868686348
ACH-000264,0.0650305739171
ACH-000265,-0.00538672834754
ACH-000266,-0.00224296973808
ACH-000272,-0.045562157848300006
ACH-000273,-0.0407820532991
ACH-000274,-0.0470205131365
ACH-000277,0.268267269918
ACH-000278,0.0804626904506
ACH-000279,0.097672830344
ACH-000280,0.06226476244680001
ACH-000281,0.065184055415
ACH-000288,0.0434910709871
ACH-000291,0.09167599430639999
ACH-000293,-0.00267336907932
ACH-000294,-0.04570847070069999
ACH-000295,-0.216320164752
ACH-000296,0.43577999122100003
ACH-000302,-0.06923073768360001
ACH-000304,0.476431180661
ACH-000307,-0.00532702167027
ACH-000308,-0.0580246566023
ACH-000310,0.049584000445400005
ACH-000311,-0.08593741180839999
ACH-000312,-0.000271589059165
ACH-000315,-0.039772318692400006
ACH-000316,-0.197643468905
ACH-000317,-0.326690194013
ACH-000318,-0.0505452864254
ACH-000319,-0.183791464597
ACH-000320,-0.161162689528
ACH-000322,-0.025361011386799998
ACH-000323,-0.00796658815417
ACH-000324,0.042477779426499995
ACH-000329,-0.118984175441
ACH-000330,-0.211856879268
ACH-000331,0.0237877190105
ACH-000332,0.024497053401299998
ACH-000334,-0.0362377648696
ACH-000335,-0.24092246460499997
ACH-000336,0.517818400207
ACH-000337,-0.167650979709
ACH-000339,0.017043623828200002
ACH-000341,0.0550222059535
ACH-000348,-0.00429253298419
ACH-000350,0.013186060773400001
ACH-000352,-0.0131043657115
ACH-000356,0.19605431098
ACH-000361,-0.028266024175900004
ACH-000362,-0.1706058789
ACH-000363,-0.0171117702741
ACH-000364,0.0912813076101
ACH-000365,-0.0278405105419
ACH-000366,0.0182445042376
ACH-000368,-0.0145426754091
ACH-000374,-0.181684512643
ACH-000375,0.32767183127099997
ACH-000376,-0.12277152849400001
ACH-000381,0.128672067979
ACH-000383,-0.0665487909869
ACH-000387,-0.0969948835482
ACH-000389,0.0585627815384
ACH-000390,-0.0753461217907
ACH-000393,0.00244654861187
ACH-000395,0.231148663703
ACH-000397,-0.043139223028100006
ACH-000401,-0.150932565023
ACH-000402,0.113809790969
ACH-000403,-0.049445422564900005
ACH-000404,-0.134120048853
ACH-000406,0.0968224076851
ACH-000407,-0.0602842908012
ACH-000408,0.127936839005
ACH-000410,0.11709736436200001
ACH-000411,-0.0143572085766
ACH-000414,0.0245655130625
ACH-000415,0.0608088348755
ACH-000416,0.009917412042180001
ACH-000420,-0.125153330006
ACH-000421,0.0740452481235
ACH-000424,-0.10250058976
ACH-000425,-0.0470174473692
ACH-000426,-0.20583725752300003
ACH-000427,0.14978074335
ACH-000433,-0.09613384488700001
ACH-000436,-0.13150248345999999
ACH-000444,-0.037720867340099995
ACH-000445,0.119162899525
ACH-000448,-0.039946400007000005
ACH-000450,0.10305589368999998
ACH-000452,0.0204928927728
ACH-000454,0.011675293836
ACH-000458,-0.0611484248121
ACH-000459,0.00778043430793
ACH-000460,0.0625429308539
ACH-000461,0.0953751561068
ACH-000463,-0.0665431364341
ACH-000464,0.0867060989755
ACH-000466,0.242210111969
ACH-000467,-0.0210389282625
ACH-000468,-0.060902029174499994
ACH-000469,-0.0467509788179
ACH-000470,-0.0720558646195
ACH-000471,-0.0466277029321
ACH-000472,0.0511670234319
ACH-000473,0.0715624265763
ACH-000475,0.0248258153945
ACH-000476,-0.139324622418
ACH-000477,0.152327649812
ACH-000480,-0.16622008966600002
ACH-000481,0.0493448451224
ACH-000483,-0.00557234084545
ACH-000484,-0.12491958244000001
ACH-000485,0.049139493499800006
ACH-000486,0.15957953166799999
ACH-000487,0.00118956726898
ACH-000488,-0.0691503047353
ACH-000490,0.156140689609
ACH-000491,0.250712512754
ACH-000495,0.150567794423
ACH-000496,0.0469215288393
ACH-000499,-0.0694004481012
ACH-000500,0.440356583546
ACH-000502,0.00293880859689
ACH-000503,0.215863159818
ACH-000505,-0.056847441075099994
ACH-000507,0.010328379975499999
ACH-000510,-0.147830479784
ACH-000511,-0.028534918076999996
ACH-000512,-0.12174734135
ACH-000516,-0.031753780097300004
ACH-000517,0.0770933981395
ACH-000518,0.0007535856876060001
ACH-000520,-0.04925369967109999
ACH-000521,0.209335034807
ACH-000522,-0.0669157115498
ACH-000524,0.0385346565586
ACH-000527,0.0532270438175
ACH-000528,-0.0018887457988399998
ACH-000537,-0.116578343303
ACH-000541,0.0557032000804
ACH-000542,-0.0920952195234
ACH-000544,0.0693435269598
ACH-000545,-0.0367336715116
ACH-000547,0.09498072113060001
ACH-000548,0.11427972935799999
ACH-000549,-0.0986070683103
ACH-000550,-0.080507966901
ACH-000552,-0.0824618404406
ACH-000556,0.08563758878460001
ACH-000557,-0.0870085716079
ACH-000570,-0.121927566863
ACH-000571,0.0168935526905
ACH-000573,-0.00815974960695
ACH-000576,-0.0948356917426
ACH-000580,0.054298993647099995
ACH-000584,-0.024870321532299997
ACH-000585,0.015813038890200002
ACH-000588,-0.0487321261772
ACH-000589,-0.08410686504499999
ACH-000591,0.047214460947000006
ACH-000593,0.0071285866854
ACH-000600,-0.08293701292210001
ACH-000601,-0.000267107157048
ACH-000604,-0.0437769085824
ACH-000605,-0.18976751607
ACH-000606,-0.00478543722755
ACH-000608,-0.0600572728881
ACH-000614,-0.142789359714
ACH-000616,0.0248823336987
ACH-000618,0.07810789525930001
ACH-000619,-0.023630392352
ACH-000620,0.09707137648530001
ACH-000621,0.07699262588280001
ACH-000622,0.225692612135
ACH-000623,0.0448680156788
ACH-000624,0.0613281685319
ACH-000627,-0.016949442526
ACH-000630,-0.00775525771437
ACH-000632,0.050711842655
ACH-000633,-0.022399719552500003
ACH-000637,0.0164644230362
ACH-000638,0.0471255730633
ACH-000646,-0.329773796478
ACH-000647,-0.0794786512325
ACH-000648,-0.00924211252618
ACH-000649,-0.0156796777041
ACH-000651,0.0659251269762
ACH-000652,-0.0582989170235
ACH-000653,0.0146575860547
ACH-000657,0.0224005968198
ACH-000658,0.0005561854659249999
ACH-000661,-0.14751124298
ACH-000662,0.24382698730799998
ACH-000663,-0.114760910811
ACH-000665,0.0010001181432
ACH-000671,0.0868910290931
ACH-000673,-0.031156074237199998
ACH-000676,0.07589901464
ACH-000677,-0.13089553173000001
ACH-000681,0.0967438594135
