,SCLT1 (132320)
ACH-000004,0.535422081557
ACH-000007,0.385233372548
ACH-000009,0.23848083761999997
ACH-000011,0.210591157165
ACH-000012,0.295387000763
ACH-000013,0.40090936011100003
ACH-000014,0.491492726747
ACH-000015,0.392198079256
ACH-000017,0.430041171796
ACH-000018,0.204953308914
ACH-000019,0.218776931103
ACH-000021,0.329593988075
ACH-000022,0.46319745793899997
ACH-000025,0.40901442895499995
ACH-000028,0.437919730198
ACH-000030,0.317690185829
ACH-000035,0.328441851624
ACH-000036,0.42432671779299996
ACH-000037,0.304238781982
ACH-000039,0.641755048142
ACH-000040,0.276917076209
ACH-000041,0.331531144717
ACH-000042,0.279388795947
ACH-000045,0.291703226141
ACH-000047,0.44432699961000005
ACH-000052,0.44654473862300004
ACH-000053,0.328241097481
ACH-000054,0.41437417114200004
ACH-000055,0.284879532675
ACH-000060,0.432292520055
ACH-000067,0.28236733443100004
ACH-000070,0.24068492537099997
ACH-000075,0.275836539293
ACH-000078,0.384160307197
ACH-000082,0.380072318367
ACH-000085,0.396425145787
ACH-000086,0.339818079192
ACH-000087,0.488373181126
ACH-000092,0.264585431285
ACH-000095,0.353351215626
ACH-000097,0.357942664428
ACH-000098,0.183010083593
ACH-000099,0.34672461275300004
ACH-000108,0.196290242503
ACH-000113,0.294355259865
ACH-000115,0.47420156401
ACH-000116,0.299195648391
ACH-000118,0.40485507661799996
ACH-000120,0.365500482142
ACH-000123,0.31547398035
ACH-000127,0.310921553159
ACH-000128,0.24623300091400002
ACH-000132,0.4276741096
ACH-000133,0.357859931146
ACH-000137,0.591430893518
ACH-000138,0.340418340265
ACH-000142,0.264018075563
ACH-000143,0.367176869089
ACH-000146,0.337484449554
ACH-000148,0.38481610924099996
ACH-000150,0.30870723667399996
ACH-000152,0.479178379043
ACH-000153,0.113150613868
ACH-000159,0.536972209755
ACH-000160,0.374742890617
ACH-000163,0.325050825153
ACH-000167,0.133418474759
ACH-000168,0.22123886261
ACH-000169,0.370569588583
ACH-000178,0.499597805429
ACH-000182,0.37051073970799997
ACH-000183,0.32579116092
ACH-000188,0.272750513552
ACH-000189,0.0928917387528
ACH-000190,0.45215898893
ACH-000198,0.351863246691
ACH-000204,0.539580291787
ACH-000206,0.37176831230999996
ACH-000207,0.543138329639
ACH-000211,0.24877395363000002
ACH-000215,0.312342147076
ACH-000221,0.274663386566
ACH-000222,0.287265819338
ACH-000223,0.475463840619
ACH-000226,0.39741492333899997
ACH-000227,0.33202228243799997
ACH-000228,0.41592372510799996
ACH-000231,0.36779331215899996
ACH-000232,0.293590189678
ACH-000233,0.391356925178
ACH-000234,0.258146025046
ACH-000235,0.311454209745
ACH-000237,0.317391859913
ACH-000238,0.208940975044
ACH-000243,0.319299426161
ACH-000244,0.367200211343
ACH-000246,0.335117386644
ACH-000248,0.38044103869499996
ACH-000250,0.29244549178
ACH-000251,0.11534521643300001
ACH-000253,0.391429076239
ACH-000255,0.37680948896399996
ACH-000256,0.14686022935
ACH-000257,0.39632381782700005
ACH-000258,0.49005687461099995
ACH-000259,0.302784095345
ACH-000260,0.30685773796
ACH-000261,0.368947262677
ACH-000262,0.36578420871899997
ACH-000263,0.40449559849699995
ACH-000264,0.34788552334
ACH-000265,0.332483586584
ACH-000266,0.318423176906
ACH-000272,0.231975007464
ACH-000273,0.18580149150400002
ACH-000274,0.288424976724
ACH-000277,0.431422222577
ACH-000278,0.39709851220700004
ACH-000279,0.330292011123
ACH-000280,0.364014081361
ACH-000281,0.268065833523
ACH-000288,0.35637746154
ACH-000291,0.41843134939000004
ACH-000293,0.274238943237
ACH-000294,0.426352052039
ACH-000295,0.5874016452790001
ACH-000296,0.0458031568143
ACH-000302,0.276515245074
ACH-000304,0.317148672189
ACH-000307,0.287097217299
ACH-000308,0.335199624796
ACH-000310,0.428045491584
ACH-000311,0.28103042708299997
ACH-000312,0.406604867889
ACH-000315,0.372975705335
ACH-000316,0.47945371586900004
ACH-000317,0.34733979426600003
ACH-000318,0.398499551752
ACH-000319,0.314899807233
ACH-000320,0.327123466979
ACH-000322,0.302403762593
ACH-000323,0.18946099589499998
ACH-000324,0.31648079573800003
ACH-000329,0.35357848364699995
ACH-000330,0.12895916058700002
ACH-000331,0.40126426823899997
ACH-000332,0.39673512920599996
ACH-000334,0.392377004196
ACH-000335,0.501442756574
ACH-000336,0.5553593468219999
ACH-000337,0.34736256382200004
ACH-000339,0.392593402072
ACH-000341,0.235920289335
ACH-000348,0.353474678227
ACH-000350,0.432635430666
ACH-000352,0.336853564763
ACH-000356,0.254054622581
ACH-000361,0.257904312293
ACH-000362,0.458825206654
ACH-000363,0.274698666355
ACH-000364,0.41518410825999996
ACH-000365,0.288212340487
ACH-000366,0.202049363728
ACH-000368,0.341836705442
ACH-000374,0.235525866376
ACH-000375,-0.040273466643
ACH-000376,0.24735725888500001
ACH-000381,0.45492256436800005
ACH-000383,0.285991866099
ACH-000387,0.397376708792
ACH-000389,0.30302908364799996
ACH-000390,0.28906816425500004
ACH-000393,0.294021578053
ACH-000395,0.402511376237
ACH-000397,0.305672078673
ACH-000401,0.473643237315
ACH-000402,0.23061222246399998
ACH-000403,0.291365322379
ACH-000404,0.454478660118
ACH-000406,0.339848975425
ACH-000407,0.44156994319
ACH-000408,0.46055588133599995
ACH-000410,0.535043191123
ACH-000411,0.355357202183
ACH-000414,0.22073391636300002
ACH-000415,0.34229795470200003
ACH-000416,0.292857339445
ACH-000420,0.329196411044
ACH-000421,0.354421441236
ACH-000424,0.277041281542
ACH-000425,0.27673490610199997
ACH-000426,0.465171613803
ACH-000427,0.37070095834100003
ACH-000433,0.242969738384
ACH-000436,0.198277265096
ACH-000444,0.314914826063
ACH-000445,0.402693966275
ACH-000448,0.348594061597
ACH-000450,0.33251466292599996
ACH-000452,0.401235158857
ACH-000454,0.399497863241
ACH-000458,0.18829308119000002
ACH-000459,0.23406840369000004
ACH-000460,0.441709932616
ACH-000461,0.279681469534
ACH-000463,0.388504935534
ACH-000464,0.24181637516999996
ACH-000466,0.42304232894500005
ACH-000467,0.428821598511
ACH-000468,0.34284409854000003
ACH-000469,0.21451619422200002
ACH-000470,0.478698779543
ACH-000471,0.341046248151
ACH-000472,0.34933095033100003
ACH-000473,0.49455869980899997
ACH-000475,0.35139873106299996
ACH-000476,0.422561366871
ACH-000477,0.37228063939000006
ACH-000480,0.35778154039000004
ACH-000481,0.5179179368460001
ACH-000483,0.232321487104
ACH-000484,0.45407655891300003
ACH-000485,0.286042183109
ACH-000486,0.343095457045
ACH-000487,0.33762662683899997
ACH-000488,0.34801231664000004
ACH-000490,0.22666245111699998
ACH-000491,0.42726966733599997
ACH-000495,0.406509341163
ACH-000496,0.331508748304
ACH-000499,0.26710610532699997
ACH-000500,0.22705050833299997
ACH-000502,0.243447874997
ACH-000503,0.308882573043
ACH-000505,0.248645895664
ACH-000507,0.364593681637
ACH-000510,0.17070405736299998
ACH-000511,0.39259232774499997
ACH-000512,0.32383508769999997
