,XAB2 (56949)
ACH-000339,-1.5409542527000002
ACH-000341,-1.6475589440399998
ACH-000348,-1.74814359835
ACH-000350,-1.77220683681
ACH-000352,-1.7301644821400002
ACH-000356,-1.54694813632
ACH-000361,-1.4177365016299999
ACH-000362,-1.60168770778
ACH-000363,-1.7259646879
ACH-000364,-1.77543473927
ACH-000365,-1.73531058348
ACH-000366,-1.75556626755
ACH-000368,-1.77034209117
ACH-000374,-1.7310547488599999
ACH-000375,-1.7998688729299999
ACH-000376,-1.7393701727000002
ACH-000381,-1.6973980813299998
ACH-000383,-1.8749665654400003
ACH-000387,-1.64133485217
ACH-000389,-1.4175368709099998
ACH-000390,-1.8507549237599998
ACH-000393,-1.7200331309799999
ACH-000395,-1.7219136447499999
ACH-000397,-1.73172998123
ACH-000401,-1.60244741389
ACH-000402,-1.9480959160599998
ACH-000403,-1.73553149279
ACH-000404,-1.33422099667
ACH-000406,-1.72729343757
ACH-000407,-1.6231538168900002
ACH-000408,-1.4057266715299999
ACH-000410,-1.80268298372
ACH-000411,-1.43007697819
ACH-000414,-1.7714838189700002
ACH-000415,-1.50662340336
ACH-000416,-1.6047966074200002
ACH-000420,-1.6383387553400002
ACH-000421,-1.50332026395
ACH-000424,-1.8324534248299997
ACH-000425,-1.59425897403
ACH-000426,-1.4853484032100002
ACH-000427,-1.9632241039400002
ACH-000433,-1.5984835975999998
ACH-000436,-1.6378515081600002
ACH-000444,-1.5032682194100002
ACH-000445,-1.2289834984799999
ACH-000448,-1.7281454244599999
ACH-000450,-1.3369453485299998
ACH-000452,-1.71732038961
ACH-000454,-1.65653848095
ACH-000458,-1.71733182562
ACH-000459,-2.47000265222
ACH-000460,-1.60466922139
ACH-000461,-1.75438598711
ACH-000463,-1.60877973294
ACH-000464,-1.97382784879
ACH-000466,-1.96245188681
ACH-000467,-1.5094115609799998
ACH-000468,-1.5218412545500002
ACH-000469,-1.62296774475
ACH-000470,-1.70508363421
ACH-000471,-1.7289956951599996
ACH-000472,-1.98333858205
ACH-000473,-1.4187610772600001
ACH-000475,-1.74578444449
ACH-000476,-1.7316239395200002
ACH-000477,-1.0296717386399998
ACH-000480,-1.4762526778
ACH-000481,-1.6860214107299998
ACH-000483,-1.2759750446
ACH-000484,-1.55521346768
ACH-000485,-1.6524280388400001
ACH-000486,-1.4405104837600002
ACH-000487,-1.8013788004400002
ACH-000488,-1.58799782386
ACH-000490,-1.41968634701
ACH-000491,-2.0455423860499997
ACH-000495,-1.38119597486
ACH-000496,-1.61715111616
ACH-000499,-1.6842623136100001
ACH-000500,-1.3802228765600002
ACH-000502,-1.5261604057700002
ACH-000503,-1.3815191455200002
ACH-000505,-1.5343483928900001
ACH-000507,-1.8249000901499999
ACH-000510,-1.60555796873
ACH-000511,-1.5444628939700003
ACH-000512,-1.52834442812
ACH-000516,-1.81783577208
ACH-000517,-1.58932367905
ACH-000518,-1.7167405151800001
ACH-000520,-1.62944368658
ACH-000521,-1.5825696176100001
ACH-000522,-1.7156972066799998
ACH-000524,-2.05771584835
ACH-000527,-1.50059621685
ACH-000528,-1.5641425473500001
ACH-000537,-1.70093294483
ACH-000541,-1.9445389974
ACH-000542,-1.56545433946
ACH-000544,-1.6084711950400001
ACH-000545,-1.48861730273
ACH-000547,-1.4899451765600003
ACH-000548,-1.4930872047600001
ACH-000549,-1.54779818085
ACH-000550,-1.2561075177299998
ACH-000552,-1.71681585574
ACH-000556,-1.5946149963299998
ACH-000557,-1.8469463813799998
ACH-000570,-1.62772898224
ACH-000571,-2.51995283334
ACH-000573,-1.6938269123299998
ACH-000576,-1.267214027
ACH-000580,-1.8272983327599999
ACH-000584,-1.8709762064300002
ACH-000585,-1.28153592207
ACH-000588,-1.39419508322
ACH-000589,-1.55992089839
ACH-000591,-1.81925882146
ACH-000593,-1.5094817531600002
ACH-000600,-1.32519349405
ACH-000601,-1.54990888005
ACH-000604,-2.09841815341
ACH-000605,-1.6901546503799998
ACH-000606,-1.4430240988999998
ACH-000608,-1.7613263142700002
ACH-000614,-1.6582338194600001
ACH-000616,-1.36439805651
ACH-000618,-1.68380847697
ACH-000619,-1.65231304977
ACH-000620,-1.6292718785
ACH-000621,-1.806143661
ACH-000622,-1.44787782632
ACH-000623,-1.5844187542700001
ACH-000624,-1.6394387210499999
ACH-000627,-1.49947395576
ACH-000630,-1.39257319546
ACH-000632,-1.7202604919099997
ACH-000633,-2.17703488516
ACH-000637,-1.43021322575
ACH-000638,-1.52684584431
ACH-000646,-2.3777213210299997
ACH-000647,-1.6091681075
ACH-000648,-1.7922871995200003
ACH-000649,-1.66254606364
ACH-000651,-1.5191255300100002
ACH-000652,-1.7707321362000001
ACH-000653,-1.82332693043
ACH-000657,-1.7710149043999999
ACH-000658,-1.70344825766
ACH-000661,-1.61300569034
ACH-000662,-1.8717987907299998
ACH-000663,-1.60730621764
ACH-000665,-1.38229547211
ACH-000671,-1.7036129731
ACH-000673,-1.73170285966
ACH-000676,-1.8101109929599997
ACH-000677,-1.4524810669100001
ACH-000681,-1.7988507342
ACH-000682,-1.76303124281
ACH-000683,-1.7348558957
ACH-000684,-1.23522285324
ACH-000688,-2.05040876959
ACH-000693,-1.4915915315900001
ACH-000694,-1.5538189719
ACH-000695,-1.8123414639400002
ACH-000696,-1.5255257088299998
ACH-000697,-1.84935319064
ACH-000699,-2.16565410372
ACH-000701,-2.01521185998
ACH-000706,-1.78623226865
ACH-000711,-1.6590485976700002
ACH-000713,-1.5158912499700001
ACH-000714,-1.6372255046899997
ACH-000718,-1.65757625159
ACH-000720,-1.63569421606
ACH-000721,-1.69833232762
ACH-000724,-1.7075033066999998
ACH-000725,-2.52108205069
ACH-000732,-1.54901570314
ACH-000734,-1.80189035382
ACH-000735,-1.52560840674
ACH-000736,-1.47788032921
ACH-000738,-1.59770391458
ACH-000746,-1.9118214020099997
ACH-000747,-1.56065594712
ACH-000748,-1.6046815993099999
ACH-000753,-1.51322058461
ACH-000756,-1.62381200931
ACH-000757,-1.35953199141
ACH-000758,-1.4990485173800001
ACH-000760,-1.82114820474
ACH-000763,-1.3179824193799998
ACH-000764,-1.79152622597
ACH-000765,-1.5439483205000002
ACH-000766,-1.6314494789899998
ACH-000767,-1.9540584509799999
ACH-000768,-1.50680531217
ACH-000769,-1.7001902472100001
ACH-000770,-1.69953767072
ACH-000771,-1.45609668091
ACH-000773,-1.78719995282
ACH-000776,-1.58071635635
ACH-000777,-1.64787217667
ACH-000778,-1.7658658104
ACH-000781,-1.57380953806
ACH-000782,-1.49248285044
ACH-000783,-1.7698097129099999
ACH-000784,-1.45103123274
ACH-000785,-1.7080424974500001
ACH-000787,-1.74553238466
ACH-000788,-1.9681036064700002
ACH-000791,-1.4773906862200001
ACH-000792,-1.33058993451
ACH-000794,-1.37467213843
ACH-000796,-1.93304200045
ACH-000799,-1.50764837664
ACH-000800,-1.7072059639300001
ACH-000802,-1.76799927379
ACH-000804,-1.61555169636
ACH-000805,-1.60772870943
ACH-000809,-1.6602130399700001
ACH-000810,-1.3486010338999999
ACH-000811,-1.8455547495200002
ACH-000817,-1.37209772785
ACH-000819,-1.54953172504
ACH-000820,-1.68125300377
ACH-000821,-1.6493261333700002
ACH-000822,-2.2830170479
ACH-000823,-1.65569841713
ACH-000824,-2.03667585734
ACH-000827,-1.52974765301
ACH-000829,-1.8757437629799998
ACH-000831,-1.7085658315099999
ACH-000832,-1.3564567029299999
ACH-000833,-1.48281879193
ACH-000834,-1.6291692174899999
ACH-000835,-1.4169331713799997
ACH-000836,-1.8942032687
ACH-000837,-1.47728388871
ACH-000838,-1.9664121050499999
ACH-000839,-1.55437722527
ACH-000840,-1.54159995088
ACH-000841,-1.3241382141
ACH-000843,-1.4862972286200002
ACH-000846,-1.79191695713
ACH-000847,-1.44101071223
ACH-000848,-1.6273469264200002
ACH-000849,-1.4865877675299999
ACH-000851,-1.6281716198500003
ACH-000855,-1.35737002845
ACH-000856,-1.80490527464
ACH-000858,-1.63173129669
ACH-000859,-1.28603405525
ACH-000861,-1.85705504745
ACH-000862,-1.4403849732299998
ACH-000865,-1.5791045642700001
ACH-000866,-1.66878069655
ACH-000867,-1.52365865909
ACH-000869,-1.99598060074
ACH-000872,-1.5836351214
ACH-000873,-1.57392399634
ACH-000876,-2.03624674374
ACH-000878,-1.19195592954
ACH-000880,-1.73905617907
ACH-000881,-1.50999071235
ACH-000882,-1.65805680533
ACH-000884,-1.42142940289
ACH-000885,-1.58777534968
ACH-000887,-1.67642292502
ACH-000888,-1.65696425171
ACH-000889,-1.77541789755
ACH-000890,-1.4132361734999999
ACH-000896,-1.42758748085
ACH-000898,-1.85858961741
ACH-000900,-1.55491317671
ACH-000901,-1.71441299489
ACH-000905,-1.47073932727
ACH-000906,-1.7863142245299999
ACH-000907,-1.27481808028
ACH-000910,-1.9308022745299998
ACH-000911,-1.5898092109200002
ACH-000912,-1.5384418069799999
ACH-000913,-1.4104701603799998
ACH-000915,-1.8313166036500002
ACH-000916,-1.8516264212400002
ACH-000917,-1.7360321332
ACH-000921,-1.60486917435
ACH-000924,-1.56100497074
ACH-000926,-1.8068500894400001
ACH-000928,-1.87231372432
ACH-000929,-1.49351578357
ACH-000932,-1.7606570148400003
ACH-000935,-1.82705607777
ACH-000936,-1.43868030264
ACH-000937,-1.9258772824200001
ACH-000938,-1.7931782738
ACH-000939,-1.7425185216699999
ACH-000941,-1.5990739961700002
ACH-000943,-1.72614451738
ACH-000946,-1.48954556037
ACH-000947,-1.69643465208
ACH-000948,-1.57489654086
ACH-000950,-1.6572922002700001
ACH-000953,-1.87081287129
ACH-000957,-1.36307272402
ACH-000958,-1.61093577412
ACH-000960,-1.8127230591900003
ACH-000963,-1.9118808404799998
ACH-000968,-1.4726597792700002
ACH-000969,-1.60027053126
ACH-000973,-1.79075798282
ACH-000974,-1.51443625046
ACH-000975,-1.5682257308
ACH-000976,-1.4839352237799999
ACH-000978,-1.4903959399200002
ACH-000980,-1.7986498712
ACH-000984,-1.81006419759
ACH-000986,-1.5579757728999999
ACH-000988,-1.7962086343700001
ACH-000993,-1.5732208970500001
ACH-000994,-2.04675429974
ACH-000996,-1.46120936796
ACH-001001,-1.8823302767299999
ACH-001020,-2.10469956305
ACH-001028,-1.9902759055900001
ACH-001031,-1.7012240596700001
ACH-001038,-1.7008904186700002
ACH-001048,-1.6140692591999999
ACH-001050,-1.5523639884
ACH-001053,-1.7761816911200001
ACH-001054,-1.58645753237
ACH-001061,-1.56176690286
ACH-001067,-1.8066581638099999
ACH-001075,-1.5916958383200002
ACH-001096,-1.5531095906999999
ACH-001128,-1.96610044904
ACH-001134,-1.7606196342099998
ACH-001151,-1.6098915898700001
ACH-001163,-1.64118350726
ACH-001164,-1.6130341664899999
ACH-001173,-1.5462031785600001
ACH-001183,-1.5397572695100001
ACH-001184,-1.90583590319
ACH-001190,-1.81643378591
ACH-001192,-1.7695087831799998
ACH-001193,-1.22772196575
ACH-001196,-1.6389687557600001
ACH-001197,-1.65191974438
ACH-001205,-1.5354842421500001
ACH-001211,-1.46520188701
ACH-001212,-1.30026883025
ACH-001228,-1.820639703
ACH-001232,-1.5792744731600001
ACH-001239,-1.8912800523900002
ACH-001274,-1.6277320221399998
ACH-001275,-1.81927960397
ACH-001277,-1.5201092832799998
ACH-001278,-1.65611259625
ACH-001280,-1.5119969262200001
ACH-001283,-1.6783475819
ACH-001289,-1.63261466186
ACH-001295,-1.7789828538599999
ACH-001300,-1.8024483804599998
ACH-001301,-1.5660856113400001
ACH-001302,-1.46711047811
ACH-001303,-1.50071292516
ACH-001306,-1.59336388044
ACH-001318,-1.59259797691
ACH-001322,-1.3154971071200001
ACH-001328,-1.47723412336
ACH-001332,-1.25505109155
ACH-001333,-1.6144546219999998
ACH-001336,-1.4725407200799998
ACH-001340,-1.69663443442
ACH-001346,-1.47941618475
ACH-001353,-1.7514543771700002
ACH-001354,-1.37872995187
ACH-001367,-1.6259574892500002
ACH-001368,-1.8859070074900002
ACH-001374,-1.8054866808400003
ACH-001375,-1.5765542146399998
ACH-001377,-1.6560775181999998
ACH-001380,-1.8581894652000002
ACH-001391,-2.03328207241
ACH-001407,-1.7682929354799999
ACH-001408,-1.54226337226
ACH-001413,-1.39636069594
ACH-001430,-1.49825534278
ACH-001431,-1.67385288204
ACH-001450,-1.48645672502
ACH-001496,-1.9556305876400002
ACH-001500,-1.6002228293399998
ACH-001521,-1.63464630324
ACH-001523,-1.49499492201
ACH-001532,-1.71784221553
ACH-001536,-1.52752175081
ACH-001550,-1.60730234861
ACH-001552,-1.47509465606
ACH-001554,-1.64746293495
ACH-001645,-1.7370571562700001
ACH-001654,-1.4582270163600002
ACH-001715,-1.6313952364300002
ACH-001735,-1.70049498625
ACH-001736,-1.64797990556
ACH-001737,-1.94576414621
ACH-001740,-1.7198289291099997
ACH-001745,-1.7163142460499998
ACH-001750,-1.7197999556099999
ACH-001765,-1.5800017161500002
ACH-001956,-1.60679684102
ACH-001957,-1.456472316
