,POM121C (100101267)
ACH-000222,-0.36465871219499996
ACH-000223,-0.37679082041999995
ACH-000226,-0.50703607022
ACH-000227,-0.06641319155690001
ACH-000228,-0.369453258703
ACH-000231,-0.46955871866000004
ACH-000232,-0.204445672836
ACH-000233,-0.0844255434324
ACH-000234,-0.223507143181
ACH-000235,-0.26829976393800004
ACH-000237,-0.401449275471
ACH-000238,-0.249057636213
ACH-000243,-0.223860588341
ACH-000244,-0.155188337536
ACH-000246,-0.330126369429
ACH-000248,-0.067980345039
ACH-000250,-0.317556438096
ACH-000251,0.16035993531099998
ACH-000253,-0.402826412721
ACH-000255,-0.344445560325
ACH-000256,-0.271938654049
ACH-000257,-0.26935260858000004
ACH-000258,-0.39699390803900003
ACH-000259,-0.12370331667199999
ACH-000260,-0.203960672834
ACH-000261,-0.41605310784500005
ACH-000262,-0.345685433437
ACH-000263,-0.592501229111
ACH-000264,-0.46295091018600004
ACH-000265,0.0676341169325
ACH-000266,-0.208771816994
ACH-000272,-0.268992872102
ACH-000273,-0.19697914712200001
ACH-000274,-0.234773189146
ACH-000277,-0.11115930607
ACH-000278,-0.44679264492700005
ACH-000279,-0.14401744501
ACH-000280,-0.391198235051
ACH-000281,-0.00910546460608
ACH-000288,-0.237868277623
ACH-000291,-0.39262438751999995
ACH-000293,-0.350184679154
ACH-000294,-0.23297509502099997
ACH-000295,-0.231685211901
ACH-000296,-0.405938156196
ACH-000302,-0.317705883155
ACH-000304,-0.261927633043
ACH-000307,-0.324050123967
ACH-000308,-0.385902930251
ACH-000310,-0.25013667289
ACH-000311,-0.155679314539
ACH-000312,-0.164298328548
ACH-000315,-0.482216732528
ACH-000316,-0.295360081993
ACH-000317,-0.298469193765
ACH-000318,-0.46682969517800005
ACH-000319,-0.141995555837
ACH-000320,-0.217864721171
ACH-000322,-0.45065379209600004
ACH-000323,-0.22030715333599998
ACH-000324,-0.22741693432500001
ACH-000329,-0.301293337751
ACH-000330,-0.293767888719
ACH-000331,-0.38311828202
ACH-000332,-0.17842075289099998
ACH-000334,-0.30039232913
ACH-000335,-0.329256119336
ACH-000336,-0.23522772859000002
ACH-000337,-0.193446109069
ACH-000339,-0.48371212001999997
ACH-000341,-0.450028428348
ACH-000348,-0.378851543018
ACH-000350,-0.126344824608
ACH-000352,-0.165762344559
ACH-000356,-0.416063827522
ACH-000361,-0.183748305537
ACH-000362,-0.296228554832
ACH-000363,-0.1315094738
ACH-000364,-0.268081206879
ACH-000365,-0.378258745811
ACH-000366,-0.0564327747121
ACH-000368,-0.443434738464
ACH-000374,-0.6080071311640001
ACH-000375,-0.458648501843
ACH-000376,-0.145135209388
ACH-000381,-0.298147410733
ACH-000383,-0.261194493375
ACH-000387,-0.197898430476
ACH-000389,0.07098447828269999
ACH-000390,-0.20155103500500002
ACH-000393,-0.455492549115
ACH-000395,-0.421598839041
ACH-000397,-0.26666230159800003
ACH-000401,-0.35771912107500003
ACH-000402,-0.24023000866
ACH-000403,-0.417630422834
ACH-000404,-0.347058976993
ACH-000406,-0.402605657212
ACH-000407,0.0133708555891
ACH-000408,-0.402358203799
ACH-000410,-0.0756218693107
ACH-000411,-0.597416241371
ACH-000414,-0.445337232788
ACH-000415,-0.478891510831
ACH-000416,-0.38487503215999996
ACH-000420,-0.225829557899
ACH-000421,-0.488028533337
ACH-000424,0.014408822155299999
ACH-000425,-0.320743702027
ACH-000426,-0.239355644238
ACH-000427,-0.655192585993
ACH-000433,-0.284307695572
ACH-000436,-0.22224838221299997
ACH-000444,-0.05149958891030001
ACH-000445,0.0296172089085
ACH-000448,-0.40404979374
ACH-000450,-0.433458595603
ACH-000452,-0.556344999764
ACH-000454,-0.158504880412
ACH-000458,-0.270864571264
ACH-000459,-0.309874836579
ACH-000460,-0.058119765969599994
ACH-000461,-0.253806830397
ACH-000463,-0.21639257401700002
ACH-000464,-0.239839995114
ACH-000466,-0.0929886640809
ACH-000467,-0.40306205401699996
ACH-000468,-0.232055403853
ACH-000469,-0.44881155913000004
ACH-000470,-0.31417154326499996
ACH-000471,-0.165430805165
ACH-000472,-0.257603236904
ACH-000473,-0.192064061879
ACH-000475,-0.114612988967
ACH-000476,-0.259366372827
ACH-000477,-0.41996633366499997
ACH-000480,-0.302386833506
ACH-000481,-0.334523513946
ACH-000483,-0.461403812042
ACH-000484,-0.392314222223
ACH-000485,-0.0858789311269
ACH-000486,-0.371415141891
ACH-000487,-0.0699404168693
ACH-000488,-0.35498099726
ACH-000490,-0.155361170601
ACH-000491,-0.151117674708
ACH-000495,-0.3735231421
ACH-000496,-0.0723808662373
ACH-000499,-0.256371806562
ACH-000500,-0.0895431815491
ACH-000502,-0.5422931974790001
ACH-000503,0.36038623772
ACH-000505,-0.238637065259
ACH-000507,-0.284095716253
ACH-000510,-0.256636037531
ACH-000511,-0.283217718535
ACH-000512,-0.362857977002
ACH-000516,-0.40031153473700004
ACH-000517,-0.0899458539336
ACH-000518,-0.26336244523200003
ACH-000520,-0.275996716759
ACH-000521,0.0668409623589
ACH-000522,-0.297010255118
ACH-000524,-0.11687628150900001
ACH-000527,-0.47111141290700004
ACH-000528,-0.37105615257200003
ACH-000537,-0.420362796734
ACH-000541,-0.328903242341
ACH-000542,-0.351320530266
ACH-000544,-0.44864938116499997
ACH-000545,-0.23450464283599998
ACH-000547,-0.493939808519
ACH-000548,-0.0328273619931
ACH-000549,-0.256857808741
ACH-000550,-0.48152847291
ACH-000552,-0.34882524691399996
ACH-000556,-0.261248308098
ACH-000557,-0.233367919875
ACH-000570,-0.297357020551
ACH-000571,-0.328761549332
ACH-000573,-0.39810168560000003
ACH-000576,-0.493668569748
ACH-000580,-0.383299297832
ACH-000584,-0.275789551697
ACH-000585,-0.323465694558
ACH-000588,-0.471003437534
ACH-000589,-0.462850418716
ACH-000591,-0.202923491044
ACH-000593,-0.252476767577
ACH-000600,-0.344076062041
ACH-000601,-0.21021194096
ACH-000604,-0.404784411536
ACH-000605,-0.165260962092
ACH-000606,-0.340517323964
ACH-000608,-0.14119867430400002
ACH-000614,-0.35924680260700004
ACH-000616,-0.106732592041
ACH-000618,-0.120069764653
ACH-000619,-0.116984750259
ACH-000620,-0.100268235064
ACH-000621,-0.586908507955
ACH-000622,-0.36590256348000005
ACH-000623,-0.120663241677
ACH-000624,-0.501023234234
ACH-000627,-0.161318728079
ACH-000630,-0.356371769617
ACH-000632,-0.31039421175500004
ACH-000633,-0.23941074679699997
ACH-000637,-0.31716655932300003
ACH-000638,-0.26465890270799997
ACH-000646,-0.29097431382800004
ACH-000647,0.116046148813
ACH-000648,-0.128885370569
ACH-000649,-0.262168322222
ACH-000651,-0.141519596908
ACH-000652,-0.284802090288
ACH-000653,-0.0895772171557
ACH-000657,-0.277419380066
ACH-000658,-0.206782073081
ACH-000661,-0.143601614514
ACH-000662,-0.5407307908810001
ACH-000663,-0.217864634026
ACH-000665,-0.475061167679
ACH-000671,-0.160623890346
ACH-000673,-0.489754533665
ACH-000676,-0.249411612085
ACH-000677,-0.24208821909000003
ACH-000681,-0.230367597579
ACH-000682,-0.542446189921
ACH-000683,-0.08003546831189999
ACH-000684,-0.344351459188
ACH-000688,0.15842552723300002
ACH-000693,-0.246922065683
ACH-000694,-0.337330305882
ACH-000695,-0.028131774246400003
ACH-000696,-0.30614873261500003
ACH-000697,-0.540302118561
ACH-000699,-0.547224494802
ACH-000701,-0.104248246622
ACH-000706,-0.24317060504700003
ACH-000711,-0.48717387113300004
ACH-000713,-0.389512189191
ACH-000714,-0.232566852317
ACH-000718,-0.151069943455
ACH-000720,-0.491392952663
ACH-000721,-0.28335185868900004
ACH-000724,-0.10590761410800001
ACH-000725,-0.5544610874970001
ACH-000732,-0.473124589377
ACH-000734,-0.113982583944
ACH-000735,-0.123880927015
ACH-000736,-0.453123864463
ACH-000738,-0.500674841334
ACH-000746,-0.08742272629039999
ACH-000747,-0.239481385561
ACH-000748,-0.23891845079799998
ACH-000753,-0.14770142070599998
ACH-000756,0.0947852494143
ACH-000757,-0.35157788950999996
ACH-000758,-0.243908000479
ACH-000760,0.029110287719200004
ACH-000763,0.000670695908622
ACH-000764,-0.6329818818899999
ACH-000765,-0.21786778954
ACH-000766,-0.366550552219
ACH-000767,-0.213385737174
ACH-000768,-0.29016569155099997
ACH-000769,-0.38332185772
ACH-000770,-0.383515093644
ACH-000771,-0.46883593586000005
ACH-000773,-0.401982790334
ACH-000776,-0.37728981783200005
ACH-000777,-0.309516676259
ACH-000778,-0.40594066081
ACH-000781,-0.184731650362
ACH-000782,-0.10132632925200001
ACH-000783,-0.521742387902
ACH-000784,-0.22475017770999997
ACH-000785,-0.167689795211
ACH-000787,-0.203241101839
ACH-000788,-0.209847603352
ACH-000791,-0.30725024117
ACH-000792,-0.0804780391223
ACH-000794,-0.20445708482
ACH-000796,-0.34569741975199997
ACH-000799,-0.37779907674400004
ACH-000800,-0.480577121853
ACH-000802,-0.17468600399300002
ACH-000804,-0.36140592187
ACH-000805,-0.40338659546800004
ACH-000809,-0.24182673792800002
ACH-000810,-0.177983319223
ACH-000811,-0.4536373014
ACH-000817,-0.502162986807
ACH-000819,-0.292498469651
ACH-000820,-0.680616595395
ACH-000821,-0.381565448521
ACH-000822,-0.176170405325
ACH-000823,-0.388165422131
ACH-000824,-0.12128200039999999
ACH-000827,-0.257990699518
ACH-000829,-0.143072768804
ACH-000831,-0.263661706432
ACH-000832,-0.291042851445
ACH-000833,-0.17070347897
ACH-000834,-0.197239213847
ACH-000835,-0.222494014292
ACH-000836,-0.39519426601700003
ACH-000837,-0.240403299904
ACH-000838,-0.22551547201699998
ACH-000839,-0.0321494751637
ACH-000840,-0.18638002988400001
ACH-000841,-0.10655899017899999
ACH-000843,-0.417551660823
ACH-000846,-0.61225497083
ACH-000847,-0.161375494126
ACH-000848,-0.44619487448899997
ACH-000849,-0.243705405202
ACH-000851,-0.38396488509599996
ACH-000855,-0.5069321581530001
ACH-000856,-0.385453463724
ACH-000858,-0.248753424441
ACH-000859,-0.307458475748
ACH-000861,-0.19615973019299998
ACH-000862,-0.274743443927
ACH-000865,-0.107521636919
ACH-000866,-0.238179371182
ACH-000867,-0.452650301234
ACH-000869,-0.269955741057
ACH-000872,-0.167870365526
ACH-000873,-0.372363805514
ACH-000876,-0.23478529480799998
ACH-000878,-0.25620157862599996
ACH-000880,-0.13038375444
ACH-000881,-0.413560182062
ACH-000882,-0.29293400571999995
ACH-000884,-0.358722772037
ACH-000885,-0.33063727673099996
ACH-000887,-0.341557035606
ACH-000888,-0.34229391776
ACH-000889,-0.69787890978
ACH-000890,-0.472533050954
ACH-000896,-0.0435109050581
ACH-000898,-0.646578686496
ACH-000900,-0.287918180902
ACH-000901,-0.258234126967
ACH-000905,-0.147908270742
ACH-000906,-0.206056025605
ACH-000907,-0.298370504283
ACH-000910,-0.0675218704557
ACH-000911,-0.384336969354
ACH-000912,-0.38903263746
ACH-000913,-0.159848641012
ACH-000915,-0.238321620566
ACH-000916,-0.44773018978699997
ACH-000917,-0.477184875651
ACH-000921,-0.466902716395
ACH-000924,-0.27151065894000004
ACH-000926,-0.22326315114999998
ACH-000928,-0.488060711403
ACH-000929,-0.442874594897
ACH-000932,-0.437981996167
ACH-000935,-0.639881549846
ACH-000936,-0.0303072878497
ACH-000937,-0.192621679832
ACH-000938,-0.37926430668600003
ACH-000939,-0.191787835465
ACH-000941,-0.400985699696
ACH-000943,-0.17051930356800002
ACH-000946,-0.28020480514199997
ACH-000947,-0.267223232768
ACH-000948,-0.244765173347
ACH-000950,-0.099170371963
ACH-000953,-0.28062207336899997
ACH-000957,-0.235640027713
ACH-000958,-0.33839561756700004
ACH-000960,-0.328286178747
ACH-000963,-0.518556559356
ACH-000968,-0.525988403687
ACH-000969,-0.283345598578
ACH-000973,-0.128849720319
ACH-000974,-0.138009128349
ACH-000975,-0.12568128200200002
ACH-000976,-0.42380071254199997
ACH-000978,-0.510351586954
ACH-000980,-0.155083545381
ACH-000984,-0.19099726962900002
ACH-000986,-0.51727669758
ACH-000988,-0.271359824673
ACH-000993,-0.400946292472
ACH-000994,-0.136296761264
ACH-000996,-0.569864510366
ACH-001001,-0.610681555522
ACH-001020,-0.14606960249700002
ACH-001028,-0.180370947923
ACH-001031,-0.266789341904
ACH-001038,-0.23451112528499998
ACH-001048,-0.251164046047
ACH-001050,-0.0918845660071
ACH-001053,-0.187069320096
ACH-001054,-0.24051601382100002
ACH-001061,-0.355173349326
ACH-001067,-0.229267716184
ACH-001075,-0.405051862611
ACH-001096,-0.143978767813
ACH-001128,-0.625255903071
ACH-001134,-0.36018628032899996
ACH-001151,-0.40145757117799996
ACH-001163,-0.47741920595
ACH-001164,-0.325094534854
ACH-001173,-0.297123624211
ACH-001183,-0.327624912466
ACH-001184,-0.100295906568
ACH-001190,-0.518290544004
ACH-001192,-0.10573648628599999
ACH-001193,-0.13130964324799999
ACH-001196,-0.21189437570099998
ACH-001197,-0.590062645518
ACH-001205,-0.0872916610358
ACH-001211,-0.411785028951
ACH-001212,-0.393328210255
ACH-001228,-0.553746758489
ACH-001232,-0.036350045323400006
ACH-001239,-0.261526016618
ACH-001274,-0.13336984917199998
ACH-001275,-0.17943397143800002
ACH-001277,0.00674361216441
ACH-001278,0.05666460695140001
ACH-001280,-0.730597781004
ACH-001283,0.028656152674799998
ACH-001289,-0.32511305376
ACH-001295,-0.323149053808
ACH-001300,-0.27528035889400004
ACH-001301,-0.253335427388
ACH-001302,-0.253861978173
ACH-001303,-0.285027607048
ACH-001306,-0.485190923227
ACH-001318,-0.187408539325
ACH-001322,-0.0996458252876
ACH-001328,-0.320371999617
ACH-001332,-0.631031180545
ACH-001333,-0.39901303380900005
ACH-001336,-0.375163282765
ACH-001340,-0.33918439243
ACH-001346,-0.370226187739
ACH-001353,-0.158512144734
ACH-001354,-0.140832043731
ACH-001367,-0.476365113494
ACH-001368,-0.37311570601899996
ACH-001374,-0.9089073011859999
ACH-001375,-0.401223947838
ACH-001377,-0.0278024686663
ACH-001380,-0.278364929919
ACH-001391,-0.111686968043
ACH-001407,0.022264900517400002
ACH-001408,-0.322551373822
ACH-001413,-0.431011030921
ACH-001430,-0.0700343450438
ACH-001431,-0.161336864181
ACH-001450,-0.433822903077
ACH-001496,-0.40167189222800004
ACH-001500,-0.201276874733
ACH-001521,-0.134117779094
ACH-001523,-0.423233722331
ACH-001532,-0.234215478047
ACH-001536,-0.0262146043112
ACH-001550,-0.299843783862
ACH-001552,0.049100922190699996
ACH-001554,-0.136622256439
ACH-001645,-0.313796127789
ACH-001654,-0.277361000408
ACH-001715,-0.0888391758883
ACH-001735,-0.10430265584699999
ACH-001736,-0.273310670603
ACH-001737,-0.09567769913429999
ACH-001740,-0.268390848643
ACH-001745,0.149379512349
ACH-001750,-0.20090711761
ACH-001765,-0.442764317206
ACH-001956,-0.538978192227
ACH-001957,-0.5806098360949999
