,HIGD1C (613227)
ACH-000004,0.05692362558130001
ACH-000007,0.00433599420205
ACH-000009,0.03376021125
ACH-000011,0.254990078632
ACH-000012,0.0665270465658
ACH-000013,-0.0631572974011
ACH-000014,0.180309014279
ACH-000015,0.011469721961900001
ACH-000017,0.12396776595100001
ACH-000018,0.00940118499272
ACH-000019,-0.030872208739099995
ACH-000021,-0.08574595562920001
ACH-000022,0.0342493905855
ACH-000025,-0.00705998900808
ACH-000028,0.0077000013836
ACH-000030,-0.00552953315572
ACH-000035,0.0340053117693
ACH-000036,0.120974208751
ACH-000037,0.0829835746359
ACH-000039,0.263512332022
ACH-000040,0.0551210560867
ACH-000041,0.127102055756
ACH-000042,0.12720652567
ACH-000045,0.075385387121
ACH-000047,0.206941319923
ACH-000052,0.24945223367199998
ACH-000053,0.060221396176199996
ACH-000054,-0.0205327788804
ACH-000055,0.00957799553926
ACH-000060,0.319516251726
ACH-000067,-0.026497815570099996
ACH-000070,-0.0116875716498
ACH-000075,0.010760154887700001
ACH-000078,0.0018408225652699998
ACH-000082,0.0684702932128
ACH-000085,0.1667242785
ACH-000086,-0.00486825396733
ACH-000087,-0.116902199782
ACH-000092,0.0406250932078
ACH-000095,0.191126535163
ACH-000097,0.07895489924810001
ACH-000098,0.12784085236
ACH-000099,-0.0621791299266
ACH-000108,0.223196770783
ACH-000113,0.0374644081815
ACH-000115,0.0294801141073
ACH-000116,0.038429305834699994
ACH-000118,0.0175214877907
ACH-000120,0.05740008977000001
ACH-000123,-0.017717494576
ACH-000127,0.0542507901645
ACH-000128,0.015056500291299998
ACH-000132,0.198445174634
ACH-000133,-0.117149148599
ACH-000137,0.041433277875
ACH-000138,0.0779369435156
ACH-000142,0.045276875965099994
ACH-000143,0.0410693199524
ACH-000146,0.103390094239
ACH-000148,0.0848813936143
ACH-000150,-0.07398057749039999
ACH-000152,7.4483496421e-05
ACH-000153,0.0452618658165
ACH-000159,-0.0453397625626
ACH-000160,0.0606047054215
ACH-000163,0.163300335581
ACH-000167,0.044240160681800006
ACH-000168,-0.040347377053999996
ACH-000169,0.061511050986599994
ACH-000178,0.077121897073
ACH-000182,0.0560908867136
ACH-000183,0.06439400368840001
ACH-000188,0.18482789304400002
ACH-000189,0.028963472557900004
ACH-000190,0.05073019859590001
ACH-000198,0.067110584337
ACH-000204,-0.149089255692
ACH-000206,0.020216760604900002
ACH-000207,0.20770837897799999
ACH-000211,0.133929569873
ACH-000215,0.0118382541962
ACH-000221,0.0757965440187
ACH-000222,-0.00415473293353
ACH-000223,-0.061184731722800006
ACH-000226,0.143287232194
ACH-000227,-0.050390528827800006
ACH-000228,0.0646064036482
ACH-000231,0.150204749023
ACH-000232,0.019668389666400003
ACH-000233,0.132256919609
ACH-000234,0.0425134779923
ACH-000235,0.03958860107
ACH-000237,0.06894082978230001
ACH-000238,-0.0376188771063
ACH-000243,0.0169962227817
ACH-000244,0.256433668345
ACH-000246,-0.164162535257
ACH-000248,0.044948707805
ACH-000250,0.196467277025
ACH-000251,-0.0389297796811
ACH-000253,0.124898651031
ACH-000255,0.026985173754599998
ACH-000256,0.0674127991365
ACH-000257,-0.0306986322384
ACH-000258,0.118690654991
ACH-000259,0.130951443458
ACH-000260,0.13138013718699998
ACH-000261,0.057298513054599993
ACH-000262,0.12437677017899999
ACH-000263,0.00699915417777
ACH-000264,-0.0395568458096
ACH-000265,0.125941208718
ACH-000266,-0.0115952413768
ACH-000272,0.12269311392200001
ACH-000273,-0.0140244805048
ACH-000274,0.0321611365016
ACH-000277,0.0062561886445900005
ACH-000278,0.0139429283607
ACH-000279,0.00247847423833
ACH-000280,0.120529325047
ACH-000281,-0.0555316749103
ACH-000288,0.109292820483
ACH-000291,0.046348254930099995
ACH-000293,-0.03641878838319999
ACH-000294,0.04054458892980001
ACH-000295,0.08531657641560002
ACH-000296,0.0323849753101
ACH-000302,0.00496657429663
ACH-000304,0.132529534934
ACH-000307,0.108511866929
ACH-000308,-0.0014559429350899998
ACH-000310,0.0555600869873
ACH-000311,0.164059499975
ACH-000312,0.156924220254
ACH-000315,0.0836653706326
ACH-000316,0.0836857315828
ACH-000317,-0.0133159169347
ACH-000318,0.0646318828157
ACH-000319,0.017097370396
ACH-000320,0.0746580703108
ACH-000322,-0.059893800153099995
ACH-000323,0.0166398587255
ACH-000324,0.0397934245653
ACH-000329,0.015632899632600002
ACH-000330,0.179980716537
ACH-000331,-0.019461640811999997
ACH-000332,0.05597143770119999
ACH-000334,-0.044970798486
ACH-000335,0.137880282618
ACH-000336,0.23154000326699997
ACH-000337,0.005792722555409999
ACH-000339,-0.0386672807606
ACH-000341,-0.07152571959660001
ACH-000348,0.0522156851327
ACH-000350,-0.0316485980345
ACH-000352,0.007331960007270001
ACH-000356,-0.21373489788400002
ACH-000361,0.11520723460200001
ACH-000362,0.0963393015498
ACH-000363,0.15368292877999998
ACH-000364,0.0304138538996
ACH-000365,-0.017245351678200002
ACH-000366,-0.0641020524669
ACH-000368,0.0536184761118
ACH-000374,0.0991820633834
ACH-000375,0.142155953861
ACH-000376,0.111852543301
ACH-000381,0.07020251350710001
ACH-000383,0.116515700636
ACH-000387,0.011958908733899999
ACH-000389,0.194284606719
ACH-000390,0.163621648358
ACH-000393,0.15720474158199998
ACH-000395,0.0300271732999
ACH-000397,0.135727852502
ACH-000401,0.203357573534
ACH-000402,0.09943197431749999
ACH-000403,0.0569418089353
ACH-000404,0.0907419155888
ACH-000406,0.048976775804000006
ACH-000407,-0.0408039225106
ACH-000408,0.00781654777658
ACH-000410,-0.0436425573425
ACH-000411,0.113966261644
ACH-000414,0.080879281564
ACH-000415,0.13053110820900002
ACH-000416,-0.0211560460428
ACH-000420,-0.0353655370553
ACH-000421,0.0538022692282
ACH-000424,-0.148022466038
ACH-000425,0.0385100102987
ACH-000426,0.0981992971905
ACH-000427,0.054886413004599996
ACH-000433,-0.000950990951395
ACH-000436,0.015560704609299997
ACH-000444,0.102878652908
ACH-000445,0.115127222298
ACH-000448,0.067313124112
ACH-000450,0.0220228229322
ACH-000452,0.0370470117511
ACH-000454,0.12482532965500001
ACH-000458,0.06585962729860001
ACH-000459,0.0938989683867
ACH-000460,0.0924009672463
ACH-000461,0.163027349142
ACH-000463,0.00979333675893
ACH-000464,0.0010837718043
ACH-000466,0.0363636758319
ACH-000467,0.112410723719
ACH-000468,-0.0245353820387
ACH-000469,0.119734447324
ACH-000470,0.140113654991
ACH-000471,0.13040254702600002
ACH-000472,-0.013440616913299999
ACH-000473,0.10103296613700001
ACH-000475,0.0434787626855
ACH-000476,0.135496964056
ACH-000477,0.038967758654099995
ACH-000480,0.20312559568900002
ACH-000481,0.196325902896
ACH-000483,-0.112413135165
ACH-000484,0.162929398325
ACH-000485,0.075196250299
ACH-000486,-0.00673873090005
ACH-000487,0.0121482396626
ACH-000488,-0.00516646676618
ACH-000490,0.0211067872433
ACH-000491,0.13586819357000002
ACH-000495,0.168402415702
ACH-000496,0.103058019364
ACH-000499,0.038062326688099994
ACH-000500,0.0832241933836
ACH-000502,0.1137532983
ACH-000503,0.0177051433127
ACH-000505,0.049198595677300005
ACH-000507,0.023886708351500002
ACH-000510,0.14070210480599998
ACH-000511,0.0436918684458
ACH-000512,0.105354106763
ACH-000516,-0.019565780591099997
ACH-000517,0.12726834205600002
ACH-000518,0.0355162046441
ACH-000520,0.00696697624566
ACH-000521,0.155634914268
ACH-000522,0.049238979856900005
ACH-000524,0.00170078573351
ACH-000527,0.0308140349876
ACH-000528,0.100510790855
ACH-000537,0.00273983104781
ACH-000541,-0.185302711509
ACH-000542,0.0634822748764
ACH-000544,0.0735362355924
ACH-000545,0.0783691760144
ACH-000547,0.0038486864654
ACH-000548,0.080874013871
ACH-000549,-0.0327095263363
ACH-000550,-0.040144937720199995
ACH-000552,0.124754277233
ACH-000556,-0.12337338964700001
ACH-000557,0.11107260064300001
ACH-000570,0.09414081109410001
ACH-000571,0.0533599911649
ACH-000573,0.144997258577
ACH-000576,-0.00590549145127
ACH-000580,0.160241376316
ACH-000584,0.04333335465890001
ACH-000585,0.05836678520409999
ACH-000588,0.0990605587913
ACH-000589,0.0400178209798
ACH-000591,0.021910415975200003
ACH-000593,0.0938257771682
ACH-000600,0.0627011965144
ACH-000601,0.0772413069494
ACH-000604,0.321989832104
ACH-000605,-0.0381860370895
ACH-000606,-0.0681640165644
ACH-000608,-0.00965536763712
ACH-000614,0.0627915282381
ACH-000616,-0.07133521113499999
ACH-000618,0.0274568614148
ACH-000619,0.030859586259400003
ACH-000620,0.007076821614370001
ACH-000621,-0.014830568657799999
ACH-000622,-0.019921691264900003
ACH-000623,0.11671877740900001
ACH-000624,0.0597976206833
ACH-000627,0.06100379616780001
ACH-000630,0.13529653752999998
ACH-000632,0.07736608204960001
ACH-000633,-0.00740309316238
ACH-000637,0.0547097434447
ACH-000638,-0.083888779774
ACH-000646,0.036932917857
ACH-000647,0.012400577113000001
ACH-000648,0.0222557782603
ACH-000649,0.0815467500238
ACH-000651,-0.0391771027866
ACH-000652,0.278483187535
ACH-000653,0.0449539148838
ACH-000657,0.064060208871
ACH-000658,0.10018943059499999
ACH-000661,0.0827367712545
ACH-000662,0.163430266413
ACH-000663,0.0766574520113
ACH-000665,0.0342708972736
ACH-000671,0.0924568382245
ACH-000673,0.0392964649512
ACH-000676,-0.0346580508351
ACH-000677,0.0348162744838
ACH-000681,0.138189183855
ACH-000682,0.020627107476
ACH-000683,0.0666859764187
ACH-000684,0.200823651005
ACH-000688,-0.0650348497136
ACH-000693,0.052704146388800006
ACH-000694,-0.005390091707319999
ACH-000695,-0.038269052865699996
ACH-000696,0.0403158135124
ACH-000697,-0.056522260559999996
ACH-000699,0.121206682901
ACH-000701,0.0427213895187
ACH-000706,0.09787217042739998
ACH-000711,0.0168399223306
ACH-000713,-0.0701027847567
ACH-000714,0.00299448709075
ACH-000718,-0.0233173249449
ACH-000720,0.0561825468537
ACH-000721,0.07758999168700001
ACH-000724,-0.06285382308569999
ACH-000725,-0.051994731185
ACH-000732,0.09922322816439999
ACH-000734,0.0348422059102
ACH-000735,0.005532212126979999
ACH-000736,0.0322078574632
ACH-000738,0.0579357966218
ACH-000746,0.185803746398
ACH-000747,-0.0702839866212
ACH-000748,-0.0354752156457
ACH-000753,0.0445144915158
ACH-000756,-0.000817248166603
ACH-000757,-0.09102195928500001
ACH-000758,-0.01236386296
ACH-000760,0.0672216270414
ACH-000763,0.10644119199799999
ACH-000764,-0.0569121303795
ACH-000765,-0.00486632125752
ACH-000766,-0.020212345088
ACH-000767,0.0954777990017
