,CDC5L (988)
ACH-000410,-1.48071192977
ACH-000411,-1.67082263213
ACH-000414,-1.71182292869
ACH-000415,-1.6260101298700003
ACH-000416,-1.5017402780700002
ACH-000420,-1.17741301074
ACH-000421,-1.44045890666
ACH-000424,-1.78013426635
ACH-000425,-1.35108211222
ACH-000426,-1.33449520548
ACH-000427,-1.6435805056600001
ACH-000433,-1.729244281
ACH-000436,-1.6207367013999998
ACH-000444,-1.61030311307
ACH-000445,-1.24957741442
ACH-000448,-1.51688535915
ACH-000450,-1.65454389176
ACH-000452,-1.6149265142200002
ACH-000454,-1.61637652384
ACH-000458,-1.6401450555000001
ACH-000459,-1.29470921032
ACH-000460,-1.43450909526
ACH-000461,-1.91542634741
ACH-000463,-1.42766911107
ACH-000464,-1.42967316954
ACH-000466,-1.6993404930200002
ACH-000467,-1.62018138259
ACH-000468,-1.82035465428
ACH-000469,-1.64305317262
ACH-000470,-1.5688103380399998
ACH-000471,-1.26269142165
ACH-000472,-1.45876766391
ACH-000473,-1.1926975650700002
ACH-000475,-1.6110005194900001
ACH-000476,-1.57406435527
ACH-000477,-1.5778946476499998
ACH-000480,-1.25049768011
ACH-000481,-1.73635881314
ACH-000483,-1.9730495624400002
ACH-000484,-1.55290910944
ACH-000485,-1.68152292003
ACH-000486,-1.4882273089200002
ACH-000487,-1.7287381706599998
ACH-000488,-1.64573344796
ACH-000490,-1.3338372678000001
ACH-000491,-1.8743766811400002
ACH-000495,-1.53993747769
ACH-000496,-1.8088054977
ACH-000499,-1.6209465508399998
ACH-000500,-1.56086306678
ACH-000502,-1.6646152992899999
ACH-000503,-1.86105013872
ACH-000505,-1.6962430081600002
ACH-000507,-1.48057755771
ACH-000510,-1.6617312042899999
ACH-000511,-1.3714849134600002
ACH-000512,-1.73980099313
ACH-000516,-1.31888382558
ACH-000517,-1.7461201232799999
ACH-000518,-1.60536817131
ACH-000520,-1.4636720502899998
ACH-000521,-1.6201068612399998
ACH-000522,-1.3476142829299997
ACH-000524,-2.29018845888
ACH-000527,-1.44303973283
ACH-000528,-1.40934834106
ACH-000537,-1.4790561453400002
ACH-000541,-1.87211575972
ACH-000542,-1.4254006610699999
ACH-000544,-1.53810152003
ACH-000545,-1.22469141675
ACH-000547,-1.82078142938
ACH-000548,-1.5042320712000001
ACH-000549,-1.5797682225100003
ACH-000550,-1.2016663989299998
ACH-000552,-1.70690327359
ACH-000556,-1.5383872321
ACH-000557,-1.9505550113699999
ACH-000570,-1.5863660437
ACH-000571,-2.02859654913
ACH-000573,-1.57418175997
ACH-000576,-1.74372059338
ACH-000580,-1.686113264
ACH-000584,-1.50017133576
ACH-000585,-1.6204002311599999
ACH-000588,-1.53251297421
ACH-000589,-1.7500617781
ACH-000591,-1.4305908674099999
ACH-000593,-1.383467917
ACH-000600,-1.53371220058
ACH-000601,-1.60627931
ACH-000604,-2.19252969514
ACH-000605,-1.4396931225299998
ACH-000606,-1.5481154871399998
ACH-000608,-1.94618042903
ACH-000614,-1.6737210129299998
ACH-000616,-1.52550057949
ACH-000618,-1.68261661397
ACH-000619,-1.4756624069
ACH-000620,-1.52859522447
ACH-000621,-1.91129899651
ACH-000622,-1.95743257363
ACH-000623,-1.72468526039
ACH-000624,-1.5338061633000002
ACH-000627,-1.25373785161
ACH-000630,-1.51235387825
ACH-000632,-1.2908047815500001
ACH-000633,-2.20382628465
ACH-000637,-1.7428833264599999
ACH-000638,-1.68685717972
ACH-000646,-1.75636327592
ACH-000647,-1.54446080062
ACH-000648,-1.4990536879299998
ACH-000649,-1.63779749679
ACH-000651,-1.6118277450100003
ACH-000652,-1.74859735882
ACH-000653,-1.3604474752200002
ACH-000657,-1.6394102264800001
ACH-000658,-1.8544140004799998
ACH-000661,-1.71833059563
ACH-000662,-1.7022471899200002
ACH-000663,-1.776876301
ACH-000665,-1.6619138372
ACH-000671,-1.91777692852
ACH-000673,-1.55176640398
ACH-000676,-1.39984298291
ACH-000677,-1.1237816297299998
ACH-000681,-1.55713306925
ACH-000682,-1.41042805058
ACH-000683,-1.8856809906599998
ACH-000684,-1.5135359162399997
ACH-000688,-1.5776725721399998
ACH-000693,-1.52066819497
ACH-000694,-1.50285169439
ACH-000695,-1.55556545128
ACH-000696,-1.5001531020399999
ACH-000697,-1.56327508958
ACH-000699,-1.7740526297099999
ACH-000701,-1.54150395226
ACH-000706,-1.33438376406
ACH-000711,-1.58738648276
ACH-000713,-1.0690873796200002
ACH-000714,-1.70037077301
ACH-000718,-1.85889764053
ACH-000720,-1.62067757034
ACH-000721,-1.6518404163999998
ACH-000724,-2.64134086032
ACH-000725,-1.43482684065
ACH-000732,-1.59024962389
ACH-000734,-1.65486438977
ACH-000735,-1.3687414186000002
ACH-000736,-1.60826273166
ACH-000738,-1.39091661141
ACH-000746,-1.37623939833
ACH-000747,-1.36486974496
ACH-000748,-1.4125302415399998
ACH-000753,-1.6712845140700001
ACH-000756,-1.60364017674
ACH-000757,-1.4441025520299997
ACH-000758,-1.57383056197
ACH-000760,-1.26298740028
ACH-000763,-1.70446133549
ACH-000764,-1.40620822105
ACH-000765,-1.8016262032099999
ACH-000766,-1.43859067631
ACH-000767,-1.58376995958
ACH-000768,-1.31182129062
ACH-000769,-1.58599153374
ACH-000770,-1.7677561129099997
ACH-000771,-1.40942362194
ACH-000773,-1.47175855951
ACH-000776,-1.71098551706
ACH-000777,-1.7812079994
ACH-000778,-2.63491002963
ACH-000781,-1.6415281483700002
ACH-000782,-1.5660019991799998
ACH-000783,-1.59597208426
ACH-000784,-1.56427756851
ACH-000785,-1.4837421597999998
ACH-000787,-1.44863189137
ACH-000788,-1.5078383053
ACH-000791,-1.6199578275100002
ACH-000792,-1.58571267299
ACH-000794,-1.3680518407799998
ACH-000796,-1.3544012793
ACH-000799,-1.58630545127
ACH-000800,-1.74813072801
ACH-000802,-1.43903127485
ACH-000804,-1.8405450031200001
ACH-000805,-1.7972414326700001
ACH-000809,-1.48124190333
ACH-000810,-1.93671882382
ACH-000811,-1.57203013773
ACH-000817,-1.33488116438
ACH-000819,-1.2819744211
ACH-000820,-0.680542521692
ACH-000821,-1.91026399553
ACH-000822,-1.4943837147999999
ACH-000823,-1.62090281044
ACH-000824,-1.7347325491699999
ACH-000827,-1.62991395315
ACH-000829,-1.6398667513799998
ACH-000831,-1.5461263189399999
ACH-000832,-1.5457136433399998
ACH-000833,-1.69519878588
ACH-000834,-1.56487818604
ACH-000835,-1.37509758674
ACH-000836,-1.23232293123
ACH-000837,-1.6560390453600002
ACH-000838,-1.8066535892700002
ACH-000839,-1.59657880006
ACH-000840,-1.75996622447
ACH-000841,-1.69833102111
ACH-000843,-1.60070164286
ACH-000846,-1.22822800616
ACH-000847,-1.3776331423
ACH-000848,-1.4947197375799999
ACH-000849,-1.6261616344
ACH-000851,-1.50503576331
ACH-000855,-1.4801866705899998
ACH-000856,-1.65136293873
ACH-000858,-1.397078246
ACH-000859,-1.38885054561
ACH-000861,-1.37564974419
ACH-000862,-1.69180519859
ACH-000865,-1.44289432162
ACH-000866,-1.4216006860100001
ACH-000867,-1.77189331243
ACH-000869,-1.5765364239200002
ACH-000872,-1.44829746724
ACH-000873,-1.53644650413
ACH-000876,-1.8467860657099997
ACH-000878,-1.7870698893099999
ACH-000880,-1.7261048212799999
ACH-000881,-1.61384262188
ACH-000882,-1.53988256979
ACH-000884,-1.5676414145
ACH-000885,-1.4853264122799998
ACH-000887,-1.30733091966
ACH-000888,-1.78870723094
ACH-000889,-1.6800163128
ACH-000890,-1.60168965025
ACH-000896,-1.61895985384
ACH-000898,-1.49768332075
ACH-000900,-1.71293952574
ACH-000901,-1.9340335443599999
ACH-000905,-1.64443622027
ACH-000906,-1.43741072122
ACH-000907,-1.27661217884
ACH-000910,-1.68661360806
ACH-000911,-1.45136238461
ACH-000912,-1.6196649499899998
ACH-000913,-1.48177704736
ACH-000915,-1.55283159225
ACH-000916,-1.56549138347
ACH-000917,-1.2713155359000001
ACH-000921,-1.31868490055
ACH-000924,-1.4730570453299998
ACH-000926,-1.7315563720099998
ACH-000928,-1.55748260301
ACH-000929,-1.30431831861
ACH-000932,-1.6630992383899998
ACH-000935,-1.77210762401
ACH-000936,-1.30853260879
ACH-000937,-1.78795325251
ACH-000938,-1.9317206214200002
ACH-000939,-1.4832478093500001
ACH-000941,-1.7932758620900002
ACH-000943,-1.60391075755
ACH-000946,-1.5282075473299999
ACH-000947,-1.7239239723700002
ACH-000948,-1.7247117281
ACH-000950,-1.0412621114799998
ACH-000953,-2.03419919655
ACH-000957,-1.4236067143900002
ACH-000958,-1.54954781157
ACH-000960,-1.8457368269499999
ACH-000963,-1.66397897854
ACH-000968,-1.5989122557100002
ACH-000969,-1.6961034469799998
ACH-000973,-1.58478492712
ACH-000974,-1.6685760779700003
ACH-000975,-1.2563843876799998
ACH-000976,-1.4348354143200002
ACH-000978,-1.4511011895700001
ACH-000980,-1.56655781271
ACH-000984,-1.78149209664
ACH-000986,-1.6845960848700001
ACH-000988,-1.5298233937
ACH-000993,-1.54393598384
ACH-000994,-1.53453713635
ACH-000996,-1.4668081984799999
ACH-001001,-1.6808061068200002
ACH-001020,-1.1244278794299998
ACH-001028,-1.639802776
ACH-001031,-1.70190495134
ACH-001038,-1.50426818421
ACH-001048,-1.39807771424
ACH-001050,-1.21852168668
ACH-001053,-1.3475007542500002
ACH-001054,-1.33859178031
ACH-001061,-1.6903628638400001
ACH-001067,-1.47064936804
ACH-001075,-1.7584415348500002
ACH-001096,-1.58499695482
ACH-001128,-0.9056573223000001
ACH-001134,-1.60720842189
ACH-001151,-1.51781546947
ACH-001163,-1.6538275998700003
ACH-001164,-1.2262134423
ACH-001173,-1.62723330632
ACH-001183,-1.43713751559
ACH-001184,-1.7731305951900003
ACH-001190,-1.4235309577700002
ACH-001192,-1.56718483478
ACH-001193,-1.8631193966400001
ACH-001196,-1.69695703761
ACH-001197,-1.63079212863
ACH-001205,-1.69850973201
ACH-001211,-1.5628147890700002
ACH-001212,-1.82104078688
ACH-001228,-1.9971788496
ACH-001232,-1.4096714681
ACH-001239,-1.48332777021
ACH-001274,-1.3758631573
ACH-001275,-1.4969017328299998
ACH-001277,-1.56456289054
ACH-001278,-1.5457301744499998
ACH-001280,-1.7000083573500002
ACH-001283,-1.7985514894499999
ACH-001289,-1.47786063619
ACH-001295,-1.49743223474
ACH-001300,-1.80834617133
ACH-001301,-1.552883657
ACH-001302,-1.1244678894
ACH-001303,-1.27308838908
ACH-001306,-1.3876466978600002
ACH-001318,-1.3819346769
ACH-001322,-1.40736374458
ACH-001328,-1.5459748866799998
ACH-001332,-1.47792507763
ACH-001333,-1.6542331684799998
ACH-001336,-1.3694223107299999
ACH-001340,-1.49553722613
ACH-001346,-1.43297380325
ACH-001353,-1.5760348218399998
ACH-001354,-1.97106842762
ACH-001367,-1.18147059502
ACH-001368,-1.57554347465
ACH-001374,-1.1613272044299998
ACH-001375,-1.7965167379900002
ACH-001377,-1.64444465934
ACH-001380,-1.66198871839
ACH-001391,-1.67472397287
ACH-001407,-1.4685177801499998
ACH-001408,-1.7465089101599998
ACH-001413,-1.44200437504
ACH-001430,-1.46357306352
ACH-001431,-1.85126943445
ACH-001450,-1.72808773209
ACH-001496,-1.2112188701
ACH-001500,-1.4616256788100002
ACH-001521,-1.5880340425400001
ACH-001523,-1.62156683146
ACH-001532,-1.56115181894
ACH-001536,-1.5221056073800001
ACH-001550,-1.27349442974
ACH-001552,-1.73268666032
ACH-001554,-1.6567546059
ACH-001645,-1.7700920429099998
ACH-001654,-1.78431303815
ACH-001715,-1.50095363956
ACH-001735,-1.58176733456
ACH-001736,-1.7541282617299998
ACH-001737,-1.77253372685
ACH-001740,-1.41884047269
ACH-001745,-1.71179555902
ACH-001750,-1.60306625021
ACH-001765,-1.7272894100099998
ACH-001956,-1.62168529239
ACH-001957,-1.58278237113
