,HTR3D (200909)
ACH-000004,0.0260294041476
ACH-000007,-0.101448774531
ACH-000009,-0.20143022605799998
ACH-000011,-0.18527220737199998
ACH-000012,-0.00522178680369
ACH-000013,-0.0490198054037
ACH-000014,-0.0336160153325
ACH-000015,-0.051733481316300005
ACH-000017,-0.072155769504
ACH-000018,-0.21664631038499998
ACH-000019,0.095071463533
ACH-000021,-0.0254338521405
ACH-000022,-0.202429504984
ACH-000025,-0.09435566915100001
ACH-000028,-0.20639742943300002
ACH-000030,-0.10318785305299999
ACH-000035,-0.0267109759082
ACH-000036,-0.237497976096
ACH-000037,-0.013617136044299998
ACH-000039,-0.23181800803599997
ACH-000040,-0.118094595986
ACH-000041,-0.15671868620100002
ACH-000042,-0.150926671842
ACH-000045,-0.298955768313
ACH-000047,-0.270189611727
ACH-000052,-0.0139731733794
ACH-000053,-0.11172355713500001
ACH-000054,-0.240776592539
ACH-000055,-0.0159688023841
ACH-000060,-0.09476086245960001
ACH-000067,0.025863138144799996
ACH-000070,0.13230203525999998
ACH-000075,-0.014574150263499999
ACH-000078,-0.12593845424699998
ACH-000082,0.0326653675902
ACH-000085,0.032542689382
ACH-000086,-0.0487928886649
ACH-000087,-0.0599334981721
ACH-000092,-0.21588810676800002
ACH-000095,-0.18245171863600002
ACH-000097,-0.18974560922800002
ACH-000098,0.0649121765254
ACH-000099,-0.04874426203369999
ACH-000108,-0.321200851644
ACH-000113,-0.23164771655900002
ACH-000115,0.025202714569299997
ACH-000116,-0.07507971178669999
ACH-000118,-0.155228794144
ACH-000120,-0.09908161205769998
ACH-000123,-0.131994798006
ACH-000127,-0.0661144213506
ACH-000128,-0.215671091103
ACH-000132,-0.0465084000586
ACH-000133,-0.149364578936
ACH-000137,0.0356877963726
ACH-000138,-0.286112623051
ACH-000142,-0.0379619305589
ACH-000143,0.0801105893773
ACH-000146,-0.07599217704069999
ACH-000148,-0.228663155317
ACH-000150,-0.12782563741900002
ACH-000152,0.0659757386838
ACH-000153,-0.297245339856
ACH-000159,-0.22281283355099998
ACH-000160,-0.263178480808
ACH-000163,-0.0169122136066
ACH-000167,0.11028742853800001
ACH-000168,-0.141669745605
ACH-000169,-0.059943553439800006
ACH-000178,0.0506153624317
ACH-000182,-0.107776384659
ACH-000183,-0.0664567051091
ACH-000188,0.054084766386599994
ACH-000189,-0.25309237745499996
ACH-000190,-0.0642730241208
ACH-000198,-0.12086717782199999
ACH-000204,-0.0101964667281
ACH-000206,-0.168044866133
ACH-000207,0.019231843133099998
ACH-000211,-0.06579958043980001
ACH-000215,-0.143121976414
ACH-000221,0.059931802295199996
ACH-000222,0.0552496082414
ACH-000223,-0.186580298928
ACH-000226,-0.0347531571907
ACH-000227,-0.17640266449499997
ACH-000228,0.13031826048
ACH-000231,-0.04355194569569999
ACH-000232,-0.174828884521
ACH-000233,0.0323900160133
ACH-000234,-0.31908724506999997
ACH-000235,-0.21094270638300003
ACH-000237,-6.98831771455e-05
ACH-000238,-0.295353959537
ACH-000243,-0.131214169866
ACH-000244,-0.099044321625
ACH-000246,-0.154027048919
ACH-000248,0.157046859847
ACH-000250,-0.11687181027799999
ACH-000251,0.00662833503147
ACH-000253,-0.0156109998335
ACH-000255,-0.05142834378
ACH-000256,-0.17300253481400002
ACH-000257,-0.151237969898
ACH-000258,-0.255855149741
ACH-000259,-0.133605062538
ACH-000260,-0.176008263615
ACH-000261,-0.122048836681
ACH-000262,-0.360492516931
ACH-000263,-0.0119448687194
ACH-000264,-0.0287923361681
ACH-000265,-0.0844394896026
ACH-000266,-0.138695786505
ACH-000272,-0.155694361354
ACH-000273,0.0074061301020600006
ACH-000274,-0.165551254028
ACH-000277,-0.0395503610364
ACH-000278,-0.16250478243
ACH-000279,-0.250971109003
