,MTPAP (55149)
ACH-000004,-0.833019526818
ACH-000007,-1.0858187367899998
ACH-000009,-0.598043672256
ACH-000011,-0.604489524592
ACH-000012,-1.22254645705
ACH-000013,-1.23651542155
ACH-000014,-1.08160578116
ACH-000015,-1.12923539784
ACH-000017,-0.906578768784
ACH-000018,-1.50185680917
ACH-000019,-1.4272855901600001
ACH-000021,-0.7403972989929999
ACH-000022,-1.11019769687
ACH-000025,-1.04993006427
ACH-000028,-1.00590724775
ACH-000030,-0.937490157692
ACH-000035,-1.2942869667299999
ACH-000036,-0.33206808499400003
ACH-000037,-0.952372473719
ACH-000039,-0.706088845199
ACH-000040,-0.662423450334
ACH-000041,-0.48006351932400004
ACH-000042,-0.993330252314
ACH-000045,-1.2359758975200001
ACH-000047,-1.1256310246799999
ACH-000052,-0.6946963370029999
ACH-000053,-0.939227073048
ACH-000054,-1.20113600207
ACH-000055,-0.6857269534550001
ACH-000060,-0.773541132123
ACH-000067,-0.8245994745649999
ACH-000070,-0.890070095521
ACH-000075,-0.934716456821
ACH-000078,-0.650875652834
ACH-000082,-0.621271180394
ACH-000085,-1.4511440607600001
ACH-000086,-1.3281421398
ACH-000087,-1.25866066198
ACH-000092,-0.45294493530599994
ACH-000095,-0.46899541751100005
ACH-000097,-0.6346404545809999
ACH-000098,-0.9103193407119999
ACH-000099,-0.9867233197849999
ACH-000108,-0.508077314925
ACH-000113,-1.10265560581
ACH-000115,-1.0455568281799998
ACH-000116,-1.1532405214700001
ACH-000118,-1.20080305323
ACH-000120,-0.8624409166879999
ACH-000123,-0.997493434396
ACH-000127,-1.31210283464
ACH-000128,-1.56616878726
ACH-000132,-0.856284292603
ACH-000133,-0.975289130396
ACH-000137,-0.638249263251
ACH-000138,-1.1894808674
ACH-000142,-0.676500244958
ACH-000143,-0.890155568322
ACH-000146,-0.780509964086
ACH-000148,-1.0361499887299999
ACH-000150,-1.3053097229200001
ACH-000152,-0.8539732816
ACH-000153,-0.9111900048129999
ACH-000159,-0.605508537675
ACH-000160,-1.5244145766
ACH-000163,-0.6483511442750001
ACH-000167,-0.963535537975
ACH-000168,-0.642233487488
ACH-000169,-0.867676630401
ACH-000178,-1.08701678717
ACH-000182,-1.42663491033
ACH-000183,-1.07086919424
ACH-000188,-1.20143669192
ACH-000189,-0.9899299838310001
ACH-000190,-1.1532986381700001
ACH-000198,-1.1100335027500001
ACH-000204,-0.969858585681
ACH-000206,-0.788483433988
ACH-000207,-1.79378975879
ACH-000211,-1.01963513817
ACH-000215,-1.34905910984
ACH-000221,-1.42832909287
ACH-000222,-0.7711635060169999
ACH-000223,-0.872784003044
ACH-000226,-0.8607313756980001
ACH-000227,-0.904603888778
ACH-000228,-0.830956973549
ACH-000231,-0.8606789157870001
ACH-000232,-1.33126834246
