,GPBAR1 (151306)
ACH-000004,-0.272653531588
ACH-000007,-0.310595102806
ACH-000009,-0.438248663211
ACH-000011,-0.06944017618039999
ACH-000012,-0.166558229834
ACH-000013,-0.0975446642067
ACH-000014,-0.0274508430469
ACH-000015,-0.182047962745
ACH-000017,-0.0402471812631
ACH-000018,-0.128756573589
ACH-000019,-0.14267421203199998
ACH-000021,-0.0320933807304
ACH-000022,-0.339094414475
ACH-000025,-0.03621188478219999
ACH-000028,-0.152039208527
ACH-000030,-0.135402393743
ACH-000035,0.0128535520765
ACH-000036,-0.0767811606119
ACH-000037,-0.04937831338259999
ACH-000039,-0.462670819177
ACH-000040,-0.018391424347599997
ACH-000041,-0.247141749604
ACH-000042,-0.08556141248569998
ACH-000045,-0.294151284711
ACH-000047,-0.280245777845
ACH-000052,0.023959692916700002
ACH-000053,-0.00018696406013299997
ACH-000054,-0.227180274854
ACH-000055,-0.174842311034
ACH-000060,-0.021189443717799995
ACH-000067,-0.23922337072500002
ACH-000070,0.0183185701781
ACH-000075,-0.410285139475
ACH-000078,-0.21210821647
ACH-000082,-0.241451755038
ACH-000085,-0.270554929433
ACH-000086,-0.130927041205
ACH-000087,0.054945134130199996
ACH-000092,-0.09471948338580001
ACH-000095,-0.11307156673900001
ACH-000097,-0.145680802542
ACH-000098,-0.237785341807
ACH-000099,-0.131368305242
ACH-000108,-0.225434397153
ACH-000113,-0.222702950972
ACH-000115,-0.143411126374
ACH-000116,-0.126339950293
ACH-000118,-0.106477884036
ACH-000120,-0.0241317510307
ACH-000123,-0.218029465546
ACH-000127,-0.23080092145999997
ACH-000128,-0.129587389167
ACH-000132,-0.118815061542
ACH-000133,-0.22590755651299999
ACH-000137,-0.10176983140000001
ACH-000138,-0.00903054298415
ACH-000142,0.050323492755000004
ACH-000143,-0.038770527887699996
ACH-000146,-0.127839978103
ACH-000148,-0.141368124786
ACH-000150,-0.0885917260327
ACH-000152,-0.24702453806299998
ACH-000153,-0.13574339900000001
ACH-000159,-0.0639660769563
ACH-000160,0.08235375320510001
ACH-000163,-0.259290105901
ACH-000167,-0.250362525711
ACH-000168,-0.155635085143
ACH-000169,-0.16848702301899998
ACH-000178,-0.10576709559599999
ACH-000182,-0.184347014784
ACH-000183,0.0106273689493
ACH-000188,-0.0186287514408
ACH-000189,-0.25120565601
ACH-000190,-0.35347738300399995
ACH-000198,-0.14203760471
ACH-000204,-0.117355191101
ACH-000206,-0.222923957658
ACH-000207,0.116758983408
ACH-000211,-0.0629335827115
ACH-000215,-0.0597632506669
ACH-000221,-0.285008092498
ACH-000222,-0.303730635777
ACH-000223,-0.169387850117
ACH-000226,-0.153134392166
ACH-000227,-0.201897925392
ACH-000228,-0.0638714039549
ACH-000231,-0.166818507414
ACH-000232,-0.112119863498
ACH-000233,0.013760673009899999
ACH-000234,-0.240852116318
ACH-000235,-0.0668641458699
ACH-000237,-0.37353497043899997
ACH-000238,0.10590894700799999
ACH-000243,-0.138996404614
ACH-000244,-0.149477731385
ACH-000246,-0.199068300195
ACH-000248,-0.160455878811
ACH-000250,-0.186587053878
ACH-000251,-0.109931860677
ACH-000253,-0.25951247766999996
ACH-000255,-0.257058479071
ACH-000256,-0.193409794986
ACH-000257,-0.19928114824999998
ACH-000258,-0.302500578733
ACH-000259,-0.305456020604
ACH-000260,-0.0623553242656
ACH-000261,-0.136784882753
ACH-000262,-0.202533323941
ACH-000263,-0.0953798882601
ACH-000264,-0.0316251511662
ACH-000265,-0.146006343711
ACH-000266,-0.141408045969
ACH-000272,-0.2664406342
ACH-000273,-0.0639835925049
ACH-000274,-0.26954381178000003
ACH-000277,-0.00584841569701
ACH-000278,-0.315629842806
ACH-000279,-0.272075021895
ACH-000280,-0.045085290625999995
ACH-000281,-0.23907150926999998
ACH-000288,-0.236090835641
ACH-000291,-0.251240290892
ACH-000293,0.07447898894439998
ACH-000294,-0.169249321262
ACH-000295,-0.30764204535
ACH-000296,-0.12394412916400001
ACH-000302,-0.23387366521699998
ACH-000304,0.0736704913639
ACH-000307,-0.07297115059010001
ACH-000308,-0.18369275565
ACH-000310,0.0324609468017
ACH-000311,-0.07467364165
ACH-000312,-0.18476003414
ACH-000315,-0.155796048349
ACH-000316,-0.163802121088
ACH-000317,-0.472292181233
ACH-000318,-0.0741134060726
ACH-000319,-0.279181574467
ACH-000320,-0.14622688764699998
ACH-000322,-0.140262496501
ACH-000323,-0.0804583292827
ACH-000324,-0.160977352066
ACH-000329,-0.22812562115600002
ACH-000330,-0.19480373333099998
ACH-000331,-0.19491184446100002
ACH-000332,-0.210056254558
ACH-000334,0.0052081904694899995
ACH-000335,0.0611364520663
ACH-000336,-0.20258521610599997
ACH-000337,-0.19303751465100003
ACH-000339,-0.19406914543499998
ACH-000341,-0.257452204773
ACH-000348,-0.215677921056
ACH-000350,-0.10035399841800001
ACH-000352,-0.105435620428
ACH-000356,-0.0209377007715
ACH-000361,-0.187927173048
ACH-000362,-0.0921435073731
ACH-000363,-0.0704022177601
ACH-000364,0.0034598851936599997
ACH-000365,-0.13941476892100002
ACH-000366,-0.24433220187
ACH-000368,0.0122405407384
ACH-000374,-0.121644137722
ACH-000375,0.00721075931678
ACH-000376,-0.246560988172
ACH-000381,-0.240661002339
ACH-000383,-0.309414673212
ACH-000387,-0.232692255849
ACH-000389,-0.386852673116
ACH-000390,-0.161588143908
ACH-000393,-0.242074338931
ACH-000395,-0.32554702476799996
ACH-000397,-0.15660129884000001
ACH-000401,-0.107484861341
ACH-000402,-0.33885861722800004
ACH-000403,-0.225724287243
ACH-000404,-0.165357155047
ACH-000406,-0.132277720687
ACH-000407,-0.361553415254
ACH-000408,0.00892268906452
ACH-000410,-0.26666797542
ACH-000411,-0.11976436154999999
ACH-000414,-0.196402615303
ACH-000415,-0.226472374637
ACH-000416,-0.0845918990449
ACH-000420,-0.27616689576
ACH-000421,-0.253822488802
ACH-000424,-0.13993620632
ACH-000425,-0.310951517216
ACH-000426,-0.128499417214
ACH-000427,-0.244485051339
ACH-000433,-0.558738529696
ACH-000436,-0.0564838656479
ACH-000444,0.14483544533099998
ACH-000445,-0.257675726758
ACH-000448,-0.270550280677
ACH-000450,-0.126830638814
ACH-000452,-0.0115104732978
ACH-000454,0.063801912742
ACH-000458,-0.23522623553199998
ACH-000459,-0.0245509084818
ACH-000460,-0.165637381751
ACH-000461,-0.0432120824693
ACH-000463,-0.0693084693853
ACH-000464,-0.239377214515
ACH-000466,-0.25000959929600003
ACH-000467,-0.246335452458
ACH-000468,-0.00820171090192
ACH-000469,0.0504209096566
ACH-000470,-0.12363207011499999
ACH-000471,-0.06921815250260001
ACH-000472,-0.106526315754
ACH-000473,-0.193709552594
ACH-000475,-0.20962583833700002
ACH-000476,-0.13599257068
ACH-000477,-0.18347582243299998
ACH-000480,-0.0880097350111
ACH-000481,0.0490682416219
ACH-000483,-0.42196643164000003
ACH-000484,-0.181856220462
ACH-000485,-0.124825578841
ACH-000486,-0.180554303277
ACH-000487,-0.15854896199899998
ACH-000488,-0.14354766115599998
ACH-000490,0.0176484630323
ACH-000491,-0.0845689516109
ACH-000495,-0.306981631999
ACH-000496,-0.383871128889
ACH-000499,-0.184633273953
ACH-000500,0.037008444289
ACH-000502,-0.013991263090700002
ACH-000503,0.20959799022300002
ACH-000505,-0.142042464105
ACH-000507,-0.10852221407299999
ACH-000510,-0.217586756396
ACH-000511,-0.108646637292
ACH-000512,-0.330289804432
ACH-000516,-0.11606253453
ACH-000517,-0.16384833856699998
ACH-000518,-0.143605085502
ACH-000520,-0.178415343237
ACH-000521,-0.0277201004709
ACH-000522,-0.0776724951359
ACH-000524,-0.196826765803
ACH-000527,-0.18831130096299997
ACH-000528,-0.13854128462999998
ACH-000537,-0.220927236147
ACH-000541,0.214504504792
ACH-000542,-0.104011932081
ACH-000544,-0.20429809801600002
ACH-000545,0.036827012543
ACH-000547,-5.22023156403e-05
ACH-000548,-0.0965669287426
ACH-000549,-0.00038750904937500004
ACH-000550,-0.28446843483199996
ACH-000552,-0.251118567334
ACH-000556,-0.05785295965080001
ACH-000557,-0.10417548123400001
ACH-000570,-0.17359237961100002
ACH-000571,-0.0382759313588
ACH-000573,-0.0941996843768
ACH-000576,-0.19800179841899998
ACH-000580,-0.36695728117799997
ACH-000584,-0.09792543993760001
ACH-000585,-0.197302228739
ACH-000588,-0.221430025594
ACH-000589,-0.0141476356344
ACH-000591,-0.220629370019
ACH-000593,-0.129941113172
ACH-000600,-0.34232239295199995
ACH-000601,-0.155772273313
ACH-000604,0.0322119922133
ACH-000605,-0.119767420843
ACH-000606,-0.240467143332
ACH-000608,-0.11435621047399999
ACH-000614,-0.12098212195000001
ACH-000616,-0.025696352514
ACH-000618,-0.19199152946800002
ACH-000619,-0.057233327831
ACH-000620,-0.16810284619600002
ACH-000621,-0.128506735347
ACH-000622,-0.26742161488899996
ACH-000623,-0.295335614997
ACH-000624,-0.17701721269200002
ACH-000627,-0.06496514650469999
ACH-000630,-0.30630530838000003
ACH-000632,-0.138824391841
ACH-000633,-0.20474676018
ACH-000637,0.0123689010552
ACH-000638,-0.147382130633
ACH-000646,0.11720320883400001
ACH-000647,-0.0720945029396
ACH-000648,-0.12437873585
ACH-000649,-0.07203763050860001
ACH-000651,-0.23860383014400002
ACH-000652,-0.0635414805738
ACH-000653,0.0573953241913
ACH-000657,-0.19292086778099998
ACH-000658,-0.09853401983210001
ACH-000661,-0.0492548764176
ACH-000662,-0.0249639131886
ACH-000663,-0.22164190569000003
ACH-000665,-0.164734115574
ACH-000671,-0.082109842841
ACH-000673,-0.21769752243700002
ACH-000676,-0.144951333318
ACH-000677,0.0317022379536
ACH-000681,-0.156339658335
ACH-000682,-0.214428131311
ACH-000683,-0.18554133667999997
ACH-000684,0.012693573905
ACH-000688,-0.13527066558700002
ACH-000693,-0.155688985358
ACH-000694,0.018416153273200002
ACH-000695,-0.230803181416
ACH-000696,-0.21537362063700002
ACH-000697,-0.0828038839041
ACH-000699,-0.17451324235399998
ACH-000701,-0.24640791979499999
ACH-000706,-0.0769341733817
ACH-000711,-0.188477652403
ACH-000713,-0.0712626692815
ACH-000714,-0.178902955546
ACH-000718,-0.0803576690912
ACH-000720,-0.0527084255226
ACH-000721,-0.155607015476
ACH-000724,-0.08053979832880001
ACH-000725,-0.026012926428499998
ACH-000732,-0.190321157304
ACH-000734,-0.17147862007800002
ACH-000735,-0.228711072043
ACH-000736,-0.19278007009300002
ACH-000738,-0.193450460938
ACH-000746,-0.168886982122
