,HHEX (3087)
ACH-000004,-0.367216204995
ACH-000007,-0.19840266145500002
ACH-000009,-0.129663266491
ACH-000011,-0.412418349973
ACH-000012,-0.129909583848
ACH-000013,-0.0921154798425
ACH-000014,-0.0829526490868
ACH-000015,-0.13250204816400002
ACH-000017,-0.038729970932499996
ACH-000018,-0.294758438944
ACH-000019,0.0181446452885
ACH-000021,-0.118683236825
ACH-000022,-0.05595918410780001
ACH-000025,-0.345448542815
ACH-000028,0.021443974456899998
ACH-000030,-0.279771576375
ACH-000035,-0.163304278689
ACH-000036,-0.175077837113
ACH-000037,-0.15461996843800002
ACH-000039,-0.0443688766015
ACH-000040,-0.15214643208599998
ACH-000041,-0.434512841137
ACH-000042,-0.035753938234
ACH-000045,-0.159875224071
ACH-000047,-0.369139118537
ACH-000052,-0.358641553012
ACH-000053,-0.0809740740064
ACH-000054,-0.197377923416
ACH-000055,-0.171574137706
ACH-000060,-0.164866828769
ACH-000067,-0.537318356724
ACH-000070,-0.0133518046645
ACH-000075,-0.29146017769099997
ACH-000078,-0.314256593185
ACH-000082,-0.09781691321170001
ACH-000085,-0.19941927304
ACH-000086,-0.199712276434
ACH-000087,-0.271818593384
ACH-000092,-0.302099086641
ACH-000095,-0.301453585703
ACH-000097,-0.197291595321
ACH-000098,-0.212310859048
ACH-000099,-0.284327733392
ACH-000108,-0.0958550488184
ACH-000113,-0.30516980886
ACH-000115,-0.29732006241799996
ACH-000116,-0.15666970528899998
ACH-000118,-0.013471894478500002
ACH-000120,-0.21167951467999999
ACH-000123,-0.37898901754299996
ACH-000127,-0.163527285306
ACH-000128,0.0481441633728
ACH-000132,-0.498747756857
ACH-000133,-0.39548269675
ACH-000137,-0.421913218795
ACH-000138,0.233767318275
ACH-000142,-0.161137039398
ACH-000143,-0.197160377167
ACH-000146,-0.111988180347
ACH-000148,-0.212127518121
ACH-000150,-0.05286721414559999
ACH-000152,-0.301141910078
ACH-000153,0.24002081144600002
ACH-000159,-0.167772493902
ACH-000160,-0.120419867709
ACH-000163,-0.18235123956500002
ACH-000167,-0.44542172500699995
ACH-000168,-0.10301723434
ACH-000169,-0.17992869214999999
ACH-000178,-0.0467148321502
ACH-000182,-0.0836109935555
ACH-000183,0.004387388955
ACH-000188,-0.323868964827
ACH-000189,-0.049158888186
ACH-000190,-0.152164328163
ACH-000198,-0.38934203443599996
ACH-000204,-0.289241422254
ACH-000206,-0.25250980912
ACH-000207,-0.496905525242
ACH-000211,-0.18684596602899997
ACH-000215,-0.27174554139699997
ACH-000221,-0.306297687938
ACH-000222,0.12533571978900002
ACH-000223,-0.412692951588
ACH-000226,-0.305460650388
ACH-000227,-0.278613381577
ACH-000228,-0.308391906847
ACH-000231,-0.24036538774799998
ACH-000232,-0.141526453897
ACH-000233,-0.12487910744200001
ACH-000234,-0.316107755044
ACH-000235,0.020772545972400004
