,IL31RA (133396)
ACH-000004,-0.190340525239
ACH-000007,-0.39208846725
ACH-000009,-0.0732817291664
ACH-000011,-0.219176025533
ACH-000012,-0.14140247250399998
ACH-000013,-0.170496796215
ACH-000014,-0.02044554219
ACH-000015,-0.224336629469
ACH-000017,-0.198781663275
ACH-000018,-0.427509129168
ACH-000019,-0.0664428875092
ACH-000021,-0.0172836488874
ACH-000022,-0.166125140131
ACH-000025,-0.0972812866883
ACH-000028,-0.28250446441300003
ACH-000030,-0.104793130664
ACH-000035,0.0654938861762
ACH-000036,-0.18795630261799998
ACH-000037,-0.134468653733
ACH-000039,0.228914068222
ACH-000040,-0.07327992676799999
ACH-000041,-0.30660366858800003
ACH-000042,-0.18369068577599998
ACH-000045,-0.229451139625
ACH-000047,-0.133689105137
ACH-000052,-0.343746091885
ACH-000053,-0.21555962353500002
ACH-000054,-0.281607634632
ACH-000055,-0.107458954605
ACH-000060,0.0293103358873
ACH-000067,-0.020022039827599997
ACH-000070,0.06220021271580001
ACH-000075,0.0225766199419
ACH-000078,-0.25529262156800003
ACH-000082,0.176374587534
ACH-000085,-0.145987667826
ACH-000086,-0.23976157265599998
ACH-000087,0.0595766183244
ACH-000092,0.016031693478
ACH-000095,-0.166322878335
ACH-000097,-0.123546491783
ACH-000098,-0.0369995802836
ACH-000099,-0.18532558564399998
ACH-000108,-0.306750519745
ACH-000113,-0.298397014008
ACH-000115,-0.0648587116711
ACH-000116,-0.07895998311130001
ACH-000118,-0.17682669525
ACH-000120,-0.181735898183
ACH-000123,-0.313008465587
ACH-000127,-0.122402410169
ACH-000128,-0.14841425353499998
ACH-000132,-0.0144551213984
ACH-000133,-0.0754313291399
ACH-000137,-0.37712597578699997
ACH-000138,0.106807766298
ACH-000142,0.031550652825000004
ACH-000143,-0.07418249744830001
ACH-000146,0.0330831270636
ACH-000148,-0.026906325281899998
ACH-000150,0.0228292992619
ACH-000152,-0.00989629831
ACH-000153,-0.245115300977
ACH-000159,-0.015792842100700002
ACH-000160,0.43977873042300003
ACH-000163,-0.26033485984099997
ACH-000167,0.539759050006
