,CALR3 (125972)
ACH-000004,0.0788775616906
ACH-000007,-0.09614048926239999
ACH-000009,-0.0244026262035
ACH-000011,-0.120117306098
ACH-000012,-0.062813092736
ACH-000013,-0.103764917317
ACH-000014,0.0336513978516
ACH-000015,-0.00831301796523
ACH-000017,-0.0650998238911
ACH-000018,0.0006398452383659999
ACH-000019,-0.158860873605
ACH-000021,-0.16102874206499998
ACH-000022,-0.08397077911489999
ACH-000025,-0.200541334489
ACH-000028,-0.0255413237928
ACH-000030,-0.136240920382
ACH-000035,-0.126457534591
ACH-000036,-0.16830966968400002
ACH-000037,-0.140872407767
ACH-000039,-0.143539748824
ACH-000040,-0.0069724306446200006
ACH-000041,0.042303271655599994
ACH-000042,-0.058027397061099995
ACH-000045,-0.09961881658939999
ACH-000047,-0.0305022365999
ACH-000052,0.0182253552885
ACH-000053,-0.11933193124199999
ACH-000054,0.00150635163195
ACH-000055,0.0326269990859
ACH-000060,0.0381606183765
ACH-000067,-0.018893023863
ACH-000070,0.210937320208
ACH-000075,-0.21369328324499998
ACH-000078,0.09431086451910001
ACH-000082,-0.15385553998600002
ACH-000085,-0.032207293911700005
ACH-000086,-0.17200501588199998
ACH-000087,0.08650924942299999
ACH-000092,-0.07360076789850001
ACH-000095,-0.104787848501
ACH-000097,0.044888883575599996
ACH-000098,-0.109001863423
ACH-000099,-0.0257920400703
ACH-000108,-0.0781000980982
ACH-000113,0.011725866164799998
ACH-000115,-0.216781272524
ACH-000116,-0.0306711346776
ACH-000118,-0.06974974938760001
ACH-000120,0.101516004247
ACH-000123,-0.126106779664
ACH-000127,-0.020753517888799998
ACH-000128,-0.236642514355
ACH-000132,-0.23003110657900003
ACH-000133,-0.092628923966
ACH-000137,-0.181615778875
ACH-000138,-0.21086071773600001
ACH-000142,-0.205233591371
ACH-000143,-0.102100866838
ACH-000146,-0.0751991312969
ACH-000148,0.016465949668100003
ACH-000150,-0.0991886029682
ACH-000152,-0.08026404998660001
ACH-000153,-0.067812886709
ACH-000159,0.0793200621925
ACH-000160,-0.104824181301
ACH-000163,0.0368379312969
ACH-000167,-0.127506686444
ACH-000168,0.065458366235
ACH-000169,-0.107072237168
ACH-000178,0.0339238168075
ACH-000182,0.0142426032875
ACH-000183,-0.113943941326
ACH-000188,-0.382820292113
ACH-000189,0.10269837601199999
ACH-000190,-0.015206223890500001
ACH-000198,-0.09450385692839999
ACH-000204,0.103983057698
ACH-000206,-0.0465942818877
ACH-000207,-0.12260423624000001
ACH-000211,-0.130998678801
ACH-000215,0.19591945076099998
ACH-000221,0.116765120264
ACH-000222,-0.276682825599
ACH-000223,-0.0606583426404
ACH-000226,0.12899838297
ACH-000227,-0.204296291184
ACH-000228,0.00836497550867
ACH-000231,0.11365334066800001
ACH-000232,-0.04518122992049999
ACH-000233,-0.035793028801099996
ACH-000234,-0.11562714750299999
ACH-000235,-0.08629486255110001
ACH-000237,-0.052436120759600004
ACH-000238,0.0687397657268
ACH-000243,-0.104263640681
ACH-000244,0.205053707852
ACH-000246,-0.0359262220854
ACH-000248,-0.214216546039
ACH-000250,-0.0795880702602
ACH-000251,0.0009372943975849999
ACH-000253,-0.099550333642
ACH-000255,-0.08535503298149999
ACH-000256,0.0265493770286
ACH-000257,-0.04361150092880001
ACH-000258,-0.0945447960237
ACH-000259,-0.050733183740099996
ACH-000260,-0.160080244374
ACH-000261,-0.04896799994030001
ACH-000262,0.0663610978266
ACH-000263,-0.0577677593867
ACH-000264,-0.011862227205299999
ACH-000265,-0.12316020715800001
ACH-000266,-0.09324313179339999
ACH-000272,0.049782235143599994
ACH-000273,-0.011022359768000001
ACH-000274,0.0419277999201
ACH-000277,0.144366741235
ACH-000278,-0.0204830468349
ACH-000279,-0.021801629332
ACH-000280,0.0145261763122
ACH-000281,0.022621770666799997
ACH-000288,0.0663773514079
ACH-000291,0.041195827717699994
ACH-000293,-0.11305086335100001
ACH-000294,0.000209727638496
ACH-000295,0.162385518499
ACH-000296,-0.16785014705499998
ACH-000302,-0.329379415392
ACH-000304,0.228309415217
ACH-000307,-0.145737196633
ACH-000308,0.0516529078142
ACH-000310,-0.104479278584
ACH-000311,-0.171009722829
ACH-000312,-0.225067781606
ACH-000315,-0.058838159170500004
ACH-000316,0.07379400402200001
ACH-000317,0.0670054904296
ACH-000318,-0.215645164892
ACH-000319,-0.128755672259
ACH-000320,-0.006367923321670001
ACH-000322,-0.0289200691024
ACH-000323,0.00220797645748
ACH-000324,-0.016563450807299998
ACH-000329,0.049123935506
ACH-000330,-0.17868869458500003
ACH-000331,0.0669415669842
ACH-000332,-0.10322458538599999
ACH-000334,-0.14155754426
ACH-000335,-0.129904210608
ACH-000336,-0.132208972907
ACH-000337,-0.0650804011312
ACH-000339,0.010119334086200001
ACH-000341,-0.20336146112300002
ACH-000348,0.00441636099766
ACH-000350,0.0886388260648
ACH-000352,-0.07734694132969999
ACH-000356,0.175695986246
ACH-000361,-0.0867027479036
ACH-000362,0.027806476788599998
ACH-000363,-0.029285244595300002
ACH-000364,-0.226799705577
ACH-000365,0.159851858882
ACH-000366,-0.1266851345
ACH-000368,-0.00941956587678
ACH-000374,0.0089268347208
ACH-000375,-0.369053798572
ACH-000376,0.206754605708
ACH-000381,0.0708210225018
ACH-000383,-0.10926392032500001
ACH-000387,-0.12232949471799999
ACH-000389,0.214665033592
ACH-000390,-0.324102006886
ACH-000393,-0.0605971555631
ACH-000395,-0.158018895508
ACH-000397,0.00787085163711
ACH-000401,-0.184693834913
ACH-000402,0.07348043827110001
ACH-000403,-0.05490183138159999
ACH-000404,0.481096441621
ACH-000406,0.016469640402600003
ACH-000407,0.0207939976864
ACH-000408,0.0128372375521
ACH-000410,-0.0039296673648500004
ACH-000411,0.132569078546
ACH-000414,-0.17550495567299998
ACH-000415,-0.0320805411143
ACH-000416,-0.107637129703
ACH-000420,-0.206401268043
ACH-000421,0.0690288454193
ACH-000424,0.123177349223
ACH-000425,0.021183100570299998
ACH-000426,0.36290938241
ACH-000427,0.0155339559045
ACH-000433,0.134680491305
ACH-000436,-0.168544942014
ACH-000444,0.0773680249846
ACH-000445,-0.16119095735300001
ACH-000448,-0.022604320238900005
ACH-000450,-0.024128574785799998
ACH-000452,-0.0033673165759200005
ACH-000454,-0.50433368
ACH-000458,-0.00275331430133
ACH-000459,0.216799262067
ACH-000460,-0.0920024706017
ACH-000461,-0.123193100358
ACH-000463,0.0786532172183
ACH-000464,0.0681715683886
ACH-000466,-0.149707686613
ACH-000467,-0.111946628605
ACH-000468,-0.025027214078700004
ACH-000469,0.0923952650285
ACH-000470,0.08598906690889999
ACH-000471,0.253061072815
ACH-000472,-0.0953221473445
ACH-000473,0.317122749745
ACH-000475,0.0240326042994
ACH-000476,-0.06121407511469999
ACH-000477,0.0286556538519
ACH-000480,0.00212841457125
ACH-000481,-0.0948586786612
ACH-000483,-0.123742251569
ACH-000484,0.09681058673580001
ACH-000485,-0.0629543534072
ACH-000486,0.0470051226861
ACH-000487,-0.0049408974954
ACH-000488,-0.0024407999739400003
ACH-000490,0.14299661734000002
ACH-000491,0.13951455217599998
ACH-000495,0.011306839464399998
ACH-000496,-0.13015016915
ACH-000499,0.13474068336300002
ACH-000500,0.199846571221
