,DIMT1 (27292)
ACH-000004,-0.576156644523
ACH-000007,-0.586800013133
ACH-000009,-0.43752458476899997
ACH-000011,-0.852290732903
ACH-000012,-0.6993321085340001
ACH-000013,-0.5431987871230001
ACH-000014,-0.670949038743
ACH-000015,-0.710787564963
ACH-000017,-0.700891843339
ACH-000018,-0.624368286216
ACH-000019,-0.327421773545
ACH-000021,-0.465812318013
ACH-000022,-0.6958616277770001
ACH-000025,-0.6413840140929999
ACH-000028,-0.6754245924529999
ACH-000030,-0.583105588497
ACH-000035,-0.408504248975
ACH-000036,-0.584897497281
ACH-000037,-0.651746914394
ACH-000039,-0.6332821593569999
ACH-000040,-0.693906526539
ACH-000041,-0.448684104142
ACH-000042,-0.49096778203900004
ACH-000045,-0.610752937641
ACH-000047,-0.495644433237
ACH-000052,-0.622048381972
ACH-000053,-0.762437479012
ACH-000054,-0.798641702739
ACH-000055,-0.789210795671
ACH-000060,-0.401308089377
ACH-000067,-0.585769908834
ACH-000070,-0.542413254473
ACH-000075,-0.716800796334
ACH-000078,-0.678625655865
ACH-000082,-0.622635873122
ACH-000085,-0.526062722538
ACH-000086,-0.491836400483
ACH-000087,-0.68348260547
ACH-000092,-0.477537590382
ACH-000095,-0.74773207572
ACH-000097,-0.6121769014899999
ACH-000098,-0.6736214504670001
ACH-000099,-0.46983098178300003
ACH-000108,-0.666662389164
ACH-000113,-0.633557196547
ACH-000115,-0.430261383892
ACH-000116,-0.8277090665960001
ACH-000118,-0.43198453942599996
ACH-000120,-0.7034695800730001
ACH-000123,-0.46741201707900004
ACH-000127,-0.552230648652
ACH-000128,-0.652096892834
ACH-000132,-0.764216721265
ACH-000133,-0.455148016919
ACH-000137,-0.7593799399690001
ACH-000138,-0.5942894361959999
ACH-000142,-0.698524605941
ACH-000143,-0.523956673312
ACH-000146,-0.749738712216
ACH-000148,-0.6195936452449999
ACH-000150,-0.513061701268
ACH-000152,-0.573400694974
ACH-000153,-0.6697014344569999
ACH-000159,-0.680685939698
ACH-000160,-0.995699375924
ACH-000163,-0.797967930652
ACH-000167,-0.964727561666
ACH-000168,-0.887670192886
ACH-000169,-0.626279404435
ACH-000178,-0.626515047442
ACH-000182,-0.851948731524
ACH-000183,-0.579080218605
ACH-000188,-0.418916200892
ACH-000189,-0.463290691306
ACH-000190,-0.751895264627
ACH-000198,-0.6959171328470001
ACH-000204,-0.696839751229
ACH-000206,-0.666068776122
ACH-000207,-0.8518450369670001
ACH-000211,-0.576839512603
ACH-000215,-0.757092502321
ACH-000221,-0.38384230298
ACH-000222,-0.667396349427
ACH-000223,-0.6011623498800001
ACH-000226,-0.852917949622
ACH-000227,-0.538959641045
ACH-000228,-0.6970293915870001
ACH-000231,-0.526598846642
ACH-000232,-0.590047994689
ACH-000233,-0.464693114793
ACH-000234,-0.75214494544
ACH-000235,-0.611757510577
ACH-000237,-0.5073814546459999
ACH-000238,-0.560559439799
ACH-000243,-0.769813987219
ACH-000244,-0.49949883318599997
ACH-000246,-0.53287530605
ACH-000248,-0.519404023218
ACH-000250,-0.491218288309
ACH-000251,-0.743217146608
ACH-000253,-0.7994270554170001
ACH-000255,-0.7505538794600001
ACH-000256,-0.527609980967
ACH-000257,-0.867447129209
ACH-000258,-0.684274173463
ACH-000259,-0.428299876561
ACH-000260,-0.654469483029
ACH-000261,-0.610875587313
ACH-000262,-0.558852485648
ACH-000263,-0.21613228759
ACH-000264,-0.648557473201
ACH-000265,-0.5560619148629999
ACH-000266,-0.630377444931
ACH-000272,-0.811997928382
ACH-000273,-0.565191974707
ACH-000274,-0.636489120542
ACH-000277,-0.365158694197
ACH-000278,-0.8079814813189999
ACH-000279,-0.550065286594
ACH-000280,-0.549360917663
ACH-000281,-0.406751926161
ACH-000288,-0.291557658938
ACH-000291,-0.598220235093
ACH-000293,-0.552068377768
ACH-000294,-0.685202506675
ACH-000295,-0.5678387965899999
ACH-000296,-0.819846924428
ACH-000302,-0.8582223379189999
ACH-000304,-0.929241749022
ACH-000307,-0.569694783076
ACH-000308,-0.46686937791
ACH-000310,-0.7549108588400001
ACH-000311,-0.503026763706
ACH-000312,-0.6262404936479999
ACH-000315,-0.724563029553
ACH-000316,-0.720417746678
ACH-000317,-0.5643861765779999
ACH-000318,-0.6778347914139999
ACH-000319,-0.7273891380399999
ACH-000320,-0.562388897617
ACH-000322,-0.561356297101
ACH-000323,-0.781910867918
ACH-000324,-0.606660195592
ACH-000329,-0.46025225503600004
ACH-000330,-0.519461703722
ACH-000331,-0.634746405332
ACH-000332,-0.5133571314800001
ACH-000334,-0.727265658307
ACH-000335,-0.9744373078190001
ACH-000336,-0.929948158245
ACH-000337,-0.5108592376919999
ACH-000339,-0.708946594141
ACH-000341,-0.486644561672
ACH-000348,-0.633946950329
ACH-000350,-0.534464691558
ACH-000352,-0.550019100345
ACH-000356,-0.663057708497
ACH-000361,-0.544813925828
ACH-000362,-0.594101689081
ACH-000363,-0.660750093647
ACH-000364,-0.8877681744179999
ACH-000365,-0.6134435627279999
ACH-000366,-0.45761865266199997
ACH-000368,-0.588774075041
ACH-000374,-0.5157442459570001
ACH-000375,-0.7029263482979999
ACH-000376,-0.5354187334
ACH-000381,-0.629393153709
ACH-000383,-0.5081571993439999
ACH-000387,-0.589069483631
ACH-000389,-0.806547278925
ACH-000390,-0.60978907219
ACH-000393,-0.893026680706
ACH-000395,-0.638483668648
ACH-000397,-0.51414614498
ACH-000401,-0.676682577477
ACH-000402,-0.847309175593
ACH-000403,-0.332811855991
ACH-000404,-0.299969240201
ACH-000406,-0.6580250430619999
ACH-000407,-0.613568831634
ACH-000408,-0.8838004943089999
ACH-000410,-0.504181729398
ACH-000411,-0.559140997148
ACH-000414,-0.666346803866
ACH-000415,-0.723676152199
ACH-000416,-0.968001767562
ACH-000420,-0.55128671429
ACH-000421,-0.558707690948
ACH-000424,-0.449949161435
ACH-000425,-0.73259228597
ACH-000426,-0.7351665341060001
ACH-000427,-0.570557811338
ACH-000433,-0.916247022331
ACH-000436,-0.8734026422840001
ACH-000444,-0.809744335615
ACH-000445,-0.28016959277
ACH-000448,-0.8265640032610001
ACH-000450,-0.317562617061
ACH-000452,-0.44423070943099996
ACH-000454,-0.5519972043429999
ACH-000458,-0.579917774634
ACH-000459,-0.690540888591
ACH-000460,-0.40971695390100005
ACH-000461,-0.5275668482270001
ACH-000463,-0.622547529925
ACH-000464,-0.48035899495800005
ACH-000466,-0.719687919308
ACH-000467,-0.549032469577
ACH-000468,-0.37036202101800003
ACH-000469,-0.465098818423
ACH-000470,-0.418654411839
ACH-000471,-0.562205045968
ACH-000472,-0.823895170352
ACH-000473,-0.579252288635
ACH-000475,-0.556417893593
ACH-000476,-0.500976499472
ACH-000477,-0.719843684042
ACH-000480,-0.634100737493
ACH-000481,-0.688813815755
ACH-000483,-0.416408293314
ACH-000484,-0.41807155007700003
ACH-000485,-0.764506673133
ACH-000486,-0.835055084703
ACH-000487,-0.457156318859
ACH-000488,-0.464870020188
ACH-000490,-0.626999267747
ACH-000491,-0.501595455568
ACH-000495,-0.6433530663979999
ACH-000496,-0.441768258732
ACH-000499,-0.299192786854
ACH-000500,-0.0450480373638
ACH-000502,-0.49781113200599997
ACH-000503,-0.17555360164
ACH-000505,-0.644252996412
ACH-000507,-0.53576835446
ACH-000510,-0.533702255736
ACH-000511,-0.634409653609
ACH-000512,-0.610759532241
ACH-000516,-0.40082119767499996
ACH-000517,-0.534790795186
ACH-000518,-0.7847027409
ACH-000520,-0.436134580361
ACH-000521,-0.476689485354
ACH-000522,-0.626508583918
ACH-000524,-1.04954452252
ACH-000527,-0.5033700552220001
ACH-000528,-0.665423345755
ACH-000537,-0.762753579571
ACH-000541,-0.572309096643
ACH-000542,-0.709356201999
ACH-000544,-0.521470574776
ACH-000545,-0.938228497535
ACH-000547,-0.689012418659
ACH-000548,-0.34575268415
ACH-000549,-0.529431726031
ACH-000550,-0.7676492074269999
ACH-000552,-0.7204059621009999
ACH-000556,-0.567547557367
ACH-000557,-0.527506835649
ACH-000570,-0.693312406989
ACH-000571,-0.46516427593099996
ACH-000573,-0.76331776235
ACH-000576,-0.38159673385700005
ACH-000580,-0.6862128656100001
ACH-000584,-0.6237634063090001
ACH-000585,-0.7213447691439999
ACH-000588,-0.671399013005
ACH-000589,-0.556230051688
ACH-000591,-0.669260546405
ACH-000593,-0.704553351951
ACH-000600,-0.5362525135899999
ACH-000601,-0.426374752583
ACH-000604,-0.21769819829
ACH-000605,-0.765219757498
ACH-000606,-0.654080302376
ACH-000608,-0.606156047306
ACH-000614,-0.49242808845299996
ACH-000616,-0.585990172211
ACH-000618,-0.991954250924
ACH-000619,-0.5170413080740001
ACH-000620,-0.46146975254699996
ACH-000621,-0.49239295523800003
ACH-000622,-0.821644652473
ACH-000623,-0.706112968241
ACH-000624,-0.640997517795
ACH-000627,-0.680679759233
ACH-000630,-0.580323843902
ACH-000632,-0.457496394202
ACH-000633,-0.419730577158
ACH-000637,-0.7407523212039999
ACH-000638,-0.5898124652610001
ACH-000646,-0.222312645088
ACH-000647,-0.800841300942
ACH-000648,-0.545841255177
ACH-000649,-0.877551709356
ACH-000651,-0.580173610463
ACH-000652,-0.45463836064400004
ACH-000653,-0.45151407089400003
ACH-000657,-0.551867766225
ACH-000658,-0.49335226787299996
ACH-000661,-0.582056753613
ACH-000662,-0.728704854251
ACH-000663,-0.758451743111
ACH-000665,-0.7519165196909999
ACH-000671,-0.367939692228
ACH-000673,-0.5213019049050001
ACH-000676,-0.9163061763150001
ACH-000677,-0.133252841106
ACH-000681,-0.565201295293
ACH-000682,-0.7060687031749999
ACH-000683,-0.590785848608
ACH-000684,-0.581355501613
ACH-000688,-0.567665186658
ACH-000693,-0.682814162804
ACH-000694,-0.9689689079960001
ACH-000695,-0.814372757015
ACH-000696,-0.612714989225
ACH-000697,-0.762340124636
ACH-000699,-0.5541698185
ACH-000701,-0.6858135033949999
ACH-000706,-0.5229572618199999
ACH-000711,-0.605096161178
ACH-000713,-1.10356784344
ACH-000714,-0.30919907407499997
ACH-000718,-0.474202943707
ACH-000720,-0.434227795268
ACH-000721,-0.377508945305
ACH-000724,-0.349003876791
ACH-000725,-0.579179232866
ACH-000732,-0.467597664044
ACH-000734,-0.407640547006
ACH-000735,-0.7977670235909999
ACH-000736,-0.504782086339
ACH-000738,-0.523886496287
ACH-000746,-0.436808563011
ACH-000747,-0.38132247126
ACH-000748,-0.8879417794779999
ACH-000753,-0.5879129745480001
ACH-000756,-0.716490083683
ACH-000757,-0.404012110075
ACH-000758,-0.6777578516539999
ACH-000760,-0.7398462037800001
ACH-000763,-0.734711576834
ACH-000764,-0.8269083183239999
ACH-000765,-0.483063290752
ACH-000766,-0.627752612071
ACH-000767,-0.847100917336
ACH-000768,-0.503840185825
ACH-000769,-0.691987387001
ACH-000770,-0.795892211844
ACH-000771,-0.688154066265
ACH-000773,-0.7876371943330001
