,GBAS (2631)
ACH-000004,0.214077073284
ACH-000007,-0.16177259525
ACH-000009,0.176489922401
ACH-000011,0.221025680577
ACH-000012,0.15024706562999998
ACH-000013,0.26367176324700003
ACH-000014,0.19721475107900002
ACH-000015,0.13775121475500002
ACH-000017,0.42712521635399997
ACH-000018,-0.137952388535
ACH-000019,0.009127155780780001
ACH-000021,0.067475645802
ACH-000022,0.29548861613
ACH-000025,-0.026652828627900003
ACH-000028,0.336532506128
ACH-000030,0.132551894495
ACH-000035,0.15009789573899998
ACH-000036,0.12222564910999999
ACH-000037,0.33967955208899997
ACH-000039,0.178794574103
ACH-000040,0.117356226888
ACH-000041,0.277981866595
ACH-000042,-0.0389025843736
ACH-000045,0.27011505808
ACH-000047,0.0674826423529
ACH-000052,0.221468793786
ACH-000053,0.141498145613
ACH-000054,0.038056616814699996
ACH-000055,0.111958691469
ACH-000060,0.0974616815168
ACH-000067,0.17985865830800002
ACH-000070,0.352242172034
ACH-000075,0.062527579345
ACH-000078,0.0075340948809
ACH-000082,-0.00446896886991
ACH-000085,0.00414204956085
ACH-000086,0.17827605400199997
ACH-000087,0.277011355999
ACH-000092,0.321857415713
ACH-000095,0.0700925486533
ACH-000097,0.186466260628
ACH-000098,0.18051187877799998
ACH-000099,0.059986219942
ACH-000108,-0.0188415014669
ACH-000113,0.264235595235
ACH-000115,0.105119926253
ACH-000116,0.181126698429
ACH-000118,0.043612008464400005
ACH-000120,0.206069758697
ACH-000123,0.249974650007
ACH-000127,0.157757176542
ACH-000128,0.109251870332
ACH-000132,0.384700275039
ACH-000133,0.0608147751494
ACH-000137,0.149428898969
ACH-000138,0.168684123039
ACH-000142,0.31994117492199997
ACH-000143,0.231246752371
ACH-000146,0.13229895772199998
ACH-000148,0.09521704058430001
ACH-000150,0.12140874708900001
ACH-000152,0.256704663736
ACH-000153,0.0683109582163
ACH-000159,0.0242766727637
ACH-000160,0.00476878434613
ACH-000163,0.20092253926399997
ACH-000167,0.0687526563634
ACH-000168,0.20580668329799998
ACH-000169,0.087927978989
ACH-000178,0.266758603719
ACH-000182,0.249545894135
ACH-000183,0.275481913952
ACH-000188,0.1044765701
ACH-000189,-0.0659407474931
ACH-000190,0.243876994154
ACH-000198,0.221153072869
ACH-000204,0.332203805442
ACH-000206,0.010678094397100001
ACH-000207,0.0825138788209
ACH-000211,0.241386475591
ACH-000215,0.266458103622
ACH-000221,-0.0741590707159
ACH-000222,0.0771427118809
ACH-000223,0.260053693589
ACH-000226,0.22770271812800003
ACH-000227,0.331588253913
ACH-000228,-0.106682058411
ACH-000231,0.117441352226
ACH-000232,0.0401034678379
ACH-000233,0.308349549644
ACH-000234,0.200543224292
ACH-000235,0.0681344163961
ACH-000237,0.0499979168475
ACH-000238,0.013455459262899998
ACH-000243,0.00944256622889
ACH-000244,0.242544377661
ACH-000246,0.19072843922600002
ACH-000248,0.386909289318
ACH-000250,0.247522618402
ACH-000251,0.09759209877
ACH-000253,-0.01950924328
ACH-000255,0.271578330632
ACH-000256,0.283591415806
ACH-000257,0.10081195877
ACH-000258,0.0672023510859
ACH-000259,0.075422334258
ACH-000260,0.279518334674
ACH-000261,0.286869294441
ACH-000262,0.330377161737
ACH-000263,0.104857927305
ACH-000264,0.22766829819899997
ACH-000265,-0.031721814391400004
ACH-000266,-0.0588435912419
ACH-000272,0.127475978059
ACH-000273,0.06037796022999999
ACH-000274,0.872231202259
ACH-000277,0.28173698230099997
ACH-000278,0.230141221573
ACH-000279,0.261310075845
ACH-000280,0.17910930736699998
ACH-000281,0.161105293452
ACH-000288,0.214196597141
ACH-000291,0.0474463041224
ACH-000293,0.18241575483300002
ACH-000294,0.10142376751700001
ACH-000295,0.366461022245
ACH-000296,-0.0412353220076
ACH-000302,0.09330425086920001
ACH-000304,0.496380272558
ACH-000307,0.141460889157
ACH-000308,0.140978423723
ACH-000310,0.041974393870599994
ACH-000311,-0.0764882797914
ACH-000312,-0.0324592762954
