,DPF2 (5977)
ACH-000004,-0.509431179297
ACH-000007,-0.517540087246
ACH-000009,-0.31372635594799997
ACH-000011,-0.741221614491
ACH-000012,-0.669802652832
ACH-000013,-0.45064861276699997
ACH-000014,0.029072677432900002
ACH-000015,-0.268228411644
ACH-000017,-0.65403847487
ACH-000018,-0.502385023452
ACH-000019,-0.300827571276
ACH-000021,-0.863611453276
ACH-000022,-0.677123468966
ACH-000025,-0.21219492675
ACH-000028,-0.576002180863
ACH-000030,-0.647386622235
ACH-000035,-0.599991833702
ACH-000036,-0.678191460631
ACH-000037,-0.48733204440399996
ACH-000039,-0.495015975752
ACH-000040,-0.225766927784
ACH-000041,-0.225503626976
ACH-000042,-0.368088536673
ACH-000045,-0.696998076687
ACH-000047,0.146692374297
ACH-000052,-0.00729447213211
ACH-000053,-0.722134212217
ACH-000054,-0.400055958718
ACH-000055,-0.696480139636
ACH-000060,-0.30815924093
ACH-000067,-0.407949906189
ACH-000070,-0.8986760559170001
ACH-000075,-0.756797390809
ACH-000078,-0.348409366896
ACH-000082,-0.278786381283
ACH-000085,-0.411366522096
ACH-000086,-0.5221229386680001
ACH-000087,-0.18196762946400002
ACH-000092,-0.401405594316
ACH-000095,-0.373755796685
ACH-000097,-0.19807214980500001
ACH-000098,-0.14090106254
ACH-000099,-0.127369218331
ACH-000108,-0.434677854551
ACH-000113,-0.7941251035279999
ACH-000115,-0.393517745273
ACH-000116,-0.45815874363700004
ACH-000118,-0.649673783638
ACH-000120,-0.229771191927
ACH-000123,-0.321223919776
ACH-000127,-0.323238661629
ACH-000128,-0.504648607051
ACH-000132,-0.546148694533
ACH-000133,-0.308551286927
ACH-000137,-0.11742725281
ACH-000138,-0.5653126586739999
ACH-000142,-0.7177767520559999
ACH-000143,-0.768581213801
ACH-000146,-0.366270699775
ACH-000148,-0.235363289719
ACH-000150,-0.9490378941769999
ACH-000152,0.011137543263299998
ACH-000153,-0.8314527745999999
ACH-000159,-0.280604640574
ACH-000160,0.034432359416300004
ACH-000163,-0.593139107983
ACH-000167,0.537167527756
ACH-000168,-0.423615734939
ACH-000169,-0.510021009648
ACH-000178,-0.390608579389
ACH-000182,-0.611154539054
ACH-000183,-0.758789983659
ACH-000188,-0.692081879288
ACH-000189,-0.44388387006200003
ACH-000190,0.0946798490107
ACH-000198,-0.621213590322
ACH-000204,-0.486937701645
ACH-000206,-0.652378435457
ACH-000207,-0.7388264215170001
ACH-000211,-0.686907440396
ACH-000215,-0.203844118233
ACH-000221,-0.23416852062100002
ACH-000222,-0.299301665212
ACH-000223,-0.39126772484300004
ACH-000226,-0.6136820161550001
ACH-000227,-0.09595091842089999
ACH-000228,-0.644178205493
ACH-000231,-0.216488157535
ACH-000232,-0.44540818319200004
ACH-000233,-0.681526724497
ACH-000234,-0.291063368314
ACH-000235,0.17122618540100001
ACH-000237,-0.375274183967
ACH-000238,-0.453564059058
ACH-000243,-0.443085227155
ACH-000244,-0.4552265757399999
ACH-000246,-0.320252234064
ACH-000248,-0.869115646365
ACH-000250,-0.20885208478
ACH-000251,-0.014277178605200001
ACH-000253,-0.615225412864
ACH-000255,-0.487786050348
ACH-000256,-0.559237443313
ACH-000257,-0.798509924564
ACH-000258,-1.0365286899400001
ACH-000259,-0.41395843055500003
ACH-000260,-0.222421657306
ACH-000261,-0.39464392051799996
ACH-000262,-0.11420580746799999
ACH-000263,-0.496493272686
ACH-000264,-0.607943549851
ACH-000265,-0.576019659572
ACH-000266,-0.35244508389300006
ACH-000272,0.0478611586934
ACH-000273,-0.6767574922380001
ACH-000274,-0.330405667811
ACH-000277,-0.88228800536
ACH-000278,-0.606691029353
ACH-000279,-0.293701960142
ACH-000280,-0.132979250948
ACH-000281,-0.35794174344400004
ACH-000288,-1.11967625156
ACH-000291,-0.200514302703
ACH-000293,-0.584244505187
ACH-000294,-0.502161167012
ACH-000295,-0.308151821961
ACH-000296,-0.792974981113
ACH-000302,-0.284009320635
ACH-000304,-0.33186835578400004
ACH-000307,-0.42025584932300003
ACH-000308,-0.36753066284999997
ACH-000310,-0.417206249256
ACH-000311,-0.698080187288
ACH-000312,-0.27406844916900003
ACH-000315,-0.551048251155
ACH-000316,-0.501656701526
ACH-000317,-0.822198417103
ACH-000318,-0.237712239061
ACH-000319,-0.526584416704
ACH-000320,-0.8068361088220001
ACH-000322,-0.592570954533
ACH-000323,-0.529690374515
ACH-000324,-0.17381380829999998
ACH-000329,-0.288768506704
ACH-000330,-0.6255109435899999
ACH-000331,-0.33081801366
ACH-000332,-0.598118631604
ACH-000334,-0.206912907653
ACH-000335,-0.612276660302
ACH-000336,-0.9384384546950001
ACH-000337,-0.587466432087
ACH-000339,-0.667883751809
ACH-000341,-0.274125301765
ACH-000348,-0.204476681651
ACH-000350,-0.514197713735
ACH-000352,-0.37241272129
ACH-000356,-0.609568692051
ACH-000361,-0.6098597551899999
ACH-000362,-0.7105932595990001
ACH-000363,-0.449103950357
ACH-000364,-0.21278750463100002
ACH-000365,-0.64076013435
ACH-000366,-0.622652952633
ACH-000368,-0.592849937426
ACH-000374,-0.511405496917
ACH-000375,-0.17732075606699998
ACH-000376,-0.580184817157
ACH-000381,-0.431043826344
ACH-000383,-0.339886293926
ACH-000387,-0.57293670385
ACH-000389,-0.6533786919210001
ACH-000390,-0.569015618809
ACH-000393,-0.47752401034100006
ACH-000395,-0.760817653203
ACH-000397,-0.181548914688
ACH-000401,-0.513855151356
ACH-000402,-1.09374502361
ACH-000403,0.015299054402700001
ACH-000404,-0.793296940769
ACH-000406,-0.873026465944
ACH-000407,-0.42116040345100003
ACH-000408,-0.44074760761500004
ACH-000410,0.0701657491642
ACH-000411,-0.252705470769
ACH-000414,-0.43441661728500003
ACH-000415,-0.829447230598
ACH-000416,-0.43784569025799996
ACH-000420,-0.223254740845
ACH-000421,-0.437523458011
ACH-000424,-0.41255425710199994
ACH-000425,-0.457580567444
ACH-000426,-0.08339643643019999
ACH-000427,-0.0500197881825
ACH-000433,-0.249957719601
ACH-000436,-0.497402560546
ACH-000444,-0.307543477672
ACH-000445,-0.321722936456
ACH-000448,-0.38894815468500005
ACH-000450,-0.920701329307
ACH-000452,-0.292682607266
ACH-000454,-0.586409863673
ACH-000458,-0.609392787311
ACH-000459,-0.227337466682
ACH-000460,-0.130481720571
ACH-000461,-0.7341693365690001
ACH-000463,-0.114912397016
ACH-000464,-0.24579912186
ACH-000466,-0.250675043046
ACH-000467,-0.46552236884900006
ACH-000468,-0.47286860386999996
ACH-000469,-0.544981275611
ACH-000470,-0.40985397376599997
ACH-000471,-0.33779122909299997
ACH-000472,-0.42659410619800003
ACH-000473,-0.773124760793
ACH-000475,-0.470252448349
ACH-000476,0.018371041411500002
ACH-000477,-0.685791734658
ACH-000480,-0.359838651577
ACH-000481,-0.182322095649
ACH-000483,-0.7534046143790001
ACH-000484,-0.275498684446
ACH-000485,-0.669105035484
ACH-000486,-0.448820793007
ACH-000487,0.006155866490069999
ACH-000488,-0.73750500131
ACH-000490,-0.6481699301030001
ACH-000491,-0.21750213982799999
ACH-000495,-0.19743191093600002
ACH-000496,-0.167807025362
ACH-000499,-0.35982324026900003
