,AIPL1 (23746)
ACH-000004,-0.0677552880678
ACH-000007,-0.015667133005
ACH-000009,-0.123293168642
ACH-000011,-0.09779108916750001
ACH-000012,-0.146580566874
ACH-000013,-0.09860743573820001
ACH-000014,-0.0006808096746649999
ACH-000015,-0.24739998407699998
ACH-000017,-0.10340628681
ACH-000018,-0.1768291571
ACH-000019,0.0977497054734
ACH-000021,-0.0189011706623
ACH-000022,-0.008710170371799998
ACH-000025,-0.22982301609900002
ACH-000028,-0.129735021288
ACH-000030,-0.0692747979303
ACH-000035,-0.0122133488713
ACH-000036,-0.12992793333900002
ACH-000037,-0.17744118417399998
ACH-000039,0.021448587005699998
ACH-000040,-0.184205405447
ACH-000041,-0.18390091537300002
ACH-000042,-0.17451425119800001
ACH-000045,-0.32124281835499996
ACH-000047,-0.11306997709899999
ACH-000052,0.17700285615800002
ACH-000053,-0.07260858698410001
ACH-000054,0.041410110935
ACH-000055,0.0280954474163
ACH-000060,-0.20516436266399998
ACH-000067,-0.133664712979
ACH-000070,-0.0035358825371600002
ACH-000075,-0.230095515194
ACH-000078,-0.0845138348089
ACH-000082,-0.115296310529
ACH-000085,-0.0669874338445
ACH-000086,-0.052833788452000006
ACH-000087,-0.226082208079
ACH-000092,0.141779007799
ACH-000095,0.020477883968799997
ACH-000097,-0.047865718443800005
ACH-000098,-0.0617051007881
ACH-000099,-0.0617451260444
ACH-000108,-0.050527784523
ACH-000113,-0.0701962836043
ACH-000115,-0.0192854570556
ACH-000116,-0.0425485628905
ACH-000118,-0.0920758674571
ACH-000120,-0.0956271292323
ACH-000123,-0.13185925996
ACH-000127,-0.136810792541
ACH-000128,-0.0735245086808
ACH-000132,0.031057570740099995
ACH-000133,-0.146078058976
ACH-000137,-0.041936265176800006
ACH-000138,-0.0687220803388
ACH-000142,-0.058846724507800006
ACH-000143,-0.029192437766
ACH-000146,-0.047931453605100004
ACH-000148,-0.122816184912
ACH-000150,-0.203600620072
ACH-000152,-0.22477569398000002
ACH-000153,-0.26483609118
ACH-000159,-0.0982157076416
ACH-000160,-0.031405612024599995
ACH-000163,-0.0405282049134
ACH-000167,-0.110967202596
ACH-000168,-0.158563872632
ACH-000169,-0.12174452657099999
ACH-000178,-0.112748084411
ACH-000182,-0.0392749955261
ACH-000183,0.093593031576
ACH-000188,-0.30595309217300004
ACH-000189,-0.265140235002
ACH-000190,0.130188543826
ACH-000198,-0.141214171787
ACH-000204,-0.0478120195692
ACH-000206,-0.148923201435
ACH-000207,-0.110210707664
ACH-000211,-0.009194280506169999
ACH-000215,-0.101097555375
ACH-000221,-0.0838682912328
ACH-000222,-0.169817376362
ACH-000223,-0.08447018287739999
ACH-000226,-0.0694991369705
ACH-000227,-0.11119720794299999
ACH-000228,-0.12069018169199999
ACH-000231,-0.201363383365
ACH-000232,-0.10288158441199999
ACH-000233,-0.122299758422
ACH-000234,-0.0101899500064
ACH-000235,-0.0318652831064
ACH-000237,0.0070797110681899995
ACH-000238,-0.149633978921
ACH-000243,-0.21217983271699997
ACH-000244,-0.040884160211
ACH-000246,-0.0572733223828
ACH-000248,0.0185142189592
ACH-000250,-0.1406487717
ACH-000251,0.00721779268034
ACH-000253,-0.0627165870022
ACH-000255,0.106993797419
ACH-000256,-0.21006567504999998
ACH-000257,-0.358501687391
ACH-000258,-0.0074879563846199995
ACH-000259,-0.0323691964192
ACH-000260,-0.0514801264639
ACH-000261,-0.0332218931082
ACH-000262,-0.167181121415
ACH-000263,-0.107149189276
ACH-000264,-0.112915004693
ACH-000265,-0.0739112823899
ACH-000266,-0.10179679831499999
ACH-000272,-0.053569991160000004
ACH-000273,-0.08967822259819999
ACH-000274,-0.12247369833499999
ACH-000277,-0.17074244876800002
ACH-000278,-0.0424074730886
ACH-000279,-0.0771092404865
ACH-000280,-0.173443715506
ACH-000281,-0.249791951091
ACH-000288,-0.40863360544200006
ACH-000291,0.0151151892419
ACH-000293,-0.147844617102
ACH-000294,-0.206527432285
ACH-000295,-0.17223573096
ACH-000296,-0.326797252092
ACH-000302,-0.070135828409
ACH-000304,0.07446643665569999
ACH-000307,0.0665999334332
ACH-000308,-0.10281977032199999
ACH-000310,-0.09845572865499999
ACH-000311,-0.093193556767
ACH-000312,-0.16097616691400002
ACH-000315,0.0140467665634
ACH-000316,-0.023548007793099998
ACH-000317,0.218984210922
ACH-000318,-0.0529306244477
ACH-000319,-0.0493105300016
ACH-000320,-0.406024686229
ACH-000322,-0.102327108596
ACH-000323,-0.284752270507
ACH-000324,0.011730170052399999
ACH-000329,-0.0356621918527
ACH-000330,-0.0534252611337
ACH-000331,-0.061001803693800004
ACH-000332,-0.040457950300199996
ACH-000334,-0.024866465885299997
ACH-000335,0.141999515786
ACH-000336,0.0598217025873
ACH-000337,-0.0194395543947
ACH-000339,-0.20887194074499998
ACH-000341,-0.07306131181389999
ACH-000348,0.00767799521036
ACH-000350,-0.0606710644707
ACH-000352,-0.053133631553800006
ACH-000356,-0.07642702710589999
ACH-000361,-0.0045181089259
ACH-000362,-0.217331996334
ACH-000363,-0.0369309923336
ACH-000364,-0.109795058511
ACH-000365,-0.16974080426600002
ACH-000366,0.010920651679200002
ACH-000368,0.09826594618079999
ACH-000374,0.0640113206987
ACH-000375,-0.21203875237199998
ACH-000376,-0.0567733250038
ACH-000381,-0.177552389715
ACH-000383,-0.178282088285
ACH-000387,-0.159625155837
ACH-000389,-0.127593511438
ACH-000390,0.0788473565685
ACH-000393,-0.0250006633561
ACH-000395,0.0341572574045
ACH-000397,0.012334839079799998
ACH-000401,-0.141426260403
ACH-000402,-0.214972926346
ACH-000403,-0.036787585084
ACH-000404,0.052590754846
ACH-000406,-0.11480700756699999
ACH-000407,-0.158743755992
ACH-000408,-0.0594841916961
ACH-000410,-0.061274644915500005
ACH-000411,-0.101560196198
ACH-000414,0.05590534276819999
ACH-000415,-0.156841641403
ACH-000416,-0.0157378383797
ACH-000420,-0.150975068991
ACH-000421,-0.13932144341299998
ACH-000424,-0.13589050809800002
ACH-000425,0.0233779028851
ACH-000426,0.052452340221300006
ACH-000427,-0.00705591159738
ACH-000433,0.121011337221
ACH-000436,-0.073726852517
ACH-000444,-0.14579673138000002
ACH-000445,-0.243089266612
ACH-000448,-0.104338339287
ACH-000450,-0.0793946605205
ACH-000452,-0.0866837648005
ACH-000454,-0.0370688727288
ACH-000458,-0.15925841495100002
ACH-000459,0.0743484884953
ACH-000460,-0.01020488822
ACH-000461,-0.10592629050499999
ACH-000463,-0.154506567145
ACH-000464,-0.163469632026
ACH-000466,-0.0580355211424
ACH-000467,-0.0643190787915
ACH-000468,-0.22764839178000004
ACH-000469,-0.146733177971
ACH-000470,-0.10750907772299999
ACH-000471,-0.11774144431500001
ACH-000472,-0.033257590533500005
ACH-000473,-0.144382576925
ACH-000475,-0.0403063183305
ACH-000476,0.042331680942
ACH-000477,0.25272496141999995
ACH-000480,-0.129017890995
ACH-000481,0.0350953020883
ACH-000483,-0.12405912304700001
ACH-000484,-0.133582085275
ACH-000485,-0.0196915805323
ACH-000486,-0.034776419466699994
ACH-000487,-0.08540489609819998
ACH-000488,-0.228485205978
ACH-000490,-0.135598649687
ACH-000491,0.009691343042340001
ACH-000495,0.114210805266
ACH-000496,-0.176930523914
ACH-000499,-0.059155016898
ACH-000500,0.26625066660999996
ACH-000502,-0.13688805237999999
ACH-000503,-0.125532779855
ACH-000505,-0.138104217983
ACH-000507,-0.0246123117997
ACH-000510,-0.019718469932
ACH-000511,-0.10412764507200001
ACH-000512,0.0185102193089
ACH-000516,-0.044384553365199995
ACH-000517,-0.031106681038700002
ACH-000518,-0.0336082513516
ACH-000520,0.07578219837389999
ACH-000521,-0.054595373274499995
ACH-000522,-0.0185014432331
ACH-000524,-0.034611782060000006
ACH-000527,-0.158312732495
ACH-000528,-0.0238646978187
ACH-000537,0.07584863165960001
ACH-000541,0.0928427894777
ACH-000542,-0.114918251573
ACH-000544,-0.150390744147
ACH-000545,-0.18887178077199998
ACH-000547,0.284629157141
ACH-000548,-0.0937005502062
ACH-000549,0.0836701863832
ACH-000550,-0.250131334102
ACH-000552,-0.017019477508
ACH-000556,-0.249397345373
ACH-000557,-0.0336121598975
ACH-000570,-0.152596330698
ACH-000571,-0.0637294384076
ACH-000573,-0.209618832423
ACH-000576,-0.0185808751683
ACH-000580,0.0196024974203
ACH-000584,-0.0651384909271
ACH-000585,-0.258300230674
ACH-000588,-0.13268639238
ACH-000589,-0.161812680726
ACH-000591,-0.142451525515
ACH-000593,-0.187178898345
ACH-000600,-0.034980556111
ACH-000601,-0.09409490546509999
ACH-000604,-0.379444971112
ACH-000605,0.047035605825699996
ACH-000606,-0.25597449665800004
ACH-000608,-0.0762925781784
ACH-000614,0.048525050692499995
ACH-000616,-0.080338522663
ACH-000618,-0.09348410705219999
ACH-000619,-0.0960448899789
ACH-000620,-0.23105094032900003
ACH-000621,-0.252893887559
ACH-000622,-0.178925607505
ACH-000623,-0.0717024295005
ACH-000624,-0.143437039445
ACH-000627,-0.167242827106
ACH-000630,-0.07041613683430001
ACH-000632,-0.14186017422
ACH-000633,-0.16693534063100002
ACH-000637,0.0461735499039
ACH-000638,-0.0619100006083
ACH-000646,-0.0357450000015
ACH-000647,-0.0357469429534
ACH-000648,0.0011250360581800001
ACH-000649,-0.09673255031929999
ACH-000651,-0.243278940482
ACH-000652,-0.281248571335
ACH-000653,-0.157948269212
ACH-000657,-0.014001445765500001
ACH-000658,-0.00985046358314
ACH-000661,0.162788761212
ACH-000662,-0.00830805638669
ACH-000663,0.131602068535
ACH-000665,-0.0651586525069
ACH-000671,-0.0546600960081
ACH-000673,-0.28390646363899996
ACH-000676,-0.032968592727099996
ACH-000677,-0.0656770690842
ACH-000681,-0.119039963313
ACH-000682,-0.25596658413600004
ACH-000683,0.0588618865296
ACH-000684,-0.0812586602635
ACH-000688,-0.116694666014
ACH-000693,-0.24492076826200002
ACH-000694,-0.0219819046488
ACH-000695,-0.0345358358771
ACH-000696,0.0259116707271
ACH-000697,-0.00096924281183
ACH-000699,0.00691116452342
ACH-000701,-0.129761066454
ACH-000706,-0.130914903599
ACH-000711,-0.0654645915349
ACH-000713,-0.221480400123
ACH-000714,-0.0481336456527
ACH-000718,-0.11940230326300001
ACH-000720,-0.147545499585
ACH-000721,-0.10501053891899999
ACH-000724,0.0647325720501
ACH-000725,-0.0779513697733
ACH-000732,-0.148658721026
ACH-000734,0.0305973335169
ACH-000735,-0.14098588594
ACH-000736,0.0855180454697
ACH-000738,0.009961561732209998
ACH-000746,0.0354229507874
ACH-000747,0.135768497686
ACH-000748,-0.0142882630635
ACH-000753,-0.183431809764
ACH-000756,-0.12587403579700002
ACH-000757,-0.080220141475
ACH-000758,0.022942265410400002
ACH-000760,0.0275158933259
ACH-000763,-0.23469876610800003
ACH-000764,-0.25148813248
ACH-000765,0.124807579263
ACH-000766,0.00969173827995
ACH-000767,-0.10351844624800001
ACH-000768,-0.153047852345
ACH-000769,-0.0384338255786
ACH-000770,-0.0506143542224
ACH-000771,-0.156598968166
ACH-000773,-0.190102691979
ACH-000776,-0.180640514009
ACH-000777,-0.0757492513291
ACH-000778,-0.21833688472399998
ACH-000781,-0.122151208136
ACH-000782,0.164474532369
ACH-000783,-0.01270650588
ACH-000784,-0.0190968781337
ACH-000785,-0.0557844177295
ACH-000787,-0.0196365470904
ACH-000788,-0.10604689566400001
ACH-000791,-0.140589874063
ACH-000792,-0.115940375611
ACH-000794,-0.11749179254799999
ACH-000796,-0.0659486940706
ACH-000799,0.09128429809000001
ACH-000800,-0.0381683100104
ACH-000802,-0.127527458497
ACH-000804,-0.07206228042219999
ACH-000805,-0.0100186878456
ACH-000809,-0.0566313725861
ACH-000810,-0.169399252541
ACH-000811,-0.218018362498
ACH-000817,-0.153302884398
ACH-000819,-0.0034520163519
ACH-000820,-0.053011922386
ACH-000821,-0.04788751143
ACH-000822,-0.026485385556900002
ACH-000823,0.0637742336912
ACH-000824,-0.0154242512319
ACH-000827,-0.110132132372
ACH-000829,-0.005970887827560001
ACH-000831,0.17961775548300002
ACH-000832,-0.10957191928099999
ACH-000833,-0.0716043693949
ACH-000834,-0.043777354287
ACH-000835,-0.124384498757
ACH-000836,-0.08310174460589999
ACH-000837,-0.143244435156
ACH-000838,-0.135453670458
ACH-000839,-0.34369979519500005
ACH-000840,-0.0050059591988
ACH-000841,-0.0570629266868
ACH-000843,-0.006760807944189999
ACH-000846,-0.10247238058000001
ACH-000847,-0.11525546885099999
ACH-000848,0.0325380719096
ACH-000849,0.009295156298290001
ACH-000851,-0.0143614318371
ACH-000855,0.0175837633907
ACH-000856,0.00039040781290699997
ACH-000858,-0.168880802684
ACH-000859,-0.0834486887161
ACH-000861,-0.148205978278
ACH-000862,-0.0308519239283
ACH-000865,0.0758378653188
ACH-000866,0.00970096484472
ACH-000867,-0.11567418997300001
ACH-000869,-0.0563464196519
ACH-000872,-0.06755237361409999
ACH-000873,-0.275432904298
ACH-000876,-0.033316686147300004
ACH-000878,-0.36838719454499996
ACH-000880,-0.0620063549063
ACH-000881,-0.120780193635
ACH-000882,0.08460491239830001
ACH-000884,0.00513540139645
ACH-000885,-0.11194646541600001
ACH-000887,-0.100390024431
ACH-000888,-0.0869461896509
ACH-000889,-0.005213987721890001
ACH-000890,-0.196060271278
ACH-000896,-0.10782582916
ACH-000898,-0.0804558009219
ACH-000900,0.043582676077
ACH-000901,-0.0127703684691
ACH-000905,-0.13089152568600002
ACH-000906,-0.0317195141228
ACH-000907,-0.25387160638
ACH-000910,-0.126869055396
ACH-000911,-0.274873590466
ACH-000912,-0.0415374714991
ACH-000913,0.00562630055266
ACH-000915,-0.07045164026489999
ACH-000916,-0.242465410471
ACH-000917,0.00467088608202
ACH-000921,-0.038751816383500004
ACH-000924,-0.016815090906
ACH-000926,0.0333584339796
ACH-000928,-0.143388942349
ACH-000929,-0.11137608056800001
ACH-000932,-0.08436422900530001
ACH-000935,-0.0310732860773
ACH-000936,-0.0027831946635500002
ACH-000937,-0.0497586851533
ACH-000938,0.014424912811300001
ACH-000939,-0.19882835528499998
ACH-000941,0.116733369847
ACH-000943,-0.095332406588
ACH-000946,-0.09544187553689999
ACH-000947,-0.122167130751
ACH-000948,0.0183366496465
ACH-000950,-0.312410581347
ACH-000953,0.0473819310963
ACH-000957,-0.041370851191
ACH-000958,0.0357262996077
ACH-000960,-0.0159289603017
ACH-000963,0.105578208863
ACH-000968,0.265073031907
ACH-000969,-0.155006745323
ACH-000973,-0.107713992433
ACH-000974,0.0134046453778
ACH-000975,-0.0037873350891899998
ACH-000976,-0.201446841103
ACH-000978,-0.030411534566700003
ACH-000980,-0.0980577012507
ACH-000984,-0.19357854942400002
ACH-000986,-0.246575367963
ACH-000988,0.04226553036280001
ACH-000993,-0.128704191512
ACH-000994,-0.145311487395
ACH-000996,-0.12024711422499999
ACH-001001,-0.164936987161
ACH-001020,-0.21207220553599998
ACH-001028,-0.0833652066615
ACH-001031,-0.0307528307828
ACH-001038,-0.147198231186
ACH-001048,-0.06166311413409999
ACH-001050,-0.162467584242
ACH-001053,0.0655074666316
ACH-001054,-0.0486756254028
ACH-001061,-0.154849742654
ACH-001067,-0.185342347544
ACH-001075,-0.246728152212
ACH-001096,-0.25385550457600004
ACH-001128,-0.115132565385
ACH-001134,-0.09507159633670001
ACH-001151,-0.010200716293399999
ACH-001163,-0.05086254465469999
ACH-001164,-0.23227437209899998
ACH-001173,-0.117985091917
ACH-001183,-0.036906103438
ACH-001184,-0.559239886164
ACH-001190,-0.261029301211
ACH-001192,-0.22451154876499999
ACH-001193,0.11627203255999999
ACH-001196,-0.185308969791
ACH-001197,0.0438436621386
ACH-001205,0.0314639555357
ACH-001211,0.0299928992845
ACH-001212,-0.018408356264900002
ACH-001228,-0.169935310064
ACH-001232,-0.187290903649
ACH-001239,0.0413676914494
ACH-001274,-0.006374965389630001
ACH-001275,-0.195164521644
ACH-001277,-0.186467912977
ACH-001278,-0.024751027353699998
ACH-001280,-0.12697042773800002
ACH-001283,-0.0125984782742
ACH-001289,-0.047716430033
ACH-001295,-0.17009269523099999
ACH-001300,-0.09426406503660001
ACH-001301,0.124559436712
ACH-001302,-0.131847418424
ACH-001303,0.09664293770369999
ACH-001306,-0.017076288969700003
ACH-001318,-0.0325929352086
ACH-001322,-0.0699888134045
ACH-001328,-0.19286835506299999
ACH-001332,-0.38140013586599997
ACH-001333,-0.07362904978689999
ACH-001336,0.0255850254928
ACH-001340,-0.0552391785891
ACH-001346,-0.11459701790999999
ACH-001353,-0.07110078473039999
ACH-001354,-0.07584655524810001
ACH-001367,-0.030910864337
ACH-001368,0.00848096946378
ACH-001374,-0.21437680975499998
ACH-001375,-0.197831724329
ACH-001377,-0.20090332109099998
ACH-001380,-0.0268854443157
ACH-001391,-0.0513605572007
ACH-001407,0.025339317470900003
ACH-001408,-0.0854404635145
ACH-001413,-0.049729629718000004
ACH-001430,-0.106857249014
ACH-001431,-0.135902227003
ACH-001450,-0.162536122889
ACH-001496,0.0151485251906
ACH-001500,-0.08341045146210001
ACH-001521,-0.290221975415
ACH-001523,-0.257977472967
ACH-001532,-0.114539884257
ACH-001536,-0.139534111189
ACH-001550,-0.00743228945897
ACH-001552,-0.24484601863299998
ACH-001554,0.00362854419905
ACH-001645,-0.0174931132214
ACH-001654,-0.0337158582022
ACH-001715,-0.311446841914
ACH-001735,-0.131476036585
ACH-001736,-0.000504772169225
ACH-001737,0.04903837231819999
ACH-001740,-0.21766694628400002
ACH-001745,0.0214486751308
ACH-001750,-0.102744072831
ACH-001765,-0.0661590364592
ACH-001956,-0.0230705120071
ACH-001957,-0.089619657608
