,SGCE (8910)
ACH-000663,-0.119660038781
ACH-000665,-0.39240890884900004
ACH-000671,-0.356676987011
ACH-000673,-0.52480756602
ACH-000676,-0.5572919088530001
ACH-000677,-0.542370357572
ACH-000681,-0.35381990606299996
ACH-000682,-0.432208073117
ACH-000683,-0.424072634691
ACH-000684,-0.574787122625
ACH-000688,-0.297709889616
ACH-000693,-0.395067038873
ACH-000694,-0.337985090476
ACH-000695,-0.24181370742699998
ACH-000696,-0.49294082917099996
ACH-000697,-0.533427176446
ACH-000699,-0.312449609351
ACH-000701,-0.568400007306
ACH-000706,-0.149746040238
ACH-000711,-0.435493257449
ACH-000713,-0.434300093645
ACH-000714,-0.25609444743
ACH-000718,-0.538099834435
ACH-000720,-0.314164501077
ACH-000721,-0.164528902044
ACH-000724,-0.011080522727099999
ACH-000725,-0.403075982166
ACH-000732,0.25201265863600003
ACH-000734,-0.44670815883000003
ACH-000735,-0.599738170345
ACH-000736,-0.28907574514199996
ACH-000738,-0.443912232367
ACH-000746,-0.631705845507
ACH-000747,-0.290791119723
ACH-000748,-0.435786888301
ACH-000753,-0.530006671441
ACH-000756,-0.0599699864763
ACH-000757,-0.47922361299099997
ACH-000758,-0.618730356916
ACH-000760,-0.430945473367
ACH-000763,-0.0661622687271
ACH-000764,-0.0861469411176
ACH-000765,-0.367519943676
ACH-000766,-0.507377511376
ACH-000767,-0.281014347544
ACH-000768,-0.408986615406
ACH-000769,-0.42923257177699997
ACH-000770,-0.256291862049
ACH-000771,-0.46709061740900004
ACH-000773,-0.30435409534
ACH-000776,-0.422607792058
ACH-000777,-0.37927023741099997
ACH-000778,-0.0885844748769
ACH-000781,-0.441872716065
ACH-000782,-0.5383886056430001
ACH-000783,-0.474008134516
ACH-000784,-0.252668243259
ACH-000785,-0.5949517360809999
ACH-000787,-0.353435618909
ACH-000788,-0.517306859153
ACH-000791,-0.574560819565
ACH-000792,-0.351463918662
ACH-000794,-0.30594223515700003
ACH-000796,-0.32888842221700004
ACH-000799,-0.37517950209600004
ACH-000800,-0.506571175397
ACH-000802,-0.212853838895
ACH-000804,-0.160206477085
ACH-000805,-0.7404863942350001
ACH-000809,-0.34661286700000005
ACH-000810,-0.771549785898
ACH-000811,-0.447435685097
ACH-000817,-0.129476097475
ACH-000819,-0.227645889378
ACH-000820,-0.653108528545
ACH-000821,-0.673721640863
ACH-000822,-0.286666859925
ACH-000823,-0.425273526754
ACH-000824,-0.330002036434
ACH-000827,-0.32972273689599996
ACH-000829,-0.308179213627
ACH-000831,-0.41244794145499997
ACH-000832,-0.5649871404300001
ACH-000833,-0.059853142745900006
ACH-000834,-0.181305892331
ACH-000835,-0.288052502416
ACH-000836,-0.28930108402
ACH-000837,-0.396108381561
ACH-000838,-0.187652007364
ACH-000839,-0.330046847437
ACH-000840,-0.467560733541
ACH-000841,-0.6515487908950001
ACH-000843,-0.369235355749
ACH-000846,-0.699657706075
ACH-000847,-0.22303794559300003
ACH-000848,-0.49467061123499995
ACH-000849,-0.36537534584
ACH-000851,-0.339977973125
ACH-000855,-0.660110642865
ACH-000856,-0.412974983234
ACH-000858,-0.332058595783
ACH-000859,-0.22823711111499997
ACH-000861,-0.41458116665399997
ACH-000862,-0.2888963429
ACH-000865,-0.298181397617
ACH-000866,-0.430524813049
ACH-000867,-0.37267052581
ACH-000869,-0.665912761167
ACH-000872,-0.478233449869
ACH-000873,-0.116968946904
ACH-000876,-0.46018883341399996
ACH-000878,-0.275535811856
ACH-000880,-0.19063409604000003
ACH-000881,-0.460130502541
ACH-000882,-0.29239266496599997
ACH-000884,-0.408987812396
ACH-000885,-0.280194709224
ACH-000887,-0.36911055105400004
ACH-000888,-0.391916055503
ACH-000889,-0.261504446424
ACH-000890,-0.430740174214
ACH-000896,-0.45730216605400004
ACH-000898,-0.375856505949
ACH-000900,-0.49992577756000006
ACH-000901,-0.357819060677
ACH-000905,-0.527445818211
ACH-000906,-0.457687722596
ACH-000907,-0.35783843962800005
ACH-000910,-0.231310582382
ACH-000911,-0.36451047589
ACH-000912,-0.398723104507
ACH-000913,-0.206516818455
ACH-000915,-0.5063656687520001
ACH-000916,-0.574546228481
ACH-000917,-0.132833034968
ACH-000921,-0.706930904491
ACH-000924,-0.183538500646
ACH-000926,-0.35393660648
ACH-000928,-0.224646370543
ACH-000929,-0.644477316937
ACH-000932,-0.43824996203500005
ACH-000935,-0.552723698259
ACH-000936,-0.322774832395
ACH-000937,-0.434355441841
ACH-000938,-0.555294420888
ACH-000939,-0.23444839480000002
ACH-000941,-0.750877700985
ACH-000943,-0.48238729634800004
ACH-000946,-0.6144878623510001
ACH-000947,-0.46404692531499997
ACH-000948,-0.526463346623
ACH-000950,-0.579467567162
ACH-000953,-0.20674221862
ACH-000957,-0.7178703225319999
ACH-000958,-0.0511022950197
ACH-000960,-0.39449944734700004
ACH-000963,-0.51023588637
ACH-000968,-0.148831902247
ACH-000969,-0.323326827699
ACH-000973,-0.21142555188200002
ACH-000974,-0.47829083011100004
ACH-000975,-0.39108458142200003
ACH-000976,-0.506091278043
ACH-000978,-0.475393011622
ACH-000980,-0.419491924753
ACH-000984,-0.35514846172799996
ACH-000986,-0.421109548025
ACH-000988,-0.39449324261600005
ACH-000993,-0.280868208267
ACH-000994,-0.39229005463
ACH-000996,-0.38511543984499996
ACH-001001,-0.66934027613
ACH-001020,-0.25966200030000003
ACH-001028,-0.27609951690400003
ACH-001031,-0.365246983804
ACH-001038,-0.220127433851
ACH-001048,-0.441212986242
ACH-001050,-0.278630005512
ACH-001053,-0.468637084174
ACH-001054,-0.5318542237039999
ACH-001061,-0.39185041048600006
ACH-001067,-0.37454518856299995
ACH-001075,-0.419159321847
ACH-001096,-0.176215967925
ACH-001128,-0.623560264174
ACH-001134,-0.469700417959
ACH-001151,-0.361019142932
ACH-001163,-0.26354889988499997
ACH-001164,-0.255165440049
ACH-001173,-0.376704074384
ACH-001183,-0.19567365921100002
ACH-001184,-0.603406299872
ACH-001190,-0.568474364619
ACH-001192,-0.308238920576
ACH-001193,-0.249039380962
ACH-001196,-0.37059621998899994
ACH-001197,-0.54542884228
ACH-001205,-0.435656051166
ACH-001211,-0.48281616141999995
ACH-001212,-0.54837283122
ACH-001228,-0.13256773441400002
ACH-001232,-0.157392103741
ACH-001239,-0.314761919031
ACH-001274,-0.586908881483
ACH-001275,-0.22984714211399998
ACH-001277,-0.674929242535
ACH-001278,-0.568756846404
ACH-001280,-0.31093118088000005
ACH-001283,-0.358111028846
ACH-001289,-0.34812073601099996
ACH-001295,-0.376763083964
ACH-001300,-0.326763956279
ACH-001301,-0.258182552407
ACH-001302,-0.598094681741
ACH-001303,-0.5376875226160001
ACH-001306,-0.39815928364299996
ACH-001318,-0.171721361746
ACH-001322,-0.48062436641500006
ACH-001328,-0.317590806025
ACH-001332,-0.7660620673180001
ACH-001333,-0.459058752967
ACH-001336,-0.532619927829
ACH-001340,-0.523074543504
ACH-001346,-0.32132251276
ACH-001353,-0.142975424894
ACH-001354,-0.273229553756
ACH-001367,-0.9530639765369999
ACH-001368,-0.32925078495099996
ACH-001374,-0.422456409834
ACH-001375,-0.40774510966
ACH-001377,-0.290636217362
ACH-001380,-0.467656794595
ACH-001391,-0.547378856516
ACH-001407,-0.292118724903
ACH-001408,-0.337556161572
ACH-001413,-0.24876373114300002
ACH-001430,0.05552328899669999
ACH-001431,-0.465985943439
ACH-001450,-0.341839636964
ACH-001496,-0.528358091696
ACH-001500,-0.231915561909
ACH-001521,-0.900590185705
ACH-001523,-0.460320615682
ACH-001532,-0.508880016975
ACH-001536,-0.550359985555
ACH-001550,-0.24670414616099998
ACH-001552,-0.142324490434
ACH-001554,-0.346287724644
ACH-001645,-0.627053495607
ACH-001654,-0.217538904675
ACH-001715,-0.279938335082
ACH-001735,-0.324845308943
ACH-001736,-0.557059285388
ACH-001737,-0.145173086833
ACH-001740,-0.33029500360999997
ACH-001745,-0.216888507456
ACH-001750,-0.169931672585
ACH-001765,-0.488819436325
ACH-001956,-0.42156543090099996
ACH-001957,-0.46229352948799995
