,TFG (10342)
ACH-000336,-0.142031840611
ACH-000337,-0.21194865012400002
ACH-000339,-0.136477520768
ACH-000341,0.146129888494
ACH-000348,-0.129838927912
ACH-000350,0.0512667389708
ACH-000352,-0.467981558147
ACH-000356,-0.122950315845
ACH-000361,0.0483635234791
ACH-000362,-0.19356236095499998
ACH-000363,-0.27110790680999997
ACH-000364,-0.126463586911
ACH-000365,-0.45665507407300004
ACH-000366,0.0455458097228
ACH-000368,-0.160605591468
ACH-000374,-0.055616198314699994
ACH-000375,-0.528047117342
ACH-000376,-0.251230010902
ACH-000381,-0.262709840378
ACH-000383,-0.220114450046
ACH-000387,-0.305188001043
ACH-000389,-0.20652099792800002
ACH-000390,-0.160416453751
ACH-000393,-0.255617500009
ACH-000395,-0.5458335251259999
ACH-000397,-0.35754956242200003
ACH-000401,-0.142426099989
ACH-000402,-0.0243358304289
ACH-000403,-0.08747530310820001
ACH-000404,-0.26850837474100003
ACH-000406,-0.09616538969130001
ACH-000407,-0.34891184450900004
ACH-000408,-0.005844595134439999
ACH-000410,-0.494015971761
ACH-000411,-0.22370438967700002
ACH-000414,-0.360278553494
ACH-000415,-0.185045527815
ACH-000416,-0.128973593277
ACH-000420,-0.286678625184
ACH-000421,-0.122759046555
ACH-000424,-0.00456967890134
ACH-000425,-0.619378329332
ACH-000426,-0.25926404719900004
ACH-000427,-0.23469083713599997
ACH-000433,0.025584162437700002
ACH-000436,-0.194611143323
ACH-000444,-0.09527333927960001
ACH-000445,-0.36986236786300003
ACH-000448,0.0778726779073
ACH-000450,-0.298420498113
ACH-000452,-0.152708141531
ACH-000454,-0.509542272452
ACH-000458,-0.11705293796599998
ACH-000459,-0.705058982325
ACH-000460,-0.591988813378
ACH-000461,-0.0945659092985
ACH-000463,-0.169164077362
ACH-000464,-0.42246408601400004
ACH-000466,-0.5560103843649999
ACH-000467,-0.38532880805299996
ACH-000468,-0.09648533670880001
ACH-000469,-0.012885369205
ACH-000470,-0.512706325944
ACH-000471,-0.27203268350800003
ACH-000472,-0.389480129379
ACH-000473,-0.210629404031
ACH-000475,-0.329053024504
ACH-000476,-0.106928305623
ACH-000477,0.10554246036
ACH-000480,-0.5436776788809999
ACH-000481,-0.25822886069699996
ACH-000483,0.0340434557325
ACH-000484,-0.215306488547
ACH-000485,-0.318962319652
ACH-000486,-0.194370213029
ACH-000487,-0.00207124781815
ACH-000488,-0.21332424834600003
ACH-000490,-0.39417818548600003
ACH-000491,0.180991883778
ACH-000495,-0.144686487104
ACH-000496,-0.3424848483599999
ACH-000499,-0.194685887143
ACH-000500,-0.156084220672
ACH-000502,-0.0853025729696
ACH-000503,-0.218201317557
ACH-000505,-0.15208293379499999
ACH-000507,-0.244740948398
ACH-000510,-0.0833545873035
ACH-000511,-0.14997870928200002
ACH-000512,-0.20916363926800002
ACH-000516,-0.066283905221
ACH-000517,-0.0757805170955
ACH-000518,-0.37900557436800003
ACH-000520,-0.211828705092
ACH-000521,-0.366252486866
ACH-000522,-0.0833927185903
ACH-000524,-0.529271783317
ACH-000527,-0.0824460411082
ACH-000528,-0.490320844246
ACH-000537,0.0283568217973
ACH-000541,-0.296043171742
ACH-000542,-0.0600969848896
ACH-000544,-0.5927184071720001
ACH-000545,-0.155386109478
ACH-000547,-0.184124802456
ACH-000548,-0.407140791671
ACH-000549,-0.296009757729
ACH-000550,-0.289330848644
ACH-000552,-0.168795840554
ACH-000556,-0.258459198541
ACH-000557,0.142761403743
ACH-000570,0.0285886831586
ACH-000571,-0.0727566331142
ACH-000573,-0.143119506117
ACH-000576,-0.301457786682
ACH-000580,-0.7591484744760001
ACH-000584,-0.299934464082
ACH-000585,-0.134484325616
ACH-000588,-0.0936003002166
ACH-000589,-0.18529018159000002
ACH-000591,-0.157089920365
ACH-000593,-0.319988902029
ACH-000600,-0.032485900937900006
ACH-000601,-0.1749812605
ACH-000604,-0.013763190696299998
ACH-000605,-0.22915203460499997
ACH-000606,-0.0647136474351
ACH-000608,-0.30531090156
ACH-000614,-0.190979499311
ACH-000616,-0.259308463544
ACH-000618,-0.102304450709
ACH-000619,-0.7175980995610001
ACH-000620,-0.172698128346
ACH-000621,-0.5347985334650001
ACH-000622,-0.18440043613200002
ACH-000623,-0.0454989141225
ACH-000624,-0.084434099445
ACH-000627,0.021939063695299996
ACH-000630,-0.10322346218900001
ACH-000632,0.0370131953859
ACH-000633,-0.11383310295299999
ACH-000637,0.0676651233843
ACH-000638,-0.178725746233
ACH-000646,-0.576223525017
ACH-000647,-0.22135192701200002
ACH-000648,-0.127203261248
ACH-000649,-0.24508261035
ACH-000651,-0.13659914145
ACH-000652,-0.259974412439
ACH-000653,-0.283141632058
ACH-000657,-0.21355389032000002
ACH-000658,-0.19925500873
ACH-000661,-0.141190638946
ACH-000662,-0.49855074173
ACH-000663,-0.0580404317779
ACH-000665,-0.021734286112799997
ACH-000671,-0.010502649352200001
ACH-000673,-0.09877507876599999
ACH-000676,-0.250754909354
ACH-000677,0.103040041381
ACH-000681,-0.0621515250187
ACH-000682,-0.5282533908420001
ACH-000683,-0.21996499934500002
ACH-000684,-0.336487240894
ACH-000688,-0.158462168711
ACH-000693,-0.0760386972856
ACH-000694,-0.19701299361400001
ACH-000695,-0.022512989543900002
ACH-000696,-0.175501313738
ACH-000697,-0.63219167307
ACH-000699,-0.323796541664
ACH-000701,-0.060632388291999996
ACH-000706,-0.104737376453
ACH-000711,-0.641022186373
ACH-000713,-0.06749662819680001
ACH-000714,-0.46562717557300004
ACH-000718,-0.310537858652
ACH-000720,-0.301439682313
ACH-000721,-0.15651011382000002
ACH-000724,-0.247835057649
ACH-000725,-0.265517097561
ACH-000732,-0.392596847213
ACH-000734,-0.335325134852
ACH-000735,-0.38583854191
ACH-000736,-0.052808398634099994
ACH-000738,0.106031642675
ACH-000746,-0.236855187096
ACH-000747,-0.331296661401
ACH-000748,-0.06552503824059999
ACH-000753,-0.133470768616
ACH-000756,-0.21481680885999999
ACH-000757,-0.05614512643209999
ACH-000758,-0.19469736028700002
ACH-000760,-0.07173013292069999
ACH-000763,-0.06553338319680001
ACH-000764,-0.170200589318
ACH-000765,-0.122243555191
ACH-000766,-0.113573452038
ACH-000767,-0.11198223443600001
ACH-000768,-0.273133915499
ACH-000769,-0.021403657409099996
ACH-000770,-0.0615933057909
ACH-000771,-0.328514873333
ACH-000773,-0.11461398105699999
ACH-000776,-0.07340767919539999
ACH-000777,-0.19056341562800003
ACH-000778,-0.168901941914
ACH-000781,-0.118436735419
ACH-000782,-0.333234131742
ACH-000783,-0.186447081112
ACH-000784,-0.020504990610400002
ACH-000785,-0.151133967435
ACH-000787,-0.18163554005999996
ACH-000788,-0.166542927118
ACH-000791,-0.06112942414440001
ACH-000792,-0.167198900444
ACH-000794,-0.179558302705
ACH-000796,-0.420677073971
ACH-000799,-0.0583667504705
ACH-000800,-0.178559046127
ACH-000802,-0.141818248868
ACH-000804,-0.00567936704945
ACH-000805,-0.414296106372
ACH-000809,-0.152369591394
ACH-000810,-0.259550121883
ACH-000811,-0.00196621848462
ACH-000817,0.0419543693225
ACH-000819,-0.025170261573299997
ACH-000820,-0.09925135901219999
ACH-000821,-0.00391020159095
ACH-000822,-0.423042492204
ACH-000823,-0.244126627949
ACH-000824,-0.157311503439
ACH-000827,-0.12724213224
ACH-000829,-0.44134485850199995
ACH-000831,-0.165650848356
ACH-000832,-0.560791815374
ACH-000833,-0.0457640465924
ACH-000834,-0.408617362908
ACH-000835,-0.139334785806
ACH-000836,-0.34752165478200003
ACH-000837,-0.441629287584
ACH-000838,0.029820842105099995
ACH-000839,-0.23675480589499998
ACH-000840,-0.45206077223700003
ACH-000841,-0.205491870491
ACH-000843,0.0270994639162
ACH-000846,-0.5210165312889999
ACH-000847,-0.0506912859251
ACH-000848,-0.558384400732
ACH-000849,-0.294796952652
ACH-000851,-0.41429290086900006
ACH-000855,-0.157488370317
ACH-000856,-0.0602003527222
ACH-000858,-0.134660638173
ACH-000859,-0.3577708005
ACH-000861,-0.26765177775800003
ACH-000862,-0.307666487701
ACH-000865,-0.0989721912015
ACH-000866,-0.114114520024
ACH-000867,-0.158407828102
ACH-000869,-0.826801688248
ACH-000872,-0.10427992221000001
ACH-000873,-0.06583198554240001
ACH-000876,-0.356444711589
ACH-000878,0.12826567041200002
ACH-000880,-0.32592882014
ACH-000881,-0.660790899555
ACH-000882,-0.41900501553400005
ACH-000884,-0.16665361574100002
ACH-000885,-0.10399230605599999
ACH-000887,-0.22632374578699999
ACH-000888,-0.182377964969
ACH-000889,0.0409980052035
ACH-000890,-0.163370914391
ACH-000896,-0.06392183256230001
ACH-000898,-0.30464766555399997
ACH-000900,-0.19193545239100002
ACH-000901,-0.000112986546093
ACH-000905,-0.332642271501
ACH-000906,-0.0390438169585
ACH-000907,-0.40379722856899997
ACH-000910,-0.0904192754572
ACH-000911,-0.31804699188
ACH-000912,-0.165604100526
ACH-000913,-0.251564821333
ACH-000915,-0.17410582672299998
ACH-000916,-0.532526796347
ACH-000917,-0.397249301851
ACH-000921,0.014485287916700002
ACH-000924,-0.284506915812
ACH-000926,-0.176924263711
ACH-000928,-0.17919166489500002
ACH-000929,-0.262786073734
ACH-000932,-0.556565612818
ACH-000935,-0.177634186228
ACH-000936,-0.33115930458299997
ACH-000937,-0.108164411623
ACH-000938,-0.20284069784800002
ACH-000939,-0.312394767026
ACH-000941,0.0543448670917
ACH-000943,-0.0446928999037
ACH-000946,-0.244735882822
ACH-000947,-0.34936511064900005
ACH-000948,-0.25168856806999995
ACH-000950,-0.36013999935099994
ACH-000953,-0.20993184814500002
ACH-000957,-0.190192467961
ACH-000958,-0.22717566024900002
ACH-000960,-0.0148268461604
ACH-000963,-0.37411101935400004
ACH-000968,0.269882267979
ACH-000969,-0.216250941818
ACH-000973,-0.0696812259954
ACH-000974,-0.0884531438086
ACH-000975,-0.50943535361
ACH-000976,-0.18935993370499998
ACH-000978,0.0684295427894
ACH-000980,-0.094125977134
ACH-000984,-0.23244872976999997
ACH-000986,-0.11152075318
ACH-000988,-0.0464421092141
ACH-000993,0.015393074469899999
ACH-000994,-0.184811224724
ACH-000996,-0.154909101396
ACH-001001,-0.104549458216
ACH-001020,-0.450672680704
ACH-001028,-0.147754212733
ACH-001031,-0.17648361151099998
ACH-001038,-0.021591362149999998
ACH-001048,0.08184100808349999
ACH-001050,-0.284915643534
ACH-001053,-0.440080226289
ACH-001054,-0.494708641366
ACH-001061,-0.606786212338
ACH-001067,-0.159079494402
ACH-001075,-0.192743996785
ACH-001096,-0.163113265323
ACH-001128,-0.517836073126
ACH-001134,-0.028936247664799998
ACH-001151,-0.49570442216300004
ACH-001163,-0.144012669048
ACH-001164,-0.06280061511889999
ACH-001173,-0.177367582318
ACH-001183,-0.18482931112300002
ACH-001184,-0.207581836345
ACH-001190,-0.143428305708
ACH-001192,-0.22619184172100001
ACH-001193,-0.352328465679
ACH-001196,-0.060928426207300004
ACH-001197,-0.416790516244
ACH-001205,-0.278575760051
ACH-001211,-0.274551455336
ACH-001212,-0.06939819892000001
ACH-001228,-0.12831341644000002
ACH-001232,-0.189486385856
ACH-001239,0.0629833227898
ACH-001274,0.18800597855300002
ACH-001275,-0.25603895145100003
ACH-001277,-0.32691599154199996
ACH-001278,-0.16755319046199998
ACH-001280,-0.13423296179400002
ACH-001283,-0.137308876114
ACH-001289,-0.00450342469588
ACH-001295,-0.170822715633
ACH-001300,-0.0834392928129
ACH-001301,0.0893162942186
ACH-001302,0.0388070934464
ACH-001303,-0.285919175255
ACH-001306,-0.016122635943
ACH-001318,-0.379945182725
ACH-001322,-0.24913166069499998
ACH-001328,0.09760943767269999
ACH-001332,-0.166856144624
ACH-001333,-0.231371541752
ACH-001336,-0.3850697198
ACH-001340,-0.38510827003
ACH-001346,-0.394450682994
ACH-001353,-0.20808546776
ACH-001354,-0.337919263884
ACH-001367,-0.330696690367
ACH-001368,-0.191116900915
ACH-001374,-0.27052175508299997
ACH-001375,-0.0549442262916
ACH-001377,-0.16880644522
ACH-001380,-0.5186500761389999
ACH-001391,-0.103079260077
ACH-001407,-0.238564484996
ACH-001408,-0.282841713708
ACH-001413,-0.153466617108
ACH-001430,-0.101528164235
ACH-001431,-0.0724876677408
ACH-001450,0.08995206456430001
ACH-001496,-0.249963016139
ACH-001500,-0.22103369640700002
ACH-001521,-0.346097864669
ACH-001523,-0.19872829702300002
ACH-001532,-0.559410626174
ACH-001536,-0.663674782483
ACH-001550,-0.155023842547
ACH-001552,-0.160991448182
ACH-001554,-0.276638228403
ACH-001645,0.161726266624
ACH-001654,0.127510618453
ACH-001715,-0.513678819664
ACH-001735,0.00315910525652
ACH-001736,-0.180021362454
ACH-001737,-0.08989148133120001
ACH-001740,-0.0320181212065
ACH-001745,-0.018092000485599998
ACH-001750,0.0322725792799
ACH-001765,-0.23044585850699997
ACH-001956,-0.141076345674
ACH-001957,-0.29106525983000003
