,CNGA1 (1259)
ACH-000004,-0.27610551499
ACH-000007,-0.143113318496
ACH-000009,-0.0579410211999
ACH-000011,-0.21151730587099998
ACH-000012,0.033669591027099995
ACH-000013,-0.053005650773400005
ACH-000014,-0.295020774104
ACH-000015,-0.27067072233100004
ACH-000017,-0.0384282107287
ACH-000018,-0.134007856382
ACH-000019,-0.0577597378763
ACH-000021,-0.12093955489600001
ACH-000022,-0.09997628579769999
ACH-000025,-0.10769363900999998
ACH-000028,-0.0386976226834
ACH-000030,-0.144018031886
ACH-000035,0.125164668301
ACH-000036,-0.048908110069000005
ACH-000037,-0.146376781417
ACH-000039,-0.0932076997123
ACH-000040,-0.102106486499
ACH-000041,0.0402507675301
ACH-000042,-0.248325147097
ACH-000045,-0.324350025282
ACH-000047,-0.134791369693
ACH-000052,0.00184153369461
ACH-000053,-0.086403606834
ACH-000054,-0.133679054346
ACH-000055,-0.0855523818145
ACH-000060,-0.0545196194296
ACH-000067,-0.0786992039788
ACH-000070,-0.181936479144
ACH-000075,-0.253742287609
ACH-000078,-0.10420544717599999
ACH-000082,-0.0701887316333
ACH-000085,-0.131162395315
ACH-000086,-0.133721156831
ACH-000087,-0.047693920108000006
ACH-000092,-0.104174165611
ACH-000095,-0.0587638666492
ACH-000097,-0.07341385049150001
ACH-000098,-0.0745197184557
ACH-000099,-0.118037901856
ACH-000108,-0.060855271680399996
ACH-000113,-0.129934625794
ACH-000115,-0.22704177516999996
ACH-000116,-0.09018469888599999
ACH-000118,-0.21645115989799998
ACH-000120,-0.0636869690028
ACH-000123,-0.109623244272
ACH-000127,-0.08195391515049999
ACH-000128,-0.112908839244
ACH-000132,-0.188007056486
ACH-000133,-0.380171081496
ACH-000137,-0.18448952241500002
ACH-000138,-0.0453039699623
ACH-000142,-0.105638086977
ACH-000143,-0.151413449423
ACH-000146,0.0421288749491
ACH-000148,-0.28040082854000004
ACH-000150,0.010911112947
ACH-000152,-0.189858081968
ACH-000153,-0.190483542451
ACH-000159,-0.23481548772799998
ACH-000160,-0.245039304746
ACH-000163,-0.0665086099901
ACH-000167,-0.43091342079800005
ACH-000168,-0.25394490203000003
ACH-000169,0.0737520616503
ACH-000178,-0.236945146928
ACH-000182,-0.246329009465
ACH-000183,-0.07055926770030001
ACH-000188,-0.12951659125099999
ACH-000189,-0.152861947303
ACH-000190,-0.14954653306399998
ACH-000198,-0.19823825118000002
ACH-000204,-0.0955466142034
ACH-000206,-0.12490003287999998
